table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10104,r011,All R&D fields -> Science -> Life sciences -> Biological and biomedical sciences,All R&D fields,Science,Life sciences,Biological and biomedical sciences,4,3367260,3641934,3870192,4074381,4460845,4600220,5328378,5543405,5945124,6129242,6429141,6560060,7211814
10104,r012,All R&D fields -> Science -> Life sciences -> Health sciences,All R&D fields,Science,Life sciences,Health sciences,4,7199426,7213782,7648898,8165912,8965144,9575233,10286046,11302266,12380493,13091995,13285953,13729166,14375633
10104,r013,All R&D fields -> Science -> Life sciences -> Natural resources and conservation<sup>a</sup>,All R&D fields,Science,Life sciences,Natural resources and conservation<sup>a</sup>,4,na,na,na,na,na,na,376714,420183,459112,471946,490907,505316,532877
10104,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,661998,744298,765110,852618,945437,1047113,762639,786831,600344,661007,627540,655919,749412
10104,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,174425,181505,183927,206193,216273,216306,234910,263211,293555,302025,315033,297288,342204
10104,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,1237497,1241486,1235539,1335737,1458140,1536789,1588261,1665331,1759629,1859184,1881938,1889228,1955178
10104,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,167275,174884,171364,158341,186081,223564,203808,207291,213751,220579,237391,231128,232248
10104,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,548345,539837,535409,568962,642701,662184,675920,693488,736091,782777,761614,760252,804413
10104,r019,All R&D fields -> Science -> Physical sciences -> Materials science<sup>a</sup>,All R&D fields,Science,Physical sciences,Materials science<sup>a</sup>,4,na,na,na,na,na,na,60465,85353,92399,93436,95475,111601,91057
10104,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,441311,447963,453342,529152,544856,573973,583326,606241,635909,669251,699397,696219,727243
10104,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,80566,78802,75424,79282,84502,77068,64742,72958,81479,93141,88061,90028,100217
10104,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,319135,323732,319823,351926,390564,419929,457759,481810,501106,538171,555868,517115,568564
10104,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,1098933,1115831,1137782,1274649,1292596,1393429,1461863,1621914,1783954,1867215,1987871,1877785,2089970
10104,r024,All R&D fields -> Science -> Social sciences -> Anthropology<sup>a</sup>,All R&D fields,Science,Social sciences,Anthropology<sup>a</sup>,4,na,na,na,na,na,na,56330,72214,74766,81389,80486,78664,92645
10104,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,225032,238299,238959,271028,289270,304023,283011,323258,353745,366370,438009,411706,473326
10104,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,222356,222051,248807,284079,280713,322783,280296,308226,339742,361007,347007,338518,393117
10104,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,193433,200650,213272,244805,252935,261957,234467,271288,323557,320363,346241,325926,343459
10104,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,458112,454831,436744,474737,469678,504666,607759,646928,692144,738086,776128,722971,787423
10104,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,717445,625538,662717,730092,621221,632252,609440,551203,540901,550313,591831,648974,692827
10104,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,3606870,3757042,3841125,4234379,4547292,4604170,4784133,5082503,5269823,5546266,5582586,5578214,5902256
10104,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,168243,163221,160722,176419,187878,216057,258331,330843,332375,349595,336943,341902,401189
10104,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,274845,301778,319362,327770,344118,396415,434298,495439,551698,571042,563794,599842,626049
10104,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,399894,422987,398860,431680,434913,451495,416666,462778,469554,479355,479624,452139,461601
10104,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,645879,663600,662641,718582,678454,714445,736766,744643,763885,811894,819134,817567,862752
10104,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,676981,695436,709748,766053,735899,720656,769749,835110,862577,888487,908953,870276,952689
10104,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering<sup>a</sup>,All R&D fields,Engineering,Industrial and manufacturing engineering<sup>a</sup>,,3,na,na,na,na,na,na,89486,164729,208012,189643,202337,189761,180982
10104,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,505138,524251,514600,586370,557011,556623,573625,597970,637290,649298,653204,607932,652716
10104,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,273920,283170,295721,346574,708354,600419,301603,294953,298218,308596,314181,282241,297552
10104,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,661970,702599,779471,880931,900665,948060,1203609,1156038,1146214,1298356,1304416,1416554,1466726
10104,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,1931908,2166720,2327799,2453238,2291291,2542480,3020979,3085055,3394366,3612004,3797933,3758351,4366856
10104,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,283575,300715,346420,377889,403862,499714,573884,656145,712552,794873,813726,837015,983418
10104,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,89057,100477,106583,97436,111706,126051,129642,141225,157339,171087,152299,146749,170293
10104,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,457844,488649,544377,554382,579683,648091,715757,731190,823178,853566,935218,915922,957266
10104,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,202864,251612,271941,309932,327060,370097,386418,434042,454570,488743,510874,504114,644729
10104,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,78771,97391,106939,150957,125504,150278,158253,190798,215420,223923,241171,253911,326302
10104,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,82909,89006,89687,100630,116725,112543,116247,124614,130817,152567,165597,154352,181136
10104,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,63874,70837,74161,80252,86788,92078,125260,116570,126358,149860,159489,166940,203384
10104,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,673014,768033,787691,781760,539963,543628,815518,690471,774132,777385,819559,779348,900328
