table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_other_purchased_services_except_r_d_,field_other
730,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,574', '&nbsp;']","['1,553', '&nbsp;']","['13', '&nbsp;']","['60', '&nbsp;']","['26', '&nbsp;']","['203', '&nbsp;']","['56', '&nbsp;']","['206', '&nbsp;']","['82', '&nbsp;']","['375', '&nbsp;']"
730,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,172', '&nbsp;']","['772', '&nbsp;']","['2', '&nbsp;']","['42', '&nbsp;']","['15', '&nbsp;']","['63', '&nbsp;']","['30', '&nbsp;']","['77', '&nbsp;']","['7', '&nbsp;']","['163', '&nbsp;']"
730,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals ",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals ",,4,3253,"['2,157', '&nbsp;']","['1,167', '&nbsp;']","['D', '&nbsp;']","['109', '&nbsp;']","['1', '&nbsp;']","['150', '&nbsp;']","['59', '&nbsp;']","['210', '&nbsp;']","['169', '&nbsp;']","['D', '&nbsp;']"
730,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['50,242', '&nbsp;']","['22,624', '&nbsp;']","['2,741', '&nbsp;']","['2,625', '&nbsp;']","['235', '&nbsp;']","['4,632', '&nbsp;']","['684', '&nbsp;']","['2,050', '&nbsp;']","['1,143', '&nbsp;']","['13,509', '&nbsp;']"
730,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['1,283', '&nbsp;']","['877', '&nbsp;']","['14', '&nbsp;']","['32', '&nbsp;']","['7', 'i']","['47', '&nbsp;']","['22', '&nbsp;']","['54', '&nbsp;']","['15', '&nbsp;']","['216', '&nbsp;']"
730,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals ",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals ",,4,"3255, 3259","['1,339', '&nbsp;']","['882', '&nbsp;']","['D', '&nbsp;']","['28', '&nbsp;']","['16', '&nbsp;']","['61', '&nbsp;']","['41', '&nbsp;']","['49', '&nbsp;']","['14', '&nbsp;']","['D', '&nbsp;']"
730,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,390', '&nbsp;']","['1,348', '&nbsp;']","['25', '&nbsp;']","['45', '&nbsp;']","['63', '&nbsp;']","['419', '&nbsp;']","['15', '&nbsp;']","['60', '&nbsp;']","['26', '&nbsp;']","['389', '&nbsp;']"
730,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,239', '&nbsp;']","['675', 'i']","['1', '&nbsp;']","['54', 'i']","['8', '&nbsp;']","['113', 'i']","['5', 'i']","['54', 'i']","['28', '&nbsp;']","['300', 'i']"
730,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['579', '&nbsp;']","['306', '&nbsp;']","['7', '&nbsp;']","['4', 'i']","['3', '&nbsp;']","['69', '&nbsp;']","['3', '&nbsp;']","['29', '&nbsp;']","['7', '&nbsp;']","['153', '&nbsp;']"
730,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,039', '&nbsp;']","['1,409', 'i']","['9', 'i']","['27', 'i']","['13', 'i']","['255', '&nbsp;']","['7', 'i']","['36', 'i']","['39', 'i']","['243', 'i']"
730,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['12,544', '&nbsp;']","['7,387', '&nbsp;']","['92', '&nbsp;']","['799', '&nbsp;']","['94', '&nbsp;']","['1,763', '&nbsp;']","['67', '&nbsp;']","['475', '&nbsp;']","['139', '&nbsp;']","['1,728', '&nbsp;']"
730,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements ,All industries,Manufacturing industries,Machinery,Agricultural implements ,,4,33311,"['1,516', '&nbsp;']","['743', '&nbsp;']","['0', '&nbsp;']","['123', '&nbsp;']","['6', '&nbsp;']","['317', '&nbsp;']","['5', '&nbsp;']","['52', '&nbsp;']","['2', 'i']","['268', '&nbsp;']"
730,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery ,All industries,Manufacturing industries,Machinery,Semiconductor machinery ,,4,333242,"['2,917', '&nbsp;']","['1,412', '&nbsp;']","['39', '&nbsp;']","['133', '&nbsp;']","['15', '&nbsp;']","['422', '&nbsp;']","['4', '&nbsp;']","['191', '&nbsp;']","['13', '&nbsp;']","['687', '&nbsp;']"
730,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment ",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment ",,4,3336,"['2,381', '&nbsp;']","['1,425', '&nbsp;']","['3', 'i']","['343', '&nbsp;']","['3', '&nbsp;']","['278', 'i']","['3', 'i']","['105', '&nbsp;']","['14', '&nbsp;']","['208', 'i']"
730,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery ,All industries,Manufacturing industries,Machinery,Other machinery ,,4,other 333,"['5,731', '&nbsp;']","['3,808', '&nbsp;']","['51', '&nbsp;']","['200', '&nbsp;']","['71', '&nbsp;']","['745', '&nbsp;']","['55', '&nbsp;']","['127', '&nbsp;']","['109', '&nbsp;']","['565', '&nbsp;']"
730,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['63,765', '&nbsp;']","['37,542', '&nbsp;']","['5,064', '&nbsp;']","['1,255', '&nbsp;']","['1,366', '&nbsp;']","['4,035', '&nbsp;']","['1,197', '&nbsp;']","['3,295', '&nbsp;']","['1,827', '&nbsp;']","['8,183', '&nbsp;']"
730,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['17,999', '&nbsp;']","['8,667', '&nbsp;']","['2,330', '&nbsp;']","['213', '&nbsp;']","['837', '&nbsp;']","['1,138', '&nbsp;']","['668', '&nbsp;']","['1,018', '&nbsp;']","['886', '&nbsp;']","['2,243', '&nbsp;']"
730,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['28,597', '&nbsp;']","['18,119', '&nbsp;']","['2,156', '&nbsp;']","['473', '&nbsp;']","['237', '&nbsp;']","['1,555', '&nbsp;']","['382', '&nbsp;']","['1,521', '&nbsp;']","['703', '&nbsp;']","['3,451', '&nbsp;']"
730,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['9,218', '&nbsp;']","['5,894', '&nbsp;']","['205', '&nbsp;']","['333', '&nbsp;']","['119', '&nbsp;']","['901', '&nbsp;']","['102', '&nbsp;']","['233', '&nbsp;']","['127', '&nbsp;']","['1,303', '&nbsp;']"
730,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses ",5,"334510, 334517","['2,525', '&nbsp;']","['1,383', '&nbsp;']","['146', '&nbsp;']","['126', '&nbsp;']","['26', 'i']","['294', '&nbsp;']","['45', 'i']","['73', '&nbsp;']","['9', 'i']","['422', '&nbsp;']"
730,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",5,334511,"['2,881', '&nbsp;']","['1,990', '&nbsp;']","['18', '&nbsp;']","['92', '&nbsp;']","['15', '&nbsp;']","['261', '&nbsp;']","['11', '&nbsp;']","['63', '&nbsp;']","['21', '&nbsp;']","['410', '&nbsp;']"
730,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['3,813', '&nbsp;']","['2,521', '&nbsp;']","['41', '&nbsp;']","['115', '&nbsp;']","['78', '&nbsp;']","['346', '&nbsp;']","['47', '&nbsp;']","['98', '&nbsp;']","['97', '&nbsp;']","['471', '&nbsp;']"
730,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['7,951', '&nbsp;']","['4,862', '&nbsp;']","['372', '&nbsp;']","['236', '&nbsp;']","['174', '&nbsp;']","['442', '&nbsp;']","['45', '&nbsp;']","['523', '&nbsp;']","['111', '&nbsp;']","['1,186', '&nbsp;']"
730,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['3,852', '&nbsp;']","['2,670', '&nbsp;']","['27', 'i']","['129', '&nbsp;']","['40', '&nbsp;']","['276', '&nbsp;']","['62', '&nbsp;']","['114', '&nbsp;']","['101', '&nbsp;']","['433', '&nbsp;']"
730,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['29,224', '&nbsp;']","['15,530', '&nbsp;']","['7', '&nbsp;']","['1,258', '&nbsp;']","['886', '&nbsp;']","['4,279', '&nbsp;']","['203', '&nbsp;']","['716', '&nbsp;']","['437', '&nbsp;']","['5,907', '&nbsp;']"
730,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['16,636', '&nbsp;']","['9,715', '&nbsp;']","['6', '&nbsp;']","['1,063', '&nbsp;']","['770', '&nbsp;']","['2,446', '&nbsp;']","['165', '&nbsp;']","['503', '&nbsp;']","['236', '&nbsp;']","['1,732', '&nbsp;']"
730,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,138', '&nbsp;']","['4,986', '&nbsp;']","['*', '&nbsp;']","['141', '&nbsp;']","['112', '&nbsp;']","['1,439', '&nbsp;']","['26', '&nbsp;']","['178', '&nbsp;']","['166', 'i']","['4,090', '&nbsp;']"
730,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts ",5,336411–13,"['10,754', '&nbsp;']","['4,780', '&nbsp;']","['*', '&nbsp;']","['135', '&nbsp;']","['110', '&nbsp;']","['1,352', '&nbsp;']","['23', '&nbsp;']","['177', '&nbsp;']","['166', 'i']","['4,010', '&nbsp;']"
730,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts ",5,"336414–15, 336419","['385', 'i']","['206', 'i']","['0', '&nbsp;']","['6', 'i']","['2', 'i']","['86', 'i']","['3', 'i']","['1', 'i']","['*', '&nbsp;']","['80', 'i']"
730,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['5', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
730,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,445', '&nbsp;']","['827', '&nbsp;']","['1', '&nbsp;']","['54', '&nbsp;']","['5', '&nbsp;']","['392', '&nbsp;']","['12', '&nbsp;']","['36', '&nbsp;']","['34', 'i']","['84', '&nbsp;']"
730,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['443', '&nbsp;']","['290', '&nbsp;']","['0', '&nbsp;']","['13', '&nbsp;']","['6', '&nbsp;']","['79', '&nbsp;']","['2', '&nbsp;']","['8', '&nbsp;']","['2', '&nbsp;']","['44', '&nbsp;']"
730,r043,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['13,365', '&nbsp;']","['8,070', '&nbsp;']","['345', '&nbsp;']","['587', '&nbsp;']","['312', 'i']","['922', '&nbsp;']","['104', '&nbsp;']","['549', '&nbsp;']","['423', '&nbsp;']","['2,053', '&nbsp;']"
730,r044,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['11,211', '&nbsp;']","['6,662', '&nbsp;']","['294', '&nbsp;']","['510', '&nbsp;']","['307', 'i']","['826', '&nbsp;']","['84', '&nbsp;']","['485', '&nbsp;']","['406', '&nbsp;']","['1,637', '&nbsp;']"
730,r045,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['2,154', 'i']","['1,409', 'i']","['51', 'i']","['77', 'i']","['5', '&nbsp;']","['95', '&nbsp;']","['20', 'i']","['65', 'i']","['17', 'i']","['416', 'i']"
730,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['100,885', '&nbsp;']","['64,160', '&nbsp;']","['10,551', '&nbsp;']","['5,479', '&nbsp;']","['1,742', '&nbsp;']","['2,921', '&nbsp;']","['2,212', '&nbsp;']","['3,080', '&nbsp;']","['1,522', '&nbsp;']","['9,219', '&nbsp;']"
730,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['3,393', '&nbsp;']","['2,003', '&nbsp;']","['42', '&nbsp;']","['192', '&nbsp;']","['48', '&nbsp;']","['236', '&nbsp;']","['74', '&nbsp;']","['97', '&nbsp;']","['301', '&nbsp;']","['400', '&nbsp;']"
730,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['446', '&nbsp;']","['118', 'i']","['2', 'i']","['15', 'i']","['44', '&nbsp;']","['53', '&nbsp;']","['1', 'i']","['142', '&nbsp;']","['11', 'i']","['60', 'i']"
730,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,684', 'i']","['849', 'i']","['*', '&nbsp;']","['127', 'i']","['4', 'i']","['63', 'i']","['30', 'i']","['78', 'i']","['63', 'i']","['471', 'i']"
730,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['1,517', 'i']","['1,046', 'i']","['D', ' ']","['1', 'i']","['*', 'i']","['5', '&nbsp;']","['*', 'i']","['187', 'i']","['0', '&nbsp;']","['D', ' ']"
730,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['403', '&nbsp;']","['257', '&nbsp;']","['0', '&nbsp;']","['56', '&nbsp;']","['5', '&nbsp;']","['39', '&nbsp;']","['3', '&nbsp;']","['10', '&nbsp;']","['1', '&nbsp;']","['31', '&nbsp;']"
730,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['64,578', '&nbsp;']","['40,232', '&nbsp;']","['9,359', '&nbsp;']","['3,083', '&nbsp;']","['1,244', '&nbsp;']","['1,451', '&nbsp;']","['1,674', '&nbsp;']","['1,808', '&nbsp;']","['526', '&nbsp;']","['5,202', '&nbsp;']"
730,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,598', '&nbsp;']","['22,230', '&nbsp;']","['2,689', '&nbsp;']","['1,343', '&nbsp;']","['264', '&nbsp;']","['525', '&nbsp;']","['613', '&nbsp;']","['739', '&nbsp;']","['460', '&nbsp;']","['3,735', '&nbsp;']"
730,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['98', 'i']","['80', 'i']","['0', '&nbsp;']","['2', 'i']","['1', 'i']","['8', 'i']","['1', 'i']","['6', 'i']","['0', '&nbsp;']","['*', 'i']"
730,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['32,500', '&nbsp;']","['22,149', '&nbsp;']","['2,689', '&nbsp;']","['1,341', '&nbsp;']","['264', '&nbsp;']","['517', '&nbsp;']","['612', '&nbsp;']","['732', '&nbsp;']","['460', '&nbsp;']","['3,734', '&nbsp;']"
730,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,537', '&nbsp;']","['2,069', '&nbsp;']","['206', '&nbsp;']","['213', '&nbsp;']","['19', '&nbsp;']","['745', '&nbsp;']","['186', '&nbsp;']","['33', 'i']","['2', '&nbsp;']","['64', '&nbsp;']"
730,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['9,314', '&nbsp;']","['6,782', '&nbsp;']","['699', '&nbsp;']","['340', '&nbsp;']","['174', '&nbsp;']","['97', '&nbsp;']","['123', '&nbsp;']","['221', '&nbsp;']","['41', '&nbsp;']","['838', '&nbsp;']"
730,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['19,129', '&nbsp;']","['9,151', '&nbsp;']","['5,765', '&nbsp;']","['1,187', '&nbsp;']","['787', '&nbsp;']","['84', '&nbsp;']","['752', '&nbsp;']","['815', '&nbsp;']","['22', '&nbsp;']","['566', '&nbsp;']"
730,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['5,329', '&nbsp;']","['3,272', '&nbsp;']","['299', '&nbsp;']","['987', '&nbsp;']","['17', '&nbsp;']","['5', '&nbsp;']","['36', '&nbsp;']","['47', '&nbsp;']","['354', '&nbsp;']","['310', '&nbsp;']"
730,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['301', '&nbsp;']","['228', '&nbsp;']","['11', '&nbsp;']","['5', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['7', '&nbsp;']","['7', '&nbsp;']","['*', 'i']","['40', '&nbsp;']"
730,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['68', '&nbsp;']","['49', '&nbsp;']","['3', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', 'i']","['8', '&nbsp;']"
730,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['232', '&nbsp;']","['178', '&nbsp;']","['8', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['7', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['32', '&nbsp;']"
730,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['21,915', '&nbsp;']","['15,287', '&nbsp;']","['683', 'i']","['957', '&nbsp;']","['359', '&nbsp;']","['956', '&nbsp;']","['363', 'i']","['682', '&nbsp;']","['256', '&nbsp;']","['2,371', '&nbsp;']"
730,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,247', 'i']","['1,813', 'i']","['3', 'i']","['128', 'i']","['10', 'i']","['69', 'i']","['23', 'i']","['28', 'i']","['7', 'i']","['167', 'i']"
730,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['12,418', '&nbsp;']","['8,797', '&nbsp;']","['461', 'i']","['523', '&nbsp;']","['282', '&nbsp;']","['379', '&nbsp;']","['108', '&nbsp;']","['409', '&nbsp;']","['112', '&nbsp;']","['1,347', '&nbsp;']"
730,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['3,896', '&nbsp;']","['2,175', '&nbsp;']","['143', '&nbsp;']","['191', '&nbsp;']","['54', '&nbsp;']","['467', '&nbsp;']","['132', '&nbsp;']","['114', '&nbsp;']","['107', '&nbsp;']","['514', '&nbsp;']"
730,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['1,536', 'i']","['764', 'i']","['109', '&nbsp;']","['82', '&nbsp;']","['10', '&nbsp;']","['211', '&nbsp;']","['61', '&nbsp;']","['46', '&nbsp;']","['50', 'i']","['204', '&nbsp;']"
730,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['2,348', '&nbsp;']","['1,402', '&nbsp;']","['34', '&nbsp;']","['109', '&nbsp;']","['44', '&nbsp;']","['256', '&nbsp;']","['69', '&nbsp;']","['68', '&nbsp;']","['57', '&nbsp;']","['309', '&nbsp;']"
