table_id,row_id,_b_field_and_time_to_degree_b_full_path,_b_field_and_time_to_degree_b_level_1,_b_field_and_time_to_degree_b_level_2,_b_field_and_time_to_degree_b_level_3,_b_field_and_time_to_degree_b_level_4,_b_field_and_time_to_degree_b_hierarchy_depth,field_1970,field_1975,field_1980,field_1985,field_1990,field_1995,field_2000,field_2005,field_2010,field_2015,field_2020
4668,r044,All fields -> Mathematics and computer sciences -> Computer and information sciences -> Since starting doctoral program<sup>a</sup>,All fields,Mathematics and computer sciences,Computer and information sciences,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.9,5.8
4668,r045,All fields -> Mathematics and computer sciences -> Mathematics and statistics,All fields,Mathematics and computer sciences,Mathematics and statistics,,3,,,,,,,,,,,
4668,r046,All fields -> Mathematics and computer sciences -> Mathematics and statistics -> Since bachelor's,All fields,Mathematics and computer sciences,Mathematics and statistics,Since bachelor's,4,6.0,7.0,7.1,8.0,8.0,8.6,7.7,7.9,7.2,6.9,7.0
4668,r047,All fields -> Mathematics and computer sciences -> Mathematics and statistics -> Since starting graduate school,All fields,Mathematics and computer sciences,Mathematics and statistics,Since starting graduate school,4,5.7,6.2,6.2,6.7,6.9,7.2,6.9,6.8,6.3,6.0,6.3
4668,r048,All fields -> Mathematics and computer sciences -> Mathematics and statistics -> Since starting doctoral program<sup>a</sup>,All fields,Mathematics and computer sciences,Mathematics and statistics,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
4668,r049,All fields -> Psychology and social sciences,All fields,Psychology and social sciences,,,2,,,,,,,,,,,
4668,r050,All fields -> Psychology and social sciences -> Since bachelor's,All fields,Psychology and social sciences,Since bachelor's,,3,7.3,7.9,8.8,10.1,10.8,10.6,9.9,10.0,9.5,9.3,9.3
4668,r051,All fields -> Psychology and social sciences -> Since starting graduate school,All fields,Psychology and social sciences,Since starting graduate school,,3,6.5,6.9,7.5,8.7,8.9,8.7,7.9,8.2,7.7,7.7,7.9
4668,r052,All fields -> Psychology and social sciences -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,6.0,6.0
4668,r053,All fields -> Psychology and social sciences -> Psychology,All fields,Psychology and social sciences,Psychology,,3,,,,,,,,,,,
4668,r054,All fields -> Psychology and social sciences -> Psychology -> Since bachelor's,All fields,Psychology and social sciences,Psychology,Since bachelor's,4,6.3,6.9,8.0,9.5,10.2,9.8,9.0,9.0,8.4,8.3,8.3
4668,r055,All fields -> Psychology and social sciences -> Psychology -> Since starting graduate school,All fields,Psychology and social sciences,Psychology,Since starting graduate school,4,5.7,5.9,6.7,7.9,8.5,7.9,7.2,7.3,6.9,7.0,7.0
4668,r056,All fields -> Psychology and social sciences -> Psychology -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Psychology,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.0,5.9
4668,r057,All fields -> Psychology and social sciences -> Anthropology,All fields,Psychology and social sciences,Anthropology,,3,,,,,,,,,,,
4668,r058,All fields -> Psychology and social sciences -> Anthropology -> Since bachelor's,All fields,Psychology and social sciences,Anthropology,Since bachelor's,4,8.3,8.3,9.7,12.0,13.1,12.9,12.2,11.9,11.9,11.7,11.2
4668,r059,All fields -> Psychology and social sciences -> Anthropology -> Since starting graduate school,All fields,Psychology and social sciences,Anthropology,Since starting graduate school,4,7.7,7.2,8.5,10.2,11.4,10.4,9.9,10.0,10.0,9.4,9.1
4668,r060,All fields -> Psychology and social sciences -> Anthropology -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Anthropology,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.7,7.2
4668,r061,All fields -> Psychology and social sciences -> Economics,All fields,Psychology and social sciences,Economics,,3,,,,,,,,,,,
4668,r062,All fields -> Psychology and social sciences -> Economics -> Since bachelor's,All fields,Psychology and social sciences,Economics,Since bachelor's,4,7.3,7.8,8.3,8.9,9.3,9.6,8.9,8.7,8.5,8.1,8.4
4668,r063,All fields -> Psychology and social sciences -> Economics -> Since starting graduate school,All fields,Psychology and social sciences,Economics,Since starting graduate school,4,6.3,6.9,7.2,7.7,7.7,8.2,7.4,7.3,7.0,6.7,7.7
4668,r064,All fields -> Psychology and social sciences -> Economics -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Economics,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.7,5.8
4668,r065,All fields -> Psychology and social sciences -> Political science and government,All fields,Psychology and social sciences,Political science and government,,3,,,,,,,,,,,
4668,r066,All fields -> Psychology and social sciences -> Political science and government -> Since bachelor's,All fields,Psychology and social sciences,Political science and government,Since bachelor's,4,8.2,9.1,9.6,10.5,10.7,10.7,10.3,11.1,10.0,10.0,10.0
4668,r067,All fields -> Psychology and social sciences -> Political science and government -> Since starting graduate school,All fields,Psychology and social sciences,Political science and government,Since starting graduate school,4,7.1,8.1,8.2,9.2,9.3,8.7,8.5,9.3,8.2,8.2,8.7
4668,r068,All fields -> Psychology and social sciences -> Political science and government -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Political science and government,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.3,6.0
4668,r069,All fields -> Psychology and social sciences -> Sociology,All fields,Psychology and social sciences,Sociology,,3,,,,,,,,,,,
4668,r070,All fields -> Psychology and social sciences -> Sociology -> Since bachelor's,All fields,Psychology and social sciences,Sociology,Since bachelor's,4,8.8,8.7,10.0,11.3,12.3,11.9,11.0,11.2,10.7,11.0,11.0
4668,r071,All fields -> Psychology and social sciences -> Sociology -> Since starting graduate school,All fields,Psychology and social sciences,Sociology,Since starting graduate school,4,7.7,7.7,8.7,9.7,10.7,9.8,8.9,9.0,8.9,9.0,9.0
4668,r072,All fields -> Psychology and social sciences -> Sociology -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Sociology,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.0,6.8
4668,r073,All fields -> Psychology and social sciences -> Other social sciences,All fields,Psychology and social sciences,Other social sciences,,3,,,,,,,,,,,
4668,r074,All fields -> Psychology and social sciences -> Other social sciences -> Since bachelor's,All fields,Psychology and social sciences,Other social sciences,Since bachelor's,4,8.8,9.4,10.2,11.7,12.6,12.4,12.1,12.5,12.0,11.3,11.3
4668,r075,All fields -> Psychology and social sciences -> Other social sciences -> Since starting graduate school,All fields,Psychology and social sciences,Other social sciences,Since starting graduate school,4,7.6,8.2,8.7,9.7,10.1,10.3,9.7,10.2,9.3,9.0,9.5
4668,r076,All fields -> Psychology and social sciences -> Other social sciences -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Other social sciences,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.0,6.0
4668,r077,All fields -> Engineering,All fields,Engineering,,,2,,,,,,,,,,,
4668,r078,All fields -> Engineering -> Since bachelor's,All fields,Engineering,Since bachelor's,,3,7.0,7.6,7.7,8.2,8.3,9.2,8.7,8.3,7.8,7.3,7.5
4668,r079,All fields -> Engineering -> Since starting graduate school,All fields,Engineering,Since starting graduate school,,3,5.7,6.5,6.4,6.7,6.7,7.3,7.2,7.3,6.9,6.7,6.8
4668,r080,All fields -> Engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,5.2,5.3
4668,r081,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,,,,,,,,,,,
4668,r082,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Since bachelor's",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Since bachelor's,4,7.0,8.2,8.6,8.5,8.6,8.3,8.3,7.9,7.0,7.0,7.1
4668,r083,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Since starting graduate school",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Since starting graduate school,4,5.7,7.2,6.9,7.3,6.7,7.2,7.7,7.0,6.6,6.7,6.6
4668,r084,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Since starting doctoral program<sup>a</sup>",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.6,5.3
4668,r085,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,,3,,,,,,,,,,,
4668,r086,All fields -> Engineering -> Bioengineering and biomedical engineering -> Since bachelor's,All fields,Engineering,Bioengineering and biomedical engineering,Since bachelor's,4,8.0,7.2,7.8,8.0,8.0,8.3,8.4,7.4,7.1,6.8,7.0
4668,r087,All fields -> Engineering -> Bioengineering and biomedical engineering -> Since starting graduate school,All fields,Engineering,Bioengineering and biomedical engineering,Since starting graduate school,4,6.7,5.9,6.7,6.7,6.7,7.2,7.2,6.5,6.3,6.0,6.3
4668,r088,All fields -> Engineering -> Bioengineering and biomedical engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Bioengineering and biomedical engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
4668,r089,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,,3,,,,,,,,,,,
4668,r090,All fields -> Engineering -> Chemical engineering -> Since bachelor's,All fields,Engineering,Chemical engineering,Since bachelor's,4,6.3,6.9,6.6,6.9,6.9,7.5,6.5,6.6,6.7,6.1,6.2
4668,r091,All fields -> Engineering -> Chemical engineering -> Since starting graduate school,All fields,Engineering,Chemical engineering,Since starting graduate school,4,5.2,5.7,5.6,5.7,5.8,6.2,5.7,5.7,5.8,5.7,5.7
4668,r092,All fields -> Engineering -> Chemical engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Chemical engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.0
4668,r093,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,,3,,,,,,,,,,,
4668,r094,All fields -> Engineering -> Civil engineering -> Since bachelor's,All fields,Engineering,Civil engineering,Since bachelor's,4,7.0,8.7,8.3,8.7,9.6,10.2,9.8,9.0,9.4,8.1,8.6
4668,r095,All fields -> Engineering -> Civil engineering -> Since starting graduate school,All fields,Engineering,Civil engineering,Since starting graduate school,4,5.7,7.1,6.7,6.9,7.2,8.1,7.7,7.8,7.9,7.2,7.7
4668,r096,All fields -> Engineering -> Civil engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Civil engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,4.9,5.0
4668,r097,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",,3,,,,,,,,,,,
4668,r098,"All fields -> Engineering -> Electrical, electronics, and communications engineering -> Since bachelor's",All fields,Engineering,"Electrical, electronics, and communications engineering",Since bachelor's,4,-,-,-,8.0,8.0,8.6,8.7,8.6,8.0,7.8,7.9
4668,r099,"All fields -> Engineering -> Electrical, electronics, and communications engineering -> Since starting graduate school",All fields,Engineering,"Electrical, electronics, and communications engineering",Since starting graduate school,4,-,-,-,6.7,6.7,7.2,7.2,7.7,7.0,6.9,7.3
4668,r100,"All fields -> Engineering -> Electrical, electronics, and communications engineering -> Since starting doctoral program<sup>a</sup>",All fields,Engineering,"Electrical, electronics, and communications engineering",Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.4
4668,r101,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,,3,,,,,,,,,,,
4668,r102,All fields -> Engineering -> Industrial and manufacturing engineering -> Since bachelor's,All fields,Engineering,Industrial and manufacturing engineering,Since bachelor's,4,7.6,8.9,9.2,9.4,10.2,10.4,10.4,9.8,9.0,8.3,8.6
4668,r103,All fields -> Engineering -> Industrial and manufacturing engineering -> Since starting graduate school,All fields,Engineering,Industrial and manufacturing engineering,Since starting graduate school,4,5.9,6.9,7.7,7.2,7.7,7.7,8.7,8.2,7.7,7.2,7.8
4668,r104,All fields -> Engineering -> Industrial and manufacturing engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Industrial and manufacturing engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.2,5.0
4668,r105,All fields -> Engineering -> Materials science engineering,All fields,Engineering,Materials science engineering,,3,,,,,,,,,,,
4668,r106,All fields -> Engineering -> Materials science engineering -> Since bachelor's,All fields,Engineering,Materials science engineering,Since bachelor's,4,6.6,7.7,7.0,7.2,8.0,8.7,8.0,7.8,7.5,6.6,6.8
4668,r107,All fields -> Engineering -> Materials science engineering -> Since starting graduate school,All fields,Engineering,Materials science engineering,Since starting graduate school,4,5.7,6.5,5.7,6.3,6.2,7.2,7.1,6.7,6.5,6.0,6.1
4668,r108,All fields -> Engineering -> Materials science engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Materials science engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.0
4668,r109,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,3,,,,,,,,,,,
4668,r110,All fields -> Engineering -> Mechanical engineering -> Since bachelor's,All fields,Engineering,Mechanical engineering,Since bachelor's,4,7.2,8.0,7.9,8.1,8.5,9.5,9.0,8.7,7.9,7.4,7.3
4668,r111,All fields -> Engineering -> Mechanical engineering -> Since starting graduate school,All fields,Engineering,Mechanical engineering,Since starting graduate school,4,5.9,6.7,6.4,6.3,6.9,7.7,7.7,7.7,6.8,6.7,6.8
4668,r112,All fields -> Engineering -> Mechanical engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Mechanical engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.2,5.3
4668,r113,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,3,,,,,,,,,,,
4668,r114,All fields -> Engineering -> Other engineering -> Since bachelor's,All fields,Engineering,Other engineering,Since bachelor's,4,7.0,7.5,7.9,9.0,8.9,10.0,9.7,8.7,8.4,8.0,8.2
4668,r115,All fields -> Engineering -> Other engineering -> Since starting graduate school,All fields,Engineering,Other engineering,Since starting graduate school,4,5.7,6.5,6.7,6.9,7.2,7.7,7.7,7.6,7.3,7.1,7.3
4668,r116,All fields -> Engineering -> Other engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Other engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.2,5.0
4668,r117,All fields -> Education,All fields,Education,,,2,,,,,,,,,,,
4668,r118,All fields -> Education -> Since bachelor's,All fields,Education,Since bachelor's,,3,12.8,12.6,13.2,15.2,18.0,19.9,19.4,17.4,16.2,14.8,15.0
4668,r119,All fields -> Education -> Since starting graduate school,All fields,Education,Since starting graduate school,,3,10.2,9.9,10.7,12.7,14.7,15.7,14.2,13.0,12.5,11.7,12.0
4668,r120,All fields -> Education -> Since starting doctoral program<sup>a</sup>,All fields,Education,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,6.0,5.8
4668,r121,All fields -> Education -> Education administration,All fields,Education,Education administration,,3,,,,,,,,,,,
4668,r122,All fields -> Education -> Education administration -> Since bachelor's,All fields,Education,Education administration,Since bachelor's,4,15.0,14.6,15.0,16.9,19.6,22.1,23.2,20.6,19.4,18.6,18.2
4668,r123,All fields -> Education -> Education administration -> Since starting graduate school,All fields,Education,Education administration,Since starting graduate school,4,11.7,11.7,12.2,14.2,16.3,18.7,18.0,15.0,15.1,15.2,14.8
4668,r124,All fields -> Education -> Education administration -> Since starting doctoral program<sup>a</sup>,All fields,Education,Education administration,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.7,5.8
4668,r125,All fields -> Education -> Education research,All fields,Education,Education research,,3,,,,,,,,,,,
4668,r126,All fields -> Education -> Education research -> Since bachelor's,All fields,Education,Education research,Since bachelor's,4,11.2,11.3,12.7,14.6,17.2,18.5,17.1,15.3,14.6,13.3,14.0
4668,r127,All fields -> Education -> Education research -> Since starting graduate school,All fields,Education,Education research,Since starting graduate school,4,8.9,9.2,10.2,11.9,13.9,14.4,12.7,12.0,11.6,10.9,11.3
4668,r128,All fields -> Education -> Education research -> Since starting doctoral program<sup>a</sup>,All fields,Education,Education research,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.0,5.8
4668,r129,All fields -> Education -> Teacher education,All fields,Education,Teacher education,,3,,,,,,,,,,,
4668,r130,All fields -> Education -> Teacher education -> Since bachelor's,All fields,Education,Teacher education,Since bachelor's,4,13.9,14.3,13.4,15.3,18.7,20.9,22.0,19.3,17.9,17.0,16.0
4668,r131,All fields -> Education -> Teacher education -> Since starting graduate school,All fields,Education,Teacher education,Since starting graduate school,4,10.9,10.9,10.9,12.9,14.3,15.9,14.9,13.7,13.1,13.4,12.9
4668,r132,All fields -> Education -> Teacher education -> Since starting doctoral program<sup>a</sup>,All fields,Education,Teacher education,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.2,5.8
4668,r133,All fields -> Education -> Teaching fields,All fields,Education,Teaching fields,,3,,,,,,,,,,,
4668,r134,All fields -> Education -> Teaching fields -> Since bachelor's,All fields,Education,Teaching fields,Since bachelor's,4,12.3,12.2,12.3,13.8,15.6,16.7,16.3,15.8,15.0,14.3,14.0
4668,r135,All fields -> Education -> Teaching fields -> Since starting graduate school,All fields,Education,Teaching fields,Since starting graduate school,4,9.9,9.9,10.2,11.2,12.2,12.9,12.2,11.7,11.1,11.3,11.5
4668,r136,All fields -> Education -> Teaching fields -> Since starting doctoral program<sup>a</sup>,All fields,Education,Teaching fields,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.9,5.5
4668,r137,All fields -> Education -> Other education,All fields,Education,Other education,,3,,,,,,,,,,,
