table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_level_3,agency_level_4,agency_level_5,agency_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10253,r052,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,30955,7719,0,10644,0,12593,0,0,0,0
10253,r053,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,3502,2709,0,0,0,0,0,0,793,0
10253,r054,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,277000,74436,11645,0,0,7726,0,0,104854,78338
10253,r055,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,2000,0,0,0,0,0,0,0,0,2000
10253,r056,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,991033,0,865204,72313,0,0,0,16498,37018,0
10253,r057,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,4000,0,0,4000,0,0,0,0,0,0
10253,r058,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,10583,0,0,10583,0,0,0,0,0,0
10253,r059,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,67918,0,67918,0,0,0,0,0,0,0
10253,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,21500,0,0,0,0,0,0,0,21500,0
10253,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,15518,0,0,0,0,0,0,0,15518,0
10253,r062,All agencies -> Departments -> Department of the Interior -> Fish and Wildlife Service,All agencies,Departments,Department of the Interior,Fish and Wildlife Service,,4,32650,0,0,32650,0,0,0,0,0,0
10253,r063,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,811642,0,797286,14356,0,0,0,0,0,0
10253,r064,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,27222,0,0,10724,0,0,0,16498,0,0
10253,r065,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,82297,2148,474,3395,396,6220,0,58979,5078,5605
10253,r066,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,0.05,0,0,0,0,0,0,0.05,0,0
10253,r067,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,5396,0,0,0,0,0,0,0,0,5396
10253,r068,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,76899,2148,474,3395,396,6220,0,58977,5078,209
10253,r069,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,3803,0,0,0,0,0,0,3803,0,0
10253,r070,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,1569,0,0,0,0,0,0,1569,0,0
10253,r071,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,2234,0,0,0,0,0,0,2234,0,0
10253,r072,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,47000,0,0,45000,0,0,0,2000,0,0
10253,r073,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,812341,16566,16160,18397,5167,19048,18187,12518,700266,6033
10253,r074,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,271685,13349,15989,8093,5167,0,18016,0,210060,1011
10253,r075,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,361044,0,0,0,0,0,0,0,361044,0
10253,r076,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,15000,0.05,0,0,0,14990,0,0,0,0
10253,r077,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,42112,0,171,0,0,0,171,0,41770,0
10253,r078,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,33000,0,0,0,0,0,0,3000,25000,5000
10253,r079,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,50000,3207,0,10304,0,0,0,9518,26971,0
10253,r080,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,15022,0,0,0,0,0,0,0,15000,0.05
10253,r081,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,24479,0,0,0,0,4058,0,0,20421,0
10253,r082,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,50034,0,0,0,0,49981,0,0,53,0
10253,r083,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,49981,0,0,0,0,49981,0,0,0,0
10253,r084,All agencies -> Departments -> Department of the Treasury -> Mint,All agencies,Departments,Department of the Treasury,Mint,,4,53,0,0,0,0,0,0,0,53,0
10253,r085,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1673109,0,0,1673109,0,0,0,0,0,0
10253,r086,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10253,r087,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,1443,1443,0,0,0,0,0,0,0,0
10253,r088,All agencies -> Other agencies -> Agency for Global Media,All agencies,Other agencies,Agency for Global Media,,,3,7884,0,0,0,0,0,0,7884,0,0
10253,r089,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,51211,0,0,43631,0,0,0,4331,0,3250
10253,r090,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,122,0,0,0,0,0,0,122,0,0
10253,r091,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,440,0,0,0,0,0,0,0,440,0
10253,r092,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,406371,5566,167490,160542,3090,9703,0,2348,57633,0
10253,r093,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,8571,0,0,0,0,0,0,8571,0,0
10253,r094,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,493,0,0,0,0,493,0,0,0,0
10253,r095,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,7598407,0,1721197,29923,0,3188694,0,0,2526071,132522
10253,r096,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,7035853,1037030,1097961,792951,269019,1363323,34410,216153,1070696,1154309
10253,r097,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,78147,0,0,0,0,0,0,0,78147,0
10253,r098,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,481465,0,0,481465,0,0,0,0,0,0
10253,r099,All agencies -> Other agencies -> Postal Service,All agencies,Other agencies,Postal Service,,,3,15702,0,0,0,0,0,0,0,15702,0
10253,r100,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,6960,0,0,0,0,0,0,0,0,6960
10253,r101,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,95000,0,17100,52250,0,10450,0,8200,0,7000
10253,r102,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,98560,0,0,0,0,0,0,98560,0,0
10253,r103,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,12952,0,0,0,0,0,0,0,12952,0
