table_id,row_id,sex_occupation_and_age_full_path,sex_occupation_and_age_level_1,sex_occupation_and_age_level_2,sex_occupation_and_age_level_3,sex_occupation_and_age_level_4,sex_occupation_and_age_level_5,sex_occupation_and_age_hierarchy_depth,field_total,field_hispanic_or_latino,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race,field_without_disability,field_with_disability,field_u_s_citizen,field_non_u_s_citizen
7777,r122,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers -> 29 and younger","Both sexes, all occupations",Male,S&E occupations,Engineers,29 and younger,5,77000,78000,,80000,74000,,77000,80000,78000,74000,77000,80000
7777,r123,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers -> 30&#8211;39","Both sexes, all occupations",Male,S&E occupations,Engineers,30&#8211;39,5,100000,94000,S,104000,94000,110000,100000,105000,100000,93000,100000,103000
7777,r124,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers -> 40&#8211;49","Both sexes, all occupations",Male,S&E occupations,Engineers,40&#8211;49,5,120000,117000,,128000,93000,S,119000,135000,120000,122000,120000,120000
7777,r125,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers -> 50&#8211;75","Both sexes, all occupations",Male,S&E occupations,Engineers,50&#8211;75,5,126000,117000,0.05,130000,105000,,129000,120000,128000,115000,127000,111000
7777,r126,"Both sexes, all occupations -> Male -> S&E-related occupations","Both sexes, all occupations",Male,S&E-related occupations,,,3,100000,90000,97000,120000,74000,82000,100000,100000,100000,95000,100000,104000
7777,r127,"Both sexes, all occupations -> Male -> S&E-related occupations -> 29 and younger","Both sexes, all occupations",Male,S&E-related occupations,29 and younger,,4,60000,55000,,59000,58000,,60000,52000,60000,54000,60000,71000
7777,r128,"Both sexes, all occupations -> Male -> S&E-related occupations -> 30&#8211;39","Both sexes, all occupations",Male,S&E-related occupations,30&#8211;39,,4,88000,74000,135000,100000,59000,S,88000,109000,87000,93000,87000,94000
7777,r129,"Both sexes, all occupations -> Male -> S&E-related occupations -> 40&#8211;49","Both sexes, all occupations",Male,S&E-related occupations,40&#8211;49,,4,116000,106000,0.05,149000,78000,78000,110000,144000,118000,84000,114000,139000
7777,r130,"Both sexes, all occupations -> Male -> S&E-related occupations -> 50&#8211;75","Both sexes, all occupations",Male,S&E-related occupations,50&#8211;75,,4,120000,100000,49000,139000,98000,S,120000,98000,120000,100000,120000,110000
7777,r131,"Both sexes, all occupations -> Male -> Non-S&E occupations","Both sexes, all occupations",Male,Non-S&E occupations,,,3,80000,70000,59000,84000,62000,64000,85000,82000,81000,75000,80000,79000
7777,r132,"Both sexes, all occupations -> Male -> Non-S&E occupations -> 29 and younger","Both sexes, all occupations",Male,Non-S&E occupations,29 and younger,,4,52000,47000,S,66000,40000,S,53000,59000,52000,48000,52000,58000
7777,r133,"Both sexes, all occupations -> Male -> Non-S&E occupations -> 30&#8211;39","Both sexes, all occupations",Male,Non-S&E occupations,30&#8211;39,,4,75000,68000,S,80000,58000,S,80000,94000,76000,66000,75000,90000
7777,r134,"Both sexes, all occupations -> Male -> Non-S&E occupations -> 40&#8211;49","Both sexes, all occupations",Male,Non-S&E occupations,40&#8211;49,,4,94000,78000,S,100000,75000,61000,98000,90000,94000,80000,94000,98000
7777,r135,"Both sexes, all occupations -> Male -> Non-S&E occupations -> 50&#8211;75","Both sexes, all occupations",Male,Non-S&E occupations,50&#8211;75,,4,94000,80000,61000,84000,73000,S,99000,120000,97000,80000,95000,59000
