table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materialsandsupplies,field_lease_andrental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
1391,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['4,544', '  ']","['2,885', '  ']","['104', '  ']","['190', '  ']","['142', '  ']","['356', '  ']","['101', '  ']","['114', '  ']","['D', '  ']","['111', '  ']","['D', ' ']"
1391,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['17,914', '  ']","['9,420', '  ']","['2,238', '  ']","['199', '  ']","['719', '  ']","['1,287', '  ']","['88', '  ']","['1,118', '  ']","['279', '  ']","['747', '  ']","['1,820', ' ']"
1391,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,302', '  ']","['2,839', '  ']","['32', '  ']","['187', '  ']","['37', '  ']","['278', '  ']","['56', '  ']","['114', '  ']","['4', '  ']","['78', '  ']","['677', ' ']"
1391,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['32,905', '  ']","['16,205', '  ']","['7', '  ']","['1,257', '  ']","['1,228', '  ']","['4,503', '  ']","['227', '  ']","['702', '  ']","['148', '  ']","['356', '  ']","['8,273', ' ']"
1391,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['19,293', '  ']","['11,115', '  ']","['7', '  ']","['1,059', '  ']","['1,087', '  ']","['2,971', '  ']","['192', '  ']","['525', '  ']","['122', '  ']","['203', '  ']","['2,011', ' ']"
1391,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['12,272', '  ']","['4,260', '  ']","['*', '  ']","['162', '  ']","['126', '  ']","['1,231', '  ']","['23', '  ']","['151', '  ']","['D', '  ']","['138', '  ']","['D', ' ']"
1391,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts ",5,336411–13,"['11,930', '  ']","['4,084', '  ']","['*', '  ']","['155', '  ']","['124', '  ']","['1,163', '  ']","['21', '  ']","['150', '  ']","['D', '  ']","['138', '  ']","['D', ' ']"
1391,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts ",5,"336414–15, 336419","['342', '  ']","['175', '  ']","['0', '  ']","['7', '  ']","['2', '  ']","['68', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['86', ' ']"
1391,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['3', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1391,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,337', '  ']","['829', '  ']","['0', '  ']","['36', '  ']","['15', '  ']","['298', '  ']","['12', '  ']","['26', '  ']","['D', '  ']","['15', '  ']","['D', ' ']"
1391,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['366', '  ']","['268', '  ']","['0', '  ']","['9', '  ']","['1', '  ']","['38', 'i ']","['1', 'i ']","['3', '  ']","['1', '  ']","['4', 'i ']","['41', 'i']"
1391,r043,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['13,768', '  ']","['8,398', '  ']","['335', '  ']","['522', '  ']","['211', '  ']","['1,010', '  ']","['111', '  ']","['471', '  ']","['47', '  ']","['352', '  ']","['2,312', ' ']"
1391,r044,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['11,474', '  ']","['6,786', '  ']","['332', '  ']","['487', '  ']","['203', '  ']","['877', '  ']","['97', '  ']","['434', '  ']","['46', '  ']","['335', '  ']","['1,876', ' ']"
1391,r045,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['2,294', 'i ']","['1,612', 'i ']","['3', 'i ']","['35', '  ']","['9', 'i ']","['132', 'i ']","['14', 'i ']","['36', 'i ']","['1', 'i ']","['16', 'i ']","['436', 'i']"
1391,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['106,071', '  ']","['67,041', '  ']","['11,775', '  ']","['6,091', '  ']","['1,650', '  ']","['2,574', 'i ']","['2,172', '  ']","['3,183', '  ']","['255', '  ']","['1,971', '  ']","['9,360', ' ']"
1391,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['2,897', '  ']","['1,747', '  ']","['34', '  ']","['122', '  ']","['3', '  ']","['137', '  ']","['47', '  ']","['97', '  ']","['*', '  ']","['348', '  ']","['362', ' ']"
1391,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['325', '  ']","['108', 'i ']","['D', '&nbsp;']","['31', 'i ']","['*', '  ']","['21', 'i ']","['1', 'i ']","['68', 'i ']","['4', 'i ']","['82', 'i ']","['D', ' ']"
1391,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['442', 'i ']","['320', 'i ']","['0', '  ']","['7', 'i ']","['*', 'i ']","['48', 'i ']","['3', 'i ']","['4', 'i ']","['8', 'i ']","['9', 'i ']","['43', 'i']"
1391,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['1,569', 'i ']","['1,106', 'i ']","['D', '&nbsp;']","['1', 'i ']","['*', 'i ']","['1', 'i ']","['*', 'i ']","['182', 'i ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']"
1391,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['486', '  ']","['388', '  ']","['0', '  ']","['84', '  ']","['0', '  ']","['6', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['6', 'i']"
1391,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['70,075', '  ']","['42,705', '  ']","['10,843', '  ']","['3,322', '  ']","['1,350', '  ']","['1,318', 'i ']","['1,831', '  ']","['1,967', '  ']","['208', '  ']","['943', '  ']","['5,589', ' ']"
1391,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['33,174', '  ']","['22,533', '  ']","['2,773', '  ']","['1,292', '  ']","['184', '  ']","['433', '  ']","['582', '  ']","['611', '  ']","['104', '  ']","['783', '  ']","['3,880', ' ']"
1391,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['77', 'i ']","['53', 'i ']","['0', '  ']","['1', 'i ']","['2', 'i ']","['3', 'i ']","['*', 'i ']","['7', 'i ']","['0', '  ']","['10', 'i ']","['1', 'i']"
1391,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['33,098', '  ']","['22,480', '  ']","['2,773', '  ']","['1,291', '  ']","['183', '  ']","['430', '  ']","['582', '  ']","['603', '  ']","['104', '  ']","['773', '  ']","['3,880', ' ']"
1391,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,530', 'i ']","['2,135', '  ']","['187', 'i ']","['172', '  ']","['D', '  ']","['745', 'i ']","['186', 'i ']","['26', '  ']","['1', '  ']","['2', '  ']","['D', ' ']"
1391,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['11,776', '  ']","['8,307', '  ']","['1,098', '  ']","['382', '  ']","['232', '  ']","['65', '  ']","['176', '  ']","['279', '  ']","['103', '  ']","['129', '  ']","['1,005', ' ']"
1391,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['21,594', '  ']","['9,730', '  ']","['6,785', '  ']","['1,476', '  ']","['D', '  ']","['75', '  ']","['887', '  ']","['1,051', '  ']","['*', 'i ']","['29', 'i ']","['D', '&nbsp;']"
1391,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['7,237', '  ']","['4,505', '  ']","['29', '  ']","['1,576', '  ']","['46', '  ']","['9', '  ']","['50', '  ']","['94', '  ']","['0', '  ']","['434', '  ']","['494', ' ']"
1391,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['475', '  ']","['416', '  ']","['D', '  ']","['9', '  ']","['*', '  ']","['2', 'i ']","['6', '  ']","['9', '  ']","['5', '  ']","['4', '  ']","['D', ' ']"
1391,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['27', '  ']","['22', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', 'i ']","['4', '  ']","['*', 'i']"
1391,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['449', '  ']","['394', '  ']","['D', '  ']","['9', '  ']","['*', '  ']","['2', 'i ']","['6', '  ']","['9', '  ']","['5', '  ']","['*', '  ']","['D', ' ']"
1391,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['20,845', '  ']","['14,570', '  ']","['673', '  ']","['884', '  ']","['226', '  ']","['900', '  ']","['198', '  ']","['721', '  ']","['27', '  ']","['128', '  ']","['2,516', ' ']"
1391,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,816', '  ']","['1,528', '  ']","['7', '  ']","['76', '  ']","['12', 'i ']","['75', 'i ']","['16', '  ']","['19', '  ']","['*', '  ']","['29', '  ']","['54', ' ']"
1391,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['13,255', '  ']","['9,037', '  ']","['520', '  ']","['558', '  ']","['140', '  ']","['472', '  ']","['80', '  ']","['570', '  ']","['4', '  ']","['34', '  ']","['1,840', ' ']"
1391,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific R&D services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific R&D services,,4,5417,"['2,811', '  ']","['1,579', '  ']","['86', '  ']","['141', '  ']","['31', '  ']","['312', '  ']","['83', '  ']","['84', '  ']","['21', '  ']","['57', '  ']","['417', ' ']"
1391,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific R&D services -> Biotechnology R&D",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific R&D services,Biotechnology R&D,5,541711,"['750', 'i ']","['381', 'i ']","['39', 'i ']","['23', 'i ']","['9', 'i ']","['93', 'i ']","['29', 'i ']","['24', 'i ']","['5', '  ']","['13', 'i ']","['134', 'i']"
1391,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific R&D services -> Physical, engineering, and life sciences (except biotechnology) R&D",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific R&D services,"Physical, engineering, and life sciences (except biotechnology) R&D",5,541712,"['2,029', '  ']","['1,172', '  ']","['48', '  ']","['118', '  ']","['22', '  ']","['220', '  ']","['53', '  ']","['58', '  ']","['15', '  ']","['43', '  ']","['280', ' ']"
1391,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific R&D services -> Social sciences and humanities R&D",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific R&D services,Social sciences and humanities R&D,5,541720,"['32', '  ']","['26', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['3', 'i ']","['0', '  ']","['0', '  ']","['2', ' ']"
1391,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['2,962', '  ']","['2,427', 'i ']","['60', 'i ']","['109', 'i ']","['44', 'i ']","['41', 'i ']","['18', '  ']","['47', '  ']","['3', '  ']","['9', '  ']","['205', 'i']"
1391,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['782', '  ']","['429', '  ']","['56', '  ']","['25', 'i ']","['9', '  ']","['88', '  ']","['27', 'i ']","['33', '  ']","['3', '  ']","['16', '  ']","['96', 'i']"
1391,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['939', 'i ']","['747', 'i ']","['23', '  ']","['29', '  ']","['15', 'i ']","['45', 'i ']","['8', '  ']","['8', 'i ']","['1', 'i ']","['6', 'i ']","['58', 'i']"
1391,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['317,731', '  ']","['180,885', '  ']","['21,068', '  ']","['14,836', '  ']","['5,160', '  ']","['21,595', '  ']","['5,107', '  ']","['12,520', '  ']","['1,872', '  ']","['7,285', '  ']","['47,402', ' ']"
1391,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1391,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5 &#8211; 9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5 &#8211; 9,,,3,–,"['1,044', 'i ']","['597', 'i ']","['42', 'i ']","['57', 'i ']","['15', 'i ']","['86', 'i ']","['23', 'i ']","['31', 'i ']","['8', 'i ']","['30', '  ']","['156', 'i']"
