table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
5393,r012,All R&D fields -> Science -> Life sciences -> Health sciences,All R&D fields,Science,Life sciences,Health sciences,4,7199426,7213782,7648898,8166850,8967141,9576169,10286740,11302920,12383083,13098967,13292911
5393,r013,All R&D fields -> Science -> Life sciences -> Natural resources and conservation<sup>a</sup>,All R&D fields,Science,Life sciences,Natural resources and conservation<sup>a</sup>,4,na,na,na,na,na,na,376714,420183,459114,471909,490577
5393,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,661998,744298,765110,853174,946420,1047136,762639,786831,600782,661468,626954
5393,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,174425,181505,183927,206193,216493,216357,235102,263216,293568,302954,312716
5393,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,1237497,1241486,1235539,1335717,1460755,1547424,1599893,1665321,1759619,1860132,1877809
5393,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,167275,174884,171364,158341,186171,223569,203808,207294,213754,220582,237355
5393,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,548345,539837,535409,568936,643696,662223,675971,693481,736083,783252,760029
5393,r019,All R&D fields -> Science -> Physical sciences -> Materials science<sup>a</sup>,All R&D fields,Science,Physical sciences,Materials science<sup>a</sup>,4,na,na,na,na,na,na,60465,85353,92399,93436,95299
5393,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,441311,447963,453342,529157,546313,584563,594907,606235,635904,669562,697551
5393,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,80566,78802,75424,79283,84575,77069,64742,72958,81479,93300,87575
5393,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,319135,323732,319823,351867,390822,419971,455971,479903,499111,536742,548516
5393,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,1098933,1115831,1137782,1275503,1294263,1397226,1465224,1621902,1784000,1869737,1978060
5393,r024,All R&D fields -> Science -> Social sciences -> Anthropology<sup>a</sup>,All R&D fields,Science,Social sciences,Anthropology<sup>a</sup>,4,na,na,na,na,na,na,56330,72213,74766,81399,80482
5393,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,225032,238299,238959,270917,289557,306838,285790,323215,353709,368100,440731
5393,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,222356,222051,248807,284147,281011,322788,280303,308237,339772,361728,346805
5393,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,193433,200650,213272,244805,253162,262445,234783,271297,323581,320672,338541
5393,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,458112,454831,436744,475634,470533,505155,608018,646940,692172,737838,771501
5393,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,717445,625538,662717,731476,621609,632264,609440,551210,540909,550305,590899
5393,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,3606870,3757042,3841125,4234411,4551866,4611442,4790070,5082550,5269976,5547860,5571865
5393,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,168243,163221,160722,176419,187833,218122,259463,330841,332376,349593,337964
5393,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,274845,301778,319362,327770,344214,397236,434660,495439,551757,571160,562084
5393,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,399894,422987,398860,431871,435535,451688,417143,462778,469559,479355,477554
5393,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,645879,663600,662641,718582,678924,716880,738122,744643,763889,812169,815899
5393,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,676981,695436,709748,766053,737453,720845,769825,835147,862626,888799,905023
5393,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering<sup>a</sup>,All R&D fields,Engineering,Industrial and manufacturing engineering<sup>a</sup>,,3,na,na,na,na,na,na,89486,164729,208013,189750,203332
5393,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,505138,524251,514600,586373,557491,557319,574846,597995,637323,649974,652799
5393,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,273920,283170,295721,346583,708668,600751,301628,294953,298220,308596,312082
5393,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,661970,702599,779471,880760,901748,948601,1204897,1156025,1146213,1298464,1305128
5393,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,1931908,2166720,2327799,2477165,2296001,2543091,3020798,3084552,3393673,3622258,3791580
5393,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,283575,300715,346420,380864,405589,499855,574107,656170,712367,798214,804595
5393,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,89057,100477,106583,97840,112564,126054,129645,141229,157342,171275,150983
5393,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,457844,488649,544377,554858,581546,648593,715770,731216,823202,858413,936935
5393,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,202864,251612,271941,309955,327105,370220,385967,433575,454109,490171,508852
5393,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,78771,97391,106939,150957,125510,150280,158258,190803,215444,223930,240868
5393,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,82909,89006,89687,100638,116896,112546,116249,124616,130819,152774,166309
5393,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,63874,70837,74161,80726,86767,92041,125284,116548,126336,150377,156465
5393,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,673014,768033,787691,801327,540024,543502,815518,690395,774054,777104,826573
