table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_hierarchy_depth,value
8269,r021,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Postdoctoral appointees,2,1198
8269,r022,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Doctorate nonfaculty researchers,2,651
8269,r023,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Postdoctoral appointees,2,5.9
8269,r024,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,8.0
8269,r025,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Postdoctoral appointees,2,880
8269,r026,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Doctorate nonfaculty researchers,2,457
8269,r027,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Postdoctoral appointees,2,20
8269,r028,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Doctorate nonfaculty researchers,2,24
8269,r029,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Postdoctoral appointees,2,2.3
8269,r030,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,5.3
8269,r031,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Postdoctoral appointees,2,1797
8269,r032,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctorate nonfaculty researchers,2,2308
8269,r033,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Postdoctoral appointees,2,26
8269,r034,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctorate nonfaculty researchers,2,137
8269,r035,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Postdoctoral appointees,2,1.4
8269,r036,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,5.9
8269,r037,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Postdoctoral appointees,2,1112
8269,r038,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Doctorate nonfaculty researchers,2,235
8269,r039,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Postdoctoral appointees,2,6
8269,r040,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Doctorate nonfaculty researchers,2,2
8269,r041,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Postdoctoral appointees,2,0.5
8269,r042,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Doctorate nonfaculty researchers,2,0.9
8269,r043,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Postdoctoral appointees,2,878
8269,r044,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctorate nonfaculty researchers,2,816
8269,r045,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Postdoctoral appointees,2,13
8269,r046,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctorate nonfaculty researchers,2,16
8269,r047,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Postdoctoral appointees,2,1.5
8269,r048,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctorate nonfaculty researchers,2,2.0
8269,r049,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Postdoctoral appointees,2,889
8269,r050,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Doctorate nonfaculty researchers,2,620
8269,r051,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Postdoctoral appointees,2,9
8269,r052,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Doctorate nonfaculty researchers,2,18
8269,r053,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Postdoctoral appointees,2,1.0
8269,r054,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Doctorate nonfaculty researchers,2,2.9
8269,r055,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Postdoctoral appointees,2,6823
8269,r056,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Doctorate nonfaculty researchers,2,2895
8269,r057,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Postdoctoral appointees,2,140
8269,r058,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Doctorate nonfaculty researchers,2,215
8269,r059,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Postdoctoral appointees,2,2.1
8269,r060,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,7.4
8269,r061,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Postdoctoral appointees,2,1325
8269,r062,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Doctorate nonfaculty researchers,2,803
8269,r063,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Postdoctoral appointees,2,31
8269,r064,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Doctorate nonfaculty researchers,2,28
8269,r065,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Postdoctoral appointees,2,2.3
8269,r066,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Doctorate nonfaculty researchers,2,3.5
8269,r067,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Postdoctoral appointees,2,1645
8269,r068,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Doctorate nonfaculty researchers,2,1505
8269,r069,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Postdoctoral appointees,2,8
8269,r070,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Doctorate nonfaculty researchers,2,60
8269,r071,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Postdoctoral appointees,2,0.5
8269,r072,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,4.0
8269,r073,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Postdoctoral appointees,2,8340
8269,r074,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Doctorate nonfaculty researchers,2,3992
8269,r075,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Postdoctoral appointees,2,123
8269,r076,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Doctorate nonfaculty researchers,2,113
8269,r077,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Postdoctoral appointees,2,1.5
8269,r078,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,2.8
8269,r079,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Postdoctoral appointees,2,277
8269,r080,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctorate nonfaculty researchers,2,144
8269,r081,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Postdoctoral appointees,2,1
8269,r082,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctorate nonfaculty researchers,2,0
8269,r083,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Postdoctoral appointees,2,0.4
8269,r084,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,0.0
8269,r085,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Postdoctoral appointees,2,1616
8269,r086,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Doctorate nonfaculty researchers,2,589
8269,r087,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Postdoctoral appointees,2,52
8269,r088,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Doctorate nonfaculty researchers,2,22
8269,r089,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Postdoctoral appointees,2,3.2
8269,r090,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,3.7
8269,r091,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Postdoctoral appointees,2,1167
8269,r092,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Doctorate nonfaculty researchers,2,307
8269,r093,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Postdoctoral appointees,2,4
8269,r094,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Doctorate nonfaculty researchers,2,10
8269,r095,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Postdoctoral appointees,2,0.3
8269,r096,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,3.3
8269,r097,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Postdoctoral appointees,2,968
8269,r098,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Doctorate nonfaculty researchers,2,479
8269,r099,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Postdoctoral appointees,2,10
8269,r100,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Doctorate nonfaculty researchers,2,19
8269,r101,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Postdoctoral appointees,2,1.0
8269,r102,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Doctorate nonfaculty researchers,2,4.0
8269,r103,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Postdoctoral appointees,2,1275
8269,r104,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Doctorate nonfaculty researchers,2,755
8269,r105,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Postdoctoral appointees,2,16
8269,r106,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Doctorate nonfaculty researchers,2,43
8269,r107,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Postdoctoral appointees,2,1.3
8269,r108,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,5.7
8269,r109,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Postdoctoral appointees,2,127
8269,r110,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Doctorate nonfaculty researchers,2,107
8269,r111,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Postdoctoral appointees,2,3
8269,r112,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Doctorate nonfaculty researchers,2,7
8269,r113,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Postdoctoral appointees,2,2.4
8269,r114,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Doctorate nonfaculty researchers,2,6.5
8269,r115,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Postdoctoral appointees,2,1200
8269,r116,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Doctorate nonfaculty researchers,2,529
8269,r117,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Postdoctoral appointees,2,22
8269,r118,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Doctorate nonfaculty researchers,2,6
8269,r119,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Postdoctoral appointees,2,1.8
8269,r120,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,1.1
8269,r121,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Postdoctoral appointees,2,562
8269,r122,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Doctorate nonfaculty researchers,2,259
8269,r123,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Postdoctoral appointees,2,11
8269,r124,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Doctorate nonfaculty researchers,2,2
8269,r125,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Postdoctoral appointees,2,2.0
8269,r126,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Doctorate nonfaculty researchers,2,0.8
8269,r127,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Total in survey,Postdoctoral appointees,2,1148
8269,r128,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Total in survey,Doctorate nonfaculty researchers,2,823
8269,r129,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Number imputed,Postdoctoral appointees,2,4
8269,r130,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Number imputed,Doctorate nonfaculty researchers,2,4
8269,r131,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Postdoctoral appointees,2,0.3
8269,r132,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,0.5
8269,r133,"Fall 2021, all surveyed fields -> Health",Total in survey,Postdoctoral appointees,2,17799
8269,r134,"Fall 2021, all surveyed fields -> Health",Total in survey,Doctorate nonfaculty researchers,2,7828
8269,r135,"Fall 2021, all surveyed fields -> Health",Number imputed,Postdoctoral appointees,2,368
8269,r136,"Fall 2021, all surveyed fields -> Health",Number imputed,Doctorate nonfaculty researchers,2,158
8269,r137,"Fall 2021, all surveyed fields -> Health",Imputation rate (%),Postdoctoral appointees,2,2.1
8269,r138,"Fall 2021, all surveyed fields -> Health",Imputation rate (%),Doctorate nonfaculty researchers,2,2.0
8269,r139,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Postdoctoral appointees,2,15561
8269,r140,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Doctorate nonfaculty researchers,2,6751
8269,r141,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Postdoctoral appointees,2,285
8269,r142,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Doctorate nonfaculty researchers,2,150
8269,r143,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Postdoctoral appointees,2,1.8
8269,r144,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Doctorate nonfaculty researchers,2,2.2
8269,r145,"Fall 2021, all surveyed fields -> Health -> Other health",Total in survey,Postdoctoral appointees,2,2238
8269,r146,"Fall 2021, all surveyed fields -> Health -> Other health",Total in survey,Doctorate nonfaculty researchers,2,1077
8269,r147,"Fall 2021, all surveyed fields -> Health -> Other health",Number imputed,Postdoctoral appointees,2,83
8269,r148,"Fall 2021, all surveyed fields -> Health -> Other health",Number imputed,Doctorate nonfaculty researchers,2,8
8269,r149,"Fall 2021, all surveyed fields -> Health -> Other health",Imputation rate (%),Postdoctoral appointees,2,3.7
8269,r150,"Fall 2021, all surveyed fields -> Health -> Other health",Imputation rate (%),Doctorate nonfaculty researchers,2,0.7
8269,r151,"Fall 2020, all surveyed fields<sup>b</sup>",Total in survey,Postdoctoral appointees,2,65681
8269,r152,"Fall 2020, all surveyed fields<sup>b</sup>",Total in survey,Doctorate nonfaculty researchers,2,29661
8269,r153,"Fall 2020, all surveyed fields<sup>b</sup>",Number imputed,Postdoctoral appointees,2,2927
8269,r154,"Fall 2020, all surveyed fields<sup>b</sup>",Number imputed,Doctorate nonfaculty researchers,2,1935
8269,r155,"Fall 2020, all surveyed fields<sup>b</sup>",Imputation rate (%),Postdoctoral appointees,2,4.5
8269,r156,"Fall 2020, all surveyed fields<sup>b</sup>",Imputation rate (%),Doctorate nonfaculty researchers,2,6.5
8269,r157,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Total in survey,Postdoctoral appointees,2,38741
8269,r158,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Total in survey,Doctorate nonfaculty researchers,2,18212
8269,r159,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Number imputed,Postdoctoral appointees,2,2162
8269,r160,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Number imputed,Doctorate nonfaculty researchers,2,1304
8269,r161,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Imputation rate (%),Postdoctoral appointees,2,5.6
8269,r162,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Imputation rate (%),Doctorate nonfaculty researchers,2,7.2
8269,r163,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Total in survey,Postdoctoral appointees,2,1678
8269,r164,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Total in survey,Doctorate nonfaculty researchers,2,964
8269,r165,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Number imputed,Postdoctoral appointees,2,81
8269,r166,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Number imputed,Doctorate nonfaculty researchers,2,62
8269,r167,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Postdoctoral appointees,2,4.8
8269,r168,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,6.4
8269,r169,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Total in survey,Postdoctoral appointees,2,21902
8269,r170,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Total in survey,Doctorate nonfaculty researchers,2,8112
8269,r171,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Number imputed,Postdoctoral appointees,2,1583
8269,r172,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Number imputed,Doctorate nonfaculty researchers,2,667
8269,r173,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Postdoctoral appointees,2,7.2
8269,r174,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,8.2
8269,r175,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Total in survey,Postdoctoral appointees,2,823
8269,r176,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Total in survey,Doctorate nonfaculty researchers,2,458
8269,r177,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Number imputed,Postdoctoral appointees,2,25
8269,r178,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Number imputed,Doctorate nonfaculty researchers,2,22
8269,r179,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Imputation rate (%),Postdoctoral appointees,2,3.0
8269,r180,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,4.8
8269,r181,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Postdoctoral appointees,2,1790
8269,r182,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctorate nonfaculty researchers,2,2150
8269,r183,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Postdoctoral appointees,2,31
8269,r184,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctorate nonfaculty researchers,2,102
8269,r185,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Postdoctoral appointees,2,1.7
8269,r186,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,4.7
8269,r187,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Total in survey,Postdoctoral appointees,2,1076
8269,r188,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Total in survey,Doctorate nonfaculty researchers,2,201
8269,r189,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Number imputed,Postdoctoral appointees,2,39
8269,r190,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Number imputed,Doctorate nonfaculty researchers,2,11
8269,r191,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Postdoctoral appointees,2,3.6
8269,r192,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Doctorate nonfaculty researchers,2,5.5
8269,r193,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Postdoctoral appointees,2,832
8269,r194,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctorate nonfaculty researchers,2,679
8269,r195,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Postdoctoral appointees,2,83
8269,r196,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctorate nonfaculty researchers,2,52
8269,r197,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Postdoctoral appointees,2,10.0
8269,r198,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctorate nonfaculty researchers,2,7.7
8269,r199,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Total in survey,Postdoctoral appointees,2,845
8269,r200,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Total in survey,Doctorate nonfaculty researchers,2,573
8269,r201,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Number imputed,Postdoctoral appointees,2,56
8269,r202,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Number imputed,Doctorate nonfaculty researchers,2,75
8269,r203,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Postdoctoral appointees,2,6.6
8269,r204,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Doctorate nonfaculty researchers,2,13.1
8269,r205,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Total in survey,Postdoctoral appointees,2,6937
8269,r206,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Total in survey,Doctorate nonfaculty researchers,2,2890
8269,r207,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Number imputed,Postdoctoral appointees,2,149
8269,r208,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Number imputed,Doctorate nonfaculty researchers,2,176
8269,r209,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Imputation rate (%),Postdoctoral appointees,2,2.1
8269,r210,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,6.1
