table_id,row_id,field_citizenship_ethnicity_and_race_full_path,field_citizenship_ethnicity_and_race_level_1,field_citizenship_ethnicity_and_race_level_2,field_citizenship_ethnicity_and_race_level_3,field_citizenship_ethnicity_and_race_level_4,field_citizenship_ethnicity_and_race_level_5,field_citizenship_ethnicity_and_race_level_6,field_citizenship_ethnicity_and_race_level_7,field_citizenship_ethnicity_and_race_hierarchy_depth,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016
1138,r192,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,7,829,938,933,960,1175,1288,1400,1435,1497,1492,1650
1138,r193,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,na,na,17,30,64,78,63,79
1138,r194,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,7,25,47,66,60,74,75,69,73,75,85,72
1138,r195,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> Temporary resident,All degrees,Non-S&E,S&E technologies,Science technologies,Temporary resident,,,5,21,29,29,27,43,35,44,49,43,36,42
1138,r196,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies,All degrees,Non-S&E,S&E technologies,Engineering technologies,,,,4,29710,30097,31643,33243,34553,38222,40630,37475,34638,34764,31704
1138,r197,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,,,5,29391,29800,31315,32966,34210,37934,40366,37157,34327,34452,31289
1138,r198,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,3230,3466,3841,3944,4420,4488,5152,4850,4514,4676,4360
1138,r199,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,,6,26161,26334,27474,29022,29790,33446,35214,32307,29813,29776,26929
1138,r200,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,7,313,289,315,355,340,399,377,424,363,388,320
1138,r201,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian ,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian ,7,na,na,na,na,na,1007,994,1023,966,1040,884
1138,r202,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,1055,1125,1230,1204,1291,na,na,na,na,na,na
1138,r203,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,7,3167,3168,3295,3575,3889,4319,4308,4392,3943,4282,3324
1138,r204,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,na,na,102,102,130,95,95,108
1138,r205,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,7,20433,20659,21323,22249,22511,24791,24359,23623,21869,21591,20144
1138,r206,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,na,na,329,384,643,698,712,731
1138,r207,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,7,1193,1093,1311,1639,1759,2499,4690,2072,1879,1668,1418
1138,r208,All degrees -> Non-S&E -> S&E technologies -> Engineering technologies -> Temporary resident,All degrees,Non-S&E,S&E technologies,Engineering technologies,Temporary resident,,,5,319,297,328,277,343,288,264,318,311,312,415
1138,r209,All degrees -> Non-S&E -> S&E technologies -> Health technologies,All degrees,Non-S&E,S&E technologies,Health technologies,,,,4,65227,69591,72241,75734,87437,107577,121786,115739,110779,105513,100796
1138,r210,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,,,5,64760,69133,71670,75163,86793,106941,121074,115062,110177,104976,100274
1138,r211,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,6553,7518,7936,8686,9889,11871,15664,15736,15964,16182,16449
1138,r212,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,,6,58207,61615,63734,66477,76904,95070,105410,99326,94213,88794,83825
1138,r213,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,7,681,695,741,786,799,867,1034,1022,955,886,887
1138,r214,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian ,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian ,7,na,na,na,na,na,3665,4486,4273,4392,4137,4101
1138,r215,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,2631,2944,3299,3615,3898,na,na,na,na,na,na
1138,r216,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,7,9140,9779,10142,10416,12737,15818,17928,16483,14660,14996,14475
1138,r217,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,na,na,459,416,430,427,368,372
1138,r218,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,7,42702,44838,46215,47679,53579,64190,70326,67199,63276,60426,57247
1138,r219,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,na,na,1053,1492,1752,1783,1980,2324
1138,r220,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,7,3053,3359,3337,3981,5891,9018,9728,8167,8720,6001,4419
1138,r221,All degrees -> Non-S&E -> S&E technologies -> Health technologies -> Temporary resident,All degrees,Non-S&E,S&E technologies,Health technologies,Temporary resident,,,5,467,458,571,571,644,636,712,677,602,537,522
1138,r222,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies,All degrees,Non-S&E,S&E technologies,Other S&E technologies,,,,4,610,781,851,721,668,856,986,1002,1084,1229,1047
1138,r223,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,,,5,610,781,851,721,668,856,986,1002,1084,1229,1047
1138,r224,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,50,76,76,80,66,105,99,123,145,173,131
1138,r225,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,,6,560,705,775,641,602,751,887,879,939,1056,916
1138,r226,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,7,3,7,8,8,10,8,7,8,5,15,14
1138,r227,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian ,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian ,7,na,na,na,na,na,39,44,37,26,39,39
1138,r228,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,38,46,42,34,26,na,na,na,na,na,na
1138,r229,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,7,105,100,151,78,65,92,146,111,149,170,155
1138,r230,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,na,na,7,10,3,7,13,5
1138,r231,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,7,373,508,531,474,465,553,634,656,655,752,633
1138,r232,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,na,na,13,20,20,58,36,47
1138,r233,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,7,41,44,43,47,36,39,26,44,39,31,23
1138,r234,All degrees -> Non-S&E -> S&E technologies -> Other S&E technologies -> Temporary resident,All degrees,Non-S&E,S&E technologies,Other S&E technologies,Temporary resident,,,5,0,0,0,0,0,0,0,0,0,0,0
1138,r235,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup>,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,,,,,3,571560,583768,600249,627823,669694,725306,776119,772840,775581,789500,792448
1138,r236,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,,,,4,560034,571620,587686,614630,655864,711154,761631,758599,761139,774337,776194
1138,r237,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,5,64440,67117,71508,76360,87051,96668,115048,120486,128404,140628,153707
1138,r238,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Non-Hispanic or Latino,,,5,495594,504503,516178,538270,568813,614486,646583,638113,632735,633709,622487
1138,r239,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,,6,6264,6224,6309,6238,7526,7112,7449,7362,7326,7138,6891
1138,r240,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian,,6,na,na,na,na,na,29722,31569,32360,33189,34564,36563
1138,r241,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,6,27252,28697,29221,30373,32465,na,na,na,na,na,na
1138,r242,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,,6,65465,66865,69262,73599,80779,89161,98525,95971,97150,100346,100405
1138,r243,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,6,na,na,na,na,na,3677,3376,3320,3364,3185,3021
1138,r244,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,,6,362993,366866,369735,384934,400644,428241,446094,443243,436694,433403,422103
1138,r245,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,,6,na,na,na,na,na,8349,10690,13999,16660,18950,21464
1138,r246,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,,6,33620,35851,41651,43126,47399,48224,48880,41858,38352,36123,32040
1138,r247,All degrees -> Non-S&E -> Other non-S&E<sup>d</sup> -> Temporary resident,All degrees,Non-S&E,Other non-S&E<sup>d</sup>,Temporary resident,,,,4,11526,12148,12563,13193,13830,14152,14488,14241,14442,15163,16254
