table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_all_agencies,field_doc,field_doe,field_doj,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_ssa,field_usda
4320,r032,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,2,12790.1,0.0,7.5,0.0,387.8,0.0,0.0,5907.4,5935.3,0.0,552.0
4320,r033,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,2,18481.7,0.0,300.7,0.0,0.0,0.0,0.0,9652.0,4442.6,0.0,4086.4
4320,r034,All states and outlying areas -> New York,All states and outlying areas,New York,2,135860.3,0.0,1350.3,0.0,691.9,0.0,0.0,78320.1,52572.7,0.0,2925.2
4320,r035,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,2,84239.1,0.0,3231.3,0.0,353.8,436.3,0.0,52691.3,20709.0,0.0,6817.3
4320,r036,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,2,6535.9,0.0,0.0,0.0,204.5,0.0,0.0,3651.8,1985.8,0.0,693.8
4320,r037,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,2,40443.6,0.0,511.3,0.0,0.0,19.6,0.0,24603.8,10532.6,0.0,4776.4
4320,r038,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,2,8580.1,0.0,390.4,1500.0,0.0,0.0,0.0,4496.7,859.2,0.0,1333.8
4320,r039,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,2,21175.9,0.0,902.7,0.0,251.0,219.6,0.0,8803.7,10000.2,0.0,998.6
4320,r040,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,2,94024.1,0.0,1941.6,0.0,1568.3,1414.9,0.0,66248.9,20417.0,0.0,2433.5
4320,r041,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,2,6256.2,0.0,0.0,0.0,0.0,0.0,0.0,4623.5,1370.0,0.0,262.7
4320,r042,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,2,24278.3,0.0,890.3,0.0,52.7,0.0,0.0,12280.2,10178.5,0.0,876.7
4320,r043,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,2,8087.1,0.0,0.0,0.0,0.0,0.0,0.0,2550.5,4443.3,0.0,1093.3
4320,r044,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,2,49256.8,0.0,4073.5,0.0,0.0,200.6,0.0,26602.1,16260.4,0.0,2120.3
4320,r045,All states and outlying areas -> Texas,All states and outlying areas,Texas,2,101455.5,0.0,1991.3,0.0,421.8,244.7,0.0,48964.5,41646.6,0.0,8186.7
4320,r046,All states and outlying areas -> Utah,All states and outlying areas,Utah,2,16672.5,0.0,2322.2,0.0,0.0,0.0,0.0,13315.4,657.2,0.0,377.8
4320,r047,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,2,4656.0,124.8,0.0,0.0,0.0,0.0,0.0,2089.6,0.0,0.0,2441.6
4320,r048,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,2,35447.0,0.0,733.0,0.0,136.9,548.7,0.0,15679.9,16092.3,0.0,2256.1
4320,r049,All states and outlying areas -> Washington,All states and outlying areas,Washington,2,176420.1,0.0,0.0,0.0,570.5,203.1,0.0,160113.4,13576.4,0.0,1956.7
4320,r050,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,2,5881.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,2009.3,0.0,581.7
4320,r051,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,2,41305.3,0.0,2449.8,6200.0,0.0,545.7,0.0,18661.5,11056.7,586.4,1805.3
4320,r052,All states and outlying areas -> Wyoming,All states and outlying areas,Wyoming,2,256.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3,0.0,31.8
4320,r053,All states and outlying areas -> American Samoa,All states and outlying areas,American Samoa,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4320,r054,All states and outlying areas -> Guam,All states and outlying areas,Guam,2,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0,0.0,165.1
4320,r055,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,2,6868.1,0.0,0.0,0.0,0.0,0.0,0.0,3329.1,2777.5,0.0,761.6
4320,r056,All states and outlying areas -> Trust Territory of the Pacific Islands,All states and outlying areas,Trust Territory of the Pacific Islands,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4320,r057,All states and outlying areas -> Virgin Islands,All states and outlying areas,Virgin Islands,2,2226.5,0.0,0.0,0.0,0.0,0.0,0.0,283.4,1838.2,0.0,105.0
