table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_level_5,region_country_or_economy_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1992,r033,Exports -> World -> Oceania -> New Zealand,Exports,World,Oceania,New Zealand,,4,3197,3732,3874,4102,4521,4857,3920,4162,4937,5065,4895,5067,4812,4575,4605,4599
1992,r034,Imports,Imports,,,,,1,,,,,,,,,,,,,,,,
1992,r035,Imports -> World,Imports,World,,,,2,3703624,4469760,4880034,5504770,6333692,6895537,5507083,6677689,7621829,7652564,7864312,8093094,7580769,7669407,8416032,9046200
1992,r036,Imports -> World -> North America,Imports,World,North America,,,3,899100,1022650,1127662,1245019,1306565,1336377,1072908,1322267,1479871,1580572,1608765,1686693,1719712,1693472,1798766,1936516
1992,r037,Imports -> World -> North America -> Canada,Imports,World,North America,Canada,,4,141738,158417,178039,196414,211180,212874,170245,207303,231678,242152,243453,244673,231921,225689,241819,254837
1992,r038,Imports -> World -> North America -> Mexico,Imports,World,North America,Mexico,,4,103413,120199,134039,154961,157197,178704,142447,181852,204487,219735,230079,240082,242694,238048,250266,271567
1992,r039,Imports -> World -> North America -> United States,Imports,World,North America,United States,,4,653949,744034,815585,893644,938187,944799,760216,933112,1043706,1118686,1135233,1201939,1245097,1229734,1306682,1410112
1992,r040,Imports -> World -> Central and South America,Imports,World,Central and South America,,,3,78339,104230,132770,158546,191571,264750,206019,269029,333808,342947,348244,326015,283998,245723,263567,290441
1992,r041,Imports -> World -> Central and South America -> Brazil,Imports,World,Central and South America,Brazil,,4,29097,37087,43591,52191,61604,99055,78405,107153,130838,130061,138692,130800,103908,86996,90474,111943
1992,r042,Imports -> World -> Central and South America -> Other South America,Imports,World,Central and South America,Other South America,,4,49242,67144,89179,106354,129967,165695,127613,161876,202970,212886,209552,195214,180090,158727,173093,178498
1992,r043,Imports -> World -> Europe,Imports,World,Europe,,,3,1667979,2026985,2200399,2506930,2928323,3175085,2395962,2759088,3177279,2970182,3074194,3172083,2850239,2918901,3217383,3388499
1992,r044,Imports -> World -> Europe -> EU,Imports,World,Europe,EU,,4,1514844,1828732,1961417,2215987,2550012,2717437,2084605,2379443,2696865,2474918,2570089,2694702,2465384,2523980,2762360,2923904
1992,r045,Imports -> World -> Europe -> EU -> France,Imports,World,Europe,EU,France,5,186662,221189,237539,258592,300311,324649,266023,295229,341636,316401,318916,318867,288060,297396,318339,333113
1992,r046,Imports -> World -> Europe -> EU -> Germany,Imports,World,Europe,EU,Germany,5,292025,347546,389805,456017,490162,538448,439745,507095,586479,542149,552176,580240,529432,537719,603043,660122
1992,r047,Imports -> World -> Europe -> EU -> United Kingdom,Imports,World,Europe,EU,United Kingdom,5,212313,251784,256650,293886,311690,294976,196734,267833,295418,270733,282970,327966,313533,305647,312036,319750
1992,r048,Imports -> World -> Europe -> EU -> Other EU,Imports,World,Europe,EU,Other EU,5,823845,1008214,1077423,1207491,1447849,1559364,1182103,1309286,1473331,1345635,1416027,1467629,1334360,1383218,1528942,1610918
1992,r049,Imports -> World -> Europe -> Other Europe,Imports,World,Europe,Other Europe,,4,153135,198253,238983,290943,378311,457649,311357,379645,480414,495264,504105,477382,384854,394920,455023,464595
1992,r050,Imports -> World -> Middle East,Imports,World,Middle East,,,3,92730,114938,130227,135437,194597,241762,209621,222426,253428,309186,334747,360270,307616,286138,408700,367299
1992,r051,Imports -> World -> Asia,Imports,World,Asia,,,3,903964,1125202,1204176,1370169,1608230,1760282,1527161,1987676,2246124,2304565,2365013,2415953,2297488,2405019,2586377,2921626
1992,r052,Imports -> World -> Asia -> China,Imports,World,Asia,China,,4,320538,411181,461791,539101,622355,662951,605712,812610,924552,931076,989131,1025738,950900,1045171,1061236,1207510
1992,r053,Imports -> World -> Asia -> India,Imports,World,Asia,India,,4,22104,29623,42615,57891,69763,100547,87224,100132,121065,125896,122948,125407,129888,127740,148820,209790
1992,r054,Imports -> World -> Asia -> Indonesia,Imports,World,Asia,Indonesia,,4,13978,19931,23458,24292,29385,59069,47886,64143,78787,87758,80921,75928,67389,65326,72796,87205
1992,r055,Imports -> World -> Asia -> Japan,Imports,World,Asia,Japan,,4,140882,165605,178380,193060,204946,222576,183483,232011,264303,275216,264509,268841,249292,253361,269921,294840
1992,r056,Imports -> World -> Asia -> Malaysia,Imports,World,Asia,Malaysia,,4,57844,70142,75299,83300,90420,79549,75560,97896,103213,105580,108166,109317,95791,95097,108037,119344
1992,r057,Imports -> World -> Asia -> Philippines,Imports,World,Asia,Philippines,,4,29337,31091,32346,34549,36189,33229,26209,33312,25032,34521,35003,35357,41837,51214,57837,64377
1992,r058,Imports -> World -> Asia -> Singapore,Imports,World,Asia,Singapore,,4,89475,113650,71116,84945,155351,166766,133351,166855,177674,183481,183691,180253,166666,165584,180276,203690
1992,r059,Imports -> World -> Asia -> South Korea,Imports,World,Asia,South Korea,,4,81451,98962,110156,123734,143651,155576,131937,169993,187361,181162,187093,195160,195210,191539,219717,229553
1992,r060,Imports -> World -> Asia -> Taiwan,Imports,World,Asia,Taiwan,,4,75811,96761,102147,108319,111327,109853,89252,130116,139861,128946,131909,135194,126634,132729,146113,158309
1992,r061,Imports -> World -> Asia -> Thailand,Imports,World,Asia,Thailand,,4,41668,49274,57353,60398,66586,77039,63911,85043,99520,115984,111389,104387,99365,99253,107863,115348
1992,r062,Imports -> World -> Asia -> Vietnam,Imports,World,Asia,Vietnam,,4,11645,13516,14711,17371,26522,33147,32586,37732,47154,55637,68189,75315,91073,96979,120857,132970
1992,r063,Imports -> World -> Asia -> Other Asia,Imports,World,Asia,Other Asia,,4,19231,25467,34805,43207,51736,59979,50048,57834,77603,79307,82064,85055,83442,81027,92905,98689
1992,r064,Imports -> World -> Oceania,Imports,World,Oceania,,,3,61511,75755,84799,88669,104406,117280,95414,117204,131319,145112,133349,132080,121717,120154,141239,141820
1992,r065,Imports -> World -> Oceania -> Australia,Imports,World,Oceania,Australia,,4,51459,63213,70841,75552,89049,101320,83251,103159,114842,127476,114632,111001,102747,101194,120016,119586
1992,r066,Imports -> World -> Oceania -> New Zealand,Imports,World,Oceania,New Zealand,,4,10052,12542,13958,13117,15356,15960,12163,14045,16476,17636,18717,21079,18970,18960,21223,22233
