table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011
6458,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,736.8,748.8,748.6,776.0,764.0,720.7,732.8,725.8,835.4,827.7,774.3
6458,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,1762.3,1861.7,1820.6,1904.5,1995.9,1910.8,2012.3,1986.6,2370.4,2377.0,2275.2
6458,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,177.9,192.0,188.8,216.7,200.4,197.1,206.8,208.2,297.5,275.1,266.7
6458,r031,All fields -> Psychology,All fields,Psychology,,2,292.9,464.6,543.8,979.2,1040.1,944.9,978.8,936.0,1100.5,1129.2,978.8
6458,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,10.4,7.8,10.6,0.9,0.3,0.7,1.5,0.5,1.9,10.1,13.4
6458,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,5.5,4.8,4.1,5.0,4.3,4.9,5.4,6.6,18.5,18.4,16.9
6458,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,277.0,452.0,529.2,973.2,1035.5,939.3,972.0,928.9,1080.0,1100.8,948.5
6458,r035,All fields -> Social sciences,All fields,Social sciences,,2,278.4,361.7,352.8,419.3,391.4,381.0,361.3,330.0,432.2,358.9,371.0
6458,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,14.1,15.2,12.7,12.9,15.2,14.1,15.3,15.2,27.7,24.3,25.8
6458,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,42.5,45.3,48.2,48.0,51.3,46.3,52.3,43.7,52.0,44.4,54.5
6458,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,5.9,5.7,6.0,6.7,10.5,11.0,8.5,16.5,13.0,9.6,9.3
6458,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,17.9,19.5,48.7,48.6,17.9,19.2,40.8,14.0,33.3,29.5,35.5
6458,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,198.0,276.0,237.1,303.1,296.5,290.3,244.3,240.6,306.1,251.1,245.9
6458,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,691.7,715.2,702.7,1035.9,1227.5,1386.5,686.4,1190.9,2227.9,1633.0,2022.6
