table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_domestic_r_d_total,field_domestic_r_d_structures,field_domestic_r_d_equipment,field_domestic_r_d_capitalized_software,field_domestic_r_d_all_other
2079,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['12,939', '  ']","['224', '  ']","['15', '  ']","['193', '  ']","['2', '  ']","['15', '  ']"
2079,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,603', '  ']","['83', '  ']","['6', '  ']","['38', '  ']","['*', '  ']","['38', '  ']"
2079,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals ",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals ",,4,3253,"['3,421', '  ']","['199', '  ']","['133', 'i ']","['51', 'i ']","['*', 'i ']","['15', 'i ']"
2079,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['16,211', '  ']","['4,394', '  ']","['1,565', '  ']","['1,641', '  ']","['399', '  ']","['789', '  ']"
2079,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['4,633', '  ']","['158', '  ']","['8', '  ']","['119', '  ']","['4', '  ']","['27', '  ']"
2079,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals ",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals ",,4,"3255, 3259","['3,124', '  ']","['336', '  ']","['61', '  ']","['209', '  ']","['63', '  ']","['3', '  ']"
2079,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['13,162', '  ']","['318', '  ']","['18', '  ']","['236', '  ']","['4', '  ']","['61', '  ']"
2079,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['3,249', '  ']","['74', 'i ']","['11', 'i ']","['35', 'i ']","['1', 'i ']","['28', '  ']"
2079,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['3,441', '  ']","['93', '  ']","['*', '  ']","['21', '  ']","['1', '  ']","['70', '  ']"
2079,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['5,919', '  ']","['189', '  ']","['14', '  ']","['129', '  ']","['8', '  ']","['37', '  ']"
2079,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['11,707', '  ']","['866', '  ']","['90', '  ']","['548', '  ']","['101', '  ']","['127', '  ']"
2079,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement ,All industries,Manufacturing industries,Machinery,Agricultural implement ,,4,33311,"['1,810', '  ']","['50', '  ']","['4', '  ']","['28', '  ']","['1', '  ']","['17', '  ']"
2079,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery ,All industries,Manufacturing industries,Machinery,Semiconductor machinery ,,4,333242,"['733', '  ']","['338', '  ']","['63', '  ']","['224', '  ']","['23', '  ']","['27', '  ']"
2079,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,193', '  ']","['91', '  ']","['5', '  ']","['65', '  ']","['6', '  ']","['15', '  ']"
2079,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery ,All industries,Manufacturing industries,Machinery,Other machinery ,,4,other 333,"['7,971', '  ']","['388', '  ']","['18', '  ']","['231', '  ']","['71', '  ']","['68', '  ']"
2079,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['30,411', '  ']","['4,590', '  ']","['224', '  ']","['3,529', '  ']","['527', '  ']","['310', '  ']"
2079,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['2,920', '  ']","['843', '  ']","['32', '  ']","['653', '  ']","['59', '  ']","['99', '  ']"
2079,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['13,312', 'i ']","['2,173', 'i ']","['126', 'i ']","['1,763', 'i ']","['212', 'i ']","['73', 'i ']"
2079,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['7,018', '  ']","['571', '  ']","['46', '  ']","['277', '  ']","['147', '  ']","['101', '  ']"
2079,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus ",5,"334510, 334517","['1,029', '  ']","['109', 'i ']","['9', 'i ']","['80', 'i ']","['16', 'i ']","['4', '  ']"
2079,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument ",5,334511,"['2,138', '  ']","['302', '  ']","['11', '  ']","['106', '  ']","['120', '  ']","['65', '  ']"
2079,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device ,5,other 3345,"['3,852', '  ']","['160', '  ']","['26', '  ']","['91', '  ']","['11', '  ']","['32', '  ']"
2079,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['7,161', '  ']","['1,004', '  ']","['20', '  ']","['837', '  ']","['109', '  ']","['38', '  ']"
2079,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['3,067', 'i ']","['227', '  ']","['7', 'i ']","['130', 'i ']","['15', 'i ']","['76', 'i ']"
2079,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['60,636', '  ']","['1,791', '  ']","['158', '  ']","['1,141', '  ']","['222', '  ']","['271', '  ']"
2079,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['46,164', '  ']","['1,177', '  ']","['103', '  ']","['759', '  ']","['143', '  ']","['173', '  ']"
2079,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,396', '  ']","['522', '  ']","['39', '  ']","['340', '  ']","['77', '  ']","['67', '  ']"
2079,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts ",5,336411–13,"['10,426', '  ']","['513', '  ']","['38', '  ']","['338', '  ']","['77', '  ']","['60', '  ']"
2079,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts ",5,"336414–15, 336419","['969', '  ']","['9', '  ']","['1', '  ']","['2', '  ']","['*', '  ']","['7', '  ']"
2079,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component ",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component ",,4,336992,"['11', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2079,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['3,066', '  ']","['92', '  ']","['16', '  ']","['42', '  ']","['2', '  ']","['31', '  ']"
2079,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['1,574', '  ']","['48', '  ']","['17', '  ']","['23', '  ']","['*', '  ']","['8', '  ']"
2079,r043,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['10,354', '  ']","['888', '  ']","['28', '  ']","['452', '  ']","['184', '  ']","['224', '  ']"
2079,r044,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['7,689', '  ']","['747', '  ']","['24', '  ']","['361', '  ']","['178', '  ']","['184', '  ']"
2079,r045,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['2,665', '  ']","['141', '  ']","['4', '  ']","['91', '  ']","['6', '  ']","['40', '  ']"
2079,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['349,640', '  ']","['16,226', '  ']","['879', '  ']","['5,633', '  ']","['6,928', '  ']","['2,785', '  ']"
2079,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['28,701', '  ']","['409', '  ']","['7', '  ']","['196', '  ']","['102', '  ']","['104', '  ']"
2079,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['104,854', '  ']","['97', 'i ']","['2', 'i ']","['9', 'i ']","['12', 'i ']","['75', '  ']"
2079,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['4,597', 'i ']","['47', '  ']","['4', '  ']","['18', '  ']","['10', '  ']","['16', '  ']"
2079,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['17,663', 'i ']","['122 - 811', '  ']","['0 - 90', 'i ']","['82', 'i ']","['41', 'i ']","['0 - 599', '  ']"
2079,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['19,816', '  ']","['344', 'i ']","['13', '  ']","['183', 'i ']","['107', '  ']","['41', '  ']"
2079,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['117,469', '  ']","['7,730', '  ']","['555', '  ']","['3,637', '  ']","['2,739', '  ']","['800', '  ']"
2079,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['18,330', '  ']","['1,132', '  ']","['113', '  ']","['714', '  ']","['210', '  ']","['95', '  ']"
2079,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['114', '  ']","['4', '  ']","['0', '  ']","['*', '  ']","['1', '  ']","['3', '  ']"
2079,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['18,215', '  ']","['1,128', '  ']","['113', '  ']","['714', '  ']","['209', '  ']","['92', '  ']"
2079,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['71,766', '  ']","['3,189', '  ']","['312 - 429', '  ']","['850', '  ']","['1,443', '  ']","['466 - 583', '  ']"
2079,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['7,938', '  ']","['1,556', '  ']","['15', '  ']","['559', '  ']","['859', '  ']","['124', '  ']"
2079,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['19,435', '  ']","['1,854', '  ']","['0 - 115', '  ']","['1,514', '  ']","['227', '  ']","['0 - 115', '  ']"
2079,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['20,670', '  ']","['2,753', '  ']","['25', 'i ']","['426', '  ']","['1,758', '  ']","['544', '  ']"
2079,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,460', '  ']","['35', '  ']","['0', '  ']","['3', 'i ']","['32', '  ']","['*', '  ']"
2079,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['47', 'i ']","['3', 'i ']","['0', '  ']","['3', 'i ']","['0', '  ']","['0', '  ']"
2079,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,412', '  ']","['33', '  ']","['0', '  ']","['*', '  ']","['32', '  ']","['*', '  ']"
2079,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['13,853', '  ']","['3,072', '  ']","['187', '  ']","['881', '  ']","['1,402', '  ']","['602', '  ']"
2079,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['3,040', '  ']","['71', '  ']","['10', '  ']","['38', '  ']","['8', '  ']","['15', '  ']"
2079,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['6,156', '  ']","['2,020', '  ']","['97', '  ']","['552', '  ']","['1,128', '  ']","['243', '  ']"
2079,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['2,593', '  ']","['717', '  ']","['79', '  ']","['260', '  ']","['60', '  ']","['318', '  ']"
2079,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['739', '  ']","['209', '  ']","['26', '  ']","['50', '  ']","['3', '  ']","['130', '  ']"
2079,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['1,845', '  ']","['499', '  ']","['52', '  ']","['203', '  ']","['55', '  ']","['189', '  ']"
2079,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['10', '  ']","['9', '  ']","['1', '  ']","['6', '  ']","['2', '  ']","['*', '  ']"
2079,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['2,064', '  ']","['264', '  ']","['1', '  ']","['32', '  ']","['206', '  ']","['26', '  ']"
2079,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['3,638', 'i ']","['242', 'i ']","['1', 'i ']","['168', 'i ']","['64', 'i ']","['9', 'i ']"
2079,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['15,919', '  ']","['691 - 1,380', '  ']","['0 - 90', 'i ']","['31', 'i ']","['661', '  ']","['0 - 599', 'i ']"
2079,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['587,332', '  ']","['31,885', '  ']","['3,541', '  ']","['14,898', '  ']","['8,539', '  ']","['4,907', '  ']"
2079,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2079,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['1,642', '  ']","['319', '  ']","['13', '  ']","['133', '  ']","['64', '  ']","['109', '  ']"
2079,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['6,837', '  ']","['924', '  ']","['43', '  ']","['413', '  ']","['104', '  ']","['364', '  ']"
2079,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2079,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['7,618', '  ']","['855', '  ']","['200', '  ']","['391', '  ']","['180', '  ']","['84', '  ']"
2079,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['12,045', '  ']","['1,989', '  ']","['136', '  ']","['1,265', '  ']","['237', '  ']","['351', '  ']"
2079,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2079,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['10,452', '  ']","['1,109', '  ']","['78', '  ']","['549', '  ']","['252', '  ']","['231', '  ']"
2079,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['21,640', '  ']","['1,705', '  ']","['207', '  ']","['572', '  ']","['428', '  ']","['497', '  ']"
2079,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['61,271', '  ']","['4,733', '  ']","['589', '  ']","['2,021', '  ']","['1,376', '  ']","['747', '  ']"
2079,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['68,790', '  ']","['4,019', '  ']","['667', '  ']","['1,371', '  ']","['1,157', '  ']","['823', '  ']"
2079,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['124,057', '  ']","['5,790', '  ']","['688', '  ']","['2,553', '  ']","['1,558', '  ']","['991', '  ']"
2079,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['272,980', '  ']","['10,442', '  ']","['919', '  ']","['5,630', '  ']","['3,182', '  ']","['710', '  ']"
