table_id,row_id,occupation_and_age_full_path,occupation_and_age_level_1,occupation_and_age_level_2,occupation_and_age_level_3,occupation_and_age_level_4,occupation_and_age_hierarchy_depth,field_all_degrees_total,field_all_degrees_female,field_all_degrees_male,field_bachelor_s_total,field_bachelor_s_female,field_bachelor_s_male,field_master_s_total,field_master_s_female,field_master_s_male,field_doctorate_total,field_doctorate_female,field_doctorate_male,field_professional_total,field_professional_female,field_professional_male
7767,r022,"All occupations, all ages -> S&E occupations -> Physical and related scientists -> 29 and younger","All occupations, all ages",S&E occupations,Physical and related scientists,29 and younger,4,69000,27000,42000,45000,19000,26000,17000,6000,11000,7000,2000,5000,,,
7767,r023,"All occupations, all ages -> S&E occupations -> Physical and related scientists -> 30&#8211;39","All occupations, all ages",S&E occupations,Physical and related scientists,30&#8211;39,4,117000,49000,68000,52000,21000,31000,26000,13000,13000,39000,15000,24000,,,
7767,r024,"All occupations, all ages -> S&E occupations -> Physical and related scientists -> 40&#8211;49","All occupations, all ages",S&E occupations,Physical and related scientists,40&#8211;49,4,77000,24000,53000,29000,9000,20000,18000,9000,10000,30000,7000,24000,,,
7767,r025,"All occupations, all ages -> S&E occupations -> Physical and related scientists -> 50&#8211;75","All occupations, all ages",S&E occupations,Physical and related scientists,50&#8211;75,4,97000,16000,82000,35000,7000,28000,20000,4000,16000,42000,5000,38000,,,
7767,r026,"All occupations, all ages -> S&E occupations -> Social and related scientists","All occupations, all ages",S&E occupations,Social and related scientists,,3,504000,301000,204000,113000,67000,46000,196000,124000,72000,170000,90000,80000,25000,20000,6000
7767,r027,"All occupations, all ages -> S&E occupations -> Social and related scientists -> 29 and younger","All occupations, all ages",S&E occupations,Social and related scientists,29 and younger,4,87000,61000,26000,48000,32000,16000,35000,26000,9000,3000,2000,1000,,,
7767,r028,"All occupations, all ages -> S&E occupations -> Social and related scientists -> 30&#8211;39","All occupations, all ages",S&E occupations,Social and related scientists,30&#8211;39,4,173000,107000,66000,29000,18000,11000,79000,47000,31000,53000,31000,22000,12000,S,2000
7767,r029,"All occupations, all ages -> S&E occupations -> Social and related scientists -> 40&#8211;49","All occupations, all ages",S&E occupations,Social and related scientists,40&#8211;49,4,106000,69000,37000,19000,11000,7000,35000,25000,11000,48000,29000,19000,4000,3000,0.05
7767,r030,"All occupations, all ages -> S&E occupations -> Social and related scientists -> 50&#8211;75","All occupations, all ages",S&E occupations,Social and related scientists,50&#8211;75,4,138000,65000,74000,18000,6000,12000,47000,26000,21000,65000,28000,37000,8000,5000,4000
7767,r031,"All occupations, all ages -> S&E occupations -> Engineers","All occupations, all ages",S&E occupations,Engineers,,3,1832000,284000,1548000,1163000,167000,996000,534000,94000,439000,134000,22000,112000,S,,S
7767,r032,"All occupations, all ages -> S&E occupations -> Engineers -> 29 and younger","All occupations, all ages",S&E occupations,Engineers,29 and younger,4,414000,92000,323000,326000,73000,253000,85000,18000,67000,4000,1000,3000,,,
7767,r033,"All occupations, all ages -> S&E occupations -> Engineers -> 30&#8211;39","All occupations, all ages",S&E occupations,Engineers,30&#8211;39,4,553000,96000,457000,315000,44000,271000,189000,40000,149000,48000,12000,37000,,,
7767,r034,"All occupations, all ages -> S&E occupations -> Engineers -> 40&#8211;49","All occupations, all ages",S&E occupations,Engineers,40&#8211;49,4,356000,45000,311000,215000,25000,190000,109000,15000,94000,31000,5000,26000,,,
7767,r035,"All occupations, all ages -> S&E occupations -> Engineers -> 50&#8211;75","All occupations, all ages",S&E occupations,Engineers,50&#8211;75,4,509000,52000,458000,308000,25000,283000,151000,22000,129000,50000,5000,46000,,,
7767,r036,"All occupations, all ages -> S&E-related occupations","All occupations, all ages",S&E-related occupations,,,2,7975000,4380000,3595000,4119000,2335000,1784000,2247000,1327000,920000,336000,171000,165000,1273000,546000,726000
7767,r037,"All occupations, all ages -> S&E-related occupations -> 29 and younger","All occupations, all ages",S&E-related occupations,29 and younger,,3,1189000,763000,426000,805000,497000,309000,232000,168000,64000,22000,13000,9000,130000,86000,44000
7767,r038,"All occupations, all ages -> S&E-related occupations -> 30&#8211;39","All occupations, all ages",S&E-related occupations,30&#8211;39,,3,2366000,1350000,1016000,1136000,642000,494000,696000,421000,275000,103000,53000,50000,431000,233000,198000
7767,r039,"All occupations, all ages -> S&E-related occupations -> 40&#8211;49","All occupations, all ages",S&E-related occupations,40&#8211;49,,3,1982000,1055000,926000,937000,512000,424000,617000,361000,257000,99000,51000,48000,329000,132000,197000
7767,r040,"All occupations, all ages -> S&E-related occupations -> 50&#8211;75","All occupations, all ages",S&E-related occupations,50&#8211;75,,3,2438000,1211000,1227000,1241000,684000,557000,702000,378000,324000,113000,54000,59000,383000,96000,287000
7767,r041,"All occupations, all ages -> Non-S&E occupations","All occupations, all ages",Non-S&E occupations,,,2,28948000,15216000,13732000,18611000,9339000,9271000,8274000,4956000,3318000,676000,291000,385000,1387000,630000,758000
7767,r042,"All occupations, all ages -> Non-S&E occupations -> 29 and younger","All occupations, all ages",Non-S&E occupations,29 and younger,,3,3967000,2408000,1560000,3106000,1806000,1299000,740000,528000,212000,S,S,S,116000,70000,46000
7767,r043,"All occupations, all ages -> Non-S&E occupations -> 30&#8211;39","All occupations, all ages",Non-S&E occupations,30&#8211;39,,3,7849000,4284000,3564000,5065000,2617000,2448000,2339000,1434000,905000,107000,55000,52000,338000,179000,159000
7767,r044,"All occupations, all ages -> Non-S&E occupations -> 40&#8211;49","All occupations, all ages",Non-S&E occupations,40&#8211;49,,3,7209000,3888000,3322000,4217000,2121000,2096000,2439000,1479000,960000,178000,79000,99000,375000,209000,167000
7767,r045,"All occupations, all ages -> Non-S&E occupations -> 50&#8211;75","All occupations, all ages",Non-S&E occupations,50&#8211;75,,3,9923000,4637000,5286000,6222000,2795000,3428000,2757000,1516000,1240000,386000,153000,233000,558000,172000,386000
