table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_male,field_female
5625,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['    1,247 ', '&nbsp;']","['    1,096 ', '&nbsp;']","['    150 ', '&nbsp;']"
5625,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['    549 ', '&nbsp;']","['    515 ', '&nbsp;']","['    34 ', '&nbsp;']"
5625,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    291 ', '&nbsp;']","['    276 ', '&nbsp;']","['    14 ', '&nbsp;']"
5625,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    110 ', '&nbsp;']","['    100 ', '&nbsp;']","['    10 ', '&nbsp;']"
5625,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['    97 ', '&nbsp;']","['    87 ', '&nbsp;']","['    10 ', '&nbsp;']"
5625,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['D', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']"
5625,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5625,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    348 ', '&nbsp;']","['    301 ', '&nbsp;']","['    47 ', '&nbsp;']"
5625,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    26,645 ', '&nbsp;']","['    20,636 ', '&nbsp;']","['    6,010 ', '&nbsp;']"
5625,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    1,198 ', '&nbsp;']","['    813 ', '&nbsp;']","['    385 ', '&nbsp;']"
5625,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    4,576 ', '&nbsp;']","['    3,913 ', '&nbsp;']","['    663 ', '&nbsp;']"
5625,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    3,321 ', '&nbsp;']","['    2,853 ', '&nbsp;']","['    468 ', '&nbsp;']"
5625,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,"51, excluding 5112","['    1,255 ', '&nbsp;']","['    1,061 ', '&nbsp;']","['    195 ', '&nbsp;']"
5625,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    2,472 ', '&nbsp;']","['    1,995 ', '&nbsp;']","['    476 ', '&nbsp;']"
5625,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    9,658 ', '&nbsp;']","['    7,928 ', '&nbsp;']","['    1,730 ', '&nbsp;']"
5625,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    8,741 ', '&nbsp;']","['    5,986 ', '&nbsp;']","['    2,755 ', '&nbsp;']"
5625,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    1,705 ', '&nbsp;']","['    1,273 ', '&nbsp;']","['    432 ', '&nbsp;']"
5625,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    2,475 ', '&nbsp;']","['    1,534 ', '&nbsp;']","['    941 ', '&nbsp;']"
5625,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    4,359 ', '&nbsp;']","['    3,042 ', '&nbsp;']","['    1,317 ', '&nbsp;']"
5625,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    97 ', '&nbsp;']","['    70 ', '&nbsp;']","['    28 ', '&nbsp;']"
