table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_hierarchy_depth,field_temporary_visa_holder_doctorate_recipients,field_doctorate_recipients_with_definite_commitments,field_location_of_definite_commitments_united_states_total,field_location_of_definite_commitments_united_states_postdoctoral_study,field_location_of_definite_commitments_united_states_academic_employment,field_location_of_definite_commitments_united_states_industry_employmenta,field_location_of_definite_commitments_united_states_otherb,field_location_of_definite_commitments_abroad,field_location_of_definite_commitments_unknown
11701,r057,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences,Temporary visa holder doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,,3,1716,1267,810,286,270,180,74,454,3
11701,r058,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Anthropology,Temporary visa holder doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Anthropology,4,66,46,24,15,9,0,0,22,0
11701,r059,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies",Temporary visa holder doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,108,61,43,,18,,2,18,0
11701,r060,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Economics,Temporary visa holder doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Economics,4,841,671,426,,128,,50,243,2
11701,r061,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Political science and government,Temporary visa holder doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Political science and government,4,196,144,97,51,36,8,2,47,0
11701,r062,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Public policy analysis,Temporary visa holder doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Public policy analysis,4,77,51,36,,11,,6,14,1
11701,r063,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",Temporary visa holder doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,"Sociology, demography, and population studies",4,113,85,53,22,21,6,4,32,0
11701,r064,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Social sciences, other",Temporary visa holder doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,"Social sciences, other",4,315,209,131,59,47,15,10,78,0
11701,r065,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,,,2,2586,1702,1175,287,716,110,62,523,4
11701,r066,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Business,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Business,,3,742,604,445,46,333,55,11,157,2
11701,r067,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Business -> Business administration and management,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Business,Business administration and management,4,208,144,,,68,17,2,,1
11701,r068,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Business -> Business, other",Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Business,"Business, other",4,534,460,,,265,38,9,,1
11701,r069,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,,3,461,272,173,53,91,12,17,99,0
11701,r070,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Education leadership and administration,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,Education leadership and administration,4,78,39,19,,8,,0,20,0
11701,r071,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Education research,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,Education research,4,188,114,,21,,,7,,0
11701,r072,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Teacher education and teaching fields,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,Teacher education and teaching fields,4,159,102,,17,36,,8,,0
11701,r073,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Education, other",Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,"Education, other",4,36,17,10,,,0,2,7,0
11701,r074,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,,3,621,374,236,99,119,9,9,137,1
11701,r075,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> English language and literature, letters",Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,"English language and literature, letters",4,124,70,45,,24,,0,25,0
11701,r076,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",4,205,120,91,,55,,5,29,0
11701,r077,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> History,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,History,4,120,74,44,,14,,1,29,1
11701,r078,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> Philosophy and religious studies,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,Philosophy and religious studies,4,107,68,35,,14,,2,33,0
11701,r079,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> Humanities, other",Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,"Humanities, other",4,65,42,21,,12,,1,21,0
11701,r080,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Visual and performing arts,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Visual and performing arts,,3,185,84,55,10,35,5,5,29,0
11701,r081,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Visual and performing arts -> Performing arts,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Visual and performing arts,Performing arts,4,96,42,32,,23,,2,10,0
11701,r082,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design",Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design",4,89,42,23,,12,,3,19,0
11701,r083,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,,3,577,368,266,79,138,29,20,101,1
11701,r084,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,Communications and journalism,4,152,107,85,,56,,5,22,0
11701,r085,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,4,72,40,30,,18,,2,10,0
11701,r086,Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,Public administration and social services,4,99,75,,22,18,,4,,0
11701,r087,"Temporary visa holder doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",Temporary visa holder doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",4,254,146,,,46,18,9,,1
