table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
3147,r021,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,20,"['9,048', '']","['5,689', '']","['0', '']","['3,207', '']","['22', '']","['130', '']","['0', '']"
3147,r022,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,21,"['9,024', '']","['4,299', '']","['2,103', '']","['2,562', '']","['0', '']","['60', '']","['0', '']"
3147,r023,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,22,"['8,433', '']","['4,692', '']","['3,626', '']","['10', '']","['72', '']","['33', '']","['0', '']"
3147,r024,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,23,"['8,050', '']","['8,046', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']"
3147,r025,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,24,"['7,133', '']","['6,983', '']","['109', '']","['0', '']","['41', '']","['0', '']","['0', '']"
3147,r026,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,25,"['5,829', '']","['4,592', '']","['886', '']","['318', '']","['33', '']","['0', '']","['0', '']"
3147,r027,"All HBCUs -> Southern U. and A&M C., Agricultural Research and Extension Center",All HBCUs,"Southern U. and A&M C., Agricultural Research and Extension Center",2,26,"['5,448', '']","['3,057', '']","['2,323', '']","['68', '']","['0', '']","['0', '']","['0', '']"
3147,r028,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,27,"['4,893', '']","['3,238', '']","['922', '']","['662', '']","['36', '']","['35', '']","['0', '']"
3147,r029,All HBCUs -> U. of the District of Columbia,All HBCUs,U. of the District of Columbia,2,28,"['4,800', '']","['3,283', '']","['62', '']","['1,455', '']","['0', '']","['0', '']","['0', '']"
3147,r030,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,29,"['4,748', '']","['4,615', '']","['0', '']","['0', '']","['47', '']","['86', '']","['0', '']"
3147,r031,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,30,"['4,695', '']","['2,168', '']","['476', '']","['1,793', '']","['168', '']","['90', '']","['0', '']"
3147,r032,"All HBCUs -> Lincoln U., Jefferson City",All HBCUs,"Lincoln U., Jefferson City",2,31,"['4,581', '']","['2,700', '']","['1,881', '']","['NA', '']","['0', '']","['0', '']","['0', '']"
3147,r033,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,32,"['4,564', '']","['4,494', '']","['0', '']","['0', '']","['0', '']","['0', '']","['70', '']"
3147,r034,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,33,"['4,563', '']","['4,434', '']","['0', '']","['129', '']","['0', '']","['0', '']","['0', '']"
3147,r035,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,34,"['4,492', '']","['3,243', '']","['290', '']","['704', '']","['255', '']","['0', '']","['0', '']"
3147,r036,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,35,"['3,766', '']","['2,517', '']","['1,249', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3147,r037,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,36,"['3,659', '']","['3,659', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
3147,r038,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,37,"['3,380', '']","['3,380', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3147,r039,All HBCUs -> Grambling State U.,All HBCUs,Grambling State U.,2,38,"['2,836', '']","['1,066', '']","['670', '']","['1,100', '']","['0', '']","['0', '']","['0', '']"
3147,r040,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,39,"['2,772', '']","['1,390', '']","['185', '']","['732', '']","['0', '']","['98', '']","['367', '']"
3147,r041,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,40,"['2,751', '']","['2,004', '']","['0', '']","['560', '']","['187', '']","['0', '']","['0', '']"
3147,r042,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,41,"['2,577', '']","['2,577', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3147,r043,All HBCUs -> Johnson C. Smith U.,All HBCUs,Johnson C. Smith U.,2,42,"['2,148', '']","['1,909', '']","['100', '']","['0', '']","['0', '']","['139', '']","['0', '']"
3147,r044,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,43,"['2,011', '']","['2,011', '']","['0', '']","['NA', '']","['0', '']","['0', '']","['0', '']"
3147,r045,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,44,"['1,911', '']","['1,911', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3147,r046,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,45,"['1,746', '']","['1,735', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']"
3147,r047,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,46,"['1,720', '']","['1,709', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3147,r048,All HBCUs -> Albany State U.,All HBCUs,Albany State U.,2,47,"['1,491', '']","['1,065', '']","['256', '']","['0', '']","['170', '']","['0', '']","['0', '']"
3147,r049,All HBCUs -> Benedict C.,All HBCUs,Benedict C.,2,48,"['1,269', '']","['1,226', '']","['14', '']","['0', '']","['0', '']","['29', '']","['0', '']"
3147,r050,All HBCUs -> Bethune-Cookman U.,All HBCUs,Bethune-Cookman U.,2,49,"['735', '']","['735', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
