table_id,row_id,field_and_institution_full_path,field_and_institution_level_1,field_and_institution_level_2,field_and_institution_level_3,field_and_institution_hierarchy_depth,field_rank,field_total,field_male,field_female
2800,r032,Physical sciences and earth sciences -> From top 20 institutions -> U. Wisconsin-Madison,Physical sciences and earth sciences,From top 20 institutions,U. Wisconsin-Madison,3,8,91,68,23
2800,r033,Physical sciences and earth sciences -> From top 20 institutions -> California Institute of Technology,Physical sciences and earth sciences,From top 20 institutions,California Institute of Technology,3,9,90,64,26
2800,r034,"Physical sciences and earth sciences -> From top 20 institutions -> U. California, San Diego",Physical sciences and earth sciences,From top 20 institutions,"U. California, San Diego",3,9,90,62,28
2800,r035,"Physical sciences and earth sciences -> From top 20 institutions -> Purdue U., West Lafayette",Physical sciences and earth sciences,From top 20 institutions,"Purdue U., West Lafayette",3,11,88,59,29
2800,r036,"Physical sciences and earth sciences -> From top 20 institutions -> U. California, Los Angeles",Physical sciences and earth sciences,From top 20 institutions,"U. California, Los Angeles",3,11,88,60,28
2800,r037,"Physical sciences and earth sciences -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",Physical sciences and earth sciences,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,13,85,62,23
2800,r038,"Physical sciences and earth sciences -> From top 20 institutions -> Ohio State U., Columbus",Physical sciences and earth sciences,From top 20 institutions,"Ohio State U., Columbus",3,14,83,58,25
2800,r039,"Physical sciences and earth sciences -> From top 20 institutions -> U. Washington, Seattle",Physical sciences and earth sciences,From top 20 institutions,"U. Washington, Seattle",3,15,79,46,33
2800,r040,"Physical sciences and earth sciences -> From top 20 institutions -> U. Minnesota, Twin Cities",Physical sciences and earth sciences,From top 20 institutions,"U. Minnesota, Twin Cities",3,16,78,55,23
2800,r041,"Physical sciences and earth sciences -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Physical sciences and earth sciences,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,17,76,47,28
2800,r042,Physical sciences and earth sciences -> From top 20 institutions -> U. Colorado Boulder,Physical sciences and earth sciences,From top 20 institutions,U. Colorado Boulder,3,17,76,46,30
2800,r043,Physical sciences and earth sciences -> From top 20 institutions -> Northwestern U.,Physical sciences and earth sciences,From top 20 institutions,Northwestern U.,3,19,75,51,23
2800,r044,Physical sciences and earth sciences -> From top 20 institutions -> Princeton U.,Physical sciences and earth sciences,From top 20 institutions,Princeton U.,3,19,75,57,18
2800,r045,Mathematics and computer sciences,Mathematics and computer sciences,,,1,-,4240,3144,1095
2800,r046,Mathematics and computer sciences -> From top 20 institutions,Mathematics and computer sciences,From top 20 institutions,,2,-,1311,1010,301
2800,r047,"Mathematics and computer sciences -> From top 20 institutions -> U. California, Berkeley",Mathematics and computer sciences,From top 20 institutions,"U. California, Berkeley",3,1,101,80,21
2800,r048,Mathematics and computer sciences -> From top 20 institutions -> Carnegie Mellon U.,Mathematics and computer sciences,From top 20 institutions,Carnegie Mellon U.,3,2,96,78,18
2800,r049,"Mathematics and computer sciences -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Mathematics and computer sciences,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,3,81,57,24
2800,r050,Mathematics and computer sciences -> From top 20 institutions -> North Carolina State U.,Mathematics and computer sciences,From top 20 institutions,North Carolina State U.,3,4,77,49,28
2800,r051,"Mathematics and computer sciences -> From top 20 institutions -> U. Washington, Seattle",Mathematics and computer sciences,From top 20 institutions,"U. Washington, Seattle",3,4,77,56,21
2800,r052,Mathematics and computer sciences -> From top 20 institutions -> Stanford U.,Mathematics and computer sciences,From top 20 institutions,Stanford U.,3,6,68,54,14
2800,r053,"Mathematics and computer sciences -> From top 20 institutions -> Purdue U., West Lafayette",Mathematics and computer sciences,From top 20 institutions,"Purdue U., West Lafayette",3,7,67,47,20
2800,r054,"Mathematics and computer sciences -> From top 20 institutions -> U. Maryland, College Park",Mathematics and computer sciences,From top 20 institutions,"U. Maryland, College Park",3,8,66,56,10
2800,r055,Mathematics and computer sciences -> From top 20 institutions -> U. Southern California,Mathematics and computer sciences,From top 20 institutions,U. Southern California,3,8,66,48,18
2800,r056,"Mathematics and computer sciences -> From top 20 institutions -> U. California, Los Angeles",Mathematics and computer sciences,From top 20 institutions,"U. California, Los Angeles",3,10,64,52,12
2800,r057,"Mathematics and computer sciences -> From top 20 institutions -> U. Michigan, Ann Arbor",Mathematics and computer sciences,From top 20 institutions,"U. Michigan, Ann Arbor",3,11,63,49,14
2800,r058,Mathematics and computer sciences -> From top 20 institutions -> Massachusetts Institute of Technology,Mathematics and computer sciences,From top 20 institutions,Massachusetts Institute of Technology,3,12,62,48,14
2800,r059,"Mathematics and computer sciences -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Mathematics and computer sciences,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,13,59,48,11
2800,r060,Mathematics and computer sciences -> From top 20 institutions -> Georgia Institute of Technology,Mathematics and computer sciences,From top 20 institutions,Georgia Institute of Technology,3,14,58,47,11
2800,r061,"Mathematics and computer sciences -> From top 20 institutions -> U. Minnesota, Twin Cities",Mathematics and computer sciences,From top 20 institutions,"U. Minnesota, Twin Cities",3,15,55,37,18
2800,r062,Mathematics and computer sciences -> From top 20 institutions -> U. Wisconsin-Madison,Mathematics and computer sciences,From top 20 institutions,U. Wisconsin-Madison,3,16,54,45,9
2800,r063,"Mathematics and computer sciences -> From top 20 institutions -> Indiana U., Bloomington",Mathematics and computer sciences,From top 20 institutions,"Indiana U., Bloomington",3,17,50,41,9
2800,r064,Mathematics and computer sciences -> From top 20 institutions -> Princeton U.,Mathematics and computer sciences,From top 20 institutions,Princeton U.,3,17,50,43,7
2800,r065,"Mathematics and computer sciences -> From top 20 institutions -> U. California, Irvine",Mathematics and computer sciences,From top 20 institutions,"U. California, Irvine",3,19,49,36,13
2800,r066,"Mathematics and computer sciences -> From top 20 institutions -> U. California, Davis",Mathematics and computer sciences,From top 20 institutions,"U. California, Davis",3,20,48,39,9
2800,r067,Psychology and social sciences ,Psychology and social sciences ,,,1,-,9071,3672,5399
2800,r068,Psychology and social sciences  -> From top 20 institutions,Psychology and social sciences ,From top 20 institutions,,2,-,2325,1014,1311
2800,r069,Psychology and social sciences  -> From top 20 institutions -> Walden U.,Psychology and social sciences ,From top 20 institutions,Walden U.,3,1,360,110,250
2800,r070,"Psychology and social sciences  -> From top 20 institutions -> U. California, Berkeley",Psychology and social sciences ,From top 20 institutions,"U. California, Berkeley",3,2,137,73,64
2800,r071,"Psychology and social sciences  -> From top 20 institutions -> CUNY, Graduate Center",Psychology and social sciences ,From top 20 institutions,"CUNY, Graduate Center",3,3,135,51,84
2800,r072,"Psychology and social sciences  -> From top 20 institutions -> U. Maryland, College Park",Psychology and social sciences ,From top 20 institutions,"U. Maryland, College Park",3,4,121,51,70
2800,r073,Psychology and social sciences  -> From top 20 institutions -> Harvard U.,Psychology and social sciences ,From top 20 institutions,Harvard U.,3,5,120,55,65
2800,r074,"Psychology and social sciences  -> From top 20 institutions -> U. California, Los Angeles",Psychology and social sciences ,From top 20 institutions,"U. California, Los Angeles",3,6,115,46,69
2800,r075,Psychology and social sciences  -> From top 20 institutions -> U. Wisconsin-Madison,Psychology and social sciences ,From top 20 institutions,U. Wisconsin-Madison,3,7,111,52,59
2800,r076,"Psychology and social sciences  -> From top 20 institutions -> U. Minnesota, Twin Cities",Psychology and social sciences ,From top 20 institutions,"U. Minnesota, Twin Cities",3,8,108,50,58
2800,r077,"Psychology and social sciences  -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Psychology and social sciences ,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,9,105,50,55
2800,r078,Psychology and social sciences  -> From top 20 institutions -> Columbia U. in the City of New York,Psychology and social sciences ,From top 20 institutions,Columbia U. in the City of New York,3,10,99,37,62
2800,r079,"Psychology and social sciences  -> From top 20 institutions -> U. Texas, Austin",Psychology and social sciences ,From top 20 institutions,"U. Texas, Austin",3,11,96,37,59
2800,r080,Psychology and social sciences  -> From top 20 institutions -> U. Florida,Psychology and social sciences ,From top 20 institutions,U. Florida,3,12,95,36,59
2800,r081,Psychology and social sciences  -> From top 20 institutions -> New York U.,Psychology and social sciences ,From top 20 institutions,New York U.,3,13,94,55,39
2800,r082,"Psychology and social sciences  -> From top 20 institutions -> Indiana U., Bloomington",Psychology and social sciences ,From top 20 institutions,"Indiana U., Bloomington",3,14,92,54,38
2800,r083,Psychology and social sciences  -> From top 20 institutions -> Cornell U.,Psychology and social sciences ,From top 20 institutions,Cornell U.,3,15,91,42,49
2800,r084,Psychology and social sciences  -> From top 20 institutions -> Stanford U.,Psychology and social sciences ,From top 20 institutions,Stanford U.,3,16,90,50,40
2800,r085,"Psychology and social sciences  -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Psychology and social sciences ,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,16,90,42,48
2800,r086,"Psychology and social sciences  -> From top 20 institutions -> Ohio State U., Columbus",Psychology and social sciences ,From top 20 institutions,"Ohio State U., Columbus",3,18,89,42,47
2800,r087,"Psychology and social sciences  -> From top 20 institutions -> U. Michigan, Ann Arbor",Psychology and social sciences ,From top 20 institutions,"U. Michigan, Ann Arbor",3,18,89,33,56
2800,r088,Psychology and social sciences  -> From top 20 institutions -> U. Chicago,Psychology and social sciences ,From top 20 institutions,U. Chicago,3,20,88,48,40
2800,r089,Engineering ,Engineering ,,,1,-,10303,7833,2468
2800,r090,Engineering  -> From top 20 institutions,Engineering ,From top 20 institutions,,2,-,3804,2904,898
2800,r091,Engineering  -> From top 20 institutions -> Massachusetts Institute of Technology,Engineering ,From top 20 institutions,Massachusetts Institute of Technology,3,1,308,232,76
2800,r092,Engineering  -> From top 20 institutions -> Georgia Institute of Technology,Engineering ,From top 20 institutions,Georgia Institute of Technology,3,2,296,236,60
2800,r093,"Engineering  -> From top 20 institutions -> Purdue U., West Lafayette",Engineering ,From top 20 institutions,"Purdue U., West Lafayette",3,3,276,218,58
2800,r094,"Engineering  -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",Engineering ,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,4,265,212,53
2800,r095,Engineering  -> From top 20 institutions -> Stanford U.,Engineering ,From top 20 institutions,Stanford U.,3,5,242,153,88
2800,r096,"Engineering  -> From top 20 institutions -> U. Texas, Austin",Engineering ,From top 20 institutions,"U. Texas, Austin",3,6,239,190,48
2800,r097,"Engineering  -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Engineering ,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,7,225,176,49
2800,r098,"Engineering  -> From top 20 institutions -> U. Michigan, Ann Arbor",Engineering ,From top 20 institutions,"U. Michigan, Ann Arbor",3,8,218,178,40
2800,r099,"Engineering  -> From top 20 institutions -> U. California, Berkeley",Engineering ,From top 20 institutions,"U. California, Berkeley",3,9,167,115,52
2800,r100,Engineering  -> From top 20 institutions -> North Carolina State U.,Engineering ,From top 20 institutions,North Carolina State U.,3,10,164,124,40
2800,r101,"Engineering  -> From top 20 institutions -> U. Maryland, College Park",Engineering ,From top 20 institutions,"U. Maryland, College Park",3,11,155,120,35
2800,r102,"Engineering  -> From top 20 institutions -> Ohio State U., Columbus",Engineering ,From top 20 institutions,"Ohio State U., Columbus",3,12,146,112,34
2800,r103,"Engineering  -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Engineering ,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,13,145,109,36
2800,r104,Engineering  -> From top 20 institutions -> Virginia Polytechnic Institute and State U.,Engineering ,From top 20 institutions,Virginia Polytechnic Institute and State U.,3,14,144,113,31
2800,r105,Engineering  -> From top 20 institutions -> U. Florida,Engineering ,From top 20 institutions,U. Florida,3,15,143,112,31
2800,r106,Engineering  -> From top 20 institutions -> Carnegie Mellon U.,Engineering ,From top 20 institutions,Carnegie Mellon U.,3,16,136,100,36
2800,r107,"Engineering  -> From top 20 institutions -> U. Washington, Seattle",Engineering ,From top 20 institutions,"U. Washington, Seattle",3,16,136,92,44
2800,r108,Engineering  -> From top 20 institutions -> U. Wisconsin-Madison,Engineering ,From top 20 institutions,U. Wisconsin-Madison,3,18,134,105,29
2800,r109,"Engineering  -> From top 20 institutions -> U. California, San Diego",Engineering ,From top 20 institutions,"U. California, San Diego",3,19,133,100,33
2800,r110,"Engineering  -> From top 20 institutions -> U. Minnesota, Twin Cities",Engineering ,From top 20 institutions,"U. Minnesota, Twin Cities",3,20,132,107,25
2800,r111,Education,Education,,,1,-,4635,1422,3213
2800,r112,Education -> From top 20 institutions,Education,From top 20 institutions,,2,-,1354,402,952
2800,r113,Education -> From top 20 institutions -> Walden U.,Education,From top 20 institutions,Walden U.,3,1,110,21,89
2800,r114,"Education -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Education,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,2,82,27,55
2800,r115,"Education -> From top 20 institutions -> Columbia U., Teachers C.",Education,From top 20 institutions,"Columbia U., Teachers C.",3,3,81,19,62
2800,r116,Education -> From top 20 institutions -> Michigan State U.,Education,From top 20 institutions,Michigan State U.,3,4,75,27,48
2800,r117,Education -> From top 20 institutions -> U. Georgia,Education,From top 20 institutions,U. Georgia,3,4,75,24,51
2800,r118,"Education -> From top 20 institutions -> Ohio State U., Columbus",Education,From top 20 institutions,"Ohio State U., Columbus",3,6,74,22,52
2800,r119,"Education -> From top 20 institutions -> U. Minnesota, Twin Cities",Education,From top 20 institutions,"U. Minnesota, Twin Cities",3,7,66,23,43
2800,r120,Education -> From top 20 institutions -> Texas Tech U.,Education,From top 20 institutions,Texas Tech U.,3,8,64,18,46
2800,r121,"Education -> From top 20 institutions -> U. South Florida, Tampa",Education,From top 20 institutions,"U. South Florida, Tampa",3,9,62,17,45
2800,r122,"Education -> From top 20 institutions -> U. Texas, Austin",Education,From top 20 institutions,"U. Texas, Austin",3,10,59,17,42
2800,r123,Education -> From top 20 institutions -> U. Wisconsin-Madison,Education,From top 20 institutions,U. Wisconsin-Madison,3,11,56,16,40
2800,r124,Education -> From top 20 institutions -> Florida State U.,Education,From top 20 institutions,Florida State U.,3,12,55,21,34
2800,r125,"Education -> From top 20 institutions -> Indiana U., Bloomington",Education,From top 20 institutions,"Indiana U., Bloomington",3,13,54,10,44
2800,r126,"Education -> From top 20 institutions -> U. North Texas, Denton",Education,From top 20 institutions,"U. North Texas, Denton",3,13,54,18,36
2800,r127,Education -> From top 20 institutions -> George Mason U.,Education,From top 20 institutions,George Mason U.,3,15,53,22,31
2800,r128,Education -> From top 20 institutions -> George Washington U.,Education,From top 20 institutions,George Washington U.,3,16,51,13,38
2800,r129,Education -> From top 20 institutions -> North Carolina State U.,Education,From top 20 institutions,North Carolina State U.,3,16,51,11,40
2800,r130,"Education -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",Education,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,16,51,15,36
2800,r131,"Education -> From top 20 institutions -> U. Alabama, Tuscaloosa",Education,From top 20 institutions,"U. Alabama, Tuscaloosa",3,19,46,11,35
2800,r132,"Education -> From top 20 institutions -> Auburn U., Auburn",Education,From top 20 institutions,"Auburn U., Auburn",3,20,45,22,23
2800,r133,Education -> From top 20 institutions -> Jackson State U.,Education,From top 20 institutions,Jackson State U.,3,20,45,14,31
2800,r134,"Education -> From top 20 institutions -> Kent State U., Kent",Education,From top 20 institutions,"Kent State U., Kent",3,20,45,14,31
2800,r135,Humanities and arts ,Humanities and arts ,,,1,-,5054,2479,2573
2800,r136,Humanities and arts  -> From top 20 institutions,Humanities and arts ,From top 20 institutions,,2,-,1727,830,895
2800,r137,Humanities and arts  -> From top 20 institutions -> U. Chicago,Humanities and arts ,From top 20 institutions,U. Chicago,3,1,125,73,52
2800,r138,"Humanities and arts  -> From top 20 institutions -> CUNY, Graduate Center",Humanities and arts ,From top 20 institutions,"CUNY, Graduate Center",3,2,110,43,67
2800,r139,"Humanities and arts  -> From top 20 institutions -> U. Texas, Austin",Humanities and arts ,From top 20 institutions,"U. Texas, Austin",3,3,104,41,63
2800,r140,Humanities and arts  -> From top 20 institutions -> Harvard U.,Humanities and arts ,From top 20 institutions,Harvard U.,3,4,103,61,42
2800,r141,Humanities and arts  -> From top 20 institutions -> New York U.,Humanities and arts ,From top 20 institutions,New York U.,3,5,99,47,52
2800,r142,Humanities and arts  -> From top 20 institutions -> Columbia U. in the City of New York,Humanities and arts ,From top 20 institutions,Columbia U. in the City of New York,3,6,98,56,42
2800,r143,"Humanities and arts  -> From top 20 institutions -> Indiana U., Bloomington",Humanities and arts ,From top 20 institutions,"Indiana U., Bloomington",3,7,93,43,49
2800,r144,"Humanities and arts  -> From top 20 institutions -> U. California, Berkeley",Humanities and arts ,From top 20 institutions,"U. California, Berkeley",3,7,93,42,51
2800,r145,"Humanities and arts  -> From top 20 institutions -> U. California, Los Angeles",Humanities and arts ,From top 20 institutions,"U. California, Los Angeles",3,9,91,41,50
2800,r146,Humanities and arts  -> From top 20 institutions -> Princeton U.,Humanities and arts ,From top 20 institutions,Princeton U.,3,10,87,49,38
2800,r147,Humanities and arts  -> From top 20 institutions -> U. Wisconsin-Madison,Humanities and arts ,From top 20 institutions,U. Wisconsin-Madison,3,11,85,37,48
2800,r148,Humanities and arts  -> From top 20 institutions -> Yale U.,Humanities and arts ,From top 20 institutions,Yale U.,3,11,85,40,45
2800,r149,"Humanities and arts  -> From top 20 institutions -> U. Michigan, Ann Arbor",Humanities and arts ,From top 20 institutions,"U. Michigan, Ann Arbor",3,13,83,36,47
2800,r150,"Humanities and arts  -> From top 20 institutions -> Ohio State U., Columbus",Humanities and arts ,From top 20 institutions,"Ohio State U., Columbus",3,14,80,29,51
2800,r151,Humanities and arts  -> From top 20 institutions -> Stanford U.,Humanities and arts ,From top 20 institutions,Stanford U.,3,15,70,43,27
2800,r152,Humanities and arts  -> From top 20 institutions -> U. Pennsylvania,Humanities and arts ,From top 20 institutions,U. Pennsylvania,3,15,70,31,39
2800,r153,Humanities and arts  -> From top 20 institutions -> Northwestern U.,Humanities and arts ,From top 20 institutions,Northwestern U.,3,17,65,29,36
2800,r154,Humanities and arts  -> From top 20 institutions -> Arizona State U.,Humanities and arts ,From top 20 institutions,Arizona State U.,3,18,64,31,32
2800,r155,"Humanities and arts  -> From top 20 institutions -> U. North Carolina, Chapel Hill",Humanities and arts ,From top 20 institutions,"U. North Carolina, Chapel Hill",3,19,63,22,41
2800,r156,Humanities and arts  -> From top 20 institutions -> U. Notre Dame,Humanities and arts ,From top 20 institutions,U. Notre Dame,3,20,59,36,23
2800,r157,Other<sup>b</sup>,Other<sup>b</sup>,,,1,-,3034,1414,1620
2800,r158,Other<sup>b</sup> -> From top 20 institutions,Other<sup>b</sup>,From top 20 institutions,,2,-,918,447,471
2800,r159,Other<sup>b</sup> -> From top 20 institutions -> Walden U.,Other<sup>b</sup>,From top 20 institutions,Walden U.,3,1,181,88,93
2800,r160,Other<sup>b</sup> -> From top 20 institutions -> U. Pennsylvania,Other<sup>b</sup>,From top 20 institutions,U. Pennsylvania,3,2,54,30,24
2800,r161,"Other<sup>b</sup> -> From top 20 institutions -> U. Texas, Austin",Other<sup>b</sup>,From top 20 institutions,"U. Texas, Austin",3,2,54,28,26
2800,r162,Other<sup>b</sup> -> From top 20 institutions -> U. Florida,Other<sup>b</sup>,From top 20 institutions,U. Florida,3,4,46,24,22
2800,r163,"Other<sup>b</sup> -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",Other<sup>b</sup>,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,5,44,28,16
2800,r164,"Other<sup>b</sup> -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Other<sup>b</sup>,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,6,43,21,22
2800,r165,"Other<sup>b</sup> -> From top 20 institutions -> U. California, Berkeley",Other<sup>b</sup>,From top 20 institutions,"U. California, Berkeley",3,7,41,21,20
2800,r166,"Other<sup>b</sup> -> From top 20 institutions -> U. Minnesota, Twin Cities",Other<sup>b</sup>,From top 20 institutions,"U. Minnesota, Twin Cities",3,8,40,17,23
2800,r167,Other<sup>b</sup> -> From top 20 institutions -> U. Southern California,Other<sup>b</sup>,From top 20 institutions,U. Southern California,3,8,40,15,25
2800,r168,Other<sup>b</sup> -> From top 20 institutions -> Regent U.,Other<sup>b</sup>,From top 20 institutions,Regent U.,3,10,38,21,17
2800,r169,Other<sup>b</sup> -> From top 20 institutions -> Texas Tech U.,Other<sup>b</sup>,From top 20 institutions,Texas Tech U.,3,10,38,16,22
2800,r170,Other<sup>b</sup> -> From top 20 institutions -> Harvard U.,Other<sup>b</sup>,From top 20 institutions,Harvard U.,3,12,37,12,25
2800,r171,"Other<sup>b</sup> -> From top 20 institutions -> U. Michigan, Ann Arbor",Other<sup>b</sup>,From top 20 institutions,"U. Michigan, Ann Arbor",3,13,36,14,22
2800,r172,"Other<sup>b</sup> -> From top 20 institutions -> U. Washington, Seattle",Other<sup>b</sup>,From top 20 institutions,"U. Washington, Seattle",3,14,35,14,21
2800,r173,"Other<sup>b</sup> -> From top 20 institutions -> U. Texas, Dallas",Other<sup>b</sup>,From top 20 institutions,"U. Texas, Dallas",3,15,33,19,14
2800,r174,Other<sup>b</sup> -> From top 20 institutions -> Arizona State U.,Other<sup>b</sup>,From top 20 institutions,Arizona State U.,3,16,32,18,14
2800,r175,"Other<sup>b</sup> -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Other<sup>b</sup>,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,16,32,19,13
2800,r176,Other<sup>b</sup> -> From top 20 institutions -> Stanford U.,Other<sup>b</sup>,From top 20 institutions,Stanford U.,3,16,32,20,12
2800,r177,"Other<sup>b</sup> -> From top 20 institutions -> Louisiana State U., Baton Rouge",Other<sup>b</sup>,From top 20 institutions,"Louisiana State U., Baton Rouge",3,19,31,11,20
2800,r178,Other<sup>b</sup> -> From top 20 institutions -> Michigan State U.,Other<sup>b</sup>,From top 20 institutions,Michigan State U.,3,19,31,11,20
