table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_total_number,field_total_median_salary_,field_asian_number,field_asian_median_salary_,field_american_indian_or_alaska_native_number,field_american_indian_or_alaska_native_median_salary_,field_black_or_african_american_number,field_black_or_african_american_median_salary_,field_hispanic_or_latino_number,field_hispanic_or_latino_median_salary_,field_white_number,field_white_median_salary_,field_native_hawaiian_or_other_pacific_islander_number,field_native_hawaiian_or_other_pacific_islander_median_salary_,field_more_than_one_race_number,field_more_than_one_race_median_salary_
4403,r022,S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers&#8212;computer and mathematical sciences -> Computer sciences,S&E occupations,Computer and mathematical scientists,Postsecondary teachers&#8212;computer and mathematical sciences,Computer sciences,4,18,83000,5,96000,s,s,1,s,s,s,9,87000,s,s,s,s
4403,r023,S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers&#8212;computer and mathematical sciences -> Mathematics and statistics,S&E occupations,Computer and mathematical scientists,Postsecondary teachers&#8212;computer and mathematical sciences,Mathematics and statistics,4,44,67000,8,78000,s,s,s,s,2,65000,32,61000,s,s,s,s
4403,r024,"S&E occupations -> Biological, agricultural, and environmental life scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",,,2,510,64000,113,67000,1,59000,13,52000,46,45000,327,68000,s,s,9,53000
4403,r025,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Agricultural and food scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",Agricultural and food scientists,,3,50,57000,s,s,s,s,s,s,10,42000,32,55000,s,s,s,s
4403,r026,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,,3,367,62000,93,61000,s,s,10,50000,25,48000,230,65000,s,s,9,53000
4403,r027,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists -> Biochemists and biophysicists",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,Biochemists and biophysicists,4,80,55000,23,49000,s,s,1,s,5,36000,49,59000,s,s,2,s
4403,r028,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists -> Biological scientists (e.g., botanists, ecologists, zoologists)",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,"Biological scientists (e.g., botanists, ecologists, zoologists)",4,114,62000,22,80000,s,s,1,76000,8,48000,80,62000,s,s,2,55000
4403,r029,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists -> Medical scientists (excluding practitioners)",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,Medical scientists (excluding practitioners),4,97,69000,27,61000,s,s,s,s,6,s,61,78000,s,s,s,s
4403,r030,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists -> Other biological and life scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,Other biological and life scientists,4,76,64000,21,71000,s,s,5,50000,6,60000,39,70000,s,s,4,51000
4403,r031,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Forestry and conservation scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",Forestry and conservation scientists,,3,28,57000,s,s,s,s,s,s,s,s,19,65000,s,s,s,s
4403,r032,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Postsecondary teachers&#8212;life and related sciences",S&E occupations,"Biological, agricultural, and environmental life scientists",Postsecondary teachers&#8212;life and related sciences,,3,66,81000,14,83000,s,s,1,59000,4,67000,46,84000,s,s,s,s
4403,r033,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Postsecondary teachers&#8212;life and related sciences -> Agriculture",S&E occupations,"Biological, agricultural, and environmental life scientists",Postsecondary teachers&#8212;life and related sciences,Agriculture,4,4,87000,s,s,s,s,s,s,s,s,3,s,s,s,s,s
4403,r034,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Postsecondary teachers&#8212;life and related sciences -> Biological sciences",S&E occupations,"Biological, agricultural, and environmental life scientists",Postsecondary teachers&#8212;life and related sciences,Biological sciences,4,59,78000,13,84000,s,s,1,s,4,67000,41,80000,s,s,s,s
4403,r035,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Postsecondary teachers&#8212;life and related sciences -> Other natural sciences",S&E occupations,"Biological, agricultural, and environmental life scientists",Postsecondary teachers&#8212;life and related sciences,Other natural sciences,4,2,99000,s,s,s,s,s,s,s,s,2,s,s,s,s,s
4403,r036,S&E occupations -> Physical and related scientists,S&E occupations,Physical and related scientists,,,2,330,72000,45,62000,1,s,17,59000,22,55000,238,78000,s,s,5,56000
4403,r037,"S&E occupations -> Physical and related scientists -> Chemists, except biochemists",S&E occupations,Physical and related scientists,"Chemists, except biochemists",,3,113,65000,17,60000,s,s,6,58000,8,44000,79,68000,s,s,s,s
4403,r038,"S&E occupations -> Physical and related scientists -> Earth scientists, geologists, and oceanographers",S&E occupations,Physical and related scientists,"Earth scientists, geologists, and oceanographers",,3,71,79000,4,77000,s,s,s,s,3,s,62,78000,s,s,1,109000
4403,r039,"S&E occupations -> Physical and related scientists -> Earth scientists, geologists, and oceanographers -> Atmospheric and space scientists",S&E occupations,Physical and related scientists,"Earth scientists, geologists, and oceanographers",Atmospheric and space scientists,4,18,97000,2,79000,s,s,s,s,1,s,15,97000,s,s,s,s
4403,r040,"S&E occupations -> Physical and related scientists -> Earth scientists, geologists, and oceanographers -> Geologists, including earth scientists",S&E occupations,Physical and related scientists,"Earth scientists, geologists, and oceanographers","Geologists, including earth scientists",4,53,75000,2,61000,s,s,s,s,3,s,47,75000,s,s,1,s
4403,r041,"S&E occupations -> Physical and related scientists -> Earth scientists, geologists, and oceanographers -> Oceanographers",S&E occupations,Physical and related scientists,"Earth scientists, geologists, and oceanographers",Oceanographers,4,,,,,,,,,,,,,,,,
4403,r042,S&E occupations -> Physical and related scientists -> Physicists and astronomers,S&E occupations,Physical and related scientists,Physicists and astronomers,,3,39,70000,10,38000,s,s,s,s,1,s,24,91000,s,s,s,s
4403,r043,S&E occupations -> Physical and related scientists -> Physicists and astronomers -> Astronomers,S&E occupations,Physical and related scientists,Physicists and astronomers,Astronomers,4,54,60000,3,98000,s,s,6,s,s,s,38,60000,s,s,s,s
4403,r044,"S&E occupations -> Physical and related scientists -> Physicists and astronomers -> Physicists, except biophysicists",S&E occupations,Physical and related scientists,Physicists and astronomers,"Physicists, except biophysicists",4,39,70000,10,38000,s,s,s,s,1,s,24,91000,s,s,s,s
4403,r045,S&E occupations -> Physical and related scientists -> Other physical and related scientists,S&E occupations,Physical and related scientists,Other physical and related scientists,,3,54,60000,3,98000,s,s,6,s,s,s,38,60000,s,s,s,s
4403,r046,S&E occupations -> Physical and related scientists -> Postsecondary teachers&#8212;physical and related sciences,S&E occupations,Physical and related scientists,Postsecondary teachers&#8212;physical and related sciences,,3,53,80000,10,77000,s,s,s,s,4,57000,35,95000,s,s,s,s
4403,r047,S&E occupations -> Physical and related scientists -> Postsecondary teachers&#8212;physical and related sciences -> Chemistry,S&E occupations,Physical and related scientists,Postsecondary teachers&#8212;physical and related sciences,Chemistry,4,19,71000,5,47000,s,s,1,48000,2,s,11,92000,s,s,s,s
4403,r048,"S&E occupations -> Physical and related scientists -> Postsecondary teachers&#8212;physical and related sciences -> Earth, environmental, and marine sciences",S&E occupations,Physical and related scientists,Postsecondary teachers&#8212;physical and related sciences,"Earth, environmental, and marine sciences",4,18,79000,1,s,s,s,s,s,s,s,14,82000,s,s,s,s
4403,r049,S&E occupations -> Physical and related scientists -> Postsecondary teachers&#8212;physical and related sciences -> Physics,S&E occupations,Physical and related scientists,Postsecondary teachers&#8212;physical and related sciences,Physics,4,16,95000,4,84000,s,s,s,s,1,s,10,106000,s,s,s,s
4403,r050,S&E occupations -> Social and related scientists,S&E occupations,Social and related scientists,,,2,356,75000,24,68000,s,s,18,79000,45,64000,263,80000,1,s,5,67000
4403,r051,S&E occupations -> Social and related scientists -> Economists,S&E occupations,Social and related scientists,Economists,,3,41,84000,5,85000,s,s,2,66000,4,106000,30,84000,s,s,s,s
4403,r052,S&E occupations -> Social and related scientists -> Political scientists,S&E occupations,Social and related scientists,Political scientists,,3,9,82000,s,s,s,s,s,s,1,s,8,84000,s,s,s,s
4403,r053,"S&E occupations -> Social and related scientists -> Psychologists, including clinical",S&E occupations,Social and related scientists,"Psychologists, including clinical",,3,128,74000,5,85000,s,s,6,74000,16,76000,99,70000,s,s,1,64000
4403,r054,S&E occupations -> Social and related scientists -> Anthropologists,S&E occupations,Social and related scientists,Anthropologists,,3,11,64000,s,s,s,s,s,s,s,s,10,68000,s,s,s,s
4403,r055,S&E occupations -> Social and related scientists -> Sociologists,S&E occupations,Social and related scientists,Sociologists,,3,66,69000,4,68000,s,s,4,134000,s,s,41,77000,s,s,s,s
4403,r056,S&E occupations -> Social and related scientists -> Other social and related scientists,S&E occupations,Social and related scientists,Other social and related scientists,,3,66,69000,4,68000,s,s,4,134000,s,s,41,77000,s,s,s,s
4403,r057,S&E occupations -> Social and related scientists -> Postsecondary teachers&#8212;social and related sciences,S&E occupations,Social and related scientists,Postsecondary teachers&#8212;social and related sciences,,3,101,80000,9,s,s,s,6,79000,8,69000,76,85000,s,s,2,46000
4403,r058,S&E occupations -> Social and related scientists -> Postsecondary teachers&#8212;social and related sciences -> Economics,S&E occupations,Social and related scientists,Postsecondary teachers&#8212;social and related sciences,Economics,4,13,88000,1,105000,s,s,s,s,1,s,9,88000,s,s,s,s
4403,r059,S&E occupations -> Social and related scientists -> Postsecondary teachers&#8212;social and related sciences -> Political science,S&E occupations,Social and related scientists,Postsecondary teachers&#8212;social and related sciences,Political science,4,15,83000,s,s,s,s,s,s,1,57000,12,85000,s,s,s,s
4403,r060,S&E occupations -> Social and related scientists -> Postsecondary teachers&#8212;social and related sciences -> Psychology,S&E occupations,Social and related scientists,Postsecondary teachers&#8212;social and related sciences,Psychology,4,30,74000,s,s,s,s,1,s,1,66000,24,84000,s,s,1,s
4403,r061,S&E occupations -> Social and related scientists -> Postsecondary teachers&#8212;social and related sciences -> Sociology,S&E occupations,Social and related scientists,Postsecondary teachers&#8212;social and related sciences,Sociology,4,14,80000,s,s,s,s,1,s,1,79000,11,80000,s,s,s,s
4403,r062,S&E occupations -> Social and related scientists -> Postsecondary teachers&#8212;social and related sciences -> Other social sciences,S&E occupations,Social and related scientists,Postsecondary teachers&#8212;social and related sciences,Other social sciences,4,30,74000,s,s,s,s,s,s,s,s,20,85000,s,s,s,s
4403,r063,S&E occupations -> Engineers,S&E occupations,Engineers,,,2,1550,100000,278,100000,4,108000,53,86000,128,91000,1052,100000,7,85000,27,98000
4403,r064,"S&E occupations -> Engineers -> Aerospace, aeronautical, or astronautical engineers",S&E occupations,Engineers,"Aerospace, aeronautical, or astronautical engineers",,3,109,112000,15,126000,s,s,s,s,12,101000,76,112000,s,s,2,119000
4403,r065,S&E occupations -> Engineers -> Chemical engineers,S&E occupations,Engineers,Chemical engineers,,3,67,110000,13,103000,s,s,1,67000,3,93000,48,110000,s,s,s,s
4403,r066,"S&E occupations -> Engineers -> Civil, architectural, or sanitary engineers",S&E occupations,Engineers,"Civil, architectural, or sanitary engineers",,3,256,88000,35,87000,s,s,9,80000,24,75000,184,90000,s,s,3,86000
4403,r067,S&E occupations -> Engineers -> Electrical or computer hardware engineers,S&E occupations,Engineers,Electrical or computer hardware engineers,,3,355,112000,93,117000,s,s,19,91000,25,108000,208,116000,s,s,5,97000
4403,r068,S&E occupations -> Engineers -> Electrical or computer hardware engineers -> Computer engineers&#8212;hardware,S&E occupations,Engineers,Electrical or computer hardware engineers,Computer engineers&#8212;hardware,4,74,121000,23,135000,s,s,s,s,5,100000,38,130000,s,s,s,s
4403,r069,S&E occupations -> Engineers -> Electrical or computer hardware engineers -> Electrical and electronics engineers,S&E occupations,Engineers,Electrical or computer hardware engineers,Electrical and electronics engineers,4,281,110000,70,111000,s,s,12,101000,20,108000,169,115000,s,s,5,97000
4403,r070,S&E occupations -> Engineers -> Industrial engineers,S&E occupations,Engineers,Industrial engineers,,3,56,82000,8,75000,s,s,3,66000,7,95000,36,80000,s,s,1,s
4403,r071,S&E occupations -> Engineers -> Mechanical engineers,S&E occupations,Engineers,Mechanical engineers,,3,307,93000,51,80000,s,s,7,99000,24,81000,220,95000,s,s,5,88000
4403,r072,S&E occupations -> Engineers -> Other engineers,S&E occupations,Engineers,Other engineers,,3,360,98000,50,95000,s,s,12,84000,31,80000,256,100000,s,s,9,109000
4403,r073,S&E occupations -> Engineers -> Other engineers -> Bioengineers or biomedical engineers,S&E occupations,Engineers,Other engineers,Bioengineers or biomedical engineers,4,37,80000,8,88000,s,s,2,87000,2,s,25,77000,s,s,1,s
4403,r074,S&E occupations -> Engineers -> Other engineers -> Environmental engineers,S&E occupations,Engineers,Other engineers,Environmental engineers,4,45,85000,4,79000,s,s,1,s,3,65000,36,88000,s,s,s,s
4403,r075,S&E occupations -> Engineers -> Other engineers -> Marine engineers and naval architects,S&E occupations,Engineers,Other engineers,Marine engineers and naval architects,4,6,99000,s,s,s,s,s,s,s,s,6,99000,s,s,s,s
4403,r076,S&E occupations -> Engineers -> Other engineers -> Materials and metallurgical engineers,S&E occupations,Engineers,Other engineers,Materials and metallurgical engineers,4,37,100000,4,88000,s,s,s,s,s,s,27,101000,s,s,s,s
4403,r077,S&E occupations -> Engineers -> Other engineers -> Nuclear engineers,S&E occupations,Engineers,Other engineers,Nuclear engineers,4,10,95000,s,s,s,s,s,s,s,s,7,112000,s,s,s,s
4403,r078,S&E occupations -> Engineers -> Other engineers -> Petroleum engineers,S&E occupations,Engineers,Other engineers,Petroleum engineers,4,19,155000,1,s,s,s,s,s,1,110000,16,172000,s,s,s,s
4403,r079,S&E occupations -> Engineers -> Other engineers -> Sales engineers,S&E occupations,Engineers,Other engineers,Sales engineers,4,66,110000,6,98000,s,s,s,s,7,85000,47,119000,s,s,3,s
4403,r080,S&E occupations -> Engineers -> Other engineers -> Other engineers,S&E occupations,Engineers,Other engineers,Other engineers,4,139,94000,26,97000,s,s,4,68000,12,84000,92,95000,s,s,4,s
4403,r081,S&E occupations -> Engineers -> Postsecondary teachers&#8212;engineering,S&E occupations,Engineers,Postsecondary teachers&#8212;engineering,,3,39,99000,12,99000,s,s,1,s,2,97000,24,104000,s,s,s,s
4403,r082,S&E-related occupations,S&E-related occupations,,,,1,1864,76000,313,94000,4,84000,132,57000,177,72000,1205,78000,2,91000,31,65000
4403,r083,S&E-related occupations -> Health-related occupations,S&E-related occupations,Health-related occupations,,,2,537,52000,74,59000,s,s,49,46000,42,51000,358,52000,s,s,12,56000
4403,r084,"S&E-related occupations -> Health-related occupations -> Diagnosing or treating practitioners (e.g., dentists, optometrists, physicians, psychiatrists, podiatrists, surgeons, veterinarians)",S&E-related occupations,Health-related occupations,"Diagnosing or treating practitioners (e.g., dentists, optometrists, physicians, psychiatrists, podiatrists, surgeons, veterinarians)",,3,82,59000,16,66000,s,s,s,s,9,s,52,s,s,s,s,s
4403,r085,"S&E-related occupations -> Health-related occupations -> Registered nurses, pharmacists, dieticians, therapists, physician assistants, nurse practitioners",S&E-related occupations,Health-related occupations,"Registered nurses, pharmacists, dieticians, therapists, physician assistants, nurse practitioners",,3,103,68000,17,58000,s,s,s,s,11,s,65,69000,s,s,s,s
4403,r086,"S&E-related occupations -> Health-related occupations -> Health technologists and technicians (e.g., dental hygienists, health record technicians, licensed practical nurses, laboratory or radiology technicians)",S&E-related occupations,Health-related occupations,"Health technologists and technicians (e.g., dental hygienists, health record technicians, licensed practical nurses, laboratory or radiology technicians)",,3,154,44000,16,56000,s,s,16,42000,8,48000,112,44000,s,s,2,s
4403,r087,S&E-related occupations -> Health-related occupations -> Other health occupations,S&E-related occupations,Health-related occupations,Other health occupations,,3,171,47000,20,35000,s,s,25,47000,12,48000,109,46000,s,s,5,47000
4403,r088,S&E-related occupations -> Health-related occupations -> Postsecondary teachers&#8212;health and related sciences,S&E-related occupations,Health-related occupations,Postsecondary teachers&#8212;health and related sciences,,3,27,84000,5,102000,s,s,s,s,2,59000,20,77000,s,s,s,s
4403,r089,S&E-related occupations -> S&E managers,S&E-related occupations,S&E managers,,,2,509,130000,84,139000,s,s,24,103000,46,104000,348,130000,s,s,7,104000
4403,r090,S&E-related occupations -> S&E managers -> Computer and information systems managers,S&E-related occupations,S&E managers,Computer and information systems managers,,3,139,145000,45,140000,s,s,9,s,8,141000,76,148000,s,s,2,144000
4403,r091,S&E-related occupations -> S&E managers -> Engineering managers,S&E-related occupations,S&E managers,Engineering managers,,3,255,130000,29,137000,s,s,11,98000,22,137000,191,130000,s,s,1,109000
4403,r092,S&E-related occupations -> S&E managers -> Medical and health services managers,S&E-related occupations,S&E managers,Medical and health services managers,,3,58,81000,5,145000,s,s,s,s,12,78000,37,82000,s,s,s,s
4403,r093,S&E-related occupations -> S&E managers -> Natural sciences managers,S&E-related occupations,S&E managers,Natural sciences managers,,3,57,119000,6,98000,s,s,2,s,s,s,43,123000,s,s,2,134000
4403,r094,S&E-related occupations -> S&E precollege teachers,S&E-related occupations,S&E precollege teachers,,,2,195,55000,9,62000,s,s,16,53000,19,59000,147,55000,s,s,3,44000
4403,r095,"S&E-related occupations -> S&E precollege teachers -> Secondary&#8212;computer, mathematics, or sciences",S&E-related occupations,S&E precollege teachers,"Secondary&#8212;computer, mathematics, or sciences",,3,166,55000,8,62000,s,s,11,57000,17,55000,127,54000,s,s,3,44000
4403,r096,S&E-related occupations -> S&E precollege teachers -> Secondary&#8212;social sciences,S&E-related occupations,S&E precollege teachers,Secondary&#8212;social sciences,,3,29,56000,s,s,s,s,4,40000,3,85000,20,57000,s,s,s,s
4403,r097,S&E-related occupations -> S&E technicians and technologists,S&E-related occupations,S&E technicians and technologists,,,2,579,76000,131,86000,s,s,43,60000,68,62000,323,78000,s,s,10,75000
4403,r098,S&E-related occupations -> S&E technicians and technologists -> Technologists and technicians in the biological and life sciences,S&E-related occupations,S&E technicians and technologists,Technologists and technicians in the biological and life sciences,,3,88,51000,20,68000,s,s,s,s,16,40000,46,51000,s,s,1,39000
4403,r099,"S&E-related occupations -> S&E technicians and technologists -> Computer programmers (business, scientific, process control)",S&E-related occupations,S&E technicians and technologists,"Computer programmers (business, scientific, process control)",,3,80,100000,22,100000,s,s,s,s,1,59000,53,101000,s,s,s,s
4403,r100,"S&E-related occupations -> S&E technicians and technologists -> Electrical, electronic, industrial, and mechanical technicians",S&E-related occupations,S&E technicians and technologists,"Electrical, electronic, industrial, and mechanical technicians",,3,181,75000,46,71000,s,s,17,61000,20,65000,95,80000,s,s,2,68000
4403,r101,"S&E-related occupations -> S&E technicians and technologists -> Drafting occupations, including computer drafting",S&E-related occupations,S&E technicians and technologists,"Drafting occupations, including computer drafting",,3,16,59000,5,70000,s,s,s,s,s,s,9,56000,s,s,s,s
4403,r102,S&E-related occupations -> S&E technicians and technologists -> Surveying and mapping technicians,S&E-related occupations,S&E technicians and technologists,Surveying and mapping technicians,,3,19,55000,s,s,s,s,s,s,s,s,9,58000,s,s,s,s
4403,r103,S&E-related occupations -> S&E technicians and technologists -> Other engineering technologists and technicians,S&E-related occupations,S&E technicians and technologists,Other engineering technologists and technicians,,3,143,89000,32,98000,s,s,12,73000,21,70000,75,90000,s,s,s,s
4403,r104,"S&E-related occupations -> S&E technicians and technologists -> Surveyors, cartographers, photogrammetrists",S&E-related occupations,S&E technicians and technologists,"Surveyors, cartographers, photogrammetrists",,3,16,52000,s,s,s,s,s,s,s,s,11,45000,s,s,s,s
4403,r105,S&E-related occupations -> S&E technicians and technologists -> Technologists and technicians in the mathematical sciences,S&E-related occupations,S&E technicians and technologists,Technologists and technicians in the mathematical sciences,,3,36,64000,5,101000,s,s,2,s,s,s,25,64000,s,s,s,s
4403,r106,S&E-related occupations -> Other S&E-related occupations,S&E-related occupations,Other S&E-related occupations,,,2,44,108000,14,101000,s,s,s,s,2,s,28,108000,s,s,s,s
4403,r107,S&E-related occupations -> Other S&E-related occupations -> Architects,S&E-related occupations,Other S&E-related occupations,Architects,,3,20,95000,7,90000,s,s,s,s,1,s,11,93000,s,s,s,s
4403,r108,S&E-related occupations -> Other S&E-related occupations -> Actuaries,S&E-related occupations,Other S&E-related occupations,Actuaries,,3,24,109000,6,162000,s,s,s,s,s,s,18,108000,s,s,s,s
4403,r109,Non-S&E occupations,Non-S&E occupations,,,,1,6055,67000,624,77000,18,61000,518,52000,639,52000,4083,70000,26,107000,148,60000
4403,r110,Non-S&E occupations -> Non-S&E managers,Non-S&E occupations,Non-S&E managers,,,2,1119,119000,143,130000,5,131000,53,92000,88,100000,805,119000,s,s,24,86000
4403,r111,"Non-S&E occupations -> Non-S&E managers -> Top-level managers, executives, administrators (e.g., chief executive officer, chief operating officer, chief financial officer; president; district manager, general manager, provost)",Non-S&E occupations,Non-S&E managers,"Top-level managers, executives, administrators (e.g., chief executive officer, chief operating officer, chief financial officer; president; district manager, general manager, provost)",,3,626,134000,90,149000,s,s,18,121000,32,119000,473,132000,s,s,10,176000
4403,r112,"Non-S&E occupations -> Non-S&E managers -> Education administrators (e.g., registrar, dean, principal)",Non-S&E occupations,Non-S&E managers,"Education administrators (e.g., registrar, dean, principal)",,3,31,94000,6,113000,s,s,s,s,2,76000,20,84000,s,s,1,s
4403,r113,Non-S&E occupations -> Non-S&E managers -> Other mid-level managers,Non-S&E occupations,Non-S&E managers,Other mid-level managers,,3,462,101000,47,102000,s,s,33,87000,53,90000,313,110000,s,s,13,69000
4403,r114,Non-S&E occupations -> Management-related occupations,Non-S&E occupations,Management-related occupations,,,2,1524,81000,193,92000,s,s,125,68000,142,72000,1011,85000,14,108000,33,80000
4403,r115,"Non-S&E occupations -> Management-related occupations -> Accountants, auditors, and other financial specialists",Non-S&E occupations,Management-related occupations,"Accountants, auditors, and other financial specialists",,3,450,79000,70,74000,s,s,28,68000,34,70000,302,84000,s,s,7,80000
4403,r116,"Non-S&E occupations -> Management-related occupations -> Personnel, training, and labor relations specialists",Non-S&E occupations,Management-related occupations,"Personnel, training, and labor relations specialists",,3,169,65000,15,82000,s,s,28,54000,19,54000,102,67000,s,s,s,s
4403,r117,Non-S&E occupations -> Management-related occupations -> Other management-related occupations,Non-S&E occupations,Management-related occupations,Other management-related occupations,,3,905,90000,108,108000,s,s,68,71000,90,81000,607,90000,10,96000,21,87000
