table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
3043,r001,FYs 1986&#8211;87,All sources,,1,2050.6
3043,r093,FYs 2002&#8211;03 -> Nondoctorate granting,All sources,,1,203.5
3043,r094,FYs 2002&#8211;03 -> Nondoctorate granting,Government,Federal,2,32.8
3043,r095,FYs 2002&#8211;03 -> Nondoctorate granting,Government,State and local,2,63.1
3043,r096,FYs 2002&#8211;03 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,107.6
3043,r097,FYs 2004&#8211;05,All sources,,1,6030.3
3043,r098,FYs 2004&#8211;05,Government,Federal,2,450.2
3043,r099,FYs 2004&#8211;05,Government,State and local,2,1341.6
3043,r100,FYs 2004&#8211;05,Institutional funds and other sourcesa,,1,4238.5
3043,r101,FYs 2004&#8211;05 -> Doctorate granting,All sources,,1,5767.3
3043,r102,FYs 2004&#8211;05 -> Doctorate granting,Government,Federal,2,417.1
3043,r103,FYs 2004&#8211;05 -> Doctorate granting,Government,State and local,2,1204.8
3043,r104,FYs 2004&#8211;05 -> Doctorate granting,Institutional funds and other sourcesa,,1,4145.5
3043,r105,FYs 2004&#8211;05 -> Nondoctorate granting,All sources,,1,263.0
3043,r106,FYs 2004&#8211;05 -> Nondoctorate granting,Government,Federal,2,33.1
3043,r107,FYs 2004&#8211;05 -> Nondoctorate granting,Government,State and local,2,136.9
3043,r108,FYs 2004&#8211;05 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,93.1
3043,r109,FYs 2006&#8211;07,All sources,,1,5923.5
3043,r110,FYs 2006&#8211;07,Government,Federal,2,360.9
3043,r111,FYs 2006&#8211;07,Government,State and local,2,1880.7
3043,r112,FYs 2006&#8211;07,Institutional funds and other sourcesa,,1,3681.8
3043,r113,FYs 2006&#8211;07 -> Doctorate granting,All sources,,1,5681.3
3043,r114,FYs 2006&#8211;07 -> Doctorate granting,Government,Federal,2,357.6
3043,r115,FYs 2006&#8211;07 -> Doctorate granting,Government,State and local,2,1764.6
3043,r116,FYs 2006&#8211;07 -> Doctorate granting,Institutional funds and other sourcesa,,1,3559.1
3043,r117,FYs 2006&#8211;07 -> Nondoctorate granting,All sources,,1,242.2
3043,r118,FYs 2006&#8211;07 -> Nondoctorate granting,Government,Federal,2,3.3
3043,r119,FYs 2006&#8211;07 -> Nondoctorate granting,Government,State and local,2,116.1
3043,r120,FYs 2006&#8211;07 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,122.7
3043,r121,FYs 2008&#8211;09,All sources,,1,7336.0
3043,r122,FYs 2008&#8211;09,Government,Federal,2,212.0
3043,r123,FYs 2008&#8211;09,Government,State and local,2,2679.8
3043,r124,FYs 2008&#8211;09,Institutional funds and other sourcesa,,1,4444.1
3043,r125,FYs 2008&#8211;09 -> Doctorate granting,All sources,,1,7012.4
3043,r126,FYs 2008&#8211;09 -> Doctorate granting,Government,Federal,2,201.8
3043,r127,FYs 2008&#8211;09 -> Doctorate granting,Government,State and local,2,2498.5
3043,r128,FYs 2008&#8211;09 -> Doctorate granting,Institutional funds and other sourcesa,,1,4312.0
3043,r129,FYs 2008&#8211;09 -> Nondoctorate granting,All sources,,1,323.6
3043,r130,FYs 2008&#8211;09 -> Nondoctorate granting,Government,Federal,2,10.2
3043,r131,FYs 2008&#8211;09 -> Nondoctorate granting,Government,State and local,2,181.3
3043,r132,FYs 2008&#8211;09 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,132.1
3043,r133,FYs 2010&#8211;11,All sources,,1,6396.2
3043,r134,FYs 2010&#8211;11,Government,Federal,2,486.6
3043,r135,FYs 2010&#8211;11,Government,State and local,2,1941.2
3043,r136,FYs 2010&#8211;11,Institutional funds and other sourcesa,,1,3968.4
3043,r137,FYs 2010&#8211;11 -> Doctorate granting,All sources,,1,6227.7
3043,r138,FYs 2010&#8211;11 -> Doctorate granting,Government,Federal,2,479.5
3043,r139,FYs 2010&#8211;11 -> Doctorate granting,Government,State and local,2,1860.4
3043,r140,FYs 2010&#8211;11 -> Doctorate granting,Institutional funds and other sourcesa,,1,3887.9
3043,r141,FYs 2010&#8211;11 -> Nondoctorate granting,All sources,,1,168.5
3043,r142,FYs 2010&#8211;11 -> Nondoctorate granting,Government,Federal,2,7.1
3043,r143,FYs 2010&#8211;11 -> Nondoctorate granting,Government,State and local,2,80.9
3043,r144,FYs 2010&#8211;11 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,80.5
3043,r145,FYs 2012&#8211;13,All sources,,1,5432.5
3043,r146,FYs 2012&#8211;13,Government,Federal,2,313.5
3043,r147,FYs 2012&#8211;13,Government,State and local,2,1437.8
3043,r148,FYs 2012&#8211;13,Institutional funds and other sourcesa,,1,3681.2
3043,r149,FYs 2012&#8211;13 -> Doctorate granting,All sources,,1,5211.1
3043,r150,FYs 2012&#8211;13 -> Doctorate granting,Government,Federal,2,306.8
3043,r151,FYs 2012&#8211;13 -> Doctorate granting,Government,State and local,2,1328.7
3043,r152,FYs 2012&#8211;13 -> Doctorate granting,Institutional funds and other sourcesa,,1,3575.6
3043,r153,FYs 2012&#8211;13 -> Nondoctorate granting,All sources,,1,221.4
3043,r154,FYs 2012&#8211;13 -> Nondoctorate granting,Government,Federal,2,6.7
3043,r155,FYs 2012&#8211;13 -> Nondoctorate granting,Government,State and local,2,109.1
3043,r156,FYs 2012&#8211;13 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,105.6
3043,r157,FYs 2014&#8211;15,All sources,,1,5679.5
3043,r158,FYs 2014&#8211;15,Government,Federal,2,905.3
3043,r159,FYs 2014&#8211;15,Government,State and local,2,1133.1
3043,r160,FYs 2014&#8211;15,Institutional funds and other sourcesa,,1,3641.2
3043,r161,FYs 2014&#8211;15 -> Doctorate granting,All sources,,1,5514.8
3043,r162,FYs 2014&#8211;15 -> Doctorate granting,Government,Federal,2,900.2
3043,r163,FYs 2014&#8211;15 -> Doctorate granting,Government,State and local,2,1054.6
3043,r164,FYs 2014&#8211;15 -> Doctorate granting,Institutional funds and other sourcesa,,1,3560.0
3043,r165,FYs 2014&#8211;15 -> Nondoctorate granting,All sources,,1,164.7
3043,r166,FYs 2014&#8211;15 -> Nondoctorate granting,Government,Federal,2,5.1
3043,r167,FYs 2014&#8211;15 -> Nondoctorate granting,Government,State and local,2,78.4
3043,r168,FYs 2014&#8211;15 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,81.2
3043,r169,FYs 2016&#8211;17,All sources,,1,5929.3
3043,r170,FYs 2016&#8211;17,Government,Federal,2,40.4
3043,r171,FYs 2016&#8211;17,Government,State and local,2,1598.1
3043,r172,FYs 2016&#8211;17,Institutional funds and other sourcesa,,1,4290.9
3043,r173,FYs 2016&#8211;17 -> Doctorate granting,All sources,,1,5752.9
3043,r174,FYs 2016&#8211;17 -> Doctorate granting,Government,Federal,2,36.7
3043,r175,FYs 2016&#8211;17 -> Doctorate granting,Government,State and local,2,1562.3
3043,r176,FYs 2016&#8211;17 -> Doctorate granting,Institutional funds and other sourcesa,,1,4154.0
3043,r177,FYs 2016&#8211;17 -> Nondoctorate granting,All sources,,1,176.4
3043,r178,FYs 2016&#8211;17 -> Nondoctorate granting,Government,Federal,2,3.7
3043,r179,FYs 2016&#8211;17 -> Nondoctorate granting,Government,State and local,2,35.8
3043,r180,FYs 2016&#8211;17 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,136.9
3043,r181,FYs 2018&#8211;19,All sources,,1,5145.1
3043,r182,FYs 2018&#8211;19,Government,Federal,2,146.8
3043,r183,FYs 2018&#8211;19,Government,State and local,2,1111.4
3043,r184,FYs 2018&#8211;19,Institutional funds and other sourcesa,,1,3886.9
3043,r185,FYs 2018&#8211;19 -> Doctorate granting,All sources,,1,4784.9
3043,r186,FYs 2018&#8211;19 -> Doctorate granting,Government,Federal,2,146.8
3043,r187,FYs 2018&#8211;19 -> Doctorate granting,Government,State and local,2,1026.0
3043,r188,FYs 2018&#8211;19 -> Doctorate granting,Institutional funds and other sourcesa,,1,3612.1
3043,r189,FYs 2018&#8211;19 -> Nondoctorate granting,All sources,,1,360.2
3043,r190,FYs 2018&#8211;19 -> Nondoctorate granting,Government,Federal,2,0.0
3043,r191,FYs 2018&#8211;19 -> Nondoctorate granting,Government,State and local,2,85.4
3043,r192,FYs 2018&#8211;19 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,274.8
