table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_doj,field_dot,field_ed,field_epa,field_hhs,field_nasa,field_nrc,field_nsf,field_ssa,field_usda
11224,r020,All states and outlying areas -> Alaska -> U. Alaska System of Higher Education,All states and outlying areas,Alaska,U. Alaska System of Higher Education,3,0,4975,0,0,0,0,0,0,0,0
11224,r021,"All states and outlying areas -> Alaska -> U. Alaska, Anchorage",All states and outlying areas,Alaska,"U. Alaska, Anchorage",3,0,0,0,0,1833,182,0,3874,0,62
11224,r022,"All states and outlying areas -> Alaska -> U. Alaska, Fairbanks",All states and outlying areas,Alaska,"U. Alaska, Fairbanks",3,0,0,0,0,9893,21620,0,39335,0,3677
11224,r023,"All states and outlying areas -> Alaska -> U. Alaska, Southeast",All states and outlying areas,Alaska,"U. Alaska, Southeast",3,0,0,0,0,187,0,0,323,0,25
11224,r024,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,,2,0,201,2373,0,263462,70254,0,136974,150,8289
11224,r025,All states and outlying areas -> Arizona -> Arizona State U.,All states and outlying areas,Arizona,Arizona State U.,3,0,200,2373,0,56195,20146,0,70045,150,1915
11224,r026,All states and outlying areas -> Arizona -> Dine C.,All states and outlying areas,Arizona,Dine C.,3,0,0,0,0,0,0,0,1100,0,10
11224,r027,All states and outlying areas -> Arizona -> Maricopa Community Colleges,All states and outlying areas,Arizona,Maricopa Community Colleges,3,0,0,0,0,0,0,0,732,0,0
11224,r028,"All states and outlying areas -> Arizona -> Midwestern U., Glendale",All states and outlying areas,Arizona,"Midwestern U., Glendale",3,0,0,0,0,667,0,0,625,0,13
11224,r029,All states and outlying areas -> Arizona -> Northern Arizona U.,All states and outlying areas,Arizona,Northern Arizona U.,3,0,1,0,0,13784,3274,0,16148,0,1016
11224,r030,All states and outlying areas -> Arizona -> Pima Community C.,All states and outlying areas,Arizona,Pima Community C.,3,0,0,0,0,0,0,0,245,0,0
11224,r031,All states and outlying areas -> Arizona -> Tohono O'odham Community C.,All states and outlying areas,Arizona,Tohono O'odham Community C.,3,0,0,0,0,0,0,0,298,0,0
11224,r032,All states and outlying areas -> Arizona -> U. Arizona,All states and outlying areas,Arizona,U. Arizona,3,0,0,0,0,192817,46834,0,47781,0,5335
11224,r033,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,,2,246,461,0,0,69520,879,0,19504,0,19161
11224,r034,All states and outlying areas -> Arkansas -> Arkansas Colleges of Health Education,All states and outlying areas,Arkansas,Arkansas Colleges of Health Education,3,0,0,0,0,375,0,0,0,0,0
11224,r035,"All states and outlying areas -> Arkansas -> Arkansas State U., Jonesboro",All states and outlying areas,Arkansas,"Arkansas State U., Jonesboro",3,0,0,0,0,140,0,0,350,0,564
11224,r036,All states and outlying areas -> Arkansas -> Harding U.,All states and outlying areas,Arkansas,Harding U.,3,0,0,0,0,0,0,0,111,0,0
11224,r037,All states and outlying areas -> Arkansas -> North Arkansas C.,All states and outlying areas,Arkansas,North Arkansas C.,3,0,0,0,0,0,0,0,279,0,0
11224,r038,All states and outlying areas -> Arkansas -> Ouachita Baptist U.,All states and outlying areas,Arkansas,Ouachita Baptist U.,3,0,0,0,0,150,0,0,0,0,0
11224,r039,All states and outlying areas -> Arkansas -> U. Arkansas for Medical Sciences,All states and outlying areas,Arkansas,U. Arkansas for Medical Sciences,3,0,0,0,0,60823,77,0,358,0,0
11224,r040,"All states and outlying areas -> Arkansas -> U. Arkansas, Fayetteville",All states and outlying areas,Arkansas,"U. Arkansas, Fayetteville",3,0,461,0,0,7956,802,0,10816,0,10028
11224,r041,"All states and outlying areas -> Arkansas -> U. Arkansas, Little Rock",All states and outlying areas,Arkansas,"U. Arkansas, Little Rock",3,0,0,0,0,0,0,0,2090,0,0
11224,r042,"All states and outlying areas -> Arkansas -> U. Arkansas, Pine Bluff",All states and outlying areas,Arkansas,"U. Arkansas, Pine Bluff",3,0,0,0,0,0,0,0,5487,0,0
11224,r043,"All states and outlying areas -> Arkansas -> U. Arkansas, System Office",All states and outlying areas,Arkansas,"U. Arkansas, System Office",3,246,0,0,0,76,0,0,0,0,8568
11224,r044,All states and outlying areas -> Arkansas -> U. Central Arkansas,All states and outlying areas,Arkansas,U. Central Arkansas,3,0,0,0,0,0,0,0,12,0,0
11224,r045,All states and outlying areas -> California,All states and outlying areas,California,,2,0,3296,10371,7248,3883038,278683,800,761496,743,56935
11224,r046,All states and outlying areas -> California -> Bakersfield C.,All states and outlying areas,California,Bakersfield C.,3,0,0,0,0,0,0,0,184,0,0
11224,r047,All states and outlying areas -> California -> C. Canyons,All states and outlying areas,California,C. Canyons,3,0,0,0,0,0,0,0,129,0,0
11224,r048,All states and outlying areas -> California -> California Community Colleges,All states and outlying areas,California,California Community Colleges,3,0,0,0,0,0,0,0,30,0,0
11224,r049,All states and outlying areas -> California -> California Institute of Technology,All states and outlying areas,California,California Institute of Technology,3,0,0,0,0,56214,75677,0,68092,0,0
11224,r050,All states and outlying areas -> California -> California Lutheran U.,All states and outlying areas,California,California Lutheran U.,3,0,0,0,0,0,0,0,324,0,0
11224,r051,"All states and outlying areas -> California -> California Polytechnic State U., San Luis Obispo",All states and outlying areas,California,"California Polytechnic State U., San Luis Obispo",3,0,0,0,0,1252,0,0,3948,0,432
11224,r052,"All states and outlying areas -> California -> California State Polytechnic U., Pomona",All states and outlying areas,California,"California State Polytechnic U., Pomona",3,0,0,0,0,515,0,0,2530,0,300
11224,r053,"All states and outlying areas -> California -> California State U., Bakersfield",All states and outlying areas,California,"California State U., Bakersfield",3,0,0,0,0,0,0,0,452,0,300
11224,r054,"All states and outlying areas -> California -> California State U., Channel Islands",All states and outlying areas,California,"California State U., Channel Islands",3,0,0,0,0,364,0,0,484,0,0
11224,r055,"All states and outlying areas -> California -> California State U., Chico",All states and outlying areas,California,"California State U., Chico",3,0,0,0,0,0,0,0,330,0,30
11224,r056,"All states and outlying areas -> California -> California State U., Dominguez Hills",All states and outlying areas,California,"California State U., Dominguez Hills",3,0,0,0,0,784,0,0,1119,0,533
11224,r057,"All states and outlying areas -> California -> California State U., East Bay",All states and outlying areas,California,"California State U., East Bay",3,0,0,0,0,462,0,0,1266,0,0.05
11224,r058,"All states and outlying areas -> California -> California State U., Fresno",All states and outlying areas,California,"California State U., Fresno",3,0,111,0,0,1255,0,0,1348,0,564
11224,r059,"All states and outlying areas -> California -> California State U., Fullerton",All states and outlying areas,California,"California State U., Fullerton",3,0,0,0,0,2960,0,0,2842,0,0
11224,r060,"All states and outlying areas -> California -> California State U., Long Beach",All states and outlying areas,California,"California State U., Long Beach",3,0,0,0,0,5305,0,500,3897,0,6
11224,r061,"All states and outlying areas -> California -> California State U., Los Angeles",All states and outlying areas,California,"California State U., Los Angeles",3,0,0,0,0,396,50,0,4979,0,0
11224,r062,"All states and outlying areas -> California -> California State U., Monterey Bay",All states and outlying areas,California,"California State U., Monterey Bay",3,0,0,0,0,636,0,0,884,0,364
11224,r063,"All states and outlying areas -> California -> California State U., Northridge",All states and outlying areas,California,"California State U., Northridge",3,0,0,0,0,5738,65,0,8403,0,0
11224,r064,"All states and outlying areas -> California -> California State U., Sacramento",All states and outlying areas,California,"California State U., Sacramento",3,0,0,0,0,107,0,0,1122,0,0
11224,r065,"All states and outlying areas -> California -> California State U., San Bernardino",All states and outlying areas,California,"California State U., San Bernardino",3,0,0,0,0,903,72,0,3761,0,0
11224,r066,"All states and outlying areas -> California -> California State U., San Marcos",All states and outlying areas,California,"California State U., San Marcos",3,0,0,0,0,1455,200,0,1225,0,0
11224,r067,"All states and outlying areas -> California -> California State U., Stanislaus",All states and outlying areas,California,"California State U., Stanislaus",3,0,0,0,0,102,113,0,257,0,0
11224,r068,"All states and outlying areas -> California -> California State U., system office",All states and outlying areas,California,"California State U., system office",3,0,0,0,0,0,0,0,89,0,0
11224,r069,All states and outlying areas -> California -> Cerritos C.,All states and outlying areas,California,Cerritos C.,3,0,0,0,0,0,0,0,70,0,0
11224,r070,All states and outlying areas -> California -> Chapman U.,All states and outlying areas,California,Chapman U.,3,0,0,0,0,4736,430,0,1623,0,74
11224,r071,All states and outlying areas -> California -> Charles R. Drew U. Medicine and Science,All states and outlying areas,California,Charles R. Drew U. Medicine and Science,3,0,0,0,0,7859,0,0,0,0,0
11224,r072,All states and outlying areas -> California -> Citrus C.,All states and outlying areas,California,Citrus C.,3,0,0,0,0,0,0,0,187,0,0
11224,r073,All states and outlying areas -> California -> Claremont Graduate U.,All states and outlying areas,California,Claremont Graduate U.,3,0,0,0,0,0,0,0,157,0,0
11224,r074,All states and outlying areas -> California -> Claremont McKenna C.,All states and outlying areas,California,Claremont McKenna C.,3,0,0,0,0,0,0,0,562,0,0
11224,r075,"All states and outlying areas -> California -> Coast Community C., district office",All states and outlying areas,California,"Coast Community C., district office",3,0,0,0,0,0,0,0,371,0,0
11224,r076,All states and outlying areas -> California -> Feather River Community C. District,All states and outlying areas,California,Feather River Community C. District,3,0,0,0,0,0,0,0,188,0,0
11224,r077,All states and outlying areas -> California -> Fielding Graduate U.,All states and outlying areas,California,Fielding Graduate U.,3,0,0,0,0,0,0,0,407,0,0
11224,r078,"All states and outlying areas -> California -> Foothill-De Anza Community C. District, Foothill C.",All states and outlying areas,California,"Foothill-De Anza Community C. District, Foothill C.",3,0,0,0,0,0,0,0,105,0,0
11224,r079,All states and outlying areas -> California -> Harvey Mudd C.,All states and outlying areas,California,Harvey Mudd C.,3,0,0,0,0,0,0,0,1337,0,0
11224,r080,All states and outlying areas -> California -> Humboldt State U.,All states and outlying areas,California,Humboldt State U.,3,0,0,0,0,148,0,0,132,0,310
11224,r081,All states and outlying areas -> California -> Keck Graduate Institute,All states and outlying areas,California,Keck Graduate Institute,3,0,0,0,0,965,0,0,83,0,0
11224,r082,All states and outlying areas -> California -> Loma Linda U.,All states and outlying areas,California,Loma Linda U.,3,0,0,0,0,8840,175,0,0,0,436
11224,r083,"All states and outlying areas -> California -> Los Angeles Community C. District, Los Angeles Harbor C.",All states and outlying areas,California,"Los Angeles Community C. District, Los Angeles Harbor C.",3,0,0,0,0,0,0,0,70,0,0
11224,r084,"All states and outlying areas -> California -> Los Angeles Community C. District, Pierce C.",All states and outlying areas,California,"Los Angeles Community C. District, Pierce C.",3,0,0,0,0,0,0,0,368,0,0
11224,r085,All states and outlying areas -> California -> Loyola Marymount U.,All states and outlying areas,California,Loyola Marymount U.,3,0,0,0,0,688,0,0,75,0,0
11224,r086,All states and outlying areas -> California -> Menlo C.,All states and outlying areas,California,Menlo C.,3,0,0,0,0,0,0,0,184,0,0
11224,r087,All states and outlying areas -> California -> Merced Community C. District,All states and outlying areas,California,Merced Community C. District,3,0,0,0,0,0,0,0,188,0,0
11224,r088,All states and outlying areas -> California -> Monterey Peninsula C.,All states and outlying areas,California,Monterey Peninsula C.,3,0,0,0,0,0,0,0,108,0,0
11224,r089,All states and outlying areas -> California -> Mount Saint Mary's U.,All states and outlying areas,California,Mount Saint Mary's U.,3,0,0,0,0,0,0,0,374,0,0
11224,r090,All states and outlying areas -> California -> Naval Postgraduate School,All states and outlying areas,California,Naval Postgraduate School,3,0,0,0,0,0,1600,0,0,0,0
11224,r091,All states and outlying areas -> California -> Occidental C.,All states and outlying areas,California,Occidental C.,3,0,0,0,0,0,0,0,514,0,0
11224,r092,All states and outlying areas -> California -> Palo Alto U.,All states and outlying areas,California,Palo Alto U.,3,0,0,0,0,185,0,0,0,0,0
11224,r093,"All states and outlying areas -> California -> Pepperdine U., Malibu",All states and outlying areas,California,"Pepperdine U., Malibu",3,0,0,0,0,428,0,0,1973,0,0
11224,r094,All states and outlying areas -> California -> Pomona C.,All states and outlying areas,California,Pomona C.,3,0,0,0,0,0,0,0,710,0,0
11224,r095,"All states and outlying areas -> California -> Rancho Santiago Community C. District, Santa Ana",All states and outlying areas,California,"Rancho Santiago Community C. District, Santa Ana",3,0,0,0,0,0,0,0,70,0,0
11224,r096,All states and outlying areas -> California -> Rio Hondo C.,All states and outlying areas,California,Rio Hondo C.,3,0,0,0,0,0,0,0,1021,0,0
11224,r097,All states and outlying areas -> California -> Riverside Community C. District,All states and outlying areas,California,Riverside Community C. District,3,0,0,0,0,0,0,0,375,0,0
11224,r098,All states and outlying areas -> California -> Saddleback C.,All states and outlying areas,California,Saddleback C.,3,0,0,0,0,0,0,0,1459,0,0
11224,r099,All states and outlying areas -> California -> Saint Mary's C. California,All states and outlying areas,California,Saint Mary's C. California,3,0,0,0,0,0,0,0,596,0,0
11224,r100,"All states and outlying areas -> California -> San Diego Community C., district office",All states and outlying areas,California,"San Diego Community C., district office",3,0,0,0,0,0,0,0,183,0,0
11224,r101,"All states and outlying areas -> California -> San Diego State U., San Diego",All states and outlying areas,California,"San Diego State U., San Diego",3,0,0,448,0,33244,1121,0,10158,0,438
11224,r102,All states and outlying areas -> California -> San Francisco State U.,All states and outlying areas,California,San Francisco State U.,3,0,0,0,0,3135,245,0,5040,0,0
11224,r103,All states and outlying areas -> California -> San Jose State U.,All states and outlying areas,California,San Jose State U.,3,0,0,0,0,2206,8949,300,5366,0,0
11224,r104,"All states and outlying areas -> California -> San Jose-Evergreen Community C. District, Evergreen Valley C.",All states and outlying areas,California,"San Jose-Evergreen Community C. District, Evergreen Valley C.",3,0,0,0,0,0,0,0,187,0,0
11224,r105,All states and outlying areas -> California -> San Mateo County Community C. District,All states and outlying areas,California,San Mateo County Community C. District,3,0,0,0,0,0,0,0,375,0,0
11224,r106,All states and outlying areas -> California -> Santa Clara U.,All states and outlying areas,California,Santa Clara U.,3,0,0,0,0,68,0,0,760,0,0
11224,r107,All states and outlying areas -> California -> Santa Monica C.,All states and outlying areas,California,Santa Monica C.,3,0,0,0,0,0,0,0,148,0,0
11224,r108,All states and outlying areas -> California -> Scripps C.,All states and outlying areas,California,Scripps C.,3,0,0,0,0,0,0,0,403,0,0
11224,r109,"All states and outlying areas -> California -> Scripps Research Institute, The",All states and outlying areas,California,"Scripps Research Institute, The",3,0,0,0,0,272673,586,0,1075,0,0
11224,r110,All states and outlying areas -> California -> Sonoma State U.,All states and outlying areas,California,Sonoma State U.,3,0,0,0,0,0,203,0,875,0,0
11224,r111,All states and outlying areas -> California -> Southern California U. Health Sciences,All states and outlying areas,California,Southern California U. Health Sciences,3,0,0,0,0,460,0,0,0,0,0
11224,r112,"All states and outlying areas -> California -> Southwestern C., Chula Vista",All states and outlying areas,California,"Southwestern C., Chula Vista",3,0,0,0,0,0,0,0,130,0,0
11224,r113,All states and outlying areas -> California -> Stanford U.,All states and outlying areas,California,Stanford U.,3,0,2890,1143,1350,601134,17387,0,45407,0,875
11224,r114,"All states and outlying areas -> California -> U. California, Berkeley",All states and outlying areas,California,"U. California, Berkeley",3,0,0,620,2799,111360,0,0,80262,149,1952
11224,r115,"All states and outlying areas -> California -> U. California, Cooperative Extension",All states and outlying areas,California,"U. California, Cooperative Extension",3,0,0,0,550,0,0,0,0,0,92
11224,r116,"All states and outlying areas -> California -> U. California, Davis",All states and outlying areas,California,"U. California, Davis",3,0,0,2290,2150,258439,5835,0,46163,0,30667
11224,r117,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,0,0,3940,0,188420,4338,0,45015,0,0
11224,r118,"All states and outlying areas -> California -> U. California, Los Angeles",All states and outlying areas,California,"U. California, Los Angeles",3,0,0,532,0,569310,17925,0,71339,0,2692
11224,r119,"All states and outlying areas -> California -> U. California, Merced",All states and outlying areas,California,"U. California, Merced",3,0,0,0,0,3682,268,0,11675,0,499
11224,r120,"All states and outlying areas -> California -> U. California, Office of the President",All states and outlying areas,California,"U. California, Office of the President",3,0,295,0,0,1393,121371,0,0,0,9143
11224,r121,"All states and outlying areas -> California -> U. California, Riverside",All states and outlying areas,California,"U. California, Riverside",3,0,0,884,0,32309,0,0,34162,0,5873
11224,r122,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,0,0,0,399,550846,12279,0,150665,0,485
11224,r123,"All states and outlying areas -> California -> U. California, San Francisco",All states and outlying areas,California,"U. California, San Francisco",3,0,0,0,0,785821,0,0,6450,0,0
11224,r124,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,0,0,0,0,16925,6003,0,52562,0,850
11224,r125,"All states and outlying areas -> California -> U. California, Santa Cruz",All states and outlying areas,California,"U. California, Santa Cruz",3,0,0,0,0,37817,2046,0,22113,0,0
11224,r126,All states and outlying areas -> California -> U. La Verne,All states and outlying areas,California,U. La Verne,3,0,0,0,0,0,235,0,0,0,0
11224,r127,All states and outlying areas -> California -> U. Pacific,All states and outlying areas,California,U. Pacific,3,0,0,0,0,587,0,0,810,0,0
11224,r128,All states and outlying areas -> California -> U. Redlands,All states and outlying areas,California,U. Redlands,3,0,0,0,0,0,0,0,249,0,0
11224,r129,All states and outlying areas -> California -> U. San Diego,All states and outlying areas,California,U. San Diego,3,0,0,0,0,161,0,0,2738,0,0
11224,r130,All states and outlying areas -> California -> U. San Francisco,All states and outlying areas,California,U. San Francisco,3,0,0,0,0,1247,0,0,0,0,0
11224,r131,All states and outlying areas -> California -> U. Southern California,All states and outlying areas,California,U. Southern California,3,0,0,515,0,306922,1467,0,45980,594,15
11224,r132,All states and outlying areas -> California -> Western U. Health Sciences,All states and outlying areas,California,Western U. Health Sciences,3,0,0,0,0,2586,0,0,0,0,6
11224,r133,All states and outlying areas -> California -> Westmont C.,All states and outlying areas,California,Westmont C.,3,0,0,0,0,0,0,0,200,0,0
11224,r134,All states and outlying areas -> California -> Whittier C.,All states and outlying areas,California,Whittier C.,3,0,0,0,0,0,43,0,0,0,0
11224,r135,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,0,4024,969,992,397042,197339,400,327887,0,19423
11224,r136,All states and outlying areas -> Colorado -> Colorado C.,All states and outlying areas,Colorado,Colorado C.,3,0,0,0,0,0,0,0,495,0,0
11224,r137,All states and outlying areas -> Colorado -> Colorado Christian U.,All states and outlying areas,Colorado,Colorado Christian U.,3,0,0,0,0,0,0,0,1,0,0
11224,r138,All states and outlying areas -> Colorado -> Colorado School of Mines,All states and outlying areas,Colorado,Colorado School of Mines,3,0,0,0,0,2058,2874,0,18936,0,0
11224,r139,"All states and outlying areas -> Colorado -> Colorado State U., Fort Collins",All states and outlying areas,Colorado,"Colorado State U., Fort Collins",3,0,600,0,0,39270,7282,0,34146,0,14139
11224,r140,"All states and outlying areas -> Colorado -> Colorado State U., Pueblo",All states and outlying areas,Colorado,"Colorado State U., Pueblo",3,0,0,0,0,0,0,0,1396,0,108
11224,r141,"All states and outlying areas -> Colorado -> Colorado State U., system office",All states and outlying areas,Colorado,"Colorado State U., system office",3,0,0,0,0,227,0,400,0,0,4189
11224,r142,All states and outlying areas -> Colorado -> Fort Lewis C.,All states and outlying areas,Colorado,Fort Lewis C.,3,0,0,0,0,281,0,0,763,0,0
11224,r143,All states and outlying areas -> Colorado -> Front Range Community C.,All states and outlying areas,Colorado,Front Range Community C.,3,0,0,0,0,0,0,0,436,0,0
11224,r144,All states and outlying areas -> Colorado -> Metropolitan State U. Denver,All states and outlying areas,Colorado,Metropolitan State U. Denver,3,0,0,0,0,0,0,0,935,0,0
11224,r145,All states and outlying areas -> Colorado -> Regis U.,All states and outlying areas,Colorado,Regis U.,3,0,0,0,0,0,0,0,250,0,0
11224,r146,All states and outlying areas -> Colorado -> U. Colorado Boulder,All states and outlying areas,Colorado,U. Colorado Boulder,3,0,395,294,992,349677,166896,0,120145,0,988
11224,r147,All states and outlying areas -> Colorado -> U. Corp. for Atmospheric Research,All states and outlying areas,Colorado,U. Corp. for Atmospheric Research,3,0,3028,0,0,0,19951,0,132768,0,0
11224,r148,All states and outlying areas -> Colorado -> U. Denver,All states and outlying areas,Colorado,U. Denver,3,0,0,675,0,5529,0,0,2302,0,0
11224,r149,All states and outlying areas -> Colorado -> U. Northern Colorado,All states and outlying areas,Colorado,U. Northern Colorado,3,0,0,0,0,0,0,0,455,0,0
11224,r150,All states and outlying areas -> Colorado -> UNAVCO Inc.,All states and outlying areas,Colorado,UNAVCO Inc.,3,0,0,0,0,0,337,0,14860,0,0
11224,r151,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,,2,0,75,7229,0,644686,3791,0,59379,0,11136
11224,r152,All states and outlying areas -> Connecticut -> Central Connecticut State U.,All states and outlying areas,Connecticut,Central Connecticut State U.,3,0,75,0,0,0,0,0,0,0,0
11224,r153,All states and outlying areas -> Connecticut -> Connecticut Board of Regents for Higher Education,All states and outlying areas,Connecticut,Connecticut Board of Regents for Higher Education,3,0,0,0,0,500,0,0,261,0,0
11224,r154,All states and outlying areas -> Connecticut -> Connecticut C.,All states and outlying areas,Connecticut,Connecticut C.,3,0,0,0,0,0,0,0,223,0,0
11224,r155,All states and outlying areas -> Connecticut -> Eastern Connecticut State U.,All states and outlying areas,Connecticut,Eastern Connecticut State U.,3,0,0,0,0,0,0,0,0,0,5
11224,r156,All states and outlying areas -> Connecticut -> Sacred Heart U.,All states and outlying areas,Connecticut,Sacred Heart U.,3,0,0,977,0,356,0,0,664,0,0
11224,r157,All states and outlying areas -> Connecticut -> Southern Connecticut State U.,All states and outlying areas,Connecticut,Southern Connecticut State U.,3,0,0,0,0,506,0,0,917,0,0
11224,r158,"All states and outlying areas -> Connecticut -> Trinity C., Hartford",All states and outlying areas,Connecticut,"Trinity C., Hartford",3,0,0,0,0,572,0,0,641,0,0
11224,r159,All states and outlying areas -> Connecticut -> U. Bridgeport,All states and outlying areas,Connecticut,U. Bridgeport,3,0,0,0,0,0,0,0,184,0,0
11224,r160,All states and outlying areas -> Connecticut -> U. Connecticut,All states and outlying areas,Connecticut,U. Connecticut,3,0,0,5264,0,95792,1701,0,30839,0,11056
11224,r161,All states and outlying areas -> Connecticut -> U. New Haven,All states and outlying areas,Connecticut,U. New Haven,3,0,0,0,0,0,0,0,822,0,0
11224,r162,All states and outlying areas -> Connecticut -> Wesleyan U.,All states and outlying areas,Connecticut,Wesleyan U.,3,0,0,0,0,2127,253,0,2632,0,0
11224,r163,All states and outlying areas -> Connecticut -> Yale U.,All states and outlying areas,Connecticut,Yale U.,3,0,0,987,0,544833,1837,0,22196,0,75
11224,r164,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,,2,0,113,2043,0,49685,3416,0,37301,0,10319
11224,r165,All states and outlying areas -> Delaware -> Delaware State U.,All states and outlying areas,Delaware,Delaware State U.,3,0,0,0,0,8308,0,0,2162,0,5436
11224,r166,All states and outlying areas -> Delaware -> U. Delaware,All states and outlying areas,Delaware,U. Delaware,3,0,113,2043,0,41377,3416,0,35139,0,4882
11224,r167,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,,2,3000,0,3028,0,145219,279070,0,48542,25,3232
11224,r168,All states and outlying areas -> District of Columbia -> American U.,All states and outlying areas,District of Columbia,American U.,3,3000,0,133,0,1305,1474,0,8639,0,0
11224,r169,All states and outlying areas -> District of Columbia -> Association of Universities for Research in Astronomy,All states and outlying areas,District of Columbia,Association of Universities for Research in Astronomy,3,0,0,0,0,0,257753,0,4987,0,0
11224,r170,"All states and outlying areas -> District of Columbia -> Catholic U. America, The",All states and outlying areas,District of Columbia,"Catholic U. America, The",3,0,0,0,0,1676,16676,0,1985,0,0
11224,r171,All states and outlying areas -> District of Columbia -> Consortium for Ocean Leadership,All states and outlying areas,District of Columbia,Consortium for Ocean Leadership,3,0,0,0,0,0,650,0,0,0,0
11224,r172,All states and outlying areas -> District of Columbia -> Gallaudet U.,All states and outlying areas,District of Columbia,Gallaudet U.,3,0,0,2539,0,2557,0,0,1113,0,0
11224,r173,"All states and outlying areas -> District of Columbia -> George Washington U., The",All states and outlying areas,District of Columbia,"George Washington U., The",3,0,0,0,0,78019,2155,0,14011,0,2282
11224,r174,All states and outlying areas -> District of Columbia -> Georgetown U.,All states and outlying areas,District of Columbia,Georgetown U.,3,0,0,296,0,47947,0,0,8104,0,0
11224,r175,All states and outlying areas -> District of Columbia -> Howard U.,All states and outlying areas,District of Columbia,Howard U.,3,0,0,60,0,13340,363,0,6609,25,0
