table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
12271,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,860', '  ']","['*', '  ']","['116', '  ']","['50', '  ']",230,,"['312', '  ']","['203', '  ']","['1,006', '  ']","['482', '  ']","['461', '  ']","['0', '  ']"
12271,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,493', '  ']","['9', '  ']","['56', '  ']","['24', '  ']",100,,"['84', '  ']","['112', '  ']","['215', 'i ']","['0', '  ']","['D', '  ']","['D', '  ']"
12271,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,193', '  ']","['2', '  ']","['49', '  ']","['40', '  ']",,,"['23', '  ']","['1', '  ']","['587', '  ']","['D', '  ']","['D', '  ']","['0', '  ']"
12271,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['116,073', '  ']","['680', '  ']","['2,905', '  ']","['4,120', '  ']",7339,,"['9,100', '  ']","['6,689', '  ']","['18,125', '  ']","['7,789', '  ']","['34,070', '  ']","['25,257', '  ']"
12271,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['2,886', '  ']","['D', '&nbsp;']","['38', '  ']","['36', '  ']",97,,"['62', '  ']","['55', '  ']","['590', 'i ']","['D', '  ']","['596', '  ']","['1,145', '  ']"
12271,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,223', '  ']","['D', '  ']","['52', '  ']","['44', '  ']",,,"['98', '  ']","['44', '  ']","['407', '  ']","['0', '  ']","['336', '  ']","['D', '  ']"
12271,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,470', '  ']","['6', '  ']","['65', '  ']","['83', '  ']",208,,"['218', '  ']","['279', '  ']","['1,080', '  ']","['675', '  ']","['622', '  ']","['234', '  ']"
12271,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,464', '  ']","['8', 'r ']","['18', '  ']","['25', '  ']",39,,"['36', '  ']","['123', '  ']","['131', '  ']","['69', '  ']","['1,014', '  ']","['0', '  ']"
12271,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['1,120', '  ']","['10', 'r ']","['25', 'r ']","['53', '  ']",95,,"['39', '  ']","['33', '  ']","['252', '  ']","['133', '  ']","['439', '  ']","['40', '  ']"
12271,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,526', '  ']","['70', '  ']","['278', '  ']","['495', '  ']",487,,"['393', '  ']","['376', '  ']","['937', '  ']","['169', '  ']","['321', 'i ']","['0', '  ']"
12271,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['19,464', '  ']","['74', '  ']","['714', '  ']","['839', '  ']",835,,"['1,103', '  ']","['829', '  ']","['2,760', '  ']","['3,648', '  ']","['5,650', '  ']","['3,012', '  ']"
12271,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['2,287', '  ']","['20', '  ']","['18', '  ']","['58', '  ']",49,,"['29', '  ']","['61', '  ']","['207', '  ']","['256', '  ']","['D', '  ']","['D', '  ']"
12271,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5,438', '  ']","['2', 'i ']","['33', '  ']","['64', '  ']",60,,"['42', '  ']","['323', '  ']","['728', '  ']","['1,734', '  ']","['2,452', '  ']","['0', '  ']"
12271,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['3,026', '  ']","['1', '  ']","['62', 'r ']","['D', '  ']",24,,"['206', '  ']","['40', '  ']","['88', '  ']","['427', '  ']","['710', '  ']","['D', '  ']"
12271,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['8,713', '  ']","['51', '  ']","['601', '  ']","['D', '  ']",703,,"['825', '  ']","['405', '  ']","['1,737', '  ']","['1,231', '  ']","['D', '  ']","['D', '  ']"
12271,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['104,718', '  ']","['321', '  ']","['868', '  ']","['1,129', '  ']",3100,,"['2,686', '  ']","['3,251', '  ']","['15,205', '  ']","['14,972', '  ']","['13,486', '  ']","['49,700', '  ']"
12271,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['11,665', '  ']","['38', '  ']","['D', '  ']","['116', '  ']",,,"['D', '  ']","['D', '  ']","['2,578', '  ']","['2,416', '  ']","['0', '  ']","['D', '  ']"
12271,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['49,330', '  ']","['D', '  ']","['271', '  ']","['D', '  ']",1815,r ,"['1,657', '  ']","['1,460', '  ']","['6,289', 'i ']","['6,308', 'i ']","['12,042', '  ']","['D', '  ']"
12271,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['12,777', '  ']","['D', '  ']","['388', '  ']","['446', '  ']",739,,"['585', '  ']","['810', '  ']","['2,409', '  ']","['4,049', '  ']","['D', '&nbsp;']","['2,906', '  ']"
12271,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['4,578', '  ']","['36', '  ']","['160', '  ']","['171', '  ']",387,,"['224', '  ']","['485', '  ']","['350', '  ']","['1,772', '  ']","['0', '  ']","['995', 'i ']"
12271,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['4,146', '  ']","['12', '  ']","['49', '  ']","['67', '  ']",151,,"['109', '  ']","['197', '  ']","['621', '  ']","['1,030', '  ']","['0', '  ']","['1,911', '  ']"
12271,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['4,053', '  ']","['D', '  ']","['179', '  ']","['209', '  ']",202,,"['252', '  ']","['128', '  ']","['1,439', '  ']","['1,248', '  ']","['D', '&nbsp;']","['0', '  ']"
12271,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['30,946', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']",,,"['D', '  ']","['D', '  ']","['3,929', '  ']","['2,198', 'i ']","['D', '  ']","['D', '  ']"
12271,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['7,086', '  ']","['12', 'r ']","['402', 'r ']","['267', '  ']",354,,"['470', '  ']","['990', '  ']","['2,811', '  ']","['805', '  ']","['528', 'i ']","['447', '  ']"
12271,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['71,259', '  ']","['85', 'r ']","['97', '  ']","['260', '  ']",758,,"['1,132', '  ']","['1,886', '  ']","['5,347', '  ']","['3,827', '  ']","['10,282', '  ']","['47,585', '  ']"
12271,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['32,881', '  ']","['D', '  ']","['D', '  ']","['94', '  ']",520,,"['522', '  ']","['795', '  ']","['3,698', '  ']","['2,078', '  ']","['6,570', '  ']","['D', '  ']"
12271,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['35,356', '  ']","['74', 'r ']","['30', '  ']","['111', '  ']",172,,"['411', '  ']","['975', '  ']","['1,303', '  ']","['1,402', '  ']","['3,526', '  ']","['27,353', 'i ']"
12271,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['24,571', 'i ']","['65', 'r ']","['D', '  ']","['110', '  ']",,,"['D', '  ']","['338', 'i ']","['997', '  ']","['D', '  ']","['D', '  ']","['18,526', 'i ']"
12271,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['10,785', '  ']","['9', 'r ']","['D', '  ']","['1', '  ']",,,"['D', '  ']","['638', '  ']","['306', '  ']","['D', '  ']","['D', '  ']","['8,827', '  ']"
12271,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['30', '  ']","['0', '  ']","['D', '  ']","['7', '  ']",,,"['0', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12271,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,992', '  ']","['D', '&nbsp;']","['D', '  ']","['48', '  ']",,,"['199', '  ']","['D', '  ']","['D', '  ']","['348', '  ']","['186', '  ']","['D', '  ']"
12271,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['410', '  ']","['0', '  ']","['12', '  ']","['21', '  ']",41,,"['13', '  ']","['28', '  ']","['64', '  ']","['231', '  ']","['0', '  ']","['0', '  ']"
12271,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['23,382', '  ']","['120', '  ']","['390', '  ']","['481', '  ']",796,,"['926', '  ']","['1,296', '  ']","['5,157', '  ']","['3,478', '  ']","['4,424', '  ']","['6,315', '  ']"
12271,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['20,394', '  ']","['100', '  ']","['302', '  ']","['343', '  ']",554,,"['680', '  ']","['1,018', '  ']","['3,488', '  ']","['3,422', '  ']","['4,292', '  ']","['6,195', '  ']"
12271,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,989', '  ']","['19', 'r ']","['87', '  ']","['138', '  ']",242,,"['246', '  ']","['279', '  ']","['1,669', '  ']","['56', '  ']","['132', '  ']","['120', '  ']"
12271,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['319,088', '  ']","['3,834', '  ']","['8,440', '  ']","['7,120', '  ']",12581,,"['11,465', '  ']","['15,066', '  ']","['48,562', '  ']","['20,852', '  ']","['44,493', '  ']","['146,673', '  ']"
12271,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['D', '&nbsp;']","['*', 'r ']","['45', 'i ']","['106', 'i ']",62,i ,"['1', 'r ']","['74', 'i ']","['212', 'i ']","['186', 'i ']","['D', '  ']","['0', '  ']"
12271,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['D', '  ']","['55', '  ']","['D', '  ']","['0', '  ']",,,"['D', '&nbsp;']","['108', 'i ']","['D', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']"
12271,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['D', '  ']","['175', '  ']","['269', '  ']","['353', '  ']",498,,"['114', 'i ']","['201', 'i ']","['129', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
12271,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '&nbsp;']","['4', '  ']","['13', 'r ']","['36', 'r ']",,,"['76', '  ']","['114', '  ']","['372', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '&nbsp;']"
12271,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['9,395', '  ']","['2', 'r ']","['0', '  ']","['29', '  ']",33,,"['42', '  ']","['35', '  ']","['D', '&nbsp;']","['2,552', '  ']","['4,362', 'i ']","['D', '  ']"
12271,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['182,340', '  ']","['572', '  ']","['1,824', '  ']","['2,317', '  ']",4588,,"['5,654', '  ']","['7,873', '  ']","['32,998', '  ']","['8,520', '  ']","['15,165', '  ']","['102,829', '  ']"
12271,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['50,367', '  ']","['309', '  ']","['774', '  ']","['1,102', '  ']",1747,,"['1,332', '  ']","['1,761', '  ']","['10,556', '  ']","['3,765', '  ']","['6,025', '  ']","['22,995', '  ']"
12271,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['72', '  ']","['1', 'r ']","['3', '  ']","['10', '  ']",2,,"['58', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12271,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['50,295', '  ']","['309', '  ']","['772', '  ']","['1,092', '  ']",1745,,"['1,274', '  ']","['1,761', '  ']","['10,556', '  ']","['3,765', '  ']","['6,025', '  ']","['22,995', '  ']"
12271,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,690', '  ']","['D', '&nbsp;']","['D', '  ']","['46', '  ']",,,"['D', '  ']","['D', '  ']","['D', '  ']","['36', '  ']","['D', '  ']","['D', '  ']"
12271,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['49,407', '  ']","['D', '  ']","['870', '  ']","['D', '  ']",2314,,"['3,904', '  ']","['4,633', '  ']","['16,628', '  ']","['1,518', 'i ']","['D', '  ']","['11,262', '  ']"
12271,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['78,876', '  ']","['12', 'r ']","['D', '  ']","['D', '  ']",,,"['D', '  ']","['D', '  ']","['D', '  ']","['3,201', '  ']","['D', '  ']","['D', '  ']"
12271,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['17,222', '  ']","['D', '  ']","['1,439', 'r ']","['D', '  ']",,,"['516', '  ']","['599', '  ']","['2,625', '  ']","['3,836', 'i ']","['3,020', '  ']","['D', '  ']"
12271,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,398', 'i ']","['0', '  ']","['16', '  ']","['10', '  ']",2,,"['49', 'i ']","['98', '  ']","['D', '&nbsp;']","['D', '  ']","['0', '  ']","['D', '  ']"
12271,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5', 'i ']","['0', '  ']","['4', 'i ']","['1', 'i ']",0.05,i ,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12271,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,393', 'i ']","['0', '  ']","['12', '  ']","['9', '  ']",1,,"['49', 'i ']","['98', '  ']","['D', '&nbsp;']","['D', '  ']","['0', '  ']","['D', '  ']"
12271,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['74,773', '  ']","['2,872', '  ']","['4,675', '  ']","['4,093', '  ']",6482,,"['4,345', '  ']","['4,881', '  ']","['7,089', '  ']","['3,299', '  ']","['21,077', 'i ']","['15,960', '  ']"
12271,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['3,883', '  ']","['252', '  ']","['550', '  ']","['606', '  ']",822,,"['429', '  ']","['278', '  ']","['619', '  ']","['169', '  ']","['159', '  ']","['0', '  ']"
12271,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['22,534', '  ']","['989', '  ']","['1,489', '  ']","['1,032', '  ']",1840,,"['1,238', '  ']","['2,279', '  ']","['2,008', '  ']","['1,551', '  ']","['4,554', '  ']","['5,554', '  ']"
12271,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['39,625', 'i ']","['1,110', '  ']","['2,298', '  ']","['1,887', '  ']",3249,,"['1,959', '  ']","['1,742', '  ']","['3,666', '  ']","['1,186', '  ']","['14,275', 'i ']","['8,254', 'i ']"
12271,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['282', '  ']","['93', '  ']","['92', '  ']","['95', '  ']",0.05,,"['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12271,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['10,226', '  ']","['442', '  ']","['626', '  ']","['603', '  ']",569,,"['552', '  ']","['638', '  ']","['438', 'i ']","['586', '  ']","['2,319', 'i ']","['3,453', '  ']"
12271,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['28,420', 'i ']","['569', '  ']","['1,579', '  ']","['1,184', '  ']",2598,,"['1,407', '  ']","['1,103', '  ']","['3,223', '  ']","['0', '  ']","['11,957', 'i ']","['4,801', 'i ']"
12271,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['698', '  ']","['4', '  ']","['*', '  ']","['6', '  ']",82,,"['*', '  ']","['0', '  ']","['5', '  ']","['601', '  ']","['0', '  ']","['0', '  ']"
12271,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['8,730', '  ']","['521', 'r ']","['339', '  ']","['567', '  ']",572,,"['719', '  ']","['582', '  ']","['796', '  ']","['393', '  ']","['2,089', '  ']","['2,153', '  ']"
12271,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2,855', '  ']","['D', '  ']","['D', '  ']","['D', '  ']",,,"['400', '  ']","['713', 'i ']","['1,215', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
12271,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['3,394', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']",454,r ,"['D', '  ']","['370', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
