table_id,row_id,rank,region_country_or_economy,region,number_of_papers_whole_,number_of_papers_fractional_,papers_involving_multiple_institutions_whole_,papers_involving_only_domestic_institutions_whole_,papers_involving_international_institutions_whole_
10059,r043,42,Denmark,Europe,3995,2641.5,2660,1815,2171
10059,r044,43,South Africa,Africa,3953,3329.6,1895,2877,1068
10059,r045,44,Ireland,Europe,3817,2697.4,2351,1949,1859
10059,r046,45,Norway,Europe,3771,2473.8,2617,1697,2069
10059,r047,46,Tunisia,Africa,3728,2926.0,2445,2043,1681
10059,r048,47,Algeria,Africa,3602,2892.7,2383,2090,1507
10059,r049,48,New Zealand,Australia and Oceania,3333,2409.1,1962,1750,1575
10059,r050,49,Ukraine,Europe,3301,2934.0,1894,2514,779
10059,r051,50,Morocco,Africa,3281,2933.5,1856,2524,751
10059,r052,51,Slovakia,Europe,3089,2478.7,1418,2068,1016
10059,r053,52,Iraq,Middle East,2839,2054.3,1868,1606,1226
10059,r054,53,Philippines,Asia,2546,2387.4,1003,2242,298
10059,r055,54,Colombia,South America,2479,1923.6,1520,1509,964
10059,r056,55,Sri Lanka,Asia,2301,2111.6,935,1915,376
10059,r057,56,Chile,South America,2118,1465.0,1591,976,1137
10059,r058,57,Serbia,Europe,2054,1619.8,1367,1232,788
10059,r059,58,Bulgaria,Europe,1955,1662.0,1026,1432,521
10059,r060,59,Argentina,South America,1929,1557.7,1276,1233,693
10059,r061,60,Jordan,Middle East,1879,1330.5,1317,914,958
10059,r062,61,Slovenia,Europe,1854,1467.8,1055,1161,691
10059,r063,62,Croatia,Europe,1642,1410.4,822,1211,425
10059,r064,63,Qatar,Middle East,1469,718.2,1227,315,1153
10059,r065,64,Ecuador,South America,1444,1113.2,962,796,648
10059,r066,65,Nigeria,Africa,1407,1012.7,1062,717,686
10059,r067,66,Peru,South America,1391,1205.8,712,1032,358
10059,r068,67,Cyprus,Europe,992,646.4,697,430,559
10059,r069,68,Lithuania,Europe,965,794.2,517,675,288
10059,r070,69,Lebanon,Middle East,963,595.7,705,375,587
10059,r071,70,Estonia,Europe,891,653.6,524,501,388
10059,r072,71,Kazakhstan,Asia,861,660.7,571,475,385
10059,r073,72,Luxembourg,Europe,850,500.5,644,262,587
10059,r074,73,Latvia,Europe,826,731.2,314,662,162
10059,r075,74,Oman,Middle East,631,363.5,466,200,430
10059,r076,75,Bahrain,Middle East,581,413.5,354,317,263
10059,r077,76,Kuwait,Middle East,545,334.2,353,224,321
10059,r078,77,Venezuela,South America,473,303.4,344,195,278
10059,r079,78,Cuba,Central America and Caribbean,472,253.6,409,88,383
10059,r080,79,Libya,Africa,461,366.1,287,293,167
10059,r081,80,Bosnia and Herzegovina,Europe,453,344.7,263,258,192
10059,r082,81,Ethiopia,Africa,416,246.8,339,138,277
10059,r083,82,North Macedonia,Europe,373,266.4,224,191,176
10059,r084,83,Yemen,Middle East,371,200.7,299,123,248
10059,r085,84,Azerbaijan,Middle East,342,284.5,164,244,98
10059,r086,85,Costa Rica,Central America and Caribbean,314,251.1,177,211,102
10059,r087,86,Uzbekistan,Asia,313,263.3,197,228,85
10059,r088,87,Burma,Asia,301,265.4,113,234,67
10059,r089,88,Malta,Europe,287,194.5,162,147,139
10059,r090,89,Sudan,Africa,280,187.4,194,119,159
10059,r091,90,Uruguay,South America,265,186.4,165,133,132
10059,r092,91,Ghana,Africa,248,145.8,200,99,148
10059,r093,92,Belarus,Europe,236,157.8,156,102,134
10059,r094,93,Iceland,Europe,229,127.5,169,73,156
10059,r095,94,Kenya,Africa,222,165.1,146,126,96
10059,r096,95,Mauritius,Africa,201,175.3,87,145,56
10059,r097,95,Paraguay,South America,201,155.1,133,114,87
10059,r098,97,Brunei,Asia,185,110.5,138,68,117
10059,r099,98,West Bank,Middle East,170,110.7,104,77,90
10059,r100,99,Serbia and Montenegro,Europe,161,137.8,79,118,41
10059,r101,100,Senegal,Africa,155,117.0,106,89,65
10059,r102,101,Nepal,Asia,152,116.5,98,88,64
10059,r103,102,Botswana,Africa,147,96.2,98,63,84
10059,r104,103,Cameroon,Africa,136,78.0,122,38,98
10059,r105,104,Uganda,Africa,135,79.4,106,47,88
10059,r106,105,Fiji,Australia and Oceania,129,95.2,86,71,57
10059,r107,105,Albania,Europe,129,70.7,104,35,91
10059,r108,107,Namibia,Africa,127,102.0,71,77,50
10059,r109,108,Panama,Central America and Caribbean,109,67.4,81,44,63
10059,r110,109,Montenegro,Europe,108,72.0,70,49,59
10059,r111,110,Zimbabwe,Africa,96,63.3,75,36,60
10059,r112,111,Georgia,Middle East,95,68.2,55,55,40
10059,r113,112,Tanzania,Africa,92,57.5,68,37,55
10059,r114,113,Syria,Middle East,91,48.7,73,26,63
10059,r115,114,Gaza Strip,Middle East,87,43.1,68,26,58
10059,r116,115,Trinidad and Tobago,Central America and Caribbean,85,68.5,33,57,28
10059,r117,116,Armenia,Middle East,77,54.7,48,38,39
10059,r118,116,Rwanda,Africa,77,42.7,63,22,55
10059,r119,118,Honduras,Central America and Caribbean,76,55.5,39,44,24
10059,r120,119,Kosovo,Europe,73,43.9,53,24,47
10059,r121,120,Moldova,Europe,64,47.0,39,32,32
10059,r122,121,Mongolia,Asia,63,26.7,55,9,54
10059,r123,122,El Salvador,Central America and Caribbean,56,47.1,32,41,15
10059,r124,123,Benin,Africa,51,34.6,43,18,33
10059,r125,124,North Korea,Asia,40,19.4,34,10,30
10059,r126,125,Jamaica,Central America and Caribbean,36,26.3,21,16,20
10059,r127,126,Guatemala,Central America and Caribbean,33,22.3,20,14,19
10059,r128,126,Afghanistan,Asia,33,15.0,30,6,27
10059,r129,128,Zambia,Africa,31,14.6,26,8,23
10059,r130,129,Cambodia,Asia,30,20.7,18,15,15
10059,r131,130,Madagascar,Africa,29,19.7,19,13,16
10059,r132,130,Bolivia,South America,29,20.8,13,16,12
10059,r133,132,Liechtenstein,Europe,28,15.2,20,8,19
10059,r134,133,Tajikistan,Asia,26,17.3,24,5,21
10059,r135,134,Kyrgyzstan,Asia,25,18.8,14,12,13
10059,r136,135,Bhutan,Asia,21,13.0,13,9,12
10059,r137,136,Malawi,Africa,20,12.8,15,7,13
10059,r138,137,Papua New Guinea,Asia,18,10.0,13,7,11
10059,r139,138,Burkina Faso,Africa,17,13.8,14,9,7
10059,r140,139,Laos,Asia,16,7.5,15,3,13
10059,r141,139,Côte d’Ivoire,Africa,16,7.7,15,3,13
10059,r142,141,Eswatini,Africa,14,6.4,12,3,11
10059,r143,142,Maldives,Asia,12,5.0,9,3,9
10059,r144,142,Mauritania,Africa,12,5.8,11,1,11
10059,r145,144,Dominican Republic,Central America and Caribbean,11,4.6,9,2,9
10059,r146,144,Mali,Africa,11,3.7,11,0,11
10059,r147,144,Nicaragua,Central America and Caribbean,11,8.4,6,7,4
10059,r148,147,Barbados,Central America and Caribbean,10,9.0,3,8,2
10059,r149,148,Timor-Leste,Asia,9,2.9,9,0,9
10059,r150,148,Somalia,Africa,9,5.2,6,3,6
10059,r151,148,"Congo, Democratic Republic of the",Africa,9,4.1,8,2,7
10059,r152,151,Niger,Africa,7,5.0,4,3,4
10059,r153,151,Burundi,Africa,7,1.1,7,0,7
10059,r154,151,Mozambique,Africa,7,4.2,4,3,4
10059,r155,151,Sierra Leone,Africa,7,2.9,6,1,6
10059,r156,155,Lesotho,Africa,6,4.3,5,1,5
10059,r157,156,Gabon,Africa,5,0.8,5,0,5
10059,r158,156,Liberia,Africa,5,2.7,4,1,4
10059,r159,156,Togo,Africa,5,3.8,4,3,2
10059,r160,156,Guyana,South America,5,4.3,1,4,1
10059,r161,156,Angola,Africa,5,3.7,3,3,2
10059,r162,161,"Gambia, The",Africa,4,1.1,4,0,4
10059,r163,161,Chad,Africa,4,0.6,4,0,4
10059,r164,163,San Marino,Europe,3,0.6,3,0,3
10059,r165,163,Belize,Central America and Caribbean,3,1.7,3,1,2
10059,r166,163,Monaco,Europe,3,1.4,2,1,2
10059,r167,163,Grenada,Central America and Caribbean,3,1.3,3,0,3
10059,r168,163,"Bahamas, The",Central America and Caribbean,3,1.2,3,0,3
10059,r169,163,Eritrea,Africa,3,1.1,3,0,3
10059,r170,169,Samoa,Australia and Oceania,2,2.0,0,2,0
10059,r171,169,Haiti,Central America and Caribbean,2,1.3,2,0,2
10059,r172,169,Andorra,Europe,2,1.2,1,1,1
10059,r173,172,Cabo Verde,Africa,1,0.3,1,0,1
10059,r174,172,Djibouti,Africa,1,0.5,1,0,1
10059,r175,172,South Sudan,Africa,1,0.3,1,0,1
10059,r176,172,São Tomé and Príncipe,Africa,1,0.2,1,0,1
10059,r177,172,Saint Lucia,Central America and Caribbean,1,1.0,0,1,0
10059,r178,172,Turkmenistan,Asia,1,1.0,0,1,0
10059,r179,172,Solomon Islands,Australia and Oceania,1,0.7,1,0,1
10059,r180,172,"Congo, Republic of the",Africa,1,0.2,1,0,1
10059,r181,174,Unassigned,na,5971,2096.7,5971,0,1366
