table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10395,r018,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,2,276604,2750,37748,12285,922,6053,0,118969,4255,38966,33406,21251
10395,r019,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,2,352277,1244,17425,3606,838,483,0,247217,2892,35318,43255,0
10395,r020,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,2,307921,2263,8848,8416,667,2144,1463,206214,1804,46968,26550,2583
10395,r021,All states and outlying areas -> Maine,All states and outlying areas,Maine,2,74521,2177,3215,15276,0,0,0,9207,1792,16263,22815,3775
10395,r022,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,2,2583100,11237,871792,15673,312,6464,3363,1133518,349994,142215,42233,6297
10395,r023,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,2,2180799,10145,368790,108849,1667,5440,641,1163316,34182,455380,23160,9229
10395,r024,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,2,1297755,4363,125165,119058,53,4138,3233,779893,19697,194078,38233,9845
10395,r025,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,2,539777,1578,39725,24243,3925,3707,413,336661,5658,68549,55317,0
10395,r026,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,2,195900,12981,18269,5740,714,696,0,66324,430,30000,54465,6281
10395,r027,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,2,935014,10,73553,12524,1746,8388,1233,723515,11203,48912,51259,2673
10395,r028,All states and outlying areas -> Montana,All states and outlying areas,Montana,2,184528,940,57902,5444,1033,0,0,44778,6941,37554,28535,1401
10395,r029,All states and outlying areas -> Nebraska,All states and outlying areas,Nebraska,2,237723,1096,19134,6810,498,2713,0,127303,156,38903,27650,13462
10395,r030,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,2,87674,1091,9634,18158,758,0,1583,34505,3689,11430,4257,2569
10395,r031,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,2,224589,11628,11425,16251,227,0,0,92227,54106,31041,6123,1563
10395,r032,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,2,584025,12181,59677,22507,399,3698,826,273247,20101,165682,19309,6397
10395,r033,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,2,196137,0,13138,8959,2078,0,0,103456,5907,45596,15049,1954
10395,r034,All states and outlying areas -> New York,All states and outlying areas,New York,2,3966902,5786,248693,86829,1477,9555,1593,3066997,41703,438332,60289,5648
10395,r035,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,2,1901280,7557,110329,38410,686,16900,5829,1428048,4106,193738,81156,14520
10395,r036,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,2,105880,0,4557,20614,125,0,0,27811,350,24936,21956,5531
10395,r037,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,2,914328,3069,135358,49111,415,4583,1181,538853,8637,127634,40897,4589
10395,r038,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,2,207925,12175,8363,10382,815,438,69,88085,16547,38850,31675,526
10395,r039,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,2,608120,6132,26582,19222,366,6580,6469,365883,6220,111522,52365,6778
10395,r040,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,2,2578927,4751,472298,76650,1524,9141,0,1628914,23486,303431,45850,12882
10395,r041,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,2,286811,22038,28489,5288,0,1414,0,164122,3997,55888,5574,0
10395,r042,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,2,341660,1442,12135,27091,573,4519,0,211917,3486,44062,30816,5619
10395,r043,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,2,47147,0,190,417,99,0,0,11229,1179,15856,18028,150
10395,r044,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,2,776000,2660,49973,29595,425,4241,0,571058,6818,73552,34948,2730
10395,r045,All states and outlying areas -> Texas,All states and outlying areas,Texas,2,2631526,19344,405007,82324,6364,18684,0,1500961,47750,422041,116199,12851
10395,r046,All states and outlying areas -> Utah,All states and outlying areas,Utah,2,477049,1847,98237,13389,669,0,0,246126,22678,76239,17864,0
10395,r047,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,2,110444,1524,4774,52,825,101,0,59514,176,11500,31978,0
10395,r048,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,2,720586,9461,95193,30819,0,6584,1755,343744,16938,156114,37302,22676
10395,r049,All states and outlying areas -> Washington,All states and outlying areas,Washington,2,1008599,18133,110780,39480,545,3082,648,596322,16972,158527,56958,7152
10395,r050,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,2,115699,600,1182,28491,453,0,0,49640,2853,12794,18847,838
10395,r051,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,2,801039,4192,70318,63009,259,2674,485,495053,14653,104028,42704,3665
10395,r052,All states and outlying areas -> Wyoming,All states and outlying areas,Wyoming,2,55556,827,1683,14548,557,0,945,13144,601,16209,7042,0
10395,r053,All states and outlying areas -> American Samoa,All states and outlying areas,American Samoa,2,4282,0,0,0,0,0,0,0,0,300,3982,0
10395,r054,All states and outlying areas -> Guam,All states and outlying areas,Guam,2,12871,300,0,0,0,0,0,2180,0,5457,4934,0
10395,r055,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,2,86942,600,3470,250,157,1652,0,50315,989,18533,10475,500
10395,r056,All states and outlying areas -> Trust Territory of the Pacific Islands,All states and outlying areas,Trust Territory of the Pacific Islands,2,7659,0,0,0,0,0,0,0,0,0,7659,0
10395,r057,All states and outlying areas -> Virgin Islands,All states and outlying areas,Virgin Islands,2,14092,0,151,0,125,0,0,566,0,8842,4407,0
