table_id,row_id,sector_and_occupation_full_path,sector_and_occupation_level_1,sector_and_occupation_level_2,sector_and_occupation_level_3,sector_and_occupation_level_4,sector_and_occupation_level_5,sector_and_occupation_hierarchy_depth,field_total,field_job_satisfaction_very_satisfied,field_job_satisfaction_somewhat_satisfied,field_job_satisfaction_somewhat_dissatisfied,field_job_satisfaction_very_dissatisfied
5313,r155,All sectors -> Government -> S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers - computer and math sciences,All sectors,Government,S&E occupations,Computer and mathematical scientists,Postsecondary teachers - computer and math sciences,5,,,,,
5313,r156,All sectors -> Government -> S&E occupations -> Physical and related scientists,All sectors,Government,S&E occupations,Physical and related scientists,,4,85000,47000,32000,5000,S
5313,r157,"All sectors -> Government -> S&E occupations -> Physical and related scientists -> Chemists, except biochemists",All sectors,Government,S&E occupations,Physical and related scientists,"Chemists, except biochemists",5,14000,7000,6000,1000,
5313,r158,"All sectors -> Government -> S&E occupations -> Physical and related scientists -> Earth, atmospheric, and ocean scientists",All sectors,Government,S&E occupations,Physical and related scientists,"Earth, atmospheric, and ocean scientists",5,25000,17000,7000,,
5313,r159,All sectors -> Government -> S&E occupations -> Physical and related scientists -> Physicists,All sectors,Government,S&E occupations,Physical and related scientists,Physicists,5,9000,5000,3000,,
5313,r160,"All sectors -> Government -> S&E occupations -> Physical and related scientists -> Other physical and related scientists, including astronomers",All sectors,Government,S&E occupations,Physical and related scientists,"Other physical and related scientists, including astronomers",5,37000,18000,16000,3000,
5313,r161,All sectors -> Government -> S&E occupations -> Physical and related scientists -> Postsecondary teachers - physical and related sciences,All sectors,Government,S&E occupations,Physical and related scientists,Postsecondary teachers - physical and related sciences,5,,,,,
5313,r162,All sectors -> Government -> S&E occupations -> Social and related scientists,All sectors,Government,S&E occupations,Social and related scientists,,4,97000,49000,39000,8000,0.05
5313,r163,All sectors -> Government -> S&E occupations -> Social and related scientists -> Economists,All sectors,Government,S&E occupations,Social and related scientists,Economists,5,22000,8000,S,S,
5313,r164,All sectors -> Government -> S&E occupations -> Social and related scientists -> Political scientists,All sectors,Government,S&E occupations,Social and related scientists,Political scientists,5,8000,3000,5000,,
5313,r165,All sectors -> Government -> S&E occupations -> Social and related scientists -> Psychologists,All sectors,Government,S&E occupations,Social and related scientists,Psychologists,5,20000,11000,6000,S,
5313,r166,All sectors -> Government -> S&E occupations -> Social and related scientists -> Anthropologists,All sectors,Government,S&E occupations,Social and related scientists,Anthropologists,5,2000,1000,1000,,
5313,r167,All sectors -> Government -> S&E occupations -> Social and related scientists -> Other social and related scientists,All sectors,Government,S&E occupations,Social and related scientists,Other social and related scientists,5,44000,26000,14000,4000,
5313,r168,All sectors -> Government -> S&E occupations -> Social and related scientists -> Postsecondary teachers - social and related sciences,All sectors,Government,S&E occupations,Social and related scientists,Postsecondary teachers - social and related sciences,5,,,,,
5313,r169,All sectors -> Government -> S&E occupations -> Engineers,All sectors,Government,S&E occupations,Engineers,,4,226000,112000,101000,10000,4000
5313,r170,"All sectors -> Government -> S&E occupations -> Engineers -> Aerospace, aeronautical, and astronautical engineers",All sectors,Government,S&E occupations,Engineers,"Aerospace, aeronautical, and astronautical engineers",5,22000,11000,9000,,
5313,r171,All sectors -> Government -> S&E occupations -> Engineers -> Chemical engineers,All sectors,Government,S&E occupations,Engineers,Chemical engineers,5,4000,1000,3000,,
5313,r172,"All sectors -> Government -> S&E occupations -> Engineers -> Civil, architectural, and sanitary engineers",All sectors,Government,S&E occupations,Engineers,"Civil, architectural, and sanitary engineers",5,86000,43000,40000,3000,
5313,r173,All sectors -> Government -> S&E occupations -> Engineers -> Electrical and computer hardware engineers,All sectors,Government,S&E occupations,Engineers,Electrical and computer hardware engineers,5,36000,18000,17000,S,
5313,r174,All sectors -> Government -> S&E occupations -> Engineers -> Industrial engineers,All sectors,Government,S&E occupations,Engineers,Industrial engineers,5,3000,1000,S,,
5313,r175,All sectors -> Government -> S&E occupations -> Engineers -> Mechanical engineers,All sectors,Government,S&E occupations,Engineers,Mechanical engineers,5,28000,15000,12000,S,
5313,r176,All sectors -> Government -> S&E occupations -> Engineers -> Other engineers,All sectors,Government,S&E occupations,Engineers,Other engineers,5,48000,23000,18000,S,S
5313,r177,All sectors -> Government -> S&E occupations -> Engineers -> Postsecondary teachers - engineering,All sectors,Government,S&E occupations,Engineers,Postsecondary teachers - engineering,5,,,,,
5313,r178,All sectors -> Government -> S&E-related occupations,All sectors,Government,S&E-related occupations,,,3,632000,283000,295000,46000,8000
5313,r179,All sectors -> Government -> S&E-related occupations -> Health-related occupations,All sectors,Government,S&E-related occupations,Health-related occupations,,4,377000,163000,186000,22000,S
5313,r180,All sectors -> Government -> S&E-related occupations -> S&E managers,All sectors,Government,S&E-related occupations,S&E managers,,4,130000,67000,49000,13000,
5313,r181,All sectors -> Government -> S&E-related occupations -> S&E precollege teachers,All sectors,Government,S&E-related occupations,S&E precollege teachers,,4,,,,,
5313,r182,All sectors -> Government -> S&E-related occupations -> S&E technicians and technologists,All sectors,Government,S&E-related occupations,S&E technicians and technologists,,4,110000,45000,54000,S,S
5313,r183,All sectors -> Government -> S&E-related occupations -> Other S&E-related occupations,All sectors,Government,S&E-related occupations,Other S&E-related occupations,,4,15000,7000,7000,,
5313,r184,All sectors -> Government -> Non-S&E occupations,All sectors,Government,Non-S&E occupations,,,3,3635000,1619000,1601000,322000,93000
5313,r185,All sectors -> Government -> Non-S&E occupations -> Non-S&E managers,All sectors,Government,Non-S&E occupations,Non-S&E managers,,4,473000,231000,204000,32000,
5313,r186,All sectors -> Government -> Non-S&E occupations -> Management-related occupations,All sectors,Government,Non-S&E occupations,Management-related occupations,,4,827000,387000,348000,61000,31000
5313,r187,All sectors -> Government -> Non-S&E occupations -> Non-S&E precollege teachers,All sectors,Government,Non-S&E occupations,Non-S&E precollege teachers,,4,,,,,
5313,r188,All sectors -> Government -> Non-S&E occupations -> Non-S&E postsecondary teachers,All sectors,Government,Non-S&E occupations,Non-S&E postsecondary teachers,,4,,,,,
5313,r189,All sectors -> Government -> Non-S&E occupations -> Social services and related occupations,All sectors,Government,Non-S&E occupations,Social services and related occupations,,4,377000,140000,173000,41000,24000
5313,r190,All sectors -> Government -> Non-S&E occupations -> Sales and marketing occupations,All sectors,Government,Non-S&E occupations,Sales and marketing occupations,,4,57000,S,18000,S,
5313,r191,"All sectors -> Government -> Non-S&E occupations -> Art, humanities, and related occupations",All sectors,Government,Non-S&E occupations,"Art, humanities, and related occupations",,4,58000,35000,S,S,0.05
5313,r192,All sectors -> Government -> Non-S&E occupations -> Other non-S&E occupations,All sectors,Government,Non-S&E occupations,Other non-S&E occupations,,4,1843000,790000,839000,183000,31000
