table_id,row_id,_b_field_and_sex_b_full_path,_b_field_and_sex_b_level_1,_b_field_and_sex_b_level_2,_b_field_and_sex_b_level_3,_b_field_and_sex_b_level_4,_b_field_and_sex_b_level_5,_b_field_and_sex_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023,field__change_2013_23
11644,r011,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology",All doctorate recipients<sup>a</sup>,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",,4,1030,956,1041,1025,1017,1059,1033,952,947,1080,1118,8.5
11644,r012,All doctorate recipients<sup>a</sup> -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,All doctorate recipients<sup>a</sup>,Science and engineering,Biological and biomedical sciences,Genetics and genomics,,4,396,401,358,338,344,363,341,347,375,415,459,15.9
11644,r013,All doctorate recipients<sup>a</sup> -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,All doctorate recipients<sup>a</sup>,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,,4,1142,1133,1168,1042,976,1042,1009,1001,972,1088,1092,-4.4
11644,r014,All doctorate recipients<sup>a</sup> -> Science and engineering -> Biological and biomedical sciences -> Molecular biology,All doctorate recipients<sup>a</sup>,Science and engineering,Biological and biomedical sciences,Molecular biology,,4,646,670,632,549,634,596,555,575,740,797,851,31.7
11644,r015,All doctorate recipients<sup>a</sup> -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,All doctorate recipients<sup>a</sup>,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,,4,1016,1048,1089,997,984,1033,1033,972,911,1046,1086,6.9
11644,r016,All doctorate recipients<sup>a</sup> -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,All doctorate recipients<sup>a</sup>,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,,4,418,458,381,337,371,361,350,325,311,386,409,-2.2
11644,r017,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Biological and biomedical sciences -> Physiology, pathology, and cancer biology",All doctorate recipients<sup>a</sup>,Science and engineering,Biological and biomedical sciences,"Physiology, pathology, and cancer biology",,4,723,788,774,686,683,690,637,571,562,582,608,-15.9
11644,r018,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Biological and biomedical sciences -> Biology and biomedical sciences, other",All doctorate recipients<sup>a</sup>,Science and engineering,Biological and biomedical sciences,"Biology and biomedical sciences, other",,4,651,653,688,779,775,780,781,781,696,675,712,9.4
11644,r019,All doctorate recipients<sup>a</sup> -> Science and engineering -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Science and engineering,Computer and information sciences,,,3,1843,1988,2003,2082,1998,2000,2220,2363,2360,2607,2687,45.8
11644,r020,All doctorate recipients<sup>a</sup> -> Science and engineering -> Computer and information sciences -> Computer science,All doctorate recipients<sup>a</sup>,Science and engineering,Computer and information sciences,Computer science,,4,1568,1664,1658,1650,1592,1628,1814,1953,1808,1822,1937,23.5
11644,r021,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",All doctorate recipients<sup>a</sup>,Science and engineering,Computer and information sciences,"Computer and information sciences, other",,4,275,324,345,432,406,372,406,410,552,785,750,172.7
11644,r022,All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering,All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,,,3,9000,9626,9875,9459,9774,10164,10298,10468,10230,11519,11403,26.7
11644,r023,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",,4,348,386,361,370,380,383,379,399,372,586,586,68.4
11644,r024,All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,Bioengineering and biomedical engineering,,4,1039,1046,1125,1089,1032,1133,1163,1082,1063,1228,1302,25.3
11644,r025,All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering -> Chemical and petroleum engineering,All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,Chemical and petroleum engineering,,4,977,1143,1186,1080,1106,1168,1194,1191,1204,1259,1245,27.4
11644,r026,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",,4,1023,1161,1213,1087,1216,1178,1317,1305,1177,1390,1368,33.7
11644,r027,All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering -> Electrical and computer engineering,All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,Electrical and computer engineering,,4,2345,2446,2437,2243,2319,2393,2260,2461,2510,2722,2653,13.1
11644,r028,All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering -> Industrial engineering and operations research,All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,Industrial engineering and operations research,,4,474,510,436,499,485,492,505,567,580,612,578,21.9
11644,r029,All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering -> Materials and mining engineering,All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,Materials and mining engineering,,4,872,856,905,1015,962,1018,1016,901,950,1161,1159,32.9
11644,r030,All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,Mechanical engineering,,4,1336,1411,1548,1417,1496,1610,1677,1777,1584,1650,1653,23.7
11644,r031,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Engineering -> Engineering, other",All doctorate recipients<sup>a</sup>,Science and engineering,Engineering,"Engineering, other",,4,586,667,664,659,778,789,787,785,790,911,859,46.6
11644,r032,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All doctorate recipients<sup>a</sup>,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,,3,989,1098,1057,1227,1169,1185,1272,1241,1064,1181,1231,24.5
11644,r033,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological sciences",All doctorate recipients<sup>a</sup>,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological sciences,,4,489,579,554,618,572,591,621,673,543,576,592,21.1
11644,r034,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences",All doctorate recipients<sup>a</sup>,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",,4,500,519,503,609,597,594,651,568,521,605,639,27.8
11644,r035,All doctorate recipients<sup>a</sup> -> Science and engineering -> Health sciences,All doctorate recipients<sup>a</sup>,Science and engineering,Health sciences,,,3,2109,2236,2220,2248,2443,2473,2532,2606,2250,2473,2435,15.5
11644,r036,All doctorate recipients<sup>a</sup> -> Science and engineering -> Health sciences -> Nursing science ,All doctorate recipients<sup>a</sup>,Science and engineering,Health sciences,Nursing science ,,4,510,580,536,482,552,584,546,590,513,536,554,8.6
11644,r037,All doctorate recipients<sup>a</sup> -> Science and engineering -> Health sciences -> Pharmaceutical sciences ,All doctorate recipients<sup>a</sup>,Science and engineering,Health sciences,Pharmaceutical sciences ,,4,332,279,270,274,292,344,358,382,329,371,358,7.8
11644,r038,All doctorate recipients<sup>a</sup> -> Science and engineering -> Health sciences -> Public health,All doctorate recipients<sup>a</sup>,Science and engineering,Health sciences,Public health,,4,501,565,641,694,769,702,768,714,615,713,682,36.1
11644,r039,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Health sciences -> Health sciences, other ",All doctorate recipients<sup>a</sup>,Science and engineering,Health sciences,"Health sciences, other ",,4,766,812,773,798,830,843,860,920,793,853,841,9.8
11644,r040,All doctorate recipients<sup>a</sup> -> Science and engineering -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Science and engineering,Mathematics and statistics,,,3,1817,1874,1815,1872,1844,2022,2010,2024,2010,2247,2167,19.3
11644,r041,All doctorate recipients<sup>a</sup> -> Science and engineering -> Mathematics and statistics -> Applied mathematics,All doctorate recipients<sup>a</sup>,Science and engineering,Mathematics and statistics,Applied mathematics,,4,455,476,435,474,493,455,427,419,426,460,460,1.1
11644,r042,All doctorate recipients<sup>a</sup> -> Science and engineering -> Mathematics and statistics -> Mathematics ,All doctorate recipients<sup>a</sup>,Science and engineering,Mathematics and statistics,Mathematics ,,4,641,635,635,350,392,524,445,378,235,226,231,-64.0
11644,r043,All doctorate recipients<sup>a</sup> -> Science and engineering -> Mathematics and statistics -> Statistics,All doctorate recipients<sup>a</sup>,Science and engineering,Mathematics and statistics,Statistics,,4,364,407,381,265,368,412,365,402,488,596,574,57.7
11644,r044,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Mathematics and statistics -> Mathematics and statistics, other",All doctorate recipients<sup>a</sup>,Science and engineering,Mathematics and statistics,"Mathematics and statistics, other",,4,357,356,364,783,591,631,773,825,861,965,902,152.7
11644,r045,All doctorate recipients<sup>a</sup> -> Science and engineering -> Physical sciences ,All doctorate recipients<sup>a</sup>,Science and engineering,Physical sciences ,,,3,4595,4812,4859,5024,4913,5144,5306,5000,4710,5468,5460,18.8
11644,r046,All doctorate recipients<sup>a</sup> -> Science and engineering -> Physical sciences  -> Astronomy and astrophysics,All doctorate recipients<sup>a</sup>,Science and engineering,Physical sciences ,Astronomy and astrophysics,,4,301,289,269,315,339,351,361,305,456,521,603,100.3
11644,r047,All doctorate recipients<sup>a</sup> -> Science and engineering -> Physical sciences  -> Chemistry,All doctorate recipients<sup>a</sup>,Science and engineering,Physical sciences ,Chemistry,,4,2484,2673,2666,2703,2699,2807,2939,2761,2552,3060,3001,20.8
11644,r048,All doctorate recipients<sup>a</sup> -> Science and engineering -> Physical sciences  -> Physics,All doctorate recipients<sup>a</sup>,Science and engineering,Physical sciences ,Physics,,4,1810,1850,1924,2006,1875,1986,2006,1934,1702,1887,1856,2.5
11644,r049,All doctorate recipients<sup>a</sup> -> Science and engineering -> Psychology,All doctorate recipients<sup>a</sup>,Science and engineering,Psychology,,,3,3592,3724,3776,3910,3925,3821,3909,3868,3777,3952,3899,8.5
11644,r050,All doctorate recipients<sup>a</sup> -> Science and engineering -> Psychology -> Clinical psychology,All doctorate recipients<sup>a</sup>,Science and engineering,Psychology,Clinical psychology,,4,1140,1220,1173,1207,1193,1260,1249,1278,1241,1135,1208,6.0
11644,r051,All doctorate recipients<sup>a</sup> -> Science and engineering -> Psychology -> Counseling and applied psychology,All doctorate recipients<sup>a</sup>,Science and engineering,Psychology,Counseling and applied psychology,,4,965,928,1034,1001,1019,1003,978,980,1029,1072,1001,3.7
11644,r052,All doctorate recipients<sup>a</sup> -> Science and engineering -> Psychology -> Research and experimental psychology,All doctorate recipients<sup>a</sup>,Science and engineering,Psychology,Research and experimental psychology,,4,969,1007,974,1066,1034,952,1042,881,834,1066,1003,3.5
11644,r053,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Psychology -> Psychology, other ",All doctorate recipients<sup>a</sup>,Science and engineering,Psychology,"Psychology, other ",,4,518,569,595,636,679,606,640,729,673,679,687,32.6
11644,r054,All doctorate recipients<sup>a</sup> -> Science and engineering -> Social sciences,All doctorate recipients<sup>a</sup>,Science and engineering,Social sciences,,,3,5041,5102,5369,5193,5188,5054,5134,5060,4875,5238,5199,3.1
11644,r055,All doctorate recipients<sup>a</sup> -> Science and engineering -> Social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Science and engineering,Social sciences,Anthropology,,4,550,523,492,460,446,424,445,447,399,415,389,-29.3
11644,r056,All doctorate recipients<sup>a</sup> -> Science and engineering -> Social sciences -> Economics,All doctorate recipients<sup>a</sup>,Science and engineering,Social sciences,Economics,,4,1183,1196,1255,1236,1239,1244,1247,1212,1229,1287,1290,9.0
11644,r057,All doctorate recipients<sup>a</sup> -> Science and engineering -> Social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Science and engineering,Social sciences,Political science and government,,4,803,775,859,745,743,734,707,636,581,676,665,-17.2
11644,r058,All doctorate recipients<sup>a</sup> -> Science and engineering -> Social sciences -> Public policy analysis,All doctorate recipients<sup>a</sup>,Science and engineering,Social sciences,Public policy analysis,,4,348,327,374,291,293,323,287,306,269,306,299,-14.1
11644,r059,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All doctorate recipients<sup>a</sup>,Science and engineering,Social sciences,"Sociology, demography, and population studies",,4,663,710,762,650,705,695,650,630,578,624,627,-5.4
11644,r060,"All doctorate recipients<sup>a</sup> -> Science and engineering -> Social sciences -> Social sciences, other  ",All doctorate recipients<sup>a</sup>,Science and engineering,Social sciences,"Social sciences, other  ",,4,1494,1571,1627,1811,1762,1634,1798,1829,1819,1930,1929,29.1
11644,r061,All doctorate recipients<sup>a</sup> -> Non-science and engineering,All doctorate recipients<sup>a</sup>,Non-science and engineering,,,,2,13619,13278,13639,13503,13186,12934,12702,12639,11341,12046,12329,-9.5
11644,r062,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Business ,All doctorate recipients<sup>a</sup>,Non-science and engineering,Business ,,,3,1551,1584,1582,1509,1566,1473,1529,1466,1389,1447,1560,0.6
11644,r063,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Education,All doctorate recipients<sup>a</sup>,Non-science and engineering,Education,,,3,4934,4789,5098,5146,4825,4818,4628,4712,4239,4471,4562,-7.5
11644,r064,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Education -> Education leadership and administration,All doctorate recipients<sup>a</sup>,Non-science and engineering,Education,Education leadership and administration,,4,965,893,920,824,921,895,835,929,701,719,735,-23.8
11644,r065,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Education -> Education research,All doctorate recipients<sup>a</sup>,Non-science and engineering,Education,Education research,,4,2703,2560,2772,2384,2418,2500,2304,2308,2198,2274,2324,-14.0
11644,r066,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Education -> Teacher education and teaching fields,All doctorate recipients<sup>a</sup>,Non-science and engineering,Education,Teacher education and teaching fields,,4,1001,1067,1109,1346,1039,1055,1061,1051,905,996,1020,1.9
11644,r067,"All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Education -> Education, other ",All doctorate recipients<sup>a</sup>,Non-science and engineering,Education,"Education, other ",,4,265,269,297,592,447,368,428,424,435,482,483,82.3
11644,r068,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Humanities and arts,All doctorate recipients<sup>a</sup>,Non-science and engineering,Humanities and arts,,,3,5662,5446,5522,5416,5209,5139,5051,4924,4132,4456,4453,-21.4
11644,r069,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Non-science and engineering,Humanities and arts,Letters,,4,1606,1551,1583,1531,1462,1439,1386,1389,1192,1292,1322,-17.7
11644,r070,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Non-science and engineering,Humanities and arts,Foreign languages and literature,,4,701,674,656,599,619,617,610,564,377,442,440,-37.2
11644,r071,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Non-science and engineering,Humanities and arts,History,,4,1095,1108,1074,1082,980,948,912,884,724,749,763,-30.3
11644,r072,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Humanities and arts -> Philosophy and religious studies,All doctorate recipients<sup>a</sup>,Non-science and engineering,Humanities and arts,Philosophy and religious studies,,4,828,773,804,735,757,758,682,667,594,639,614,-25.8
11644,r073,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Humanities and arts -> Music and performing arts,All doctorate recipients<sup>a</sup>,Non-science and engineering,Humanities and arts,Music and performing arts,,4,591,509,529,476,521,486,503,559,479,470,471,-20.3
11644,r074,"All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Humanities and arts -> Humanities and arts, other",All doctorate recipients<sup>a</sup>,Non-science and engineering,Humanities and arts,"Humanities and arts, other",,4,841,831,876,993,870,891,958,861,766,864,843,0.2
11644,r075,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Other non-science and engineering,All doctorate recipients<sup>a</sup>,Non-science and engineering,Other non-science and engineering,,,3,1472,1459,1437,1432,1586,1504,1494,1537,1581,1672,1754,19.2
11644,r076,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Other non-science and engineering -> Communication,All doctorate recipients<sup>a</sup>,Non-science and engineering,Other non-science and engineering,Communication,,4,645,663,667,672,622,630,543,591,508,580,631,-2.2
11644,r077,All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,All doctorate recipients<sup>a</sup>,Non-science and engineering,Other non-science and engineering,Public administration and social services,,4,457,444,428,437,480,496,537,530,506,488,535,17.1
11644,r078,"All doctorate recipients<sup>a</sup> -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",All doctorate recipients<sup>a</sup>,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",,4,370,352,342,323,484,378,414,416,567,604,588,58.9
11644,r079,All doctorate recipients<sup>a</sup> -> Male,All doctorate recipients<sup>a</sup>,Male,,,,2,28326,29008,29532,29572,29442,29742,30105,29844,28045,30457,30356,7.2
11644,r080,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering,All doctorate recipients<sup>a</sup>,Male,Science and engineering,,,3,22471,23341,23741,23949,23877,24239,24801,24467,23263,25569,25421,13.1
11644,r081,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Agricultural sciences and natural resources,,4,730,719,766,776,786,770,775,768,703,719,669,-8.4
11644,r082,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Agricultural sciences and natural resources -> Agricultural sciences,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Agricultural sciences and natural resources,Agricultural sciences,5,450,444,463,461,512,499,512,506,480,485,454,0.9
11644,r083,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,5,280,275,303,315,274,271,263,262,223,234,215,-23.2
11644,r084,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,,4,4058,4088,4100,4154,4088,4079,4192,3883,3810,4212,4251,4.8
11644,r085,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Biochemistry and biophysics,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,Biochemistry and biophysics,5,534,524,511,525,553,500,558,463,422,463,450,-15.7
11644,r086,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Biology and biomedical sciences, general",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,"Biology and biomedical sciences, general",5,287,302,296,474,376,410,411,453,447,527,566,97.2
11644,r087,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",5,274,275,279,333,310,343,405,338,365,442,438,59.9
11644,r088,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Cellular and developmental biology, and anatomy",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,"Cellular and developmental biology, and anatomy",5,294,277,253,229,220,211,183,184,111,112,95,-67.7
11644,r089,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",5,436,414,473,439,421,447,439,378,373,418,431,-1.1
11644,r090,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,Genetics and genomics,5,184,175,158,139,159,145,158,148,172,189,214,16.3
11644,r091,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,5,489,487,507,477,439,469,462,436,425,475,495,1.2
11644,r092,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Molecular biology,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,Molecular biology,5,299,309,288,245,311,256,244,270,346,363,358,19.7
11644,r093,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,5,447,518,516,485,483,467,535,484,417,502,466,4.3
11644,r094,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,5,188,203,164,155,175,159,149,150,147,159,180,-4.3
11644,r095,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Physiology, pathology, and cancer biology",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,"Physiology, pathology, and cancer biology",5,349,330,352,305,314,339,295,250,274,259,275,-21.2
11644,r096,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Biological and biomedical sciences -> Biology and biomedical sciences, other",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Biological and biomedical sciences,"Biology and biomedical sciences, other",5,277,274,303,348,327,333,353,329,311,303,283,2.2
11644,r097,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Computer and information sciences,,4,1502,1580,1581,1662,1566,1565,1711,1861,1774,1959,1978,31.7
11644,r098,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Computer and information sciences -> Computer science,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Computer and information sciences,Computer science,5,1315,1360,1346,1361,1300,1331,1451,1572,1400,1389,1462,11.2
11644,r099,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Computer and information sciences,"Computer and information sciences, other",5,187,220,235,301,266,234,260,289,374,570,516,175.9
11644,r100,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,,4,6946,7401,7578,7267,7447,7710,7830,7875,7575,8407,8381,20.7
11644,r101,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,293,330,308,314,337,337,323,329,310,488,491,67.6
11644,r102,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,5,684,660,698,686,613,687,720,652,630,671,737,7.7
11644,r103,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering -> Chemical and petroleum engineering,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,Chemical and petroleum engineering,5,681,817,825,750,794,835,831,851,838,842,891,30.8
11644,r104,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",5,726,837,843,803,835,809,963,923,789,941,920,26.7
11644,r105,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering -> Electrical and computer engineering,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,Electrical and computer engineering,5,2003,2044,2081,1886,1928,1964,1905,2015,2064,2200,2128,6.2
