table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
7953,r011,All R&D fields -> Science -> Life sciences -> Biological and biomedical sciences,All R&D fields,Science,Life sciences,Biological and biomedical sciences,4,3367260,3641934,3870192,4076229,4467967,4601372,5330871,5543219,5944645,6129121,6426307,6555473
7953,r012,All R&D fields -> Science -> Life sciences -> Health sciences,All R&D fields,Science,Life sciences,Health sciences,4,7199426,7213782,7648898,8166629,8966946,9575996,10286740,11302772,12381089,13093148,13293715,13746283
7953,r013,All R&D fields -> Science -> Life sciences -> Natural resources and conservation<sup>a</sup>,All R&D fields,Science,Life sciences,Natural resources and conservation<sup>a</sup>,4,na,na,na,na,na,na,376714,420183,459114,471909,490870,504860
7953,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,661998,744298,765110,852967,946389,1047113,762639,786831,600344,661007,627538,655713
7953,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,174425,181505,183927,206193,216485,216352,235102,263213,293565,302046,314748,297108
7953,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,1237497,1241486,1235539,1335855,1460817,1547468,1599893,1665351,1759652,1859261,1881284,1888215
7953,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,167275,174884,171364,158341,186138,223564,203808,207291,213751,220579,237386,231394
7953,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,548345,539837,535409,569015,643750,662252,675971,693500,736104,782821,762200,759721
7953,r019,All R&D fields -> Science -> Physical sciences -> Materials science<sup>a</sup>,All R&D fields,Science,Physical sciences,Materials science<sup>a</sup>,4,na,na,na,na,na,na,60465,85353,92399,93436,95474,111600
7953,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,441311,447963,453342,529217,546356,584584,594907,606249,635919,669284,698460,695591
7953,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,80566,78802,75424,79282,84573,77068,64742,72958,81479,93141,87764,89909
7953,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,319135,323732,319823,351950,390872,420006,455971,479926,499137,536072,551956,513370
7953,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,1098933,1115831,1137782,1275647,1294341,1397280,1465224,1621937,1784038,1866695,1984702,1886181
7953,r024,All R&D fields -> Science -> Social sciences -> Anthropology<sup>a</sup>,All R&D fields,Science,Social sciences,Anthropology<sup>a</sup>,4,na,na,na,na,na,na,56330,72214,74768,81384,80978,80013
7953,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,225032,238299,238959,271068,289667,306913,285790,323258,353755,366370,438007,411577
7953,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,222356,222051,248807,284147,281006,322783,280303,308233,339768,361045,347389,339218
7953,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,193433,200650,213272,244805,253159,262440,234783,271292,323575,320358,341591,320233
7953,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,458112,454831,436744,475627,470509,505144,608018,646940,692172,737538,776737,735140
7953,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,717445,625538,662717,731469,621591,632252,609440,551203,540901,550305,591935,648412
7953,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,3606870,3757042,3841125,4234582,4551861,4611439,4790070,5082546,5269974,5546435,5586732,5578658
7953,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,168243,163221,160722,176419,187831,218118,259463,330841,332376,349593,336975,341876
7953,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,274845,301778,319362,327770,344208,397229,434660,495439,551757,571160,563927,600229
7953,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,399894,422987,398860,431871,435516,451680,417143,462778,469559,479355,479563,451994
7953,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,645879,663600,662641,718582,678913,716864,738122,744643,763889,811894,817976,817757
7953,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,676981,695436,709748,766053,737438,720830,769825,835110,862585,888487,908025,871210
7953,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering<sup>a</sup>,All R&D fields,Engineering,Industrial and manufacturing engineering<sup>a</sup>,,3,na,na,na,na,na,na,89486,164729,208013,189643,202337,189773
7953,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,505138,524251,514600,586373,557473,557308,574846,597970,637296,649298,656940,607539
7953,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,273920,283170,295721,346583,708660,600737,301628,294953,298220,308596,314179,281749
7953,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,661970,702599,779471,880931,901822,948673,1204897,1156083,1146279,1298409,1306810,1416531
7953,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,1931908,2166720,2327799,2477310,2296201,2543230,3020798,3084643,3394013,3611503,3787134,3748488
7953,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,283575,300715,346420,380757,405601,499860,574107,656173,712608,794979,806431,836743
7953,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,89057,100477,106583,97840,112562,126051,129645,141228,157341,171091,150494,146666
7953,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,457844,488649,544377,554858,581523,648579,715770,731204,823189,853601,932186,915275
7953,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,202864,251612,271941,309955,327096,370213,385967,433575,454109,488262,509710,500036
7953,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,78771,97391,106939,150957,125504,150278,158258,190803,215444,223928,240960,253885
7953,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,82909,89006,89687,100638,116890,112543,116249,124616,130819,152574,166327,153995
7953,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,63874,70837,74161,80799,86820,92078,125284,116573,126364,149866,158070,168087
7953,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,673014,768033,787691,801506,540205,543628,815518,690471,774139,777202,822956,773801
