table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10265,r033,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Department of the Navy",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Department of the Navy,5,15582419,6884212,166656,8201683,286641,27351,304,15572
10265,r034,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Space Force",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Space Force,5,4517004,274046,228059,3992488,15431,0,6979,0
10265,r035,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of Defense, major systems -> Other defense agencies",All agencies,Departments,"Department of Defense, total experimental development","Department of Defense, major systems",Other defense agencies,5,15089322,5348187,1220780,8153520,332102,19009,969,14755
10265,r036,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,113341,0,0,16163,47143,30085,19950,0
10265,r037,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,3441231,95675,985966,1893703,440870,10695,14023,300
10265,r038,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,225000,0,25267,116803,76327,6603,0,0
10265,r039,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,59302,1341,42885,6786,4016,4092,181,0
10265,r040,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,1384153,0,595186,429087,346038,0,13842,0
10265,r041,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,23450,0,19698,0,3752,0,0,0
10265,r042,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,1579646,75832,235723,1268081,0.05,0,0,0
10265,r043,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,234685,17328,147269,70078,0.05,0,0,0
10265,r044,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,1246109,55579,1002,1189528,0,0,0,0
10265,r045,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,98852,2925,87452,8475,0,0,0,0
10265,r046,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,148631,983,63677,72945,10725,0,0,300
10265,r047,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,21049,17519,3530,0,0,0,0,0
10265,r048,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,26482399,25467693,0,970426,33588,1257,9435,0
10265,r049,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,36055,36055,0,0,0,0,0,0
10265,r050,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,26433481,25424301,0,966938,32336,471,9435,0
10265,r051,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,12863,7337,0,3489,1252,786,0,0
10265,r052,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,285068,149940,51853,45634,20181,8274,4145,5041
10265,r053,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,5233,0,0,5233,0,0,0,0
10265,r054,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,7985,1498,844,2329,2815,0,0,498
10265,r055,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,7780,0,0,0,0,7780,0,0
10265,r056,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,229000,113371,51009,38072,17366,494,4145,4542
10265,r057,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,2070,2070,0,0,0,0,0,0
10265,r058,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,33000,33000,0,0,0,0,0,0
10265,r059,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,173653,147495,0.05,3036,19419,897,2755,0.05
10265,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,1466,762,0.05,0,367,278,0.05,0
10265,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,15724,13417,0,1911,94,134,166,0.05
10265,r062,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,20000,12700,0,800,6500,0,0,0
10265,r063,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,250,0.05,0,0.05,219,0,0,0
10265,r064,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,135081,120029,0,315,11673,485,2579,0
10265,r065,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,1132,566,0,0,566,0,0,0
10265,r066,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,5865,1097,0,1367,3134,0,267,0
10265,r067,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,0.05,0,0,0,0,0,0.05,0
10265,r068,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,5857,1097,0,1367,3134,0,259,0
10265,r069,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,20000,20000,0,0,0,0,0,0
10265,r070,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,284043,31305,82454,138393,5256,826,25613,195
10265,r071,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,244578,22235,82080,136152,3426,489,0,195
10265,r072,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,29775,4162,0,0,0,0,25613,0
10265,r073,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,1000,800,0,0,200,0,0,0
10265,r074,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,8690,4108,374,2241,1630,337,0,0
10265,r075,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,15045,653,0,10212,0,0,0,4180
10265,r076,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,14392,0,0,10212,0,0,0,4180
10265,r077,All agencies -> Departments -> Department of the Treasury -> Mint,All agencies,Departments,Department of the Treasury,Mint,,4,653,653,0,0,0,0,0,0
10265,r078,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,158358,51691,106667,0,0,0,0,0
10265,r079,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10265,r080,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,30487,3200,0,1712,12400,2675,0,10500
10265,r081,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,119086,42798,0,76287,0,0,0,0
10265,r082,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,2406,2406,0,0,0,0,0,0
10265,r083,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,3805240,557741,701003,1793488,89799,633681,130,29398
10265,r084,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,3516,0,0,0,3516,0,0,0
10265,r085,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,27549,0,0,22315,0,5234,0,0
