table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_dhs,field_dot,field_nasa,field_nsf,field_other
11317,r011,All FFRDCs -> University-administered FFRDCs -> National Radio Astronomy Observatory,All FFRDCs,University-administered FFRDCs,National Radio Astronomy Observatory,3,"['102,104', '']","['681', '']","['0', '']","['0', '']","['0', '']","['0', '']","['355', '']","['101,068', '']","['0', '']"
11317,r012,All FFRDCs -> University-administered FFRDCs -> National Solar Observatory,All FFRDCs,University-administered FFRDCs,National Solar Observatory,3,"['39,719', '']","['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['843', '']","['38,852', '']","['0', '']"
11317,r013,All FFRDCs -> University-administered FFRDCs -> NSF's National Optical-Infrared Astronomy Research Laboratory (NSF's NOIRLab),All FFRDCs,University-administered FFRDCs,NSF's National Optical-Infrared Astronomy Research Laboratory (NSF's NOIRLab),3,"['92,841', '']","['87', '']","['4,261', '']","['0', '']","['0', '']","['0', '']","['1,299', '']","['87,194', '']","['0', '']"
11317,r014,All FFRDCs -> University-administered FFRDCs -> Princeton Plasma Physics Laboratory,All FFRDCs,University-administered FFRDCs,Princeton Plasma Physics Laboratory,3,"['127,260', '']","['316', '']","['125,885', '']","['0', '']","['0', '']","['0', '']","['1,010', '']","['49', '']","['0', '']"
11317,r015,All FFRDCs -> University-administered FFRDCs -> SLAC National Accelerator Laboratory,All FFRDCs,University-administered FFRDCs,SLAC National Accelerator Laboratory,3,"['469,601', '']","['8,299', '']","['448,382', '']","['11,165', '']","['173', '']","['0', '']","['296', '']","['650', '']","['636', '']"
11317,r016,All FFRDCs -> University-administered FFRDCs -> Software Engineering Institute,All FFRDCs,University-administered FFRDCs,Software Engineering Institute,3,"['130,141', '']","['87,409', '']","['1,002', '']","['1,283', '']","['30,537', '']","['270', '']","['0', '']","['0', '']","['9,640', '']"
11317,r017,All FFRDCs -> University-administered FFRDCs -> Thomas Jefferson National Accelerator Facility,All FFRDCs,University-administered FFRDCs,Thomas Jefferson National Accelerator Facility,3,"['168,989', '']","['0', '']","['168,989', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
11317,r018,All FFRDCs -> Nonprofit-administered FFRDCs,All FFRDCs,Nonprofit-administered FFRDCs,,2,"['9,879,651', ' ']","['3,173,584', ' ']","['4,839,352', ' ']","['321,207', ' ']","['445,675', ' ']","['177,059', ' ']","['145,341', ' ']","['7,337', ' ']","['770,096', ' ']"
11317,r019,All FFRDCs -> Nonprofit-administered FFRDCs -> Aerospace Federally Funded Research and Development Center,All FFRDCs,Nonprofit-administered FFRDCs,Aerospace Federally Funded Research and Development Center,3,"['1,251,725', '']","['1,080,782', '']","['26,945', '']","['0', '']","['789', '']","['4,466', '']","['100,321', '']","['313', '']","['38,109', '']"
11317,r020,All FFRDCs -> Nonprofit-administered FFRDCs -> Arroyo Center,All FFRDCs,Nonprofit-administered FFRDCs,Arroyo Center,3,"['42,433', '']","['42,433', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
11317,r021,All FFRDCs -> Nonprofit-administered FFRDCs -> Brookhaven National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Brookhaven National Laboratory,3,"['678,623', '']","['3,782', '']","['646,750', '']","['5,130', '']","['714', '']","['0', '']","['9,353', '']","['0', '']","['12,894', '']"
11317,r022,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Advanced Aviation System Development,All FFRDCs,Nonprofit-administered FFRDCs,Center for Advanced Aviation System Development,3,"['166,246', '']","['0', '']","['0', '']","['0', '']","['0', '']","['166,244', '']","['2', '']","['0', '']","['0', '']"
11317,r023,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Communications and Computing,All FFRDCs,Nonprofit-administered FFRDCs,Center for Communications and Computing,3,"['77,391', '']","['77,391', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
11317,r024,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Enterprise Modernization,All FFRDCs,Nonprofit-administered FFRDCs,Center for Enterprise Modernization,3,"['258,155', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['918', '']","['0', '']","['257,235', '']"
11317,r025,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Naval Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Naval Analyses,3,"['96,103', '']","['96,103', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
11317,r026,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Nuclear Waste Regulatory Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Nuclear Waste Regulatory Analyses,3,"['3,467', '']","['11', '']","['129', '']","['0', '']","['0', '']","['87', '']","['0', '']","['0', '']","['3,240', '']"
11317,r027,All FFRDCs -> Nonprofit-administered FFRDCs -> CMS Alliance to Modernize Healthcare,All FFRDCs,Nonprofit-administered FFRDCs,CMS Alliance to Modernize Healthcare,3,"['281,709', '']","['0', '']","['0', '']","['281,709', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
11317,r028,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Operational Analysis Center,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Operational Analysis Center,3,"['66,264', '']","['0', '']","['0', '']","['0', '']","['65,674', '']","['0', '']","['0', '']","['0', '']","['590', '']"
11317,r029,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Systems Engineering and Development Institute,3,"['216,456', '']","['0', '']","['0', '']","['0', '']","['201,186', '']","['0', '']","['0', '']","['0', '']","['15,270', '']"
11317,r030,All FFRDCs -> Nonprofit-administered FFRDCs -> Idaho National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Idaho National Laboratory,3,"['642,971', '']","['91,415', '']","['509,880', '']","['0', '']","['21,217', '']","['1,772', '']","['336', '']","['0', '']","['18,351', '']"
11317,r031,All FFRDCs -> Nonprofit-administered FFRDCs -> National Biodefense Analysis and Countermeasures Center,All FFRDCs,Nonprofit-administered FFRDCs,National Biodefense Analysis and Countermeasures Center,3,"['41,321', '']","['401', '']","['0', '']","['1,533', '']","['26,737', '']","['0', '']","['0', '']","['0', '']","['12,650', '']"
11317,r032,All FFRDCs -> Nonprofit-administered FFRDCs -> National Cybersecurity Center of Excellence,All FFRDCs,Nonprofit-administered FFRDCs,National Cybersecurity Center of Excellence,3,"['23,010', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23,010', '']"
11317,r033,All FFRDCs -> Nonprofit-administered FFRDCs -> National Defense Research Institute,All FFRDCs,Nonprofit-administered FFRDCs,National Defense Research Institute,3,"['67,157', '']","['62,235', '']","['0', '']","['0', '']","['0', '']","['581', '']","['0', '']","['0', '']","['4,341', '']"
11317,r034,All FFRDCs -> Nonprofit-administered FFRDCs -> National Renewable Energy Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,National Renewable Energy Laboratory,3,"['648,671', '']","['16,694', '']","['609,883', '']","['0', '']","['4,810', '']","['862', '']","['715', '']","['0', '']","['15,707', '']"
11317,r035,All FFRDCs -> Nonprofit-administered FFRDCs -> National Security Engineering Center,All FFRDCs,Nonprofit-administered FFRDCs,National Security Engineering Center,3,"['1,367,998', '']","['1,168,542', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['199,456', '']"
11317,r036,All FFRDCs -> Nonprofit-administered FFRDCs -> Oak Ridge National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Oak Ridge National Laboratory,3,"['2,000,646', '']","['55,208', '']","['1,768,996', '']","['6,696', '']","['9,265', '']","['3,047', '']","['31,385', '']","['252', '']","['125,797', '']"
11317,r037,All FFRDCs -> Nonprofit-administered FFRDCs -> Pacific Northwest National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Pacific Northwest National Laboratory,3,"['1,424,969', '']","['199,322', '']","['1,068,347', '']","['25,432', '']","['99,217', '']","['0', '']","['1,453', '']","['317', '']","['30,881', '']"
11317,r038,All FFRDCs -> Nonprofit-administered FFRDCs -> Project Air Force,All FFRDCs,Nonprofit-administered FFRDCs,Project Air Force,3,"['48,729', '']","['48,729', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
11317,r039,All FFRDCs -> Nonprofit-administered FFRDCs -> Savannah River National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Savannah River National Laboratory,3,"['241,518', '']","['29,269', '']","['206,719', '']","['0', '']","['2,609', '']","['0', '']","['0', '']","['0', '']","['2,921', '']"
11317,r040,All FFRDCs -> Nonprofit-administered FFRDCs -> Science and Technology Policy Institute,All FFRDCs,Nonprofit-administered FFRDCs,Science and Technology Policy Institute,3,"['9,977', '']","['202', '']","['119', '']","['707', '']","['0', '']","['0', '']","['699', '']","['6,455', '']","['1,795', '']"
11317,r041,All FFRDCs -> Nonprofit-administered FFRDCs -> Systems and Analyses Center,All FFRDCs,Nonprofit-administered FFRDCs,Systems and Analyses Center,3,"['224,112', '']","['201,065', '']","['1,582', '']","['0', '']","['13,457', '']","['0', '']","['159', '']","['0', '']","['7,849', '']"
11317,r042,All FFRDCs -> Industry-administered FFRDCs,All FFRDCs,Industry-administered FFRDCs,,2,"['10,990,133', ' ']","['1,497,763', ' ']","['8,140,155', ' ']","['951,270', ' ']","['104,885', ' ']","['1,950', ' ']","['71,753', ' ']","['165', ' ']","['222,192', ' ']"
11317,r043,All FFRDCs -> Industry-administered FFRDCs -> Frederick National Laboratory for Cancer Research,All FFRDCs,Industry-administered FFRDCs,Frederick National Laboratory for Cancer Research,3,"['929,754', '']","['118', '']","['0', '']","['929,635', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
11317,r044,All FFRDCs -> Industry-administered FFRDCs -> Lawrence Livermore National Laboratory,All FFRDCs,Industry-administered FFRDCs,Lawrence Livermore National Laboratory,3,"['2,079,762', '']","['360,585', '']","['1,673,949', '']","['8,069', '']","['22,915', '']","['0', '']","['7,886', '']","['0', '']","['6,358', '']"
11317,r045,All FFRDCs -> Industry-administered FFRDCs -> Los Alamos National Laboratory,All FFRDCs,Industry-administered FFRDCs,Los Alamos National Laboratory,3,"['3,742,718', '']","['77,067', '']","['3,483,875', '']","['11,510', '']","['5,916', '']","['0', '']","['62,957', '']","['165', '']","['101,228', '']"
11317,r046,All FFRDCs -> Industry-administered FFRDCs -> Sandia National Laboratories,All FFRDCs,Industry-administered FFRDCs,Sandia National Laboratories,3,"['4,237,899', '']","['1,059,993', '']","['2,982,331', '']","['2,056', '']","['76,054', '']","['1,950', '']","['910', '']","['0', '']","['114,605', '']"
