table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012
10324,r034,All locations -> New York,All locations,New York,,2,3821,4382,4505,5320,5368,5368,4651,6242,5602,5042,4727
10324,r035,All locations -> North Carolina,All locations,North Carolina,,2,1393,1617,1684,1806,1771,1828,1773,2022,2151,2060,1922
10324,r036,All locations -> North Dakota,All locations,North Dakota,,2,105,107,109,118,118,116,98,101,120,118,88
10324,r037,All locations -> Ohio,All locations,Ohio,,2,2380,2967,2794,2961,2724,3661,2580,4460,4099,3555,3436
10324,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,276,570,498,401,271,253,261,370,430,463,450
10324,r039,All locations -> Oregon,All locations,Oregon,,2,504,514,505,650,510,506,581,635,675,711,632
10324,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,3245,3989,3731,3677,3300,3360,3279,4298,4963,4513,3725
10324,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,502,566,642,889,623,628,644,679,670,610,557
10324,r042,All locations -> South Carolina,All locations,South Carolina,,2,371,454,384,493,374,422,453,662,662,497,555
10324,r043,All locations -> South Dakota,All locations,South Dakota,,2,59,55,70,70,76,62,76,79,75,61,63
10324,r044,All locations -> Tennessee,All locations,Tennessee,,2,1157,1131,1382,1426,1489,1908,1690,2081,2105,1899,2112
10324,r045,All locations -> Texas,All locations,Texas,,2,3554,5414,5507,5187,5915,6693,5030,6031,6896,5475,5620
10324,r046,All locations -> Utah,All locations,Utah,,2,458,803,1184,1058,846,991,700,1169,1709,1756,972
10324,r047,All locations -> Vermont,All locations,Vermont,,2,136,201,417,263,106,108,121,151,142,124,103
10324,r048,All locations -> Virginia,All locations,Virginia,,2,6176,6709,7298,8746,8994,9088,9282,9381,9112,8287,8130
10324,r049,All locations -> Washington,All locations,Washington,,2,2023,2442,2311,2641,4087,4751,4340,4157,3915,4931,2757
10324,r050,All locations -> West Virginia,All locations,West Virginia,,2,254,383,316,808,301,219,225,263,313,240,263
10324,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,596,658,646,652,636,671,661,886,796,742,734
10324,r052,All locations -> Wyoming,All locations,Wyoming,,2,40,43,48,38,36,37,47,65,37,37,76
10324,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,288,323,135,161,161,178,160,237,263,269,193
10324,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,135,112,101,101,99,86,85,96,95,97,71
10324,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,153,211,34,59,62,93,75,141,168,172,122
10324,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,64,61,99,97,138,40,87,68,54,36,92
10324,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4373,20468
