table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_nebraska,field_nevada,field_new_hampshire,field_new_jersey,field_new_mexico,field_new_york,field_north_carolina,field_north_dakota,field_ohio,field_oklahoma,field_oregon,field_pennsylvania,field_rhode_island,field_south_carolina,field_south_dakota,field_tennessee,field_texas,field_utah,field_vermont,field_virginia,field_washington,field_west_virginia,field_wisconsin,field_wyoming,field_undistributedc
6573,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['240', '']","['2,198', '']","['9', '']","['0 - 40', '']","['2', '']","['167', '']","['*', 'e']","['24', '']","['75', '']","['*', 'e']","['263', '']","['11', '']","['13', '']","['187', '']","['2', '']","['27', '']","['35', '']","['238', '']","['173', '']","['2', '']","['0', '']","['130', '']","['18', '']","['13', '']","['35', '']","['*', 'e']","['0 - 40', '']"
6573,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['170', '']","['1,092', '']","['*', 'e']","['*', 'e']","['*', 'e']","['6', '']","['0', '']","['26', '']","['6', '']","['0', '']","['237', '']","['*', '']","['3', '']","['116', '']","['2', '']","['16', '']","['0', '']","['1', 'e']","['240', '']","['*', 'e']","['*', 'e']","['4', '']","['15', '']","['10', '']","['9', '']","['0', '']","['0 - 45', '']"
6573,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['150', '']","['1,501', '']","['11', '']","['61 - 105', '']","['51', '']","['207', '']","['*', 'e']","['1', '']","['176 - 327', '']","['*', '']","['2', '']","['95', '']","['1', '']","['97', '']","['15', '']","['*', 'e']","['*', '']","['1', '']","['99', '']","['3', '']","['*', 'e']","['4', '']","['3', '']","['*', 'e']","['1', 'e']","['0', '']","['0 - 45', '']"
6573,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['1,000', '']","['78,652', '']","['27', '']","['11', '']","['35', '']","['9,146', '']","['15', '']","['3,502', '']","['2,460', '']","['4', '']","['532', '']","['39', '']","['59', '']","['6,792', '']","['37', '']","['40', 'e']","['1', '']","['34', '']","['1,036', '']","['237', '']","['43', 'i']","['78', '']","['1,398', '']","['105', 'i']","['424', '']","['5', '']","['5', '']"
6573,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['260', '']","['2,596', '']","['2', '']","['*', 'e']","['*', 'e']","['232', 'i']","['*', 'e']","['211', 'i']","['27', '']","['0', '']","['1,206', '']","['*', 'e']","['1', 'e']","['7', 'i']","['*', 'e']","['3', '']","['*', 'e']","['4', '']","['38', '']","['7', 'i']","['6', '']","['1', 'e']","['1', 'e']","['1', 'e']","['113', '']","['0', '']","['7', '']"
6573,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['460', '']","['1,249', '']","['*', 'e']","['*', 'e']","['4', '']","['66', '']","['*', 'e']","['29', '']","['0 - 150', '']","['0', '']","['181', '']","['4', '']","['12', '']","['128', '']","['6', '']","['11', '']","['*', '']","['8', '']","['52', '']","['2', '']","['*', 'e']","['4', '']","['2', 'i']","['*', 'e']","['9', '']","['*', 'e']","['0 - 45', '']"
6573,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['770', '']","['2,770', '']","['2', 'e']","['3', 'e']","['12', '']","['37', '']","['*', 'e']","['106', '']","['73', '']","['1', 'e']","['332', '']","['44', '']","['6', '']","['114', '']","['8', '']","['51', '']","['2', '']","['38', '']","['99', '']","['4', 'i']","['*', 'e']","['25', '']","['17', '']","['8', '']","['100', 'i']","['0 - 89', 'e']","['0 - 89', '']"
6573,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['160', '']","['1,473', 'i']","['*', 'e']","['1', '']","['*', 'e']","['23', '']","['*', 'e']","['1,030', 'i']","['15', '']","['*', 'e']","['17', '']","['0 - 25', 'e']","['3', '']","['30', '']","['*', 'e']","['8', '']","['*', 'e']","['4', '']","['3', '']","['1', '']","['*', 'i']","['2', '']","['4', '']","['*', 'e']","['9', '']","['*', 'e']","['0 - 25', '']"
6573,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['200', '']","['649', '']","['*', 'e']","['*', 'e']","['8', '']","['2', '']","['*', 'e']","['6', '']","['13', '']","['*', 'e']","['38', '']","['3', '']","['17', '']","['146', '']","['3', '']","['14', '']","['*', '']","['4', '']","['22', '']","['2', 'i']","['1', 'i']","['2', '']","['2', 'i']","['2', '']","['25', '']","['0 - 32', 'e']","['0 - 32', '']"
6573,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['1,690', '']","['2,632', '']","['12', '']","['7', '']","['16', '']","['235', '']","['1', 'e']","['78', '']","['42', '']","['1', 'e']","['224', '']","['13', 'e']","['24', '']","['65', '']","['4', '']","['68', '']","['1', 'e']","['40', '']","['186', '']","['18', '']","['1', 'e']","['19', '']","['126', '']","['2', 'e']","['170', '']","['1', '']","['49', '']"
6573,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['2,080', '']","['13,930', '']","['48', '']","['15', '']","['51', '']","['193', 'i']","['3', 'i']","['593', '']","['325', '']","['126', '']","['415', '']","['172', '']","['439', '']","['282', '']","['37', '']","['180', '']","['14', 'i']","['60', '']","['773', '']","['45', '']","['18', '']","['66', '']","['120', '']","['5', 'e']","['721', '']","['10', '']","['43', '']"
6573,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['180', '']","['1,913', '']","['41', '']","['*', '']","['0', '']","['*', 'e']","['*', 'e']","['1', 'e']","['49', '']","['49', '']","['91', '']","['24', '']","['3', '']","['2', 'e']","['0', '']","['2', '']","['3', '']","['4', '']","['7', '']","['2', 'i']","['0', '']","['1', 'e']","['3', '']","['1', 'i']","['26', '']","['*', 'e']","['4', '']"
6573,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['60', '']","['3,854', '']","['0', '']","['0', '']","['*', 'i']","['29', '']","['0', '']","['58', 'i']","['2', 'e']","['0', '']","['1', 'e']","['0', '']","['0 - 437', '']","['22', '']","['0', '']","['0', '']","['0', '']","['*', 'i']","['275', 'i']","['2', '']","['1', '']","['0', '']","['*', 'e']","['0', '']","['0', '']","['0', '']","['1', '']"
6573,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['100', '']","['1,096', '']","['*', 'e']","['4', '']","['2', '']","['2', '']","['*', 'e']","['350', '']","['13', '']","['*', 'e']","['14', '']","['4', 'i']","['1', '']","['8', '']","['*', 'e']","['159', '']","['*', 'e']","['*', 'e']","['6', '']","['1', 'i']","['0', '']","['35', '']","['14', '']","['*', 'e']","['232', '']","['*', 'e']","['*', '']"
6573,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,760', '']","['7,067', '']","['7', 'e']","['11', '']","['50', '']","['163', 'i']","['3', 'i']","['184', '']","['262', '']","['76', '']","['309', '']","['144', '']","['0 - 437', '']","['251', '']","['37', '']","['19', '']","['11', 'i']","['56', '']","['485', '']","['40', '']","['17', '']","['30', '']","['103', '']","['4', 'e']","['463', '']","['10', '']","['39', '']"
6573,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,160', '']","['75,570', '']","['43', '']","['40', '']","['446', '']","['813', '']","['186', '']","['982', '']","['1,842', '']","['1', 'e']","['652', '']","['57', '']","['4,634', '']","['972', '']","['77', '']","['111', '']","['62', '']","['118', '']","['4,217', '']","['259', '']","['34', '']","['323', '']","['1,172', '']","['6', '']","['195', '']","['403 - 623', '']","['13 - 211', '']"
6573,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['290', '']","['11,495', '']","['8', '']","['14', '']","['119', '']","['360', '']","['24', 'i']","['297', '']","['745', '']","['*', 'e']","['113', '']","['13', '']","['38', '']","['319', 'i']","['6', '']","['17', '']","['1', '']","['47', '']","['772', '']","['81', '']","['1', '']","['195', '']","['207', '']","['2', '']","['26', '']","['0', '']","['4', '']"
6573,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['550', '']","['31,975', 'i']","['6', '']","['3', 'e']","['150', '']","['166', 'i']","['152', '']","['204', '']","['646', 'i']","['0', '']","['91', '']","['2', 'e']","['4,207', '']","['255', '']","['37', '']","['33', '']","['40', '']","['11', '']","['2,129', '']","['74', '']","['16', '']","['16', '']","['123', '']","['2', '']","['45', '']","['299 - 623', '']","['0 - 198', '']"
6573,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['1,120', '']","['10,912', '']","['27', '']","['14', 'i']","['152', '']","['270', '']","['8', '']","['274', '']","['270', '']","['1', 'e']","['400', '']","['39', '']","['246', '']","['310', '']","['28', '']","['60', '']","['22', '']","['55', '']","['461', '']","['75', '']","['15', '']","['97', '']","['373', '']","['1', 'e']","['109', '']","['1', 'e']","['10', '']"
6573,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['220', '']","['3,117', '']","['*', 'e']","['8', 'i']","['36', '']","['38', 'i']","['0', '']","['119', 'i']","['30', 'i']","['0', '']","['92', 'i']","['2', '']","['18', 'i']","['118', '']","['*', 'e']","['17', 'i']","['*', 'e']","['41', '']","['62', 'i']","['27', 'i']","['5', 'i']","['25', 'i']","['84', '']","['0', '']","['56', 'i']","['0', '']","['1', '']"
6573,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['190', '']","['3,400', '']","['7', '']","['3', '']","['93', '']","['122', '']","['3', '']","['92', '']","['125', 'i']","['0', '']","['59', '']","['25', '']","['94', 'i']","['62', '']","['24', '']","['1', '']","['*', 'e']","['1', '']","['153', '']","['14', '']","['*', '']","['37', '']","['70', '']","['0', '']","['5', '']","['*', 'e']","['1', '']"
6573,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['720', '']","['4,395', '']","['20', '']","['2', 'e']","['22', '']","['110', '']","['4', '']","['63', '']","['114', '']","['1', 'e']","['249', 'i']","['12', '']","['133', '']","['130', '']","['3', 'e']","['42', '']","['21', '']","['13', '']","['247', 'i']","['35', '']","['10', '']","['35', '']","['219', '']","['1', 'e']","['48', '']","['*', 'e']","['8', '']"
6573,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['220', '']","['21,188', '']","['1', 'i']","['9', '']","['26', '']","['16', '']","['2', '']","['207', '']","['182', '']","['*', 'e']","['49', 'i']","['3', '']","['143', '']","['88', '']","['7', '']","['2', '']","['*', 'i']","['5', '']","['855', '']","['29', '']","['2', '']","['15', '']","['469', '']","['1', 'e']","['15', 'i']","['0 - 125', '']","['0 - 125', '']"
6573,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['880', '']","['4,886', '']","['1', 'e']","['2', 'e']","['10', '']","['141', '']","['1', 'i']","['107', '']","['238', '']","['*', 'i']","['95', '']","['23', '']","['73', '']","['327', '']","['11', '']","['54', '']","['3', '']","['36', '']","['136', '']","['4', '']","['3', 'e']","['36', '']","['49', '']","['4', '']","['528', '']","['1', 'i']","['0 - 36', '']"
6573,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['970', '']","['31,505', '']","['30', '']","['34', '']","['38', '']","['89', '']","['9', '']","['332', '']","['270', '']","['5', '']","['923', '']","['34', '']","['399', '']","['254', '']","['1', 'e']","['137', '']","['7', '']","['142', '']","['808', '']","['154', '']","['5', '']","['362', '']","['2,257', '']","['12', 'i']","['398', '']","['4', '']","['0 - 34', '']"
6573,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['530', '']","['20,883', '']","['11', '']","['3', '']","['19', '']","['25', '']","['2', '']","['128', '']","['211', '']","['4', '']","['0 - 379', '']","['24', '']","['368', '']","['92', '']","['*', 'e']","['101', '']","['0 - 8', '']","['117', '']","['156', '']","['44', '']","['*', 'e']","['0 - 261', '']","['136', '']","['1', 'e']","['196', '']","['4', '']","['0 - 34', '']"
6573,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['290', '']","['8,900', '']","['19', 'i']","['31', '']","['19', '']","['59', '']","['7', '']","['180', '']","['44', '']","['*', 'i']","['545', '']","['10', '']","['30', '']","['114', '']","['*', 'i']","['9', '']","['*', '']","['17', '']","['631', '']","['109', 'i']","['5', '']","['102', 'i']","['2,119', '']","['11', 'i']","['15', '']","['*', 'e']","['0 - 34', '']"
6573,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['180', '']","['8,341', '']","['19', 'i']","['31', '']","['19', '']","['59', '']","['7', '']","['180', '']","['43', '']","['*', 'i']","['539', '']","['10', '']","['30', '']","['112', '']","['*', 'i']","['9', '']","['*', '']","['16', '']","['584', '']","['109', 'i']","['5', '']","['95', 'i']","['2,115', '']","['11', 'i']","['15', '']","['*', 'e']","['0 - 34', '']"
6573,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['110', 'i']","['559', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['1', '']","['1', '']","['0', '']","['6', '']","['0', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']","['2', '']","['47', '']","['*', '']","['0', '']","['7', '']","['4', '']","['0', '']","['*', 'e']","['0', '']","['*', '']"
6573,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['30', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['*', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['5', 'e']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 8', '']"
6573,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['140', '']","['1,697', '']","['1', '']","['*', 'e']","['1', '']","['6', '']","['0', '']","['23', '']","['14', '']","['*', '']","['0 - 379', '']","['*', 'e']","['1', 'e']","['49', 'i']","['*', 'e']","['21', '']","['0 - 8', '']","['8', '']","['20', '']","['*', 'e']","['0', '']","['0 - 261', '']","['2', 'e']","['*', 'e']","['187', '']","['0', '']","['0 - 34', '']"
6573,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['190', '']","['407', '']","['*', 'e']","['*', 'e']","['*', 'i']","['3', '']","['*', 'e']","['2', '']","['29', '']","['*', 'e']","['4', 'i']","['*', 'e']","['14', '']","['21', '']","['2', '']","['*', 'e']","['*', 'i']","['12', '']","['5', '']","['22', '']","['*', 'e']","['12', '']","['2', '']","['1', '']","['15', '']","['*', 'e']","['14', '']"
6573,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,280', '']","['18,352', '']","['1', 'e']","['293', '']","['45', '']","['721', 'i']","['2', 'e']","['310', '']","['207', '']","['1', 'e']","['399', '']","['3 - 66', '']","['226', '']","['506', '']","['397', 'i']","['14', '']","['2', 'e']","['141', 'i']","['240 - 306', '']","['260', '']","['7', 'i']","['73', '']","['376', '']","['1', 'e']","['601', '']","['0 - 72', 'i']","['0 - 72', '']"
6573,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['770', '']","['15,812', '']","['1', 'e']","['4', 'e']","['31', '']","['661', 'i']","['1', 'e']","['164', '']","['185', '']","['*', 'e']","['367', '']","['4', '']","['69', '']","['446', '']","['24', '']","['10', '']","['1', '']","['133', 'i']","['241', '']","['223', '']","['*', 'e']","['63', '']","['267', '']","['*', 'e']","['555', '']","['0 - 25', 'i']","['0 - 25', '']"
6573,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['520', '']","['2,540', '']","['1', 'e']","['290', '']","['14', '']","['59', '']","['1', 'e']","['147', '']","['22', '']","['*', 'e']","['32', '']","['0 - 62', 'e']","['158', '']","['61', '']","['373', 'i']","['4', 'e']","['1', 'e']","['8', '']","['0 - 65', '']","['36', '']","['7', 'i']","['10', '']","['109', '']","['1', 'e']","['46', '']","['0 - 65', 'e']","['0 - 65', '']"
6573,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['11,880', '']","['180,858', '']","['492', '']","['316', 'i']","['302', '']","['3,968', '']","['171', '']","['10,278', '']","['2,949', '']","['185', '']","['1,263', '']","['383', '']","['1,633', '']","['3,177', '']","['51', '']","['439', '']","['36', '']","['400', '']","['11,901', 'i']","['1,427', '']","['90', '']","['2,796', '']","['30,114', '']","['50', '']","['1,850', '']","['29', 'e']","['537', '']"
6573,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['150', '']","['2,535', '']","['*', 'e']","['63', '']","['*', 'e']","['0 - 25', 'e']","['8', 'e']","['7', '']","['0 - 25', 'e']","['19', '']","['4', 'e']","['141', '']","['0 - 25', 'e']","['19', '']","['*', 'e']","['1', 'e']","['0 - 6', 'e']","['10', '']","['1,867', '']","['10', 'i']","['*', 'e']","['3', 'e']","['0 - 25', 'e']","['5', 'e']","['8', '']","['13', 'e']","['21', '']"
6573,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['40', '']","['237', '']","['0', '']","['0', '']","['0', '']","['0 - 50', '']","['0', '']","['11', '']","['0 - 50', '']","['9', '']","['23', '']","['*', '']","['0 - 50', '']","['7', '']","['0', '']","['0', '']","['*', '']","['0', '']","['44', '']","['5', '']","['0', '']","['0', '']","['0 - 50', '']","['7', '']","['0 - 50', '']","['1', '']","['0 - 50', '']"
6573,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,500', '']","['1,104', '']","['4', 'e']","['5', 'e']","['4', 'e']","['57', '']","['2', 'e']","['73', 'e']","['22', 'e']","['3', 'e']","['30', 'e']","['6', 'e']","['13', 'e']","['29', 'e']","['0 - 19', 'e']","['16', '']","['5', '']","['14', 'e']","['93', 'e']","['8', 'e']","['1', 'e']","['15', 'e']","['0 - 106', 'e']","['2', 'e']","['25', 'e']","['1', 'e']","['0 - 105', '']"
6573,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['60', '']","['3,088 - 15,775', 'i']","['0 - 35', 'e']","['0 - 127', 'i']","['0 - 20', 'i']","['0 - 271', 'i']","['1', 'i']","['0 - 402', 'i']","['0 - 116', '']","['1', 'i']","['0 - 109', 'i']","['1', 'i']","['0 - 308', 'i']","['0 - 138', 'i']","['0 - 19', 'i']","['0 - 46', 'i']","['0 - 6', 'i']","['4', 'i']","['0 - 713', 'i']","['47', 'i']","['0 - 14', 'e']","['0 - 819', 'i']","['0 - 8,532', 'i']","['1', 'i']","['0 - 96', 'i']","['0 - 6', 'e']","['0 - 105', 'i']"
