table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_received_as_a_subrecipient_total,field_received_as_a_subrecipient_federally_financed,field_received_as_a_subrecipient_nonfederally_financed,field_passed_through_to_subrecipients_total,field_passed_through_to_subrecipients_federally_financed,field_passed_through_to_subrecipients_nonfederally_financed
5382,r326,United States -> Utah,United States,Utah,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r327,United States -> Utah -> Public,United States,Utah,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r328,United States -> Utah -> Public -> Southern Utah U.,United States,Utah,Public,Southern Utah U.,4,"['30', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r329,United States -> Utah -> Public -> Utah Valley U.,United States,Utah,Public,Utah Valley U.,4,"['10', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r330,United States -> Vermont,United States,Vermont,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r331,United States -> Vermont -> Private,United States,Vermont,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r332,United States -> Vermont -> Private -> Norwich U.,United States,Vermont,Private,Norwich U.,4,"['593', '']","['523', '']","['70', '']","['0', '']","['0', '']","['0', '']"
5382,r333,United States -> Virginia,United States,Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r334,United States -> Virginia -> Public,United States,Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r335,United States -> Virginia -> Public -> Longwood U.,United States,Virginia,Public,Longwood U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r336,United States -> Virginia -> Public -> Radford U.,United States,Virginia,Public,Radford U.,4,"['80', '']","['69', '']","['11', '']","['41', '']","['29', '']","['12', '']"
5382,r337,United States -> Virginia -> Public -> U. Virginia's C. Wise,United States,Virginia,Public,U. Virginia's C. Wise,4,"['826', '']","['7', '']","['819', '']","['0', '']","['0', '']","['0', '']"
5382,r338,United States -> Virginia -> Public -> Virginia Military Institute,United States,Virginia,Public,Virginia Military Institute,4,"['57', '']","['57', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r339,United States -> Virginia -> Private,United States,Virginia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r340,United States -> Virginia -> Private -> Eastern Mennonite U.,United States,Virginia,Private,Eastern Mennonite U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r341,United States -> Virginia -> Private -> Ferrum C.,United States,Virginia,Private,Ferrum C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r342,United States -> Virginia -> Private -> Roanoke C.,United States,Virginia,Private,Roanoke C.,4,"['4', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r343,United States -> Virginia -> Private -> Washington and Lee U.,United States,Virginia,Private,Washington and Lee U.,4,"['26', '']","['26', '']","['0', '']","['28', '']","['28', '']","['0', '']"
5382,r344,United States -> Washington,United States,Washington,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r345,United States -> Washington -> Public,United States,Washington,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r346,United States -> Washington -> Public -> Evergreen State C.,United States,Washington,Public,Evergreen State C.,4,"['72', '']","['0', '']","['72', '']","['0', '']","['0', '']","['0', '']"
5382,r347,United States -> Washington -> Private,United States,Washington,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r348,United States -> Washington -> Private -> Bastyr U.,United States,Washington,Private,Bastyr U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r349,United States -> Washington -> Private -> Gonzaga U.,United States,Washington,Private,Gonzaga U.,4,"['38', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r350,United States -> Washington -> Private -> Pacific Lutheran U.,United States,Washington,Private,Pacific Lutheran U.,4,"['15', '']","['7', '']","['8', '']","['0', '']","['0', '']","['0', '']"
5382,r351,United States -> Washington -> Private -> Pacific Northwest U. of Health Sciences,United States,Washington,Private,Pacific Northwest U. of Health Sciences,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r352,United States -> Washington -> Private -> Saint Martin's U.,United States,Washington,Private,Saint Martin's U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r353,United States -> Washington -> Private -> Seattle Pacific U.,United States,Washington,Private,Seattle Pacific U.,4,"['185', '']","['185', '']","['0', '']","['62', '']","['62', '']","['0', '']"
5382,r354,United States -> Washington -> Private -> Whitworth U.,United States,Washington,Private,Whitworth U.,4,"['29', '']","['28', '']","['1', '']","['121', '']","['0', '']","['121', '']"
5382,r355,United States -> West Virginia,United States,West Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r356,United States -> West Virginia -> Public,United States,West Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r357,United States -> West Virginia -> Public -> Bluefield State C.,United States,West Virginia,Public,Bluefield State C.,4,"['317', '']","['317', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r358,United States -> West Virginia -> Public -> West Liberty U.,United States,West Virginia,Public,West Liberty U.,4,"['283', '']","['272', '']","['11', '']","['0', '']","['0', '']","['0', '']"
5382,r359,United States -> West Virginia -> Private,United States,West Virginia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r360,United States -> West Virginia -> Private -> Future Generations U.,United States,West Virginia,Private,Future Generations U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5382,r361,United States -> West Virginia -> Private -> U. Charleston,United States,West Virginia,Private,U. Charleston,4,"['7', 'i']","['6', 'i']","['1', 'i']","['7', 'i']","['6', 'i']","['1', 'i']"
5382,r362,United States -> West Virginia -> Private -> Wheeling U.,United States,West Virginia,Private,Wheeling U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r363,United States -> Wisconsin,United States,Wisconsin,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r364,United States -> Wisconsin -> Public,United States,Wisconsin,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r365,United States -> Wisconsin -> Public -> U. Wisconsin-Parkside,United States,Wisconsin,Public,U. Wisconsin-Parkside,4,"['53', '']","['53', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r366,United States -> Wisconsin -> Public -> U. Wisconsin-Stout,United States,Wisconsin,Public,U. Wisconsin-Stout,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r367,United States -> Wisconsin -> Public -> U. Wisconsin-Whitewater,United States,Wisconsin,Public,U. Wisconsin-Whitewater,4,"['79', '']","['72', '']","['7', '']","['12', '']","['12', '']","['0', '']"
5382,r368,United States -> Wisconsin -> Private,United States,Wisconsin,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r369,United States -> Wisconsin -> Private -> Alverno C.,United States,Wisconsin,Private,Alverno C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r370,"United States -> Wisconsin -> Private -> Concordia U., Wisconsin",United States,Wisconsin,Private,"Concordia U., Wisconsin",4,"['241', '']","['206', '']","['35', '']","['11', '']","['11', '']","['0', '']"
5382,r371,United States -> Wisconsin -> Private -> Lawrence U.,United States,Wisconsin,Private,Lawrence U.,4,"['33', '']","['33', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r372,United States -> Wisconsin -> Private -> Northland C.,United States,Wisconsin,Private,Northland C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r373,United States -> Wisconsin -> Private -> St. Norbert C.,United States,Wisconsin,Private,St. Norbert C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r374,United States -> American Samoa,United States,American Samoa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r375,United States -> American Samoa -> Public,United States,American Samoa,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r376,United States -> American Samoa -> Public -> American Samoa Community C.,United States,American Samoa,Public,American Samoa Community C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r377,United States -> Puerto Rico,United States,Puerto Rico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r378,United States -> Puerto Rico -> Public,United States,Puerto Rico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r379,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Aguadilla",United States,Puerto Rico,Public,"U. Puerto Rico, Aguadilla",4,"['33', '']","['0', '']","['33', '']","['0', '']","['0', '']","['0', '']"
5382,r380,"United States -> Puerto Rico -> Public -> U. Puerto Rico, Ponce",United States,Puerto Rico,Public,"U. Puerto Rico, Ponce",4,"['11', 'i']","['11', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5382,r381,United States -> Puerto Rico -> Private,United States,Puerto Rico,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r382,United States -> Puerto Rico -> Private -> Carlos Albizu U.,United States,Puerto Rico,Private,Carlos Albizu U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r383,"United States -> Puerto Rico -> Private -> Pontifical Catholic U. Puerto Rico, Ponce",United States,Puerto Rico,Private,"Pontifical Catholic U. Puerto Rico, Ponce",4,"['46', '']","['46', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r384,United States -> Puerto Rico -> Private -> San Juan Bautista School of Medicine,United States,Puerto Rico,Private,San Juan Bautista School of Medicine,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r385,"United States -> Puerto Rico -> Private -> U. Ana G. Mendez, Cupey",United States,Puerto Rico,Private,"U. Ana G. Mendez, Cupey",4,"['565', '']","['565', '']","['0', '']","['0', '']","['0', '']","['0', '']"
