table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_received_as_a_subrecipient_total,field_received_as_a_subrecipient_federally_financed,field_received_as_a_subrecipient_nonfederally_financed,field_passed_through_to_subrecipients_total,field_passed_through_to_subrecipients_federally_financed,field_passed_through_to_subrecipients_nonfederally_financed
5382,r025,United States -> California -> Private -> Pitzer C.,United States,California,Private,Pitzer C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r026,United States -> California -> Private -> Point Loma Nazarene U.,United States,California,Private,Point Loma Nazarene U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r027,United States -> California -> Private -> Westmont C.,United States,California,Private,Westmont C.,4,"['22', '']","['22', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r028,United States -> California -> Private -> Whittier C.,United States,California,Private,Whittier C.,4,"['13', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r029,United States -> Colorado,United States,Colorado,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r030,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r031,United States -> Colorado -> Public -> Colorado Mesa U.,United States,Colorado,Public,Colorado Mesa U.,4,"['53', '']","['46', '']","['7', '']","['0', '']","['0', '']","['0', '']"
5382,r032,United States -> Colorado -> Public -> Metropolitan State U. of Denver,United States,Colorado,Public,Metropolitan State U. of Denver,4,"['0', '']","['0', '']","['0', '']","['20', '']","['20', '']","['0', '']"
5382,r033,United States -> Colorado -> Public -> Western Colorado U.,United States,Colorado,Public,Western Colorado U.,4,"['41', '']","['41', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r034,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r035,United States -> Colorado -> Private -> Regis U.,United States,Colorado,Private,Regis U.,4,"['4', '']","['4', '']","['0', '']","['41', '']","['41', '']","['0', '']"
5382,r036,United States -> Connecticut,United States,Connecticut,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r037,United States -> Connecticut -> Public,United States,Connecticut,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r038,United States -> Connecticut -> Public -> U.S. Coast Guard Academy,United States,Connecticut,Public,U.S. Coast Guard Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r039,United States -> Connecticut -> Public -> Western Connecticut State U.,United States,Connecticut,Public,Western Connecticut State U.,4,"['0', '']","['0', '']","['0', '']","['116', '']","['116', '']","['0', '']"
5382,r040,United States -> Connecticut -> Private,United States,Connecticut,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r041,United States -> Connecticut -> Private -> Hartford Seminary,United States,Connecticut,Private,Hartford Seminary,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r042,United States -> Connecticut -> Private -> Quinnipiac U.,United States,Connecticut,Private,Quinnipiac U.,4,"['60', 'i']","['57', 'i']","['3', 'i']","['37', 'i']","['34', 'i']","['3', 'i']"
5382,r043,United States -> Connecticut -> Private -> Sacred Heart U.,United States,Connecticut,Private,Sacred Heart U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r044,United States -> Connecticut -> Private -> U. Bridgeport,United States,Connecticut,Private,U. Bridgeport,4,"['60', '']","['54', '']","['6', '']","['0', '']","['0', '']","['0', '']"
5382,r045,United States -> Florida,United States,Florida,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r046,United States -> Florida -> Public,United States,Florida,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r047,United States -> Florida -> Public -> New C. Florida,United States,Florida,Public,New C. Florida,4,"['21', '']","['21', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r048,United States -> Florida -> Private,United States,Florida,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r049,United States -> Florida -> Private -> Barry U.,United States,Florida,Private,Barry U.,4,"['32', '']","['9', '']","['23', '']","['0', '']","['0', '']","['0', '']"
5382,r050,United States -> Florida -> Private -> Bethune-Cookman U.,United States,Florida,Private,Bethune-Cookman U.,4,"['177', '']","['177', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r051,United States -> Florida -> Private -> Eckerd C.,United States,Florida,Private,Eckerd C.,4,"['75', '']","['4', '']","['71', '']","['0', '']","['0', '']","['0', '']"
5382,r052,United States -> Florida -> Private -> Jacksonville U.,United States,Florida,Private,Jacksonville U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r053,United States -> Florida -> Private -> Keiser U.,United States,Florida,Private,Keiser U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r054,United States -> Florida -> Private -> Rollins C.,United States,Florida,Private,Rollins C.,4,"['24', '']","['24', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r055,"United States -> Florida -> Private -> St. Thomas U., Miami Gardens",United States,Florida,Private,"St. Thomas U., Miami Gardens",4,"['117', '']","['117', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r056,United States -> Florida -> Private -> Stetson U.,United States,Florida,Private,Stetson U.,4,"['49', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r057,United States -> Florida -> Private -> U. Tampa,United States,Florida,Private,U. Tampa,4,"['7', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r058,United States -> Georgia,United States,Georgia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r059,United States -> Georgia -> Public,United States,Georgia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r060,United States -> Georgia -> Public -> Clayton State U.,United States,Georgia,Public,Clayton State U.,4,"['237', '']","['224', '']","['13', '']","['0', '']","['0', '']","['0', '']"
5382,r061,United States -> Georgia -> Public -> Georgia C. and State U.,United States,Georgia,Public,Georgia C. and State U.,4,"['12', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r062,United States -> Georgia -> Public -> Georgia Gwinnett C.,United States,Georgia,Public,Georgia Gwinnett C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r063,United States -> Georgia -> Public -> Middle Georgia State U.,United States,Georgia,Public,Middle Georgia State U.,4,"['42', '']","['36', '']","['6', '']","['0', '']","['0', '']","['0', '']"
5382,r064,United States -> Georgia -> Public -> U. West Georgia,United States,Georgia,Public,U. West Georgia,4,"['85', '']","['78', '']","['7', '']","['2', '']","['2', '']","['0', '']"
5382,r065,United States -> Georgia -> Public -> Valdosta State U.,United States,Georgia,Public,Valdosta State U.,4,"['148', '']","['51', '']","['97', '']","['0', '']","['0', '']","['0', '']"
5382,r066,United States -> Georgia -> Private,United States,Georgia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r067,United States -> Georgia -> Private -> Agnes Scott C.,United States,Georgia,Private,Agnes Scott C.,4,"['38', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r068,United States -> Georgia -> Private -> Berry C.,United States,Georgia,Private,Berry C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r069,United States -> Georgia -> Private -> Life U.,United States,Georgia,Private,Life U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r070,United States -> Hawaii,United States,Hawaii,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r071,United States -> Hawaii -> Public,United States,Hawaii,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r072,"United States -> Hawaii -> Public -> U. Hawaii, Maui C.",United States,Hawaii,Public,"U. Hawaii, Maui C.",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r073,United States -> Idaho,United States,Idaho,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r074,United States -> Idaho -> Public,United States,Idaho,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r075,United States -> Idaho -> Public -> Lewis-Clark State C.,United States,Idaho,Public,Lewis-Clark State C.,4,"['329', '']","['329', '']","['0', '']","['141', '']","['141', '']","['0', '']"
5382,r076,United States -> Idaho -> Private,United States,Idaho,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r077,United States -> Idaho -> Private -> Northwest Nazarene U.,United States,Idaho,Private,Northwest Nazarene U.,4,"['178', '']","['178', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r078,United States -> Illinois,United States,Illinois,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r079,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r080,United States -> Illinois -> Public -> Chicago State U.,United States,Illinois,Public,Chicago State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r081,United States -> Illinois -> Public -> Eastern Illinois U.,United States,Illinois,Public,Eastern Illinois U.,4,"['4', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r082,United States -> Illinois -> Public -> Governors State U.,United States,Illinois,Public,Governors State U.,4,"['47', '']","['47', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r083,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r084,United States -> Illinois -> Private -> Augustana C.,United States,Illinois,Private,Augustana C.,4,"['8', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r085,United States -> Illinois -> Private -> Elmhurst U.,United States,Illinois,Private,Elmhurst U.,4,"['0', '']","['0', '']","['0', '']","['67', '']","['67', '']","['0', '']"
5382,r086,United States -> Illinois -> Private -> Illinois C. of Optometry,United States,Illinois,Private,Illinois C. of Optometry,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r087,United States -> Illinois -> Private -> Lake Forest C.,United States,Illinois,Private,Lake Forest C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r088,United States -> Indiana,United States,Indiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r089,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r090,"United States -> Indiana -> Public -> Indiana U., Kokomo",United States,Indiana,Public,"Indiana U., Kokomo",4,"['4', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r091,"United States -> Indiana -> Public -> Indiana U., Northwest",United States,Indiana,Public,"Indiana U., Northwest",4,"['17', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r092,"United States -> Indiana -> Public -> Indiana U., South Bend",United States,Indiana,Public,"Indiana U., South Bend",4,"['54', '']","['54', '']","['0', '']","['87', '']","['87', '']","['0', '']"
5382,r093,"United States -> Indiana -> Public -> Indiana U., Southeast",United States,Indiana,Public,"Indiana U., Southeast",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r094,United States -> Indiana -> Public -> U. Southern Indiana,United States,Indiana,Public,U. Southern Indiana,4,"['52', '']","['52', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r095,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r096,United States -> Indiana -> Private -> Butler U.,United States,Indiana,Private,Butler U.,4,"['65', '']","['44', '']","['21', '']","['21', '']","['21', '']","['0', '']"
5382,r097,United States -> Indiana -> Private -> DePauw U.,United States,Indiana,Private,DePauw U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r098,United States -> Indiana -> Private -> Earlham C.,United States,Indiana,Private,Earlham C.,4,"['11', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r099,United States -> Indiana -> Private -> Indiana Wesleyan U.,United States,Indiana,Private,Indiana Wesleyan U.,4,"['0', '']","['0', '']","['0', '']","['42', '']","['42', '']","['0', '']"
5382,r100,United States -> Indiana -> Private -> Manchester U.,United States,Indiana,Private,Manchester U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r101,United States -> Indiana -> Private -> Taylor U.,United States,Indiana,Private,Taylor U.,4,"['3', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r102,United States -> Indiana -> Private -> U. Evansville,United States,Indiana,Private,U. Evansville,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r103,United States -> Indiana -> Private -> Valparaiso U.,United States,Indiana,Private,Valparaiso U.,4,"['238', '']","['238', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r104,United States -> Iowa,United States,Iowa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r105,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r106,United States -> Iowa -> Private -> Coe C.,United States,Iowa,Private,Coe C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r107,United States -> Iowa -> Private -> Cornell C.,United States,Iowa,Private,Cornell C.,4,"['8', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r108,United States -> Iowa -> Private -> Dordt U.,United States,Iowa,Private,Dordt U.,4,"['0', '']","['0', '']","['0', '']","['31', '']","['31', '']","['0', '']"
5382,r109,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['411', '']","['393', '']","['18', '']","['1', '']","['0', '']","['1', '']"
5382,r110,United States -> Iowa -> Private -> Luther C.,United States,Iowa,Private,Luther C.,4,"['56', '']","['54', '']","['2', '']","['0', '']","['0', '']","['0', '']"
5382,r111,United States -> Kansas,United States,Kansas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r112,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r113,United States -> Kansas -> Public -> Emporia State U.,United States,Kansas,Public,Emporia State U.,4,"['254', '']","['254', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r114,United States -> Kentucky,United States,Kentucky,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r115,United States -> Kentucky -> Private,United States,Kentucky,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r116,United States -> Kentucky -> Private -> Centre C.,United States,Kentucky,Private,Centre C.,4,"['58', '']","['58', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r117,United States -> Louisiana,United States,Louisiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r118,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r119,"United States -> Louisiana -> Public -> Louisiana State U., Shreveport",United States,Louisiana,Public,"Louisiana State U., Shreveport",4,"['321', '']","['321', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r120,United States -> Louisiana -> Public -> McNeese State U.,United States,Louisiana,Public,McNeese State U.,4,"['66', '']","['27', '']","['39', '']","['0', '']","['0', '']","['0', '']"
5382,r121,United States -> Louisiana -> Public -> Nicholls State U.,United States,Louisiana,Public,Nicholls State U.,4,"['24', '']","['22', '']","['2', '']","['96', '']","['0', '']","['96', '']"
5382,r122,"United States -> Louisiana -> Public -> Southern U., New Orleans",United States,Louisiana,Public,"Southern U., New Orleans",4,"['157', '']","['157', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r123,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r124,"United States -> Louisiana -> Private -> Loyola U., New Orleans",United States,Louisiana,Private,"Loyola U., New Orleans",4,"['4', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r125,United States -> Maine,United States,Maine,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r126,United States -> Maine -> Public,United States,Maine,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r127,United States -> Maine -> Public -> U. Maine Farmington,United States,Maine,Public,U. Maine Farmington,4,"['30', 'i']","['27', 'i']","['3', 'i']","['13', 'i']","['11', 'i']","['2', 'i']"
5382,r128,United States -> Maryland,United States,Maryland,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r129,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r130,United States -> Maryland -> Public -> Coppin State U.,United States,Maryland,Public,Coppin State U.,4,"['122', '']","['119', '']","['3', '']","['0', '']","['0', '']","['0', '']"
5382,r131,United States -> Maryland -> Public -> St. Mary's C. Maryland,United States,Maryland,Public,St. Mary's C. Maryland,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r132,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r133,United States -> Maryland -> Private -> Goucher C.,United States,Maryland,Private,Goucher C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r134,"United States -> Maryland -> Private -> Loyola U., Maryland",United States,Maryland,Private,"Loyola U., Maryland",4,"['148', '']","['126', '']","['22', '']","['3', '']","['0', '']","['3', '']"
5382,r135,United States -> Maryland -> Private -> Maryland Institute C. of Art,United States,Maryland,Private,Maryland Institute C. of Art,4,"['151', '']","['52', '']","['99', '']","['0', '']","['0', '']","['0', '']"
5382,r136,United States -> Massachusetts,United States,Massachusetts,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r137,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r138,United States -> Massachusetts -> Public -> Bridgewater State U.,United States,Massachusetts,Public,Bridgewater State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r139,United States -> Massachusetts -> Private,United States,Massachusetts,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r140,United States -> Massachusetts -> Private -> Bentley U.,United States,Massachusetts,Private,Bentley U.,4,"['39', '']","['39', '']","['0', '']","['25', '']","['25', '']","['0', '']"
5382,r141,United States -> Massachusetts -> Private -> C. of the Holy Cross,United States,Massachusetts,Private,C. of the Holy Cross,4,"['29', '']","['29', '']","['0', '']","['13', '']","['13', '']","['0', '']"
5382,r142,United States -> Massachusetts -> Private -> Hampshire C.,United States,Massachusetts,Private,Hampshire C.,4,"['12', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r143,United States -> Massachusetts -> Private -> Hult International Business School,United States,Massachusetts,Private,Hult International Business School,4,"['61', 'i']","['57', 'i']","['4', 'i']","['22', 'i']","['21', 'i']","['1', 'i']"
5382,r144,United States -> Massachusetts -> Private -> Lasell U.,United States,Massachusetts,Private,Lasell U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r145,United States -> Massachusetts -> Private -> MCPHS U.,United States,Massachusetts,Private,MCPHS U.,4,"['15', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r146,United States -> Massachusetts -> Private -> Simmons U.,United States,Massachusetts,Private,Simmons U.,4,"['49', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r147,United States -> Massachusetts -> Private -> Western New England U.,United States,Massachusetts,Private,Western New England U.,4,"['69', '']","['69', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r148,"United States -> Massachusetts -> Private -> Wheaton C., Norton",United States,Massachusetts,Private,"Wheaton C., Norton",4,"['197', '']","['197', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r149,United States -> Michigan,United States,Michigan,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r150,United States -> Michigan -> Public,United States,Michigan,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r151,United States -> Michigan -> Public -> Ferris State U.,United States,Michigan,Public,Ferris State U.,4,"['39', '']","['39', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r152,United States -> Michigan -> Public -> Lake Superior State U.,United States,Michigan,Public,Lake Superior State U.,4,"['45', '']","['45', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r153,United States -> Michigan -> Private,United States,Michigan,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r154,United States -> Michigan -> Private -> Kalamazoo C.,United States,Michigan,Private,Kalamazoo C.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5382,r155,United States -> Minnesota,United States,Minnesota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r156,United States -> Minnesota -> Public,United States,Minnesota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r157,United States -> Minnesota -> Public -> Metropolitan State U.,United States,Minnesota,Public,Metropolitan State U.,4,"['5', 'i']","['4', 'i']","['1', 'i']","['5', 'i']","['5', 'i']","['0', 'i']"
5382,r158,"United States -> Minnesota -> Public -> Minnesota State U., Moorhead",United States,Minnesota,Public,"Minnesota State U., Moorhead",4,"['78', '']","['30', '']","['48', '']","['11', '']","['11', '']","['0', '']"
5382,r159,"United States -> Minnesota -> Public -> U. Minnesota, Crookston",United States,Minnesota,Public,"U. Minnesota, Crookston",4,"['11', '']","['10', '']","['1', '']","['0', '']","['0', '']","['0', '']"
5382,r160,"United States -> Minnesota -> Public -> U. Minnesota, Rochester",United States,Minnesota,Public,"U. Minnesota, Rochester",4,"['106', '']","['106', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r161,United States -> Minnesota -> Public -> Winona State U.,United States,Minnesota,Public,Winona State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r162,United States -> Minnesota -> Private,United States,Minnesota,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r163,United States -> Minnesota -> Private -> Augsburg U.,United States,Minnesota,Private,Augsburg U.,4,"['141', '']","['141', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r164,United States -> Minnesota -> Private -> Bethany Global U.,United States,Minnesota,Private,Bethany Global U.,4,"['10', 'i']","['9', 'i']","['1', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
