table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2020,field_2021,field_2022,field_2023
12731,r173,Missouri -> Private -> Kansas City U.,Missouri,Private,Kansas City U.,3,"['235', '']","['ne', '']","['ne', '']","['274', '']"
12731,r174,Montana,Montana,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r175,Montana -> Public,Montana,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r176,Montana -> Public -> Aaniiih Nakoda C.,Montana,Public,Aaniiih Nakoda C.,3,"['ne', '']","['ne', '']","['864', '']","['1,226', '']"
12731,r177,"Montana -> Public -> Montana State U., Billings",Montana,Public,"Montana State U., Billings",3,"['399', '']","['522', '']","['685', '']","['870', '']"
12731,r178,"Montana -> Public -> Montana State U., Northern",Montana,Public,"Montana State U., Northern",3,"['322', '']","['372', '']","['214', '']","['292', '']"
12731,r179,Montana -> Public -> Salish Kootenai C.,Montana,Public,Salish Kootenai C.,3,"['807', '']","['596', '']","['782', '']","['553', '']"
12731,r180,Nebraska,Nebraska,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r181,Nebraska -> Private,Nebraska,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r182,Nebraska -> Private -> Doane U.,Nebraska,Private,Doane U.,3,"['896', 'i']","['699', 'i']","['502', '']","['374', '']"
12731,r183,Nevada,Nevada,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r184,Nevada -> Public,Nevada,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r185,Nevada -> Public -> C. Southern Nevada,Nevada,Public,C. Southern Nevada,3,"['194', '']","['335', '']","['303', '']","['210', '']"
12731,r186,Nevada -> Public -> Truckee Meadows Community C.,Nevada,Public,Truckee Meadows Community C.,3,"['ne', '']","['ne', '']","['334', '']","['403', '']"
12731,r187,Nevada -> Private,Nevada,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r188,"Nevada -> Private -> Touro U., Nevada",Nevada,Private,"Touro U., Nevada",3,"['ne', '']","['ne', '']","['697', '']","['853', '']"
12731,r189,New Hampshire,New Hampshire,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r190,New Hampshire -> Public,New Hampshire,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r191,New Hampshire -> Public -> Keene State C.,New Hampshire,Public,Keene State C.,3,"['1,063', '']","['919', '']","['770', '']","['1,071', '']"
12731,r192,New Hampshire -> Public -> Plymouth State U.,New Hampshire,Public,Plymouth State U.,3,"['664', '']","['2,318', '']","['669', '']","['1,361', '']"
12731,r193,New Jersey,New Jersey,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r194,New Jersey -> Public,New Jersey,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r195,New Jersey -> Public -> Ramapo C. New Jersey,New Jersey,Public,Ramapo C. New Jersey,3,"['441', '']","['408', '']","['365', '']","['346', '']"
12731,r196,New Jersey -> Private,New Jersey,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r197,New Jersey -> Private -> Fairleigh Dickinson U.,New Jersey,Private,Fairleigh Dickinson U.,3,"['656', '']","['318', '']","['225', '']","['498', '']"
12731,r198,New Jersey -> Private -> Rider U.,New Jersey,Private,Rider U.,3,"['170', '']","['322', '']","['353', '']","['522', '']"
12731,r199,New Mexico,New Mexico,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r200,New Mexico -> Public,New Mexico,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r201,"New Mexico -> Public -> Eastern New Mexico U., Portales",New Mexico,Public,"Eastern New Mexico U., Portales",3,"['358', '']","['355', '']","['499', '']","['394', '']"
12731,r202,New Mexico -> Public -> Northern New Mexico C.,New Mexico,Public,Northern New Mexico C.,3,"['404', '']","['350', '']","['239', '']","['264', '']"
12731,r203,New York,New York,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r204,New York -> Public,New York,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r205,"New York -> Public -> CUNY, Medgar Evers C.",New York,Public,"CUNY, Medgar Evers C.",3,"['882', '']","['694', '']","['595', '']","['881', '']"
12731,r206,"New York -> Public -> SUNY, C. Cortland",New York,Public,"SUNY, C. Cortland",3,"['255', '']","['381', '']","['530', '']","['715', '']"
12731,r207,"New York -> Public -> SUNY, Farmingdale State C.",New York,Public,"SUNY, Farmingdale State C.",3,"['589', '']","['606', '']","['611', '']","['631', '']"
12731,r208,"New York -> Public -> SUNY, New Paltz",New York,Public,"SUNY, New Paltz",3,"['330', '']","['329', '']","['308', '']","['392', '']"
12731,r209,"New York -> Public -> SUNY, Old Westbury",New York,Public,"SUNY, Old Westbury",3,"['335', 'i']","['347', 'i']","['428', '']","['634', '']"
12731,r210,"New York -> Public -> SUNY, Oneonta",New York,Public,"SUNY, Oneonta",3,"['214', '']","['214', '']","['288', '']","['305', '']"
12731,r211,"New York -> Public -> SUNY, Potsdam",New York,Public,"SUNY, Potsdam",3,"['ne', '']","['540', '']","['622', '']","['904', '']"
12731,r212,"New York -> Public -> SUNY, system office",New York,Public,"SUNY, system office",3,"['ne', '']","['ne', '']","['ne', '']","['205', '']"
12731,r213,New York -> Private,New York,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r214,New York -> Private -> Adelphi U.,New York,Private,Adelphi U.,3,"['351', 'i']","['342', '']","['377', '']","['495', '']"
12731,r215,New York -> Private -> Bard C.,New York,Private,Bard C.,3,"['242', '']","['248', '']","['255', '']","['263', '']"
12731,r216,New York -> Private -> Cooper Union,New York,Private,Cooper Union,3,"['501', '']","['545', '']","['501', '']","['571', 'i']"
12731,r217,New York -> Private -> Iona U.,New York,Private,Iona U.,3,"['239', '']","['411', '']","['650', '']","['649', '']"
12731,r218,New York -> Private -> Marist C.,New York,Private,Marist C.,3,"['156', '']","['ne', '']","['ne', '']","['386', '']"
12731,r219,New York -> Private -> Niagara U.,New York,Private,Niagara U.,3,"['1,124', '']","['509', '']","['440', '']","['661', '']"
12731,r220,New York -> Private -> Siena C.,New York,Private,Siena C.,3,"['884', '']","['923', '']","['675', '']","['764', '']"
12731,r221,New York -> Private -> St. Bonaventure U.,New York,Private,St. Bonaventure U.,3,"['585', '']","['378', '']","['642', '']","['1,037', '']"
12731,r222,New York -> Private -> St. Lawrence U.,New York,Private,St. Lawrence U.,3,"['441', '']","['ne', '']","['ne', '']","['521', '']"
12731,r223,New York -> Private -> Utica U.,New York,Private,Utica U.,3,"['549', '']","['466', '']","['562', '']","['812', '']"
12731,r224,North Carolina,North Carolina,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r225,North Carolina -> Public,North Carolina,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r226,"North Carolina -> Public -> U. North Carolina, general administration",North Carolina,Public,"U. North Carolina, general administration",3,"['3,942', '']","['4,024', '']","['3,522', '']","['5,735', '']"
12731,r227,"North Carolina -> Public -> U. North Carolina, Pembroke",North Carolina,Public,"U. North Carolina, Pembroke",3,"['344', '']","['243', '']","['290', '']","['297', '']"
12731,r228,North Carolina -> Private,North Carolina,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r229,North Carolina -> Private -> Shaw U.,North Carolina,Private,Shaw U.,3,"['ne', '']","['ne', '']","['259', '']","['412', '']"
12731,r230,North Dakota,North Dakota,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r231,North Dakota -> Public,North Dakota,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
