table_id,row_id,_b_education_related_debt_level_and_field_b_full_path,_b_education_related_debt_level_and_field_b_level_1,_b_education_related_debt_level_and_field_b_level_2,_b_education_related_debt_level_and_field_b_level_3,_b_education_related_debt_level_and_field_b_level_4,_b_education_related_debt_level_and_field_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
9459,r016,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Physical sciences and earth sciences -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Physical sciences and earth sciences,"$10,001&#8211;$30,000",4,377,380,365,324,335,298,269,317,234,224,228
9459,r017,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Physical sciences and earth sciences -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Physical sciences and earth sciences,"$30,001&#8211;$70,000",4,265,244,268,237,243,217,200,206,171,153,164
9459,r018,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Physical sciences and earth sciences -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Physical sciences and earth sciences,"$70,001 or more",4,108,129,143,143,156,134,131,183,128,103,130
9459,r019,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,,3,3149,3273,3415,3407,3589,3468,3675,3889,4036,3984,4397
9459,r020,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,No debt,4,2505,2633,2685,2747,2885,2835,3045,3250,3404,3375,3796
9459,r021,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,"$10,000 or less",4,202,204,238,222,190,218,215,211,208,203,181
9459,r022,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,"$10,001&#8211;$30,000",4,187,182,189,175,217,175,170,169,189,166,174
9459,r023,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,"$30,001&#8211;$70,000",4,163,142,177,144,165,115,139,141,112,122,125
9459,r024,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,"$70,001 or more",4,92,112,126,119,132,125,106,118,123,118,121
9459,r025,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,,3,7598,7442,7435,7853,8073,7956,7920,8062,7971,7656,8251
9459,r026,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,No debt,4,3560,3446,3431,3635,3966,4057,4168,4339,4442,4356,5006
9459,r027,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,"$10,000 or less",4,657,615,609,670,687,644,609,550,569,445,457
9459,r028,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,"$10,001&#8211;$30,000",4,983,880,860,947,881,840,736,724,699,639,663
9459,r029,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,"$30,001&#8211;$70,000",4,1167,1186,1138,1125,1064,977,918,840,759,747,731
9459,r030,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,"$70,001 or more",4,1231,1315,1397,1476,1475,1438,1489,1609,1502,1469,1394
9459,r031,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,,3,7747,7964,8445,8827,8549,8854,9288,9429,9649,9394,10415
9459,r032,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,No debt,4,5907,5981,6426,6787,6555,7034,7488,7573,7876,7735,8677
9459,r033,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,"$10,000 or less",4,692,706,746,774,759,679,716,639,635,549,566
9459,r034,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,"$10,001&#8211;$30,000",4,549,615,617,613,568,520,516,577,494,492,519
9459,r035,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,"$30,001&#8211;$70,000",4,401,422,413,420,416,361,341,345,317,339,373
9459,r036,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,"$70,001 or more",4,198,240,243,233,251,260,227,295,327,279,280
9459,r037,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,,3,4397,4300,4079,4490,4621,4300,4356,4204,4268,3780,3946
9459,r038,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,No debt,4,2115,1898,1725,1942,2038,1893,1952,1979,2004,1874,1928
9459,r039,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,"$10,000 or less",4,373,361,347,396,369,340,339,267,292,228,243
9459,r040,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,"$10,001&#8211;$30,000",4,534,574,502,555,557,483,480,422,433,337,383
9459,r041,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,"$30,001&#8211;$70,000",4,742,728,732,711,718,673,667,622,601,496,534
9459,r042,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,"$70,001 or more",4,633,739,773,886,939,911,918,914,938,845,858
9459,r043,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,,3,5059,4974,4771,4939,4953,4735,4614,4507,4369,3661,3980
9459,r044,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,No debt,4,2451,2431,2325,2437,2551,2544,2550,2564,2511,2233,2495
9459,r045,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,"$10,000 or less",4,539,525,450,543,466,444,457,402,355,244,271
9459,r046,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,"$10,001&#8211;$30,000",4,671,667,629,633,611,509,483,476,429,286,370
9459,r047,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,"$30,001&#8211;$70,000",4,792,727,726,649,657,554,513,466,473,409,361
9459,r048,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,"$70,001 or more",4,606,624,641,677,668,684,611,599,601,489,483
9459,r049,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup>,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,,3,2416,2624,2554,2609,2609,2676,2530,2618,2591,2580,2756
9459,r050,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,No debt,4,1268,1345,1291,1366,1362,1444,1419,1496,1506,1552,1742
9459,r051,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,"$10,000 or less",4,198,195,188,184,202,171,174,170,178,144,172
9459,r052,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,"$10,001&#8211;$30,000",4,263,295,276,274,267,254,251,254,209,211,218
9459,r053,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,"$30,001&#8211;$70,000",4,353,388,364,357,361,364,288,264,259,234,223
9459,r054,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,"$70,001 or more",4,334,401,435,428,417,443,398,434,439,439,401
