table_id,row_id,field_full_path,field_level_1,field_level_2,field_level_3,field_hierarchy_depth,field_u_s_citizen_or_permanent_resident,field_male,field_female,field_hispanic_or_latino,field_not_hispanic_or_latino,field_american_indian_or_alaska_native,field_asian,field_black_or_african_american,field_native_hawaiian_or_other_pacific_islander,field_white,field_more_than_one_race,field_other_or_unknown_race_or_ethnicity
5782,r024,"S&E technologies -> Engineering technologies -> Engineering technologies/ technicians, other",S&E technologies,Engineering technologies,"Engineering technologies/ technicians, other",3,394,311,83,31,363,5,16,32,0,296,3,11
5782,r025,S&E technologies -> Health technologies,S&E technologies,Health technologies,,2,87048,15894,71154,17156,69892,722,4429,10879,298,47321,2446,3797
5782,r026,S&E technologies -> Health technologies -> Allied health and medical assisting services,S&E technologies,Health technologies,Allied health and medical assisting services,3,28189,4609,23580,5807,22382,195,1292,3245,123,15528,828,1171
5782,r027,"S&E technologies -> Health technologies -> Allied health diagnostic, intervention, and treatment professions",S&E technologies,Health technologies,"Allied health diagnostic, intervention, and treatment professions",3,27212,7685,19527,5534,21678,178,1411,2263,96,16201,695,834
5782,r028,S&E technologies -> Health technologies -> American Sign Language,S&E technologies,Health technologies,American Sign Language,3,1024,130,894,248,776,8,10,74,1,616,41,26
5782,r029,S&E technologies -> Health technologies -> Clinical/ medical laboratory science/ research and allied professions,S&E technologies,Health technologies,Clinical/ medical laboratory science/ research and allied professions,3,2970,644,2326,399,2571,37,260,369,12,1641,76,176
5782,r030,S&E technologies -> Health technologies -> Dental support services and allied professions,S&E technologies,Health technologies,Dental support services and allied professions,3,7242,430,6812,1345,5897,49,545,430,14,4473,200,186
5782,r031,S&E technologies -> Health technologies -> Dietetics and clinical nutrition services,S&E technologies,Health technologies,Dietetics and clinical nutrition services,3,163,16,147,28,135,2,15,14,1,91,9,3
5782,r032,S&E technologies -> Health technologies -> Health aides/ attendants/ orderlies,S&E technologies,Health technologies,Health aides/ attendants/ orderlies,3,36,6,30,0,36,0,0,2,1,33,0,0
5782,r033,S&E technologies -> Health technologies -> Health and medical administrative services,S&E technologies,Health technologies,Health and medical administrative services,3,11531,694,10837,1445,10086,114,333,2934,31,5278,340,1056
5782,r034,S&E technologies -> Health technologies -> Health/ medical preparatory programs,S&E technologies,Health technologies,Health/ medical preparatory programs,3,2211,431,1780,784,1427,26,283,266,2,711,88,51
5782,r035,S&E technologies -> Health technologies -> Medical illustration and informatics,S&E technologies,Health technologies,Medical illustration and informatics,3,43,12,31,2,41,0,4,8,0,29,0,0
5782,r036,S&E technologies -> Health technologies -> Mental and social health services and allied professions,S&E technologies,Health technologies,Mental and social health services and allied professions,3,4061,808,3253,669,3392,58,81,1088,7,1924,117,117
5782,r037,S&E technologies -> Health technologies -> Ophthalmic and optometric support services and allied professions,S&E technologies,Health technologies,Ophthalmic and optometric support services and allied professions,3,469,119,350,118,351,10,37,56,0,222,10,16
5782,r038,"S&E technologies -> Health technologies -> Practical nursing, vocational nursing and nursing assistants",S&E technologies,Health technologies,"Practical nursing, vocational nursing and nursing assistants",3,1611,229,1382,721,890,41,148,88,10,419,35,149
5782,r039,S&E technologies -> Health technologies -> Rehabilitation and therapeutic professions,S&E technologies,Health technologies,Rehabilitation and therapeutic professions,3,286,81,205,56,230,4,10,42,0,155,7,12
5782,r040,S&E technologies -> Science technologies,S&E technologies,Science technologies,,2,3447,1973,1474,856,2591,23,217,433,4,1720,116,78
5782,r041,"S&E technologies -> Science technologies -> Science technologies/ technicians, general",S&E technologies,Science technologies,"Science technologies/ technicians, general",3,62,19,43,14,48,2,3,1,1,36,2,3
5782,r042,S&E technologies -> Science technologies -> Biology technician/ biotechnology laboratory technician,S&E technologies,Science technologies,Biology technician/ biotechnology laboratory technician,3,307,109,198,31,276,2,30,33,0,183,14,14
5782,r043,S&E technologies -> Science technologies -> Nuclear and industrial radiologic technologies/ technicians,S&E technologies,Science technologies,Nuclear and industrial radiologic technologies/ technicians,3,168,140,28,26,142,4,2,9,0,118,6,3
5782,r044,S&E technologies -> Science technologies -> Physical science technologies/ technicians,S&E technologies,Science technologies,Physical science technologies/ technicians,3,1492,1139,353,469,1023,11,53,248,1,660,29,21
5782,r045,"S&E technologies -> Science technologies -> Science technologies/ technicians, other",S&E technologies,Science technologies,"Science technologies/ technicians, other",3,1418,566,852,316,1102,4,129,142,2,723,65,37
5782,r046,S&E technologies -> Other S&E technologies,S&E technologies,Other S&E technologies,,2,1202,925,277,193,1009,5,38,162,6,716,55,27
5782,r047,"S&E technologies -> Other S&E technologies -> Intelligence, command control and information operations",S&E technologies,Other S&E technologies,"Intelligence, command control and information operations",3,867,648,219,138,729,3,29,100,2,547,37,11
5782,r048,S&E technologies -> Other S&E technologies -> Military applied sciences,S&E technologies,Other S&E technologies,Military applied sciences,3,179,144,35,34,145,1,3,42,3,80,11,5
5782,r049,S&E technologies -> Other S&E technologies -> Military systems and maintenance technology,S&E technologies,Other S&E technologies,Military systems and maintenance technology,3,112,96,16,13,99,1,5,17,1,64,7,4
5782,r050,"S&E technologies -> Other S&E technologies -> Military technologies and applied sciences, other",S&E technologies,Other S&E technologies,"Military technologies and applied sciences, other",3,44,37,7,8,36,0,1,3,0,25,0,7
