table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients,field_high_hispanic_enrollment_institution
3293,r025,"Male, all institutions -> Top 53 U.S. institutions -> Massachusetts Institute of Technology","Male, all institutions",Top 53 U.S. institutions,Massachusetts Institute of Technology,3,40,No
3293,r026,"Male, all institutions -> Top 53 U.S. institutions -> U. Texas, Austin","Male, all institutions",Top 53 U.S. institutions,"U. Texas, Austin",3,34,No
3293,r027,"Male, all institutions -> Top 53 U.S. institutions -> Texas A&M U., College Station and Health Science Center","Male, all institutions",Top 53 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,23,No
3293,r028,"Male, all institutions -> Top 53 U.S. institutions -> U. New Mexico, Albuquerque","Male, all institutions",Top 53 U.S. institutions,"U. New Mexico, Albuquerque",3,19,Yes
3293,r029,"Male, all institutions -> Top 53 U.S. institutions -> Florida International U.","Male, all institutions",Top 53 U.S. institutions,Florida International U.,3,18,Yes
3293,r030,"Male, all institutions -> Top 53 U.S. institutions -> Arizona State U.","Male, all institutions",Top 53 U.S. institutions,Arizona State U.,3,15,No
3293,r031,"Male, all institutions -> Top 53 U.S. institutions -> U. California, Riverside","Male, all institutions",Top 53 U.S. institutions,"U. California, Riverside",3,15,Yes
3293,r032,"Male, all institutions -> Top 53 U.S. institutions -> Georgia Institute of Technology","Male, all institutions",Top 53 U.S. institutions,Georgia Institute of Technology,3,14,No
3293,r033,"Male, all institutions -> Top 53 U.S. institutions -> New Mexico State U., Las Cruces","Male, all institutions",Top 53 U.S. institutions,"New Mexico State U., Las Cruces",3,14,Yes
3293,r034,"Male, all institutions -> Top 53 U.S. institutions -> U. California, Irvine","Male, all institutions",Top 53 U.S. institutions,"U. California, Irvine",3,14,Yes
3293,r035,"Male, all institutions -> Top 53 U.S. institutions -> U. California, San Diego","Male, all institutions",Top 53 U.S. institutions,"U. California, San Diego",3,14,No
3293,r036,"Male, all institutions -> Top 53 U.S. institutions -> U. Central Florida","Male, all institutions",Top 53 U.S. institutions,U. Central Florida,3,14,Yes
3293,r037,"Male, all institutions -> Top 53 U.S. institutions -> U. California, Berkeley","Male, all institutions",Top 53 U.S. institutions,"U. California, Berkeley",3,13,No
3293,r038,"Male, all institutions -> Top 53 U.S. institutions -> U. California, Los Angeles","Male, all institutions",Top 53 U.S. institutions,"U. California, Los Angeles",3,13,No
3293,r039,"Male, all institutions -> Top 53 U.S. institutions -> U. California, Davis","Male, all institutions",Top 53 U.S. institutions,"U. California, Davis",3,12,No
3293,r040,"Male, all institutions -> Top 53 U.S. institutions -> U. Maryland, College Park","Male, all institutions",Top 53 U.S. institutions,"U. Maryland, College Park",3,12,No
3293,r041,"Male, all institutions -> Top 53 U.S. institutions -> U. Miami","Male, all institutions",Top 53 U.S. institutions,U. Miami,3,12,No
3293,r042,"Male, all institutions -> Top 53 U.S. institutions -> U. Illinois, Urbana-Champaign","Male, all institutions",Top 53 U.S. institutions,"U. Illinois, Urbana-Champaign",3,11,No
3293,r043,"Male, all institutions -> Top 53 U.S. institutions -> U. Notre Dame","Male, all institutions",Top 53 U.S. institutions,U. Notre Dame,3,11,No
3293,r044,"Male, all institutions -> Top 53 U.S. institutions -> Cornell U.","Male, all institutions",Top 53 U.S. institutions,Cornell U.,3,10,No
3293,r045,"Male, all institutions -> Top 53 U.S. institutions -> Rice U.","Male, all institutions",Top 53 U.S. institutions,Rice U.,3,10,No
3293,r046,"Male, all institutions -> Top 53 U.S. institutions -> U. Arizona","Male, all institutions",Top 53 U.S. institutions,U. Arizona,3,10,Yes
3293,r047,"Male, all institutions -> Top 53 U.S. institutions -> Ohio State U., Columbus","Male, all institutions",Top 53 U.S. institutions,"Ohio State U., Columbus",3,9,No
3293,r048,"Male, all institutions -> Top 53 U.S. institutions -> Florida State U.","Male, all institutions",Top 53 U.S. institutions,Florida State U.,3,8,No
3293,r049,"Male, all institutions -> Top 53 U.S. institutions -> U. New Orleans","Male, all institutions",Top 53 U.S. institutions,U. New Orleans,3,8,No
3293,r050,"Male, all institutions -> Top 53 U.S. institutions -> U. Texas, San Antonio","Male, all institutions",Top 53 U.S. institutions,"U. Texas, San Antonio",3,8,Yes
3293,r051,"Male, all institutions -> Top 53 U.S. institutions -> California State Polytechnic U., Pomona","Male, all institutions",Top 53 U.S. institutions,"California State Polytechnic U., Pomona",3,7,Yes
3293,r052,"Male, all institutions -> Top 53 U.S. institutions -> Duke U.","Male, all institutions",Top 53 U.S. institutions,Duke U.,3,7,No
3293,r053,"Male, all institutions -> Top 53 U.S. institutions -> Purdue U., West Lafayette","Male, all institutions",Top 53 U.S. institutions,"Purdue U., West Lafayette",3,7,No
3293,r054,"Male, all institutions -> Top 53 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick","Male, all institutions",Top 53 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,7,No
3293,r055,"Male, all institutions -> Top 53 U.S. institutions -> Texas Tech U.","Male, all institutions",Top 53 U.S. institutions,Texas Tech U.,3,7,Yes
3293,r056,"Male, all institutions -> Top 53 U.S. institutions -> U. South Florida, Tampa","Male, all institutions",Top 53 U.S. institutions,"U. South Florida, Tampa",3,7,No
3293,r057,"Male, all institutions -> Top 53 U.S. institutions -> U. Southern California","Male, all institutions",Top 53 U.S. institutions,U. Southern California,3,7,No
3293,r058,"Male, all institutions -> Top 53 U.S. institutions -> Brigham Young U., Provo","Male, all institutions",Top 53 U.S. institutions,"Brigham Young U., Provo",3,6,No
3293,r059,"Male, all institutions -> Top 53 U.S. institutions -> U. Delaware","Male, all institutions",Top 53 U.S. institutions,U. Delaware,3,6,No
3293,r060,"Male, all institutions -> Top 53 U.S. institutions -> U. Illinois, Chicago","Male, all institutions",Top 53 U.S. institutions,"U. Illinois, Chicago",3,6,Yes
3293,r061,"Male, all institutions -> Top 53 U.S. institutions -> U. Texas Rio Grande Valley","Male, all institutions",Top 53 U.S. institutions,U. Texas Rio Grande Valley,3,6,Yes
3293,r062,"Male, all institutions -> Top 53 U.S. institutions -> CUNY, City C.","Male, all institutions",Top 53 U.S. institutions,"CUNY, City C.",3,5,Yes
3293,r063,"Male, all institutions -> Top 53 U.S. institutions -> California Institute of Technology","Male, all institutions",Top 53 U.S. institutions,California Institute of Technology,3,5,No
3293,r064,"Male, all institutions -> Top 53 U.S. institutions -> Carnegie Mellon U.","Male, all institutions",Top 53 U.S. institutions,Carnegie Mellon U.,3,5,No
3293,r065,"Male, all institutions -> Top 53 U.S. institutions -> Harvard U.","Male, all institutions",Top 53 U.S. institutions,Harvard U.,3,5,No
3293,r066,"Male, all institutions -> Top 53 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Male, all institutions",Top 53 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,5,No
3293,r067,"Male, all institutions -> Top 53 U.S. institutions -> Princeton U.","Male, all institutions",Top 53 U.S. institutions,Princeton U.,3,5,No
3293,r068,"Male, all institutions -> Top 53 U.S. institutions -> Stanford U.","Male, all institutions",Top 53 U.S. institutions,Stanford U.,3,5,No
3293,r069,"Male, all institutions -> Top 53 U.S. institutions -> U. California, Santa Barbara","Male, all institutions",Top 53 U.S. institutions,"U. California, Santa Barbara",3,5,Yes
3293,r070,"Male, all institutions -> Top 53 U.S. institutions -> U. Colorado Boulder","Male, all institutions",Top 53 U.S. institutions,U. Colorado Boulder,3,5,No
3293,r071,"Male, all institutions -> Top 53 U.S. institutions -> U. Connecticut, Storrs","Male, all institutions",Top 53 U.S. institutions,"U. Connecticut, Storrs",3,5,No
3293,r072,"Male, all institutions -> Top 53 U.S. institutions -> U. Houston","Male, all institutions",Top 53 U.S. institutions,U. Houston,3,5,Yes
3293,r073,"Male, all institutions -> Top 53 U.S. institutions -> U. Michigan, Ann Arbor","Male, all institutions",Top 53 U.S. institutions,"U. Michigan, Ann Arbor",3,5,No
3293,r074,"Male, all institutions -> Top 53 U.S. institutions -> U. Utah","Male, all institutions",Top 53 U.S. institutions,U. Utah,3,5,No
3293,r075,"Male, all institutions -> Other U.S. institutions","Male, all institutions",Other U.S. institutions,,2,328,-
