table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016
1446,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media<sup>d</sup>,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media<sup>d</sup>,2,33412,"['NA', '&nbsp;']","['136,763', '&nbsp;']","['162,729', '&nbsp;']","['167,518', '&nbsp;']","['160,818', '&nbsp;']","['127,377', '&nbsp;']","['131,576', '&nbsp;']","['129,679', '  ']","['202,386', '&nbsp;']"
1446,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['22,369', '&nbsp;']","['30,531', '&nbsp;']","['46,528', '&nbsp;']","['32,477', '&nbsp;']","['29,869', '&nbsp;']","['36,859', '&nbsp;']","['32,417', '&nbsp;']","['109,988', 'i ']","['32,213', '&nbsp;']"
1446,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['29,526', '&nbsp;']","['18,039', '&nbsp;']","['18,034', '&nbsp;']","['37,667', '&nbsp;']","['54,443', '&nbsp;']","['54,074', 'i']","['72,211', 'i']","['15,183', '  ']","['9,030', '&nbsp;']"
1446,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['6,791', '&nbsp;']","['4,680', '&nbsp;']","['4,015', '&nbsp;']","['8,552', '&nbsp;']","['2,041', '&nbsp;']","['6,695', 'i']","['1,747', '&nbsp;']","['1,326', '  ']","['1,900', '&nbsp;']"
1446,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['2,243', '&nbsp;']","['4,112', '&nbsp;']","['3,100', '&nbsp;']","['4,180', '&nbsp;']","['3,294', '&nbsp;']","['4,764', '&nbsp;']","['5,171', '&nbsp;']","['D', '&nbsp;']","['9,734', '&nbsp;']"
1446,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['100,661', '&nbsp;']","['79,098', '&nbsp;']","['157,934', '&nbsp;']","['185,199', '&nbsp;']","['186,007', '&nbsp;']","['197,516', '&nbsp;']","['188,661', '&nbsp;']","['D', '  ']","['139,659', '&nbsp;']"
1446,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['12,419', '&nbsp;']","['8,728', '&nbsp;']","['9,394', '&nbsp;']","['13,503', '&nbsp;']","['11,985', '&nbsp;']","['11,882', '&nbsp;']","['14,588', '&nbsp;']","['15,589', '  ']","['15,265', '&nbsp;']"
1446,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments manufacturing",2,33452,"['5,126', '&nbsp;']","['9,629', '&nbsp;']","['11,268', '&nbsp;']","['7,329', '&nbsp;']","['10,300', '&nbsp;']","['13,337', '&nbsp;']","['12,013', '&nbsp;']","['9,882', 'i ']","['11,780', '&nbsp;']"
1446,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['20,381', '&nbsp;']","['35,476', '&nbsp;']","['37,663', '&nbsp;']","['34,616', '&nbsp;']","['40,865', '&nbsp;']","['44,169', '&nbsp;']","['46,955', '&nbsp;']","['39,940', '  ']","['39,587', '&nbsp;']"
1446,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['47,654', '&nbsp;']","['43,416', '&nbsp;']","['54,549', '&nbsp;']","['58,580', '&nbsp;']","['54,904', '&nbsp;']","['49,253', '&nbsp;']","['56,905', '&nbsp;']","['51,633', '  ']","['73,482', '&nbsp;']"
1446,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['174,950', '&nbsp;']","['124,140', '&nbsp;']","['146,852', '&nbsp;']","['166,401', '&nbsp;']","['166,616', '&nbsp;']","['155,415', '&nbsp;']","['153,493', '&nbsp;']","['119,588', '  ']","['135,376', '&nbsp;']"
1446,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['D', '&nbsp;']","['504', '&nbsp;']","['937', '&nbsp;']","['903', '&nbsp;']","['2,302', '&nbsp;']","['187', '&nbsp;']","['573', '&nbsp;']","['145', '  ']","['390', '&nbsp;']"
1446,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['66,559', '&nbsp;']","['49,109', '&nbsp;']","['95,944', '&nbsp;']","['98,857', '&nbsp;']","['98,046', '&nbsp;']","['113,842', '&nbsp;']","['134,544', '&nbsp;']","['101,485', '  ']","['92,573', '&nbsp;']"
1446,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['S', '&nbsp;']","['6,959', '&nbsp;']","['7,569', '&nbsp;']","['9,732', 'i']","['5,939', '&nbsp;']","['8,600', 'i']","['7,452', '&nbsp;']","['9,077', '  ']","['5,821', '&nbsp;']"
1446,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['7,773', '&nbsp;']","['12,349', '&nbsp;']","['9,361', '&nbsp;']","['15,023', '&nbsp;']","['13,670', '&nbsp;']","['7,406', '&nbsp;']","['7,083', 'i']","['D', '  ']","['1,316', '&nbsp;']"
1446,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['9,178', '&nbsp;']","['9,959', '&nbsp;']","['10,547', '&nbsp;']","['12,611', '&nbsp;']","['10,015', '&nbsp;']","['12,933', '&nbsp;']","['16,421', '&nbsp;']","['19,962', '  ']","['17,050', '&nbsp;']"
1446,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1,899', '&nbsp;']","['2,431', '&nbsp;']","['2,366', '&nbsp;']","['2,434', 'i ']","['339', '&nbsp;']"
1446,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['894', '&nbsp;']","['875', '&nbsp;']","['1,980', '&nbsp;']","['1,666', '&nbsp;']","['2,455', '&nbsp;']","['1,764', '&nbsp;']","['3,557', 'i']","['3,253', '  ']","['3,761', '&nbsp;']"
1446,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['1,581', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1,188', 'i']","['1,919', 'i']","['6,971', 'i']","['1,858', '  ']","['D', '&nbsp;']"
1446,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['345', '&nbsp;']","['395', '&nbsp;']","['565', '&nbsp;']","['1,526', '&nbsp;']","['762', '&nbsp;']","['926', '&nbsp;']","['1,365', '&nbsp;']","['1,381', '  ']","['3,231', 'i']"
1446,r060,"All business activities -> Military armored vehicles, tanks, and tank components manufacturing",All business activities,"Military armored vehicles, tanks, and tank components manufacturing",2,33692,"['249', '&nbsp;']","['462', '&nbsp;']","['D', '&nbsp;']","['484', '&nbsp;']","['224', '&nbsp;']","['164', '&nbsp;']","['2,608', '&nbsp;']","['D', '  ']","['78', '&nbsp;']"
1446,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['2,382', '&nbsp;']","['895', '&nbsp;']","['1,929', '&nbsp;']","['2,349', '&nbsp;']","['2,212', '&nbsp;']","['13,125', '&nbsp;']","['D', '&nbsp;']","['3,093', '  ']","['2,496', '&nbsp;']"
1446,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['7,183', '&nbsp;']","['4,342', '&nbsp;']","['4,610', '&nbsp;']","['6,151', '&nbsp;']","['6,272', '&nbsp;']","['5,960', '&nbsp;']","['6,085', '&nbsp;']","['5,506', '  ']","['6,898', '&nbsp;']"
1446,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['58,419', '&nbsp;']","['57,025', '&nbsp;']","['73,646', '&nbsp;']","['79,038', '&nbsp;']","['80,885', '&nbsp;']","['77,466', '&nbsp;']","['78,288', '&nbsp;']","['81,056', '  ']","['77,007', '&nbsp;']"
1446,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['41,981', '&nbsp;']","['29,242', '&nbsp;']","['30,526', '&nbsp;']","['D', '&nbsp;']","['37,781', '&nbsp;']","['47,716', '&nbsp;']","['43,898', '&nbsp;']","['D', '  ']","['45,526', 'i']"
1446,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['174,168', '&nbsp;']","['116,754', '&nbsp;']","['127,763', '&nbsp;']","['42,957', '&nbsp;']","['25,213', '&nbsp;']","['25,149', 'i']","['18,514', '&nbsp;']","['27,926', '  ']","['27,336', '&nbsp;']"
1446,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['66,765', '&nbsp;']","['33,733', '&nbsp;']","['33,672', '&nbsp;']","['229,921', '&nbsp;']","['237,186', '&nbsp;']","['208,777', '&nbsp;']","['240,437', '&nbsp;']","['160,432', '  ']","['153,073', '&nbsp;']"
1446,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['119', '&nbsp;']","['D', '&nbsp;']","['16', '&nbsp;']","['1,714', 'i']","['50,376', 'i']","['20,233', '&nbsp;']","['20,653', '&nbsp;']","['20,376', '  ']","['544', '&nbsp;']"
1446,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['NA', '&nbsp;']","['D', '&nbsp;']","['27,253', '&nbsp;']","['34,498', '&nbsp;']","['42,738', '&nbsp;']","['28,360', '&nbsp;']","['42,336', '&nbsp;']","['13,516', '  ']","['17,291', '&nbsp;']"
1446,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['NA', '&nbsp;']","['NA', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['34,500', '&nbsp;']","['37,403', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
1446,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['NA', '&nbsp;']","['D', '&nbsp;']","['86,945', '&nbsp;']","['25,930', '&nbsp;']","['32,403', '&nbsp;']","['8,708', '&nbsp;']","['5,691', '&nbsp;']","['D', '  ']","['17,103', '&nbsp;']"
1446,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['D', '&nbsp;']","['D', '&nbsp;']","['11,199', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['30,192', '&nbsp;']","['47,478', '&nbsp;']","['D', '  ']","['45,916', '&nbsp;']"
1446,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['2,512', '&nbsp;']","['240', '&nbsp;']","['474', '&nbsp;']","['975', '&nbsp;']","['826', '&nbsp;']","['1,295', '&nbsp;']","['614', '&nbsp;']","['D', '  ']","['1,294', '&nbsp;']"
1446,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['4,670', '&nbsp;']","['8,159', '&nbsp;']","['7,754', '&nbsp;']","['8,343', '&nbsp;']","['7,008', 'i']","['2,953', 'i']","['2,040', '&nbsp;']","['1,265', '  ']","['1,441', '&nbsp;']"
1446,r074,All business activities -> Software publishers (except Internet)<sup>e</sup>,All business activities,Software publishers (except Internet)<sup>e</sup>,2,51120,"['89,158', '&nbsp;']","['77,832', '&nbsp;']","['84,710', '&nbsp;']","['97,929', '&nbsp;']","['100,697', '&nbsp;']","['112,350', '&nbsp;']","['115,101', '&nbsp;']","['113,255', '  ']","['101,389', '&nbsp;']"
1446,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['6,721', '&nbsp;']","['6,341', '&nbsp;']","['6,635', '&nbsp;']","['5,141', '&nbsp;']","['2,185', '&nbsp;']","['7,140', '&nbsp;']","['D', '&nbsp;']","['1,939', '  ']","['2,490', '&nbsp;']"
1446,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['NA', '&nbsp;']","['5,624', '&nbsp;']","['7,533', '&nbsp;']","['4,466', '&nbsp;']","['7,504', 'i']","['8,215', '&nbsp;']","['D', '&nbsp;']","['10,083', '  ']","['14,715', '&nbsp;']"
