table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_level_8,sex_and_field_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1561,r104,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,8,10522,12048,13690,15668,15066,12159,9939,7944,6884,6894,7306,7700,8751,9209,10144,10863,12222,13802
1561,r105,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,8,5598,5486,5752,5870,6307,6609,6875,6827,6957,6971,7248,7745,8536,9297,9511,9922,10302,10753
1561,r106,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,,7,5988,5909,5974,5879,5998,6415,6953,6986,7284,7451,7598,7794,8284,8347,8815,8765,8888,9357
1561,r107,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,8,54,95,116,110,123,143,131,132,120,146,140,136,153,128,170,144,140,176
1561,r108,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,8,4905,4774,4723,4680,4752,5144,5634,5614,5909,6106,6162,6328,6730,6718,7097,7108,7120,7472
1561,r109,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,8,724,755,824,837,907,900,945,1024,988,925,1015,1001,1062,1162,1186,1219,1347,1454
1561,r110,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,8,305,285,311,252,216,228,243,216,267,274,281,329,339,339,362,294,281,255
1561,r111,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,,,6,118616,120159,125229,132435,139363,145233,148114,151071,154929,157944,162962,171481,181170,186714,187974,185823,184885,184108
1561,r112,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Psychology,,7,57114,57430,59908,61534,64284,66932,68576,70052,71682,73164,75336,78167,84181,88329,90851,91688,92069,91745
1561,r113,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,7,61502,62729,65321,70901,75079,78301,79538,81019,83247,84780,87626,93314,96989,98385,97123,94135,92816,92363
1561,r114,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,8,4742,4706,4926,5230,5281,5380,5606,5630,6120,6430,6703,7024,7927,8175,8083,7351,6819,6235
1561,r115,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,8,3571,3653,3803,3690,4081,4267,4512,4559,4697,4866,4701,5054,5145,4987,4683,4378,4420,4391
1561,r116,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,8,6384,6921,7387,8093,8277,8139,7664,7630,8044,8346,8895,9187,8780,9185,9762,10660,11113,11342
1561,r117,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> History of science,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,History of science,8,52,56,63,54,73,64,67,70,52,52,76,78,73,77,81,72,62,63
1561,r118,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,8,490,512,604,624,717,729,754,879,1003,975,1124,1235,1420,1492,1517,1575,1605,1603
1561,r119,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,8,18321,18651,19743,22522,24408,26410,27127,27545,28155,28135,29799,30777,31514,31473,31082,29790,29396,30078
1561,r120,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,8,18028,17920,17997,18642,19302,20126,19993,20352,20121,20129,20142,20626,21169,21522,21074,20389,20060,19664
1561,r121,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,8,9914,10310,10798,12046,12940,13186,13815,14354,15055,15847,16186,19333,20961,21474,20841,19920,19341,18987
1561,r122,Both sexes -> Female -> All fields -> Non-S&E,Both sexes,Female,All fields,Non-S&E,,,,,4,517607,520223,542022,563817,585036,601353,625534,642236,657176,672907,690608,714765,741130,756484,763588,772768,781474,792019
1561,r123,Both sexes -> Female -> All fields -> Non-S&E -> Engineering technologies,Both sexes,Female,All fields,Non-S&E,Engineering technologies,,,,5,1962,2080,2157,2315,2146,2224,2053,1905,2004,1967,2055,2200,2169,2233,2158,2395,2359,2428
