table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_astronomy,field_chemistry,field_physics,field_other_physical_sciences
6359,r023,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,109264.6,0.0,107915.1,1349.5,0.0
6359,r024,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,109264.6,0.0,107915.1,1349.5,0.0
6359,r025,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,27590.9,0.0,9837.3,9247.3,8506.2
6359,r026,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,12363.5,0.0,2105.6,9247.3,1010.6
6359,r027,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,15227.4,0.0,7731.7,0.0,7495.6
6359,r028,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,951.5,0.0,376.9,330.4,244.2
6359,r029,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,707.3,0.0,376.9,330.4,0.0
6359,r030,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,244.2,0.0,0.0,0.0,244.2
6359,r031,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,6403.9,0.0,5240.5,0.0,1163.5
6359,r032,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,6403.9,0.0,5240.5,0.0,1163.5
6359,r033,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,2627.9,0.0,1899.1,0.0,728.8
6359,r034,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,2627.9,0.0,1899.1,0.0,728.8
6359,r035,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,49428.7,0.0,0.0,0.0,49428.7
6359,r036,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,49428.7,0.0,0.0,0.0,49428.7
6359,r037,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,
6359,r038,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,19.2,0.0,0.0,0.0,19.2
6359,r039,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,9836.6,0.0,8673.9,0.0,1162.7
6359,r040,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,450.0,0.0,0.0,450.0,0.0
6359,r041,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,1215.2,0.0,1215.2,0.0,0.0
6359,r042,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,1653184.1,612490.2,0.0,9076.8,1031617.1
6359,r043,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,1031550.9,252454.3,257496.6,287193.0,234407.1
6359,r044,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,1765.3,1765.3,0.0,0.0,0.0
