table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_male,field_female
9865,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['509', '&nbsp;']","['440', '&nbsp;']","['69', '&nbsp;']"
9865,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['1,110', '&nbsp;']","['852', '&nbsp;']","['258', '&nbsp;']"
9865,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['332', '&nbsp;']","['290', '&nbsp;']","['42', '&nbsp;']"
9865,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['306', '&nbsp;']","['255', '&nbsp;']","['51', '&nbsp;']"
9865,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['190', '&nbsp;']","['180', '&nbsp;']","['10', '&nbsp;']"
9865,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['95', '&nbsp;']","['88', '&nbsp;']","['7', '&nbsp;']"
9865,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['96', '&nbsp;']","['93', '&nbsp;']","['3', '&nbsp;']"
9865,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['3', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']"
9865,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['765', '&nbsp;']","['531', '&nbsp;']","['233', 'r']"
9865,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['34,276', '&nbsp;']","['26,605', '&nbsp;']","['7,671', '&nbsp;']"
9865,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['1,119', '&nbsp;']","['954', '&nbsp;']","['165', '&nbsp;']"
9865,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['5,859', '&nbsp;']","['4,631', '&nbsp;']","['1,228', '&nbsp;']"
9865,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['4,299', '&nbsp;']","['3,382', '&nbsp;']","['917', '&nbsp;']"
9865,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['1,559', '&nbsp;']","['1,248', '&nbsp;']","['311', '&nbsp;']"
9865,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['5,330', '&nbsp;']","['4,454', '&nbsp;']","['876', '&nbsp;']"
9865,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['11,653', '&nbsp;']","['9,670', '&nbsp;']","['1,983', '&nbsp;']"
9865,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['10,315', '&nbsp;']","['6,897', '&nbsp;']","['3,418', '&nbsp;']"
9865,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['1,119', '&nbsp;']","['763', '&nbsp;']","['355', '&nbsp;']"
9865,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['3,199', '&nbsp;']","['1,955', '&nbsp;']","['1,244', '&nbsp;']"
9865,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['5,878', '&nbsp;']","['4,113', '&nbsp;']","['1,765', '&nbsp;']"
9865,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['110', '&nbsp;']","['60', '&nbsp;']","['50', '&nbsp;']"
