table_id,row_id,_b_consortium_b_full_path,_b_consortium_b_level_1,_b_consortium_b_level_2,_b_consortium_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
7297,r019,All consortia -> Consortium of Organizations for Strong Motion Observation Systems,All consortia,Consortium of Organizations for Strong Motion Observation Systems,2,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
7297,r020,All consortia -> Consortium of Universities for the Advancement of Hydrologic Science Inc.,All consortia,Consortium of Universities for the Advancement of Hydrologic Science Inc.,2,2278.1,1784.5,2094.1,2192.0,2317.2,2342.8,2589.2,2743.9,3049.6
7297,r021,All consortia -> Consortium of Universities of the Washington Metropolitan Area,All consortia,Consortium of Universities of the Washington Metropolitan Area,2,3331.9,3246.2,2897.6,4427.4,1880.0,3493.7,4483.3,1105.8,0.0
7297,r022,All consortia -> Great Lakes Inter-Tribal Council Inc.,All consortia,Great Lakes Inter-Tribal Council Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.5
7297,r023,All consortia -> Gulf of Maine Association,All consortia,Gulf of Maine Association,2,210.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0
7297,r024,All consortia -> Gulf of Mexico Alliance,All consortia,Gulf of Mexico Alliance,2,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
7297,r025,All consortia -> Human Relations Area Files,All consortia,Human Relations Area Files,2,0.0,0.0,999.5,0.0,0.0,46.4,99.6,0.0,1384.3
7297,r026,All consortia -> ICAMR Inc.,All consortia,ICAMR Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138.8
7297,r027,All consortia -> Innovative Solutions Consortium,All consortia,Innovative Solutions Consortium,2,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
7297,r028,All consortia -> Institute for Public Policy and Economic Development,All consortia,Institute for Public Policy and Economic Development,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6,0.0
7297,r029,All consortia -> Lake Michigan Air Directors Consortium,All consortia,Lake Michigan Air Directors Consortium,2,874.5,977.2,1213.1,1109.1,1085.6,1060.8,1070.6,934.7,0.0
7297,r030,All consortia -> Land Institute,All consortia,Land Institute,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.4
7297,r031,All consortia -> Louisiana Universities Marine Consortium,All consortia,Louisiana Universities Marine Consortium,2,867.0,399.9,458.6,369.0,941.8,1314.6,1400.5,1049.6,662.8
7297,r032,All consortia -> Marine Environmental Sciences Consortium,All consortia,Marine Environmental Sciences Consortium,2,125.0,649.4,125.0,173.7,789.4,448.9,608.2,1315.0,1622.5
7297,r033,All consortia -> Midwest Pesticide Action Center,All consortia,Midwest Pesticide Action Center,2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7297,r034,All consortia -> Minority Serving Institutions STEM Research and Development Consortium,All consortia,Minority Serving Institutions STEM Research and Development Consortium,2,0.0,0.0,0.0,0.0,0.0,0.0,1874.4,472.6,0.0
7297,r035,All consortia -> National Consortium for Graduate Degrees for Minorities in Engineering and Science Inc.,All consortia,National Consortium for Graduate Degrees for Minorities in Engineering and Science Inc.,2,0.0,0.0,0.0,0.0,50.0,95.0,0.0,4156.3,1000.0
7297,r036,All consortia -> National Grazing Lands Coalition,All consortia,National Grazing Lands Coalition,2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7297,r037,All consortia -> National Physical Science Consortium,All consortia,National Physical Science Consortium,2,264.0,204.0,332.8,440.0,455.4,776.0,543.3,430.1,318.7
7297,r038,All consortia -> New Jersey Sea Grant Consortium Inc.,All consortia,New Jersey Sea Grant Consortium Inc.,2,1225.5,426.4,707.9,0.0,0.0,0.0,0.0,2318.4,2412.3
7297,r039,All consortia -> New Mexico Consortium,All consortia,New Mexico Consortium,2,2780.9,2896.8,1729.2,2507.6,494.5,790.3,342.9,828.5,4707.9
7297,r040,All consortia -> New York Structural Biology Center,All consortia,New York Structural Biology Center,2,6201.8,5338.5,10976.7,3547.3,2753.8,5280.8,13450.5,17328.5,21066.5
7297,r041,All consortia -> North Texas Asthma Consortium,All consortia,North Texas Asthma Consortium,2,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7297,r042,All consortia -> Northeast Radio Observatory Corp.,All consortia,Northeast Radio Observatory Corp.,2,3123.6,945.7,938.0,901.3,495.3,698.3,0.0,100.0,0.0
7297,r043,All consortia -> Northwest Center for Alternatives to Pesticides,All consortia,Northwest Center for Alternatives to Pesticides,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2
7297,r044,All consortia -> Oak Ridge Associated Universities,All consortia,Oak Ridge Associated Universities,2,31513.5,45144.4,55612.4,51859.9,34448.1,35734.8,41090.3,25408.4,15977.0
7297,r045,All consortia -> South Carolina Sea Grant Consortium,All consortia,South Carolina Sea Grant Consortium,2,0.0,25.0,1412.7,1659.8,1502.6,0.0,0.0,1556.7,1579.0
7297,r046,All consortia -> Southeastern Universities Research Association,All consortia,Southeastern Universities Research Association,2,75.0,880.9,1257.2,30.0,0.0,1050.0,0.0,0.0,37.5
7297,r047,All consortia -> Southwestern Ohio Council for Higher Education,All consortia,Southwestern Ohio Council for Higher Education,2,2417.1,312.2,613.7,1524.6,1952.9,2117.6,1840.8,1719.6,0.0
7297,r048,All consortia -> Stephenson Technologies Corp.,All consortia,Stephenson Technologies Corp.,2,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,4637.2
7297,r049,All consortia -> Texas Association of Developing Colleges,All consortia,Texas Association of Developing Colleges,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.7
7297,r050,All consortia -> U. Corp. for Atmospheric Research,All consortia,U. Corp. for Atmospheric Research,2,36734.8,46916.2,48673.7,41723.0,43898.3,65006.3,57831.3,62302.5,69517.1
7297,r051,All consortia -> U. Pennsylvania Linguistic Data Consortium,All consortia,U. Pennsylvania Linguistic Data Consortium,2,0.0,0.0,0.0,0.0,0.0,0.0,2259.5,0.0,2335.6
7297,r052,All consortia -> UNAVCO Inc.,All consortia,UNAVCO Inc.,2,15800.6,15761.7,13986.6,13712.8,14577.7,14659.2,13653.7,8579.1,14190.1
7297,r053,All consortia -> Universities Research Association,All consortia,Universities Research Association,2,202.4,215.3,217.1,170.0,170.0,163.7,113.4,90.1,0.0
7297,r054,All consortia -> West Virginia High Technology Consortium Foundation,All consortia,West Virginia High Technology Consortium Foundation,2,3040.9,2546.3,1625.8,1322.5,617.7,691.1,816.6,169.6,0.0
7297,r055,All consortia -> Wild Fish Conservancy,All consortia,Wild Fish Conservancy,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.5,0.0
