table_id,row_id,ffrdc_full_path,ffrdc_level_1,ffrdc_level_2,ffrdc_level_3,ffrdc_hierarchy_depth,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_dhs,field_dot,field_nasa,field_nsf,field_other
2778,r011,All FFRDCs -> University-administered FFRDCs -> National Solar Observatory,All FFRDCs,University-administered FFRDCs,National Solar Observatory,3,"['15,892', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['586', '']","['15,306', '']","['0', '']"
2778,r012,All FFRDCs -> University-administered FFRDCs -> NSF&#8217;s National Optical-Infrared Astronomy Research Laboratory (NSF&#8217;s NOIRLab),All FFRDCs,University-administered FFRDCs,NSF&#8217;s National Optical-Infrared Astronomy Research Laboratory (NSF&#8217;s NOIRLab),3,"['28,760', '']","['18', '']","['3,372', '']","['0', '']","['0', '']","['0', '']","['211', '']","['25,159', '']","['0', '']"
2778,r013,All FFRDCs -> University-administered FFRDCs -> Princeton Plasma Physics Laboratory,All FFRDCs,University-administered FFRDCs,Princeton Plasma Physics Laboratory,3,"['91,119', '']","['470', '']","['90,186', '']","['0', '']","['0', '']","['0', '']","['430', '']","['24', '']","['9', '']"
2778,r014,All FFRDCs -> University-administered FFRDCs -> SLAC National Accelerator Laboratory,All FFRDCs,University-administered FFRDCs,SLAC National Accelerator Laboratory,3,"['352,527', '']","['1,630', '']","['342,247', '']","['3,730', '']","['402', '']","['0', '']","['24', '']","['1,348', '']","['3,146', '']"
2778,r015,All FFRDCs -> University-administered FFRDCs -> Software Engineering Institute,All FFRDCs,University-administered FFRDCs,Software Engineering Institute,3,"['140,940', '']","['89,912', '']","['1,348', '']","['945', '']","['43,229', '']","['408', '']","['0', '']","['0', '']","['5,098', '']"
2778,r016,All FFRDCs -> University-administered FFRDCs -> Thomas Jefferson National Accelerator Facility,All FFRDCs,University-administered FFRDCs,Thomas Jefferson National Accelerator Facility,3,"['123,795', '']","['27', '']","['123,735', '']","['0', '']","['0', '']","['0', '']","['0', '']","['33', '']","['0', '']"
2778,r017,All FFRDCs -> Nonprofit-administered FFRDCs,All FFRDCs,Nonprofit-administered FFRDCs,,2,"['6,891,730', ' ']","['2,523,426', ' ']","['2,919,915', ' ']","['242,622', ' ']","['290,465', ' ']","['159,165', ' ']","['97,528', ' ']","['6,831', ' ']","['651,778', ' ']"
2778,r018,All FFRDCs -> Nonprofit-administered FFRDCs -> Aerospace Federally Funded Research and Development Center,All FFRDCs,Nonprofit-administered FFRDCs,Aerospace Federally Funded Research and Development Center,3,"['1,062,804', '']","['952,908', '']","['11,578', '']","['82', '']","['2,897', '']","['854', '']","['56,602', '']","['202', '']","['37,681', '']"
2778,r019,All FFRDCs -> Nonprofit-administered FFRDCs -> Arroyo Center,All FFRDCs,Nonprofit-administered FFRDCs,Arroyo Center,3,"['37,956', '']","['37,956', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
2778,r020,All FFRDCs -> Nonprofit-administered FFRDCs -> Brookhaven National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Brookhaven National Laboratory,3,"['561,030', '']","['706', '']","['528,289', '']","['3,127', '']","['1,157', '']","['0', '']","['9,403', '']","['0', '']","['18,348', '']"
2778,r021,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Advanced Aviation System Development,All FFRDCs,Nonprofit-administered FFRDCs,Center for Advanced Aviation System Development,3,"['152,539', '']","['0', '']","['0', '']","['0', '']","['0', '']","['152,539', '']","['0', '']","['0', '']","['0', '']"
2778,r022,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Communications and Computing,All FFRDCs,Nonprofit-administered FFRDCs,Center for Communications and Computing,3,"['68,371', '']","['68,371', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
2778,r023,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Enterprise Modernization,All FFRDCs,Nonprofit-administered FFRDCs,Center for Enterprise Modernization,3,"['173,127', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['429', '']","['0', '']","['172,698', '']"
2778,r024,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Naval Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Naval Analyses,3,"['96,697', '']","['96,697', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
2778,r025,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Nuclear Waste Regulatory Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Nuclear Waste Regulatory Analyses,3,"['6,340', '']","['0', '']","['104', '']","['0', '']","['0', '']","['69', '']","['3', '']","['0', '']","['6,164', '']"
2778,r026,All FFRDCs -> Nonprofit-administered FFRDCs -> CMS Alliance to Modernize Healthcare,All FFRDCs,Nonprofit-administered FFRDCs,CMS Alliance to Modernize Healthcare,3,"['213,369', '']","['0', '']","['0', '']","['213,369', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
2778,r027,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Operational Analysis Center,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Operational Analysis Center,3,"['54,751', '']","['0', '']","['0', '']","['0', '']","['54,751', '']","['0', '']","['0', '']","['0', '']","['0', '']"
2778,r028,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Systems Engineering and Development Institute,3,"['115,813', '']","['0', '']","['0', '']","['0', '']","['115,813', '']","['0', '']","['0', '']","['0', '']","['0', '']"
2778,r029,All FFRDCs -> Nonprofit-administered FFRDCs -> Judiciary Engineering and Modernization Center,All FFRDCs,Nonprofit-administered FFRDCs,Judiciary Engineering and Modernization Center,3,"['7,331', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,331', '']"
2778,r030,All FFRDCs -> Nonprofit-administered FFRDCs -> National Biodefense Analysis and Countermeasures Center,All FFRDCs,Nonprofit-administered FFRDCs,National Biodefense Analysis and Countermeasures Center,3,"['39,003', '']","['0', '']","['0', '']","['841', '']","['25,001', '']","['0', '']","['0', '']","['0', '']","['13,161', '']"
2778,r031,All FFRDCs -> Nonprofit-administered FFRDCs -> National Cybersecurity Center of Excellence,All FFRDCs,Nonprofit-administered FFRDCs,National Cybersecurity Center of Excellence,3,"['22,205', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['22,205', '']"
2778,r032,All FFRDCs -> Nonprofit-administered FFRDCs -> National Defense Research Institute,All FFRDCs,Nonprofit-administered FFRDCs,National Defense Research Institute,3,"['67,647', '']","['66,494', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,153', '']"
2778,r033,All FFRDCs -> Nonprofit-administered FFRDCs -> National Renewable Energy Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,National Renewable Energy Laboratory,3,"['405,923', '']","['8,818', '']","['383,571', '']","['0', '']","['616', '']","['862', '']","['255', '']","['0', '']","['11,801', '']"
2778,r034,All FFRDCs -> Nonprofit-administered FFRDCs -> National Security Engineering Center,All FFRDCs,Nonprofit-administered FFRDCs,National Security Engineering Center,3,"['1,123,616', '']","['905,689', '']","['221', '']","['0', '']","['0', '']","['0', '']","['120', '']","['0', '']","['217,586', '']"
2778,r035,All FFRDCs -> Nonprofit-administered FFRDCs -> Oak Ridge National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Oak Ridge National Laboratory,3,"['1,454,122', '']","['36,811', '']","['1,251,873', '']","['4,948', '']","['13,447', '']","['4,841', '']","['28,592', '']","['0', '']","['113,610', '']"
2778,r036,All FFRDCs -> Nonprofit-administered FFRDCs -> Pacific Northwest National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Pacific Northwest National Laboratory,3,"['993,733', '']","['133,960', '']","['744,015', '']","['18,924', '']","['68,145', '']","['0', '']","['1,718', '']","['830', '']","['26,141', '']"
2778,r037,All FFRDCs -> Nonprofit-administered FFRDCs -> Project Air Force,All FFRDCs,Nonprofit-administered FFRDCs,Project Air Force,3,"['48,325', '']","['48,325', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
2778,r038,All FFRDCs -> Nonprofit-administered FFRDCs -> Science and Technology Policy Institute,All FFRDCs,Nonprofit-administered FFRDCs,Science and Technology Policy Institute,3,"['9,080', '']","['336', '']","['196', '']","['1,331', '']","['0', '']","['0', '']","['375', '']","['5,799', '']","['1,043', '']"
2778,r039,All FFRDCs -> Nonprofit-administered FFRDCs -> Systems and Analyses Center,All FFRDCs,Nonprofit-administered FFRDCs,Systems and Analyses Center,3,"['177,948', '']","['166,355', '']","['68', '']","['0', '']","['8,638', '']","['0', '']","['31', '']","['0', '']","['2,856', '']"
2778,r040,All FFRDCs -> Industry-administered FFRDCs,All FFRDCs,Industry-administered FFRDCs,,2,"['8,650,429', ' ']","['1,377,036', ' ']","['6,097,380', ' ']","['763,536', ' ']","['119,790', ' ']","['1,907', ' ']","['62,389', ' ']","['0', ' ']","['228,391', ' ']"
2778,r041,All FFRDCs -> Industry-administered FFRDCs -> Frederick National Laboratory for Cancer Research,All FFRDCs,Industry-administered FFRDCs,Frederick National Laboratory for Cancer Research,3,"['751,452', '']","['1,009', '']","['0', '']","['750,442', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
2778,r042,All FFRDCs -> Industry-administered FFRDCs -> Idaho National Laboratory,All FFRDCs,Industry-administered FFRDCs,Idaho National Laboratory,3,"['463,588', '']","['60,374', '']","['336,172', '']","['0', '']","['39,110', '']","['5', '']","['11,767', '']","['0', '']","['16,160', '']"
2778,r043,All FFRDCs -> Industry-administered FFRDCs -> Lawrence Livermore National Laboratory,All FFRDCs,Industry-administered FFRDCs,Lawrence Livermore National Laboratory,3,"['1,480,978', '']","['252,990', '']","['1,185,857', '']","['5,526', '']","['24,157', '']","['0', '']","['1,316', '']","['0', '']","['11,132', '']"
2778,r044,All FFRDCs -> Industry-administered FFRDCs -> Los Alamos National Laboratory,All FFRDCs,Industry-administered FFRDCs,Los Alamos National Laboratory,3,"['2,440,514', '']","['79,753', '']","['2,222,251', '']","['6,724', '']","['8,507', '']","['0', '']","['46,393', '']","['0', '']","['76,886', '']"
2778,r045,All FFRDCs -> Industry-administered FFRDCs -> Sandia National Laboratories,All FFRDCs,Industry-administered FFRDCs,Sandia National Laboratories,3,"['3,340,658', '']","['956,375', '']","['2,209,348', '']","['844', '']","['45,186', '']","['1,902', '']","['2,910', '']","['0', '']","['124,093', '']"
2778,r046,All FFRDCs -> Industry-administered FFRDCs -> Savannah River National Laboratory,All FFRDCs,Industry-administered FFRDCs,Savannah River National Laboratory,3,"['173,239', '']","['26,535', '']","['143,752', '']","['0', '']","['2,830', '']","['0', '']","['3', '']","['0', '']","['119', '']"
