table_id,row_id,level_and_field_of_highest_degree_full_path,level_and_field_of_highest_degree_level_1,level_and_field_of_highest_degree_level_2,level_and_field_of_highest_degree_level_3,level_and_field_of_highest_degree_level_4,level_and_field_of_highest_degree_level_5,level_and_field_of_highest_degree_hierarchy_depth,field_total,field_business_or_industry_total,field_business_or_industry_for_profit_business_or_industry,field_business_or_industry_nonprofit_business_or_industry,field_business_or_industry_self_employed_not_incorporated,field_education_total,field_education_4_year_educational_institutiona,field_education_2_year_college_or_precollege_educational_institution,field_government_total,field_government_federal_government,field_government_state_or_local_government
6838,r055,All degrees -> Bachelor's -> S&E fields -> Social and related sciences,All degrees,Bachelor's,S&E fields,Social and related sciences,,4,4044000,2990000,2244000,409000,337000,568000,190000,378000,486000,171000,315000
6838,r056,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Economics,All degrees,Bachelor's,S&E fields,Social and related sciences,Economics,5,751000,637000,541000,19000,77000,37000,10000,27000,78000,39000,38000
6838,r057,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Political and related sciences,All degrees,Bachelor's,S&E fields,Social and related sciences,Political and related sciences,5,780000,613000,490000,80000,44000,65000,32000,33000,102000,43000,58000
6838,r058,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Psychology,All degrees,Bachelor's,S&E fields,Social and related sciences,Psychology,5,1372000,961000,661000,187000,113000,257000,98000,159000,154000,46000,108000
6838,r059,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Sociology and anthropology,All degrees,Bachelor's,S&E fields,Social and related sciences,Sociology and anthropology,5,722000,497000,345000,88000,64000,119000,30000,90000,106000,34000,72000
6838,r060,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Other social sciences,All degrees,Bachelor's,S&E fields,Social and related sciences,Other social sciences,5,419000,282000,207000,36000,40000,90000,21000,69000,47000,9000,38000
6838,r061,All degrees -> Bachelor's -> S&E fields -> Engineering,All degrees,Bachelor's,S&E fields,Engineering,,4,2387000,2031000,1860000,63000,108000,120000,86000,34000,236000,110000,126000
6838,r062,"All degrees -> Bachelor's -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All degrees,Bachelor's,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,84000,64000,62000,S,,11000,4000,S,9000,7000,
6838,r063,All degrees -> Bachelor's -> S&E fields -> Engineering -> Chemical engineering,All degrees,Bachelor's,S&E fields,Engineering,Chemical engineering,5,167000,149000,133000,11000,5000,11000,9000,S,7000,4000,2000
6838,r064,All degrees -> Bachelor's -> S&E fields -> Engineering -> Civil and architectural engineering,All degrees,Bachelor's,S&E fields,Engineering,Civil and architectural engineering,5,362000,267000,242000,4000,22000,10000,9000,S,85000,14000,70000
6838,r065,All degrees -> Bachelor's -> S&E fields -> Engineering -> Electrical and computer engineering,All degrees,Bachelor's,S&E fields,Engineering,Electrical and computer engineering,5,816000,728000,665000,34000,29000,28000,24000,4000,60000,35000,25000
6838,r066,All degrees -> Bachelor's -> S&E fields -> Engineering -> Industrial engineering,All degrees,Bachelor's,S&E fields,Engineering,Industrial engineering,5,141000,127000,119000,2000,6000,9000,S,7000,5000,5000,0.05
6838,r067,All degrees -> Bachelor's -> S&E fields -> Engineering -> Mechanical engineering,All degrees,Bachelor's,S&E fields,Engineering,Mechanical engineering,5,541000,464000,435000,4000,25000,28000,17000,11000,49000,35000,14000
6838,r068,All degrees -> Bachelor's -> S&E fields -> Engineering -> Other engineering,All degrees,Bachelor's,S&E fields,Engineering,Other engineering,5,276000,231000,204000,7000,21000,24000,20000,4000,21000,9000,13000
6838,r069,All degrees -> Bachelor's -> S&E-related fields,All degrees,Bachelor's,S&E-related fields,,,3,3390000,2686000,1662000,831000,193000,432000,175000,257000,273000,96000,177000
6838,r070,All degrees -> Bachelor's -> S&E-related fields -> Health,All degrees,Bachelor's,S&E-related fields,Health,,4,2555000,2065000,1137000,786000,142000,274000,148000,126000,215000,67000,148000
6838,r071,All degrees -> Bachelor's -> S&E-related fields -> Science and mathematics teacher education,All degrees,Bachelor's,S&E-related fields,Science and mathematics teacher education,,4,179000,48000,43000,S,S,125000,13000,112000,5000,,
6838,r072,All degrees -> Bachelor's -> S&E-related fields -> Technology and technical fields,All degrees,Bachelor's,S&E-related fields,Technology and technical fields,,4,360000,315000,276000,23000,17000,17000,6000,12000,27000,20000,7000
6838,r073,All degrees -> Bachelor's -> S&E-related fields -> Other S&E-related fields,All degrees,Bachelor's,S&E-related fields,Other S&E-related fields,,4,297000,257000,206000,20000,30000,15000,9000,7000,25000,8000,17000
6838,r074,All degrees -> Bachelor's -> Non-S&E fields,All degrees,Bachelor's,Non-S&E fields,,,3,16499000,12049000,9636000,1216000,1196000,2934000,520000,2414000,1516000,496000,1021000
6838,r075,All degrees -> Bachelor's -> Non-S&E fields -> Management and administration fields,All degrees,Bachelor's,Non-S&E fields,Management and administration fields,,4,6509000,5409000,4599000,380000,431000,483000,259000,224000,617000,256000,361000
6838,r076,"All degrees -> Bachelor's -> Non-S&E fields -> Education, except science and math teacher education",All degrees,Bachelor's,Non-S&E fields,"Education, except science and math teacher education",,4,2223000,843000,546000,191000,106000,1300000,18000,1282000,81000,27000,54000
6838,r077,All degrees -> Bachelor's -> Non-S&E fields -> Social service and related fields,All degrees,Bachelor's,Non-S&E fields,Social service and related fields,,4,531000,401000,162000,164000,75000,41000,11000,30000,89000,10000,79000
6838,r078,All degrees -> Bachelor's -> Non-S&E fields -> Sales and marketing fields,All degrees,Bachelor's,Non-S&E fields,Sales and marketing fields,,4,1063000,998000,887000,49000,61000,40000,,39000,25000,23000,S
6838,r079,All degrees -> Bachelor's -> Non-S&E fields -> Art and humanities fields,All degrees,Bachelor's,Non-S&E fields,Art and humanities fields,,4,3356000,2417000,1843000,205000,369000,674000,154000,520000,264000,107000,158000
6838,r080,All degrees -> Bachelor's -> Non-S&E fields -> Other non-S&E fields,All degrees,Bachelor's,Non-S&E fields,Other non-S&E fields,,4,2816000,1981000,1600000,227000,155000,395000,77000,319000,439000,73000,366000
6838,r081,All degrees -> Master's,All degrees,Master's,,,,2,13260000,7763000,5671000,1427000,664000,4186000,919000,3268000,1311000,571000,740000
6838,r082,All degrees -> Master's -> S&E fields,All degrees,Master's,S&E fields,,,3,3138000,2159000,1751000,261000,147000,583000,275000,308000,397000,197000,200000
6838,r083,"All degrees -> Master's -> S&E fields -> Biological, agricultural, and environmental life sciences",All degrees,Master's,S&E fields,"Biological, agricultural, and environmental life sciences",,4,351000,194000,138000,46000,10000,106000,60000,46000,51000,23000,28000
6838,r084,"All degrees -> Master's -> S&E fields -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences",All degrees,Master's,S&E fields,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,5,40000,23000,16000,S,0.05,9000,6000,3000,8000,S,2000
6838,r085,"All degrees -> Master's -> S&E fields -> Biological, agricultural, and environmental life sciences -> Biological sciences",All degrees,Master's,S&E fields,"Biological, agricultural, and environmental life sciences",Biological sciences,5,254000,138000,100000,29000,9000,91000,50000,41000,24000,11000,13000
6838,r086,"All degrees -> Master's -> S&E fields -> Biological, agricultural, and environmental life sciences -> Environmental life sciences",All degrees,Master's,S&E fields,"Biological, agricultural, and environmental life sciences",Environmental life sciences,5,57000,33000,22000,10000,S,5000,3000,,19000,6000,12000
6838,r087,All degrees -> Master's -> S&E fields -> Computer and mathematical sciences,All degrees,Master's,S&E fields,Computer and mathematical sciences,,4,754000,599000,546000,30000,24000,99000,50000,49000,56000,28000,28000
6838,r088,All degrees -> Master's -> S&E fields -> Computer and mathematical sciences -> Computer and information sciences,All degrees,Master's,S&E fields,Computer and mathematical sciences,Computer and information sciences,5,613000,520000,476000,26000,18000,46000,31000,15000,48000,22000,26000
6838,r089,All degrees -> Master's -> S&E fields -> Computer and mathematical sciences -> Mathematics and statistics,All degrees,Master's,S&E fields,Computer and mathematical sciences,Mathematics and statistics,5,141000,80000,69000,4000,6000,53000,19000,34000,8000,6000,S
6838,r090,All degrees -> Master's -> S&E fields -> Physical and related sciences,All degrees,Master's,S&E fields,Physical and related sciences,,4,179000,110000,94000,6000,11000,49000,29000,20000,20000,14000,7000
6838,r091,"All degrees -> Master's -> S&E fields -> Physical and related sciences -> Chemistry, except biochemistry",All degrees,Master's,S&E fields,Physical and related sciences,"Chemistry, except biochemistry",5,64000,44000,39000,1000,S,16000,7000,9000,4000,3000,1000
6838,r092,"All degrees -> Master's -> S&E fields -> Physical and related sciences -> Earth, atmospheric, and ocean sciences",All degrees,Master's,S&E fields,Physical and related sciences,"Earth, atmospheric, and ocean sciences",5,63000,34000,31000,S,1000,17000,9000,8000,12000,8000,4000
6838,r093,All degrees -> Master's -> S&E fields -> Physical and related sciences -> Physics and astronomy,All degrees,Master's,S&E fields,Physical and related sciences,Physics and astronomy,5,50000,31000,23000,,5000,15000,13000,3000,4000,S,
6838,r094,All degrees -> Master's -> S&E fields -> Physical and related sciences -> Other physical sciences,All degrees,Master's,S&E fields,Physical and related sciences,Other physical sciences,5,2000,1000,0.05,,,1000,,0.05,,,
6838,r095,All degrees -> Master's -> S&E fields -> Social and related sciences,All degrees,Master's,S&E fields,Social and related sciences,,4,954000,523000,299000,154000,70000,271000,91000,179000,161000,68000,92000
6838,r096,All degrees -> Master's -> S&E fields -> Social and related sciences -> Economics,All degrees,Master's,S&E fields,Social and related sciences,Economics,5,81000,57000,35000,10000,12000,11000,8000,3000,13000,8000,5000
6838,r097,All degrees -> Master's -> S&E fields -> Social and related sciences -> Political and related sciences,All degrees,Master's,S&E fields,Social and related sciences,Political and related sciences,5,185000,103000,65000,34000,4000,27000,12000,15000,55000,40000,15000
6838,r098,All degrees -> Master's -> S&E fields -> Social and related sciences -> Psychology,All degrees,Master's,S&E fields,Social and related sciences,Psychology,5,474000,271000,144000,80000,47000,155000,32000,123000,48000,8000,40000
6838,r099,All degrees -> Master's -> S&E fields -> Social and related sciences -> Sociology and anthropology,All degrees,Master's,S&E fields,Social and related sciences,Sociology and anthropology,5,74000,28000,17000,7000,S,26000,16000,10000,21000,4000,17000
6838,r100,All degrees -> Master's -> S&E fields -> Social and related sciences -> Other social sciences,All degrees,Master's,S&E fields,Social and related sciences,Other social sciences,5,140000,64000,38000,23000,3000,51000,23000,28000,25000,10000,15000
6838,r101,All degrees -> Master's -> S&E fields -> Engineering,All degrees,Master's,S&E fields,Engineering,,4,899000,733000,675000,25000,32000,59000,45000,14000,108000,63000,45000
6838,r102,"All degrees -> Master's -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All degrees,Master's,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,37000,27000,23000,S,,1000,1000,,8000,4000,
6838,r103,All degrees -> Master's -> S&E fields -> Engineering -> Chemical engineering,All degrees,Master's,S&E fields,Engineering,Chemical engineering,5,33000,25000,24000,0.05,0.05,S,S,S,S,,0.05
6838,r104,All degrees -> Master's -> S&E fields -> Engineering -> Civil and architectural engineering,All degrees,Master's,S&E fields,Engineering,Civil and architectural engineering,5,121000,88000,79000,,9000,7000,5000,S,26000,5000,21000
6838,r105,All degrees -> Master's -> S&E fields -> Engineering -> Electrical and computer engineering,All degrees,Master's,S&E fields,Engineering,Electrical and computer engineering,5,382000,327000,303000,9000,14000,25000,19000,S,30000,25000,5000
6838,r106,All degrees -> Master's -> S&E fields -> Engineering -> Industrial engineering,All degrees,Master's,S&E fields,Engineering,Industrial engineering,5,65000,59000,54000,3000,S,3000,S,S,3000,1000,
6838,r107,All degrees -> Master's -> S&E fields -> Engineering -> Mechanical engineering,All degrees,Master's,S&E fields,Engineering,Mechanical engineering,5,117000,102000,96000,3000,3000,6000,4000,S,9000,7000,2000
6838,r108,All degrees -> Master's -> S&E fields -> Engineering -> Other engineering,All degrees,Master's,S&E fields,Engineering,Other engineering,5,145000,105000,97000,6000,3000,9000,9000,1000,31000,20000,11000
6838,r109,All degrees -> Master's -> S&E-related fields,All degrees,Master's,S&E-related fields,,,3,1788000,1158000,699000,381000,78000,458000,148000,310000,172000,71000,101000
6838,r110,All degrees -> Master's -> S&E-related fields -> Health,All degrees,Master's,S&E-related fields,Health,,4,1349000,927000,508000,365000,54000,275000,122000,154000,147000,67000,80000
6838,r111,All degrees -> Master's -> S&E-related fields -> Science and mathematics teacher education,All degrees,Master's,S&E-related fields,Science and mathematics teacher education,,4,203000,30000,20000,3000,S,170000,S,153000,2000,,2000
6838,r112,All degrees -> Master's -> S&E-related fields -> Technology and technical fields,All degrees,Master's,S&E-related fields,Technology and technical fields,,4,84000,76000,68000,S,S,5000,4000,S,3000,2000,2000
6838,r113,All degrees -> Master's -> S&E-related fields -> Other S&E-related fields,All degrees,Master's,S&E-related fields,Other S&E-related fields,,4,151000,124000,103000,9000,12000,7000,4000,S,20000,2000,18000
6838,r114,All degrees -> Master's -> Non-S&E fields,All degrees,Master's,Non-S&E fields,,,3,8334000,4446000,3221000,786000,439000,3146000,496000,2650000,742000,303000,439000
6838,r115,All degrees -> Master's -> Non-S&E fields -> Management and administration fields,All degrees,Master's,Non-S&E fields,Management and administration fields,,4,2953000,2461000,2107000,191000,163000,211000,110000,101000,281000,153000,128000
6838,r116,"All degrees -> Master's -> Non-S&E fields -> Education, except science and math teacher education",All degrees,Master's,Non-S&E fields,"Education, except science and math teacher education",,4,2787000,388000,222000,81000,84000,2343000,139000,2204000,57000,13000,44000
6838,r117,All degrees -> Master's -> Non-S&E fields -> Social service and related fields,All degrees,Master's,Non-S&E fields,Social service and related fields,,4,733000,533000,210000,283000,40000,109000,33000,76000,91000,30000,61000
6838,r118,All degrees -> Master's -> Non-S&E fields -> Sales and marketing fields,All degrees,Master's,Non-S&E fields,Sales and marketing fields,,4,252000,227000,196000,S,16000,15000,S,S,S,,S
6838,r119,All degrees -> Master's -> Non-S&E fields -> Art and humanities fields,All degrees,Master's,Non-S&E fields,Art and humanities fields,,4,765000,442000,237000,98000,106000,290000,124000,166000,33000,6000,28000
6838,r120,All degrees -> Master's -> Non-S&E fields -> Other non-S&E fields,All degrees,Master's,Non-S&E fields,Other non-S&E fields,,4,843000,396000,249000,118000,30000,177000,83000,94000,271000,102000,169000
6838,r121,All degrees -> Doctorate,All degrees,Doctorate,,,,2,1796000,805000,536000,163000,107000,863000,717000,147000,128000,89000,39000
6838,r122,All degrees -> Doctorate -> S&E fields,All degrees,Doctorate,S&E fields,,,3,1082000,517000,399000,62000,56000,468000,424000,43000,97000,74000,23000
6838,r123,"All degrees -> Doctorate -> S&E fields -> Biological, agricultural, and environmental life sciences",All degrees,Doctorate,S&E fields,"Biological, agricultural, and environmental life sciences",,4,308000,131000,98000,22000,10000,145000,134000,12000,31000,24000,7000
6838,r124,"All degrees -> Doctorate -> S&E fields -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences",All degrees,Doctorate,S&E fields,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,5,21000,11000,10000,0.05,,9000,8000,,2000,2000,
6838,r125,"All degrees -> Doctorate -> S&E fields -> Biological, agricultural, and environmental life sciences -> Biological sciences",All degrees,Doctorate,S&E fields,"Biological, agricultural, and environmental life sciences",Biological sciences,5,279000,118000,87000,22000,10000,133000,122000,11000,28000,22000,6000
6838,r126,"All degrees -> Doctorate -> S&E fields -> Biological, agricultural, and environmental life sciences -> Environmental life sciences",All degrees,Doctorate,S&E fields,"Biological, agricultural, and environmental life sciences",Environmental life sciences,5,7000,2000,1000,,,4000,4000,,1000,,S
6838,r127,All degrees -> Doctorate -> S&E fields -> Computer and mathematical sciences,All degrees,Doctorate,S&E fields,Computer and mathematical sciences,,4,100000,51000,48000,3000,,44000,42000,2000,5000,4000,
6838,r128,All degrees -> Doctorate -> S&E fields -> Computer and mathematical sciences -> Computer and information sciences,All degrees,Doctorate,S&E fields,Computer and mathematical sciences,Computer and information sciences,5,52000,35000,33000,S,,16000,16000,,S,,
6838,r129,All degrees -> Doctorate -> S&E fields -> Computer and mathematical sciences -> Mathematics and statistics,All degrees,Doctorate,S&E fields,Computer and mathematical sciences,Mathematics and statistics,5,48000,17000,15000,2000,,28000,26000,2000,4000,4000,
