table_id,row_id,aggregated_field_name_and_constituent_fields_full_path,aggregated_field_name_and_constituent_fields_level_1,aggregated_field_name_and_constituent_fields_level_2,aggregated_field_name_and_constituent_fields_level_3,aggregated_field_name_and_constituent_fields_level_4,aggregated_field_name_and_constituent_fields_level_5,aggregated_field_name_and_constituent_fields_hierarchy_depth
2870,r278,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Engineering, other",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>","Engineering, other",,4
2870,r279,Education,Education,,,,,1
2870,r280,Education -> Education administration,Education,Education administration,,,,2
2870,r281,Education -> Education administration -> Educational administration and supervision,Education,Education administration,Educational administration and supervision,,,3
2870,r282,"Education -> Education administration -> Educational and human resource studies, development",Education,Education administration,"Educational and human resource studies, development",,,3
2870,r283,Education -> Education administration -> Educational leadership,Education,Education administration,Educational leadership,,,3
2870,r284,Education -> Education administration -> Urban education and leadership,Education,Education administration,Urban education and leadership,,,3
2870,r285,Education -> Education research,Education,Education research,,,,2
2870,r286,"Education -> Education research -> Counseling education, counseling and guidance",Education,Education research,"Counseling education, counseling and guidance",,,3
2870,r287,Education -> Education research -> Curriculum and instruction,Education,Education research,Curriculum and instruction,,,3
2870,r288,"Education -> Education research -> Educational assessment, testing, measurement",Education,Education research,"Educational assessment, testing, measurement",,,3
2870,r289,Education -> Education research -> Educational policy analysis,Education,Education research,Educational policy analysis,,,3
2870,r290,Education -> Education research -> Educational psychology (education),Education,Education research,Educational psychology (education),,,3
2870,r291,"Education -> Education research -> Educational statistics, research methods",Education,Education research,"Educational statistics, research methods",,,3
2870,r292,"Education -> Education research -> Educational / instructional technology, media design&#8224;",Education,Education research,"Educational / instructional technology, media design&#8224;",,,3
2870,r293,"Education -> Education research -> Educational / instructional technology, media design&#8224; -> Educational and instructional media design<sup>*</sup>",Education,Education research,"Educational / instructional technology, media design&#8224;",Educational and instructional media design<sup>*</sup>,,4
2870,r294,"Education -> Education research -> Educational / instructional technology, media design&#8224; -> Educational and instructional technology ",Education,Education research,"Educational / instructional technology, media design&#8224;",Educational and instructional technology ,,4
2870,r295,Education -> Education research -> Higher education evaluation and research,Education,Education research,Higher education evaluation and research,,,3
2870,r296,Education -> Education research -> International education,Education,Education research,International education,,,3
2870,r297,Education -> Education research -> Learning sciences,Education,Education research,Learning sciences,,,3
2870,r298,Education -> Education research -> School psychology (education),Education,Education research,School psychology (education),,,3
2870,r299,Education -> Education research -> Social and philosophical foundations of education,Education,Education research,Social and philosophical foundations of education,,,3
2870,r300,Education -> Education research -> Special education,Education,Education research,Special education,,,3
2870,r301,Education -> Teacher education<sup>&#8224;</sup>,Education,Teacher education<sup>&#8224;</sup>,,,,2
2870,r302,Education -> Teacher education<sup>&#8224;</sup> -> Adult and continuing teacher education,Education,Teacher education<sup>&#8224;</sup>,Adult and continuing teacher education,,,3
2870,r303,Education -> Teacher education<sup>&#8224;</sup> -> Elementary teacher education<sup>*</sup>,Education,Teacher education<sup>&#8224;</sup>,Elementary teacher education<sup>*</sup>,,,3
2870,r304,"Education -> Teacher education<sup>&#8224;</sup> -> Pre-elementary, early childhood teacher education ",Education,Teacher education<sup>&#8224;</sup>,"Pre-elementary, early childhood teacher education ",,,3
2870,r305,Education -> Teacher education<sup>&#8224;</sup> -> Secondary teacher education<sup>*</sup>,Education,Teacher education<sup>&#8224;</sup>,Secondary teacher education<sup>*</sup>,,,3
2870,r306,Education -> Teaching fields,Education,Teaching fields,,,,2
2870,r307,Education -> Teaching fields -> Health education,Education,Teaching fields,Health education,,,3
2870,r308,Education -> Teaching fields -> Literacy and reading education,Education,Teaching fields,Literacy and reading education,,,3
2870,r309,Education -> Teaching fields -> Mathematics education,Education,Teaching fields,Mathematics education,,,3
2870,r310,Education -> Teaching fields -> Music education,Education,Teaching fields,Music education,,,3
2870,r311,Education -> Teaching fields -> Science education,Education,Teaching fields,Science education,,,3
2870,r312,"Education -> Teaching fields -> Teaching fields, aggregated&#8224;",Education,Teaching fields,"Teaching fields, aggregated&#8224;",,,3
2870,r313,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> Agricultural education",Education,Teaching fields,"Teaching fields, aggregated&#8224;",Agricultural education,,4
2870,r314,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> Art education",Education,Teaching fields,"Teaching fields, aggregated&#8224;",Art education,,4
2870,r315,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> Bilingual and multilingual education<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated&#8224;",Bilingual and multilingual education<sup>*</sup>,,4
2870,r316,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> English as a second or foreign language<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated&#8224;",English as a second or foreign language<sup>*</sup>,,4
2870,r317,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> English education",Education,Teaching fields,"Teaching fields, aggregated&#8224;",English education,,4
2870,r318,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> Family, consumer, and human sciences<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated&#8224;","Family, consumer, and human sciences<sup>*</sup>",,4
2870,r319,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> Foreign languages education<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated&#8224;",Foreign languages education<sup>*</sup>,,4
2870,r320,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> Nursing education",Education,Teaching fields,"Teaching fields, aggregated&#8224;",Nursing education,,4
2870,r321,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> Physical education and coaching<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated&#8224;",Physical education and coaching<sup>*</sup>,,4
2870,r322,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> Social science education<sup>*</sup>",Education,Teaching fields,"Teaching fields, aggregated&#8224;",Social science education<sup>*</sup>,,4
2870,r323,"Education -> Teaching fields -> Teaching fields, aggregated&#8224; -> Teacher education and professional development, other",Education,Teaching fields,"Teaching fields, aggregated&#8224;","Teacher education and professional development, other",,4
2870,r324,Education -> Other education,Education,Other education,,,,2
2870,r325,Education -> Other education -> Workforce education and development,Education,Other education,Workforce education and development,,,3
2870,r326,"Education -> Other education -> Education, general",Education,Other education,"Education, general",,,3
2870,r327,"Education -> Other education -> Education, other",Education,Other education,"Education, other",,,3
2870,r328,Humanities and arts,Humanities and arts,,,,,1
2870,r329,Humanities and arts -> Foreign languages and literature,Humanities and arts,Foreign languages and literature,,,,2
2870,r330,Humanities and arts -> Foreign languages and literature -> French,Humanities and arts,Foreign languages and literature,French,,,3
2870,r331,Humanities and arts -> Foreign languages and literature -> French -> Germanic language and literature,Humanities and arts,Foreign languages and literature,French,Germanic language and literature,,4
2870,r332,Humanities and arts -> Foreign languages and literature -> French -> Spanish language and literature,Humanities and arts,Foreign languages and literature,French,Spanish language and literature,,4
2870,r333,"Humanities and arts -> Foreign languages and literature -> French -> Other languages, aggregated<sup>&#8224;</sup>",Humanities and arts,Foreign languages and literature,French,"Other languages, aggregated<sup>&#8224;</sup>",,4
2870,r334,"Humanities and arts -> Foreign languages and literature -> French -> Other languages, aggregated<sup>&#8224;</sup> -> Arabic language and literature<sup>*</sup>",Humanities and arts,Foreign languages and literature,French,"Other languages, aggregated<sup>&#8224;</sup>",Arabic language and literature<sup>*</sup>,5
2870,r335,"Humanities and arts -> Foreign languages and literature -> French -> Other languages, aggregated<sup>&#8224;</sup> -> Chinese language and literature<sup>*</sup>",Humanities and arts,Foreign languages and literature,French,"Other languages, aggregated<sup>&#8224;</sup>",Chinese language and literature<sup>*</sup>,5
2870,r336,"Humanities and arts -> Foreign languages and literature -> French -> Other languages, aggregated<sup>&#8224;</sup> -> Italian<sup>*</sup>",Humanities and arts,Foreign languages and literature,French,"Other languages, aggregated<sup>&#8224;</sup>",Italian<sup>*</sup>,5
2870,r337,"Humanities and arts -> Foreign languages and literature -> French -> Other languages, aggregated<sup>&#8224;</sup> -> Japanese language and literature<sup>*</sup>",Humanities and arts,Foreign languages and literature,French,"Other languages, aggregated<sup>&#8224;</sup>",Japanese language and literature<sup>*</sup>,5
2870,r338,"Humanities and arts -> Foreign languages and literature -> French -> Other languages, aggregated<sup>&#8224;</sup> -> Latin American languages and literature",Humanities and arts,Foreign languages and literature,French,"Other languages, aggregated<sup>&#8224;</sup>",Latin American languages and literature,5
2870,r339,"Humanities and arts -> Foreign languages and literature -> French -> Other languages, aggregated<sup>&#8224;</sup> -> Russian language and literature<sup>*</sup>",Humanities and arts,Foreign languages and literature,French,"Other languages, aggregated<sup>&#8224;</sup>",Russian language and literature<sup>*</sup>,5
2870,r340,"Humanities and arts -> Foreign languages and literature -> French -> Other languages, aggregated<sup>&#8224;</sup> -> Foreign languages and literatures, other",Humanities and arts,Foreign languages and literature,French,"Other languages, aggregated<sup>&#8224;</sup>","Foreign languages and literatures, other",5
2870,r341,Humanities and arts -> History,Humanities and arts,History,,,,2
2870,r342,"Humanities and arts -> History -> American history, United States and Canada",Humanities and arts,History,"American history, United States and Canada",,,3
2870,r343,Humanities and arts -> History -> Asian history,Humanities and arts,History,Asian history,,,3
2870,r344,Humanities and arts -> History -> European history,Humanities and arts,History,European history,,,3
2870,r345,Humanities and arts -> History -> Latin American history,Humanities and arts,History,Latin American history,,,3
2870,r346,"Humanities and arts -> History -> Middle, Near East history",Humanities and arts,History,"Middle, Near East history",,,3
2870,r347,"Humanities and arts -> History -> History, general",Humanities and arts,History,"History, general",,,3
2870,r348,"Humanities and arts -> History -> History, aggregated<sup>&#8224;</sup>",Humanities and arts,History,"History, aggregated<sup>&#8224;</sup>",,,3
2870,r349,"Humanities and arts -> History -> History, aggregated<sup>&#8224;</sup> -> African history<sup>*</sup>",Humanities and arts,History,"History, aggregated<sup>&#8224;</sup>",African history<sup>*</sup>,,4
2870,r350,"Humanities and arts -> History -> History, aggregated<sup>&#8224;</sup> -> History, other",Humanities and arts,History,"History, aggregated<sup>&#8224;</sup>","History, other",,4
2870,r351,Humanities and arts -> Letters,Humanities and arts,Letters,,,,2
2870,r352,"Humanities and arts -> Letters -> American literature, United States and Canada",Humanities and arts,Letters,"American literature, United States and Canada",,,3
2870,r353,Humanities and arts -> Letters -> Classics,Humanities and arts,Letters,Classics,,,3
2870,r354,Humanities and arts -> Letters -> Comparative literature,Humanities and arts,Letters,Comparative literature,,,3
2870,r355,Humanities and arts -> Letters -> English language,Humanities and arts,Letters,English language,,,3
2870,r356,"Humanities and arts -> Letters -> English literature, British and Commonwealth",Humanities and arts,Letters,"English literature, British and Commonwealth",,,3
2870,r357,Humanities and arts -> Letters -> Rhetoric and composition,Humanities and arts,Letters,Rhetoric and composition,,,3
2870,r358,Humanities and arts -> Letters -> Speech and rhetorical studies,Humanities and arts,Letters,Speech and rhetorical studies,,,3
2870,r359,"Humanities and arts -> Letters -> Letters, aggregated&#8224;",Humanities and arts,Letters,"Letters, aggregated&#8224;",,,3
2870,r360,"Humanities and arts -> Letters -> Letters, aggregated&#8224; -> Creative writing",Humanities and arts,Letters,"Letters, aggregated&#8224;",Creative writing,,4
2870,r361,"Humanities and arts -> Letters -> Letters, aggregated&#8224; -> Letters, general<sup>*</sup>",Humanities and arts,Letters,"Letters, aggregated&#8224;","Letters, general<sup>*</sup>",,4
2870,r362,"Humanities and arts -> Letters -> Letters, aggregated&#8224; -> Letters, other<sup>*</sup>",Humanities and arts,Letters,"Letters, aggregated&#8224;","Letters, other<sup>*</sup>",,4
2870,r363,Humanities and arts -> Other humanities and arts,Humanities and arts,Other humanities and arts,,,,2
2870,r364,"Humanities and arts -> Other humanities and arts -> African American studies, literature, and history",Humanities and arts,Other humanities and arts,"African American studies, literature, and history",,,3
2870,r365,"Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation",Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",,,3
2870,r366,"Humanities and arts -> Other humanities and arts -> Dance, drama<sup>&#8224;</sup>",Humanities and arts,Other humanities and arts,"Dance, drama<sup>&#8224;</sup>",,,3
2870,r367,"Humanities and arts -> Other humanities and arts -> Dance, drama<sup>&#8224;</sup> -> Dance<sup>*</sup>",Humanities and arts,Other humanities and arts,"Dance, drama<sup>&#8224;</sup>",Dance<sup>*</sup>,,4
2870,r368,"Humanities and arts -> Other humanities and arts -> Dance, drama<sup>&#8224;</sup> -> Drama, theater arts",Humanities and arts,Other humanities and arts,"Dance, drama<sup>&#8224;</sup>","Drama, theater arts",,4
2870,r369,"Humanities and arts -> Other humanities and arts -> Film, cinema, video studies",Humanities and arts,Other humanities and arts,"Film, cinema, video studies",,,3
2870,r370,Humanities and arts -> Other humanities and arts -> Music,Humanities and arts,Other humanities and arts,Music,,,3
2870,r371,Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,,,3
2870,r372,Humanities and arts -> Other humanities and arts -> Music performance,Humanities and arts,Other humanities and arts,Music performance,,,3
2870,r373,Humanities and arts -> Other humanities and arts -> Music theory and composition,Humanities and arts,Other humanities and arts,Music theory and composition,,,3
2870,r374,"Humanities and arts -> Other humanities and arts -> Philosophy, ethics<sup>&#8224;</sup>",Humanities and arts,Other humanities and arts,"Philosophy, ethics<sup>&#8224;</sup>",,,3
2870,r375,"Humanities and arts -> Other humanities and arts -> Philosophy, ethics<sup>&#8224;</sup> -> Ethics",Humanities and arts,Other humanities and arts,"Philosophy, ethics<sup>&#8224;</sup>",Ethics,,4
2870,r376,"Humanities and arts -> Other humanities and arts -> Philosophy, ethics<sup>&#8224;</sup> -> Philosophy",Humanities and arts,Other humanities and arts,"Philosophy, ethics<sup>&#8224;</sup>",Philosophy,,4
2870,r377,"Humanities and arts -> Other humanities and arts -> Religion / religious studies, Jewish / Judaic studies&#8224;",Humanities and arts,Other humanities and arts,"Religion / religious studies, Jewish / Judaic studies&#8224;",,,3
2870,r378,"Humanities and arts -> Other humanities and arts -> Religion / religious studies, Jewish / Judaic studies&#8224; -> Jewish, Judaic studies<sup>*</sup>",Humanities and arts,Other humanities and arts,"Religion / religious studies, Jewish / Judaic studies&#8224;","Jewish, Judaic studies<sup>*</sup>",,4
2870,r379,"Humanities and arts -> Other humanities and arts -> Religion / religious studies, Jewish / Judaic studies&#8224; -> Religion, religious studies",Humanities and arts,Other humanities and arts,"Religion / religious studies, Jewish / Judaic studies&#8224;","Religion, religious studies",,4
2870,r380,"Humanities and arts -> Other humanities and arts -> Theology, religious education",Humanities and arts,Other humanities and arts,"Theology, religious education",,,3
2870,r381,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup>",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>",,,3
2870,r382,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup> -> Archaeology (humanities)<sup>*</sup>",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>",Archaeology (humanities)<sup>*</sup>,,4
2870,r383,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup> -> Bible, biblical studies",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>","Bible, biblical studies",,4
2870,r384,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup> -> Music, other<sup>*</sup>",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>","Music, other<sup>*</sup>",,4
2870,r385,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup> -> Humanities, general",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>","Humanities, general",,4
2870,r386,"Humanities and arts -> Other humanities and arts -> Other humanities, aggregated<sup>&#8224;</sup> -> Humanities, other",Humanities and arts,Other humanities and arts,"Other humanities, aggregated<sup>&#8224;</sup>","Humanities, other",,4
2870,r387,Other<sup>a</sup>,Other<sup>a</sup>,,,,,1
2870,r388,Other<sup>a</sup> -> Business management and administration,Other<sup>a</sup>,Business management and administration,,,,2
2870,r389,Other<sup>a</sup> -> Business management and administration -> Accounting,Other<sup>a</sup>,Business management and administration,Accounting,,,3
2870,r390,Other<sup>a</sup> -> Business management and administration -> Business administration and management,Other<sup>a</sup>,Business management and administration,Business administration and management,,,3
2870,r391,Other<sup>a</sup> -> Business management and administration -> Finance,Other<sup>a</sup>,Business management and administration,Finance,,,3
2870,r392,"Other<sup>a</sup> -> Business management and administration -> Human resources, organizational behavior<sup>&#8224;</sup>",Other<sup>a</sup>,Business management and administration,"Human resources, organizational behavior<sup>&#8224;</sup>",,,3
2870,r393,"Other<sup>a</sup> -> Business management and administration -> Human resources, organizational behavior<sup>&#8224;</sup> -> Human resources development<sup>*</sup>",Other<sup>a</sup>,Business management and administration,"Human resources, organizational behavior<sup>&#8224;</sup>",Human resources development<sup>*</sup>,,4
2870,r394,"Other<sup>a</sup> -> Business management and administration -> Human resources, organizational behavior<sup>&#8224;</sup> -> Organizational behavior",Other<sup>a</sup>,Business management and administration,"Human resources, organizational behavior<sup>&#8224;</sup>",Organizational behavior,,4
2870,r395,"Other<sup>a</sup> -> Business management and administration -> Management information systems, business statistics",Other<sup>a</sup>,Business management and administration,"Management information systems, business statistics",,,3
2870,r396,Other<sup>a</sup> -> Business management and administration -> Marketing management and research,Other<sup>a</sup>,Business management and administration,Marketing management and research,,,3
2870,r397,Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;</sup>,Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;</sup>,,,3
2870,r398,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;</sup> -> Business, managerial economics<sup>*</sup>",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;</sup>,"Business, managerial economics<sup>*</sup>",,4
2870,r399,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;</sup> -> Hospitality, food service, and tourism management<sup>*</sup>",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;</sup>,"Hospitality, food service, and tourism management<sup>*</sup>",,4
2870,r400,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;</sup> -> International business, trade, commerce<sup>*</sup>",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;</sup>,"International business, trade, commerce<sup>*</sup>",,4
2870,r401,Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;</sup> -> Operations research (business)<sup>*</sup>,Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;</sup>,Operations research (business)<sup>*</sup>,,4
2870,r402,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;</sup> -> Business management and administration, general",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;</sup>,"Business management and administration, general",,4
2870,r403,"Other<sup>a</sup> -> Business management and administration -> Other aggregated business fields<sup>&#8224;</sup> -> Business management and administration, other",Other<sup>a</sup>,Business management and administration,Other aggregated business fields<sup>&#8224;</sup>,"Business management and administration, other",,4
2870,r404,Other<sup>a</sup> -> Communication,Other<sup>a</sup>,Communication,,,,2
2870,r405,Other<sup>a</sup> -> Communication -> Communication research,Other<sup>a</sup>,Communication,Communication research,,,3
2870,r406,"Other<sup>a</sup> -> Communication -> Mass communication, media studies",Other<sup>a</sup>,Communication,"Mass communication, media studies",,,3
2870,r407,"Other<sup>a</sup> -> Communication -> Communication, general",Other<sup>a</sup>,Communication,"Communication, general",,,3
2870,r408,"Other<sup>a</sup> -> Communication -> Communication, aggregated<sup>&#8224;</sup>",Other<sup>a</sup>,Communication,"Communication, aggregated<sup>&#8224;</sup>",,,3
2870,r409,"Other<sup>a</sup> -> Communication -> Communication, aggregated<sup>&#8224;</sup> -> Communication theory<sup>*</sup>",Other<sup>a</sup>,Communication,"Communication, aggregated<sup>&#8224;</sup>",Communication theory<sup>*</sup>,,4
2870,r410,"Other<sup>a</sup> -> Communication -> Communication, aggregated<sup>&#8224;</sup> -> Film, radio, TV and digital communication<sup>*</sup>",Other<sup>a</sup>,Communication,"Communication, aggregated<sup>&#8224;</sup>","Film, radio, TV and digital communication<sup>*</sup>",,4
2870,r411,"Other<sup>a</sup> -> Communication -> Communication, aggregated<sup>&#8224;</sup> -> Communication, other",Other<sup>a</sup>,Communication,"Communication, aggregated<sup>&#8224;</sup>","Communication, other",,4
2870,r412,Other<sup>a</sup> -> Non-S&E fields nec,Other<sup>a</sup>,Non-S&E fields nec,,,,2
2870,r413,Other<sup>a</sup> -> Non-S&E fields nec -> Architecture and environmental design,Other<sup>a</sup>,Non-S&E fields nec,Architecture and environmental design,,,3
2870,r414,"Other<sup>a</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences",Other<sup>a</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences",,,3
2870,r415,"Other<sup>a</sup> -> Non-S&E fields nec -> Parks, sports, recreation, leisure and fitness",Other<sup>a</sup>,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",,,3
2870,r416,Other<sup>a</sup> -> Non-S&E fields nec -> Public administration,Other<sup>a</sup>,Non-S&E fields nec,Public administration,,,3
2870,r417,Other<sup>a</sup> -> Non-S&E fields nec -> Social work,Other<sup>a</sup>,Non-S&E fields nec,Social work,,,3
2870,r418,"Other<sup>a</sup> -> Non-S&E fields nec -> Fields nec, aggregated<sup>&#8224;</sup>",Other<sup>a</sup>,Non-S&E fields nec,"Fields nec, aggregated<sup>&#8224;</sup>",,,3
2870,r419,"Other<sup>a</sup> -> Non-S&E fields nec -> Fields nec, aggregated<sup>&#8224;</sup> -> Law<sup>*</sup>",Other<sup>a</sup>,Non-S&E fields nec,"Fields nec, aggregated<sup>&#8224;</sup>",Law<sup>*</sup>,,4
2870,r420,"Other<sup>a</sup> -> Non-S&E fields nec -> Fields nec, aggregated<sup>&#8224;</sup> -> Library science<sup>*</sup>",Other<sup>a</sup>,Non-S&E fields nec,"Fields nec, aggregated<sup>&#8224;</sup>",Library science<sup>*</sup>,,4
2870,r421,"Other<sup>a</sup> -> Non-S&E fields nec -> Fields nec, aggregated<sup>&#8224;</sup> -> Other fields nec<sup>*</sup>",Other<sup>a</sup>,Non-S&E fields nec,"Fields nec, aggregated<sup>&#8224;</sup>",Other fields nec<sup>*</sup>,,4
2870,r422,Other<sup>a</sup> -> Unknown field,Other<sup>a</sup>,Unknown field,,,,2
