table_id,row_id,aggregated_field_name_and_constituent_fields_full_path,aggregated_field_name_and_constituent_fields_level_1,aggregated_field_name_and_constituent_fields_level_2,aggregated_field_name_and_constituent_fields_level_3,aggregated_field_name_and_constituent_fields_level_4,aggregated_field_name_and_constituent_fields_level_5,aggregated_field_name_and_constituent_fields_hierarchy_depth
2870,r036,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences, aggregated&#8224; -> Agricultural sciences and natural resources, general<sup>*</sup>",Life sciences,Agricultural sciences and natural resources,"Agricultural sciences, aggregated&#8224;","Agricultural sciences and natural resources, general<sup>*</sup>",,4
2870,r037,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences, aggregated&#8224; -> Agricultural sciences and natural resources, other",Life sciences,Agricultural sciences and natural resources,"Agricultural sciences, aggregated&#8224;","Agricultural sciences and natural resources, other",,4
2870,r038,Life sciences -> Biological and biomedical sciences,Life sciences,Biological and biomedical sciences,,,,2
2870,r039,"Life sciences -> Biological and biomedical sciences -> Anatomy, developmental biology<sup>&#8224;</sup>",Life sciences,Biological and biomedical sciences,"Anatomy, developmental biology<sup>&#8224;</sup>",,,3
2870,r040,"Life sciences -> Biological and biomedical sciences -> Anatomy, developmental biology<sup>&#8224;</sup> -> Anatomy<sup>*</sup>",Life sciences,Biological and biomedical sciences,"Anatomy, developmental biology<sup>&#8224;</sup>",Anatomy<sup>*</sup>,,4
2870,r041,"Life sciences -> Biological and biomedical sciences -> Anatomy, developmental biology<sup>&#8224;</sup> -> Developmental biology and embryology",Life sciences,Biological and biomedical sciences,"Anatomy, developmental biology<sup>&#8224;</sup>",Developmental biology and embryology,,4
2870,r042,"Life sciences -> Biological and biomedical sciences -> Bacteriology, parasitology, and virology<sup>&#8224;</sup>",Life sciences,Biological and biomedical sciences,"Bacteriology, parasitology, and virology<sup>&#8224;</sup>",,,3
2870,r043,"Life sciences -> Biological and biomedical sciences -> Bacteriology, parasitology, and virology<sup>&#8224;</sup> -> Bacteriology<sup>*</sup>",Life sciences,Biological and biomedical sciences,"Bacteriology, parasitology, and virology<sup>&#8224;</sup>",Bacteriology<sup>*</sup>,,4
2870,r044,"Life sciences -> Biological and biomedical sciences -> Bacteriology, parasitology, and virology<sup>&#8224;</sup> -> Parasitology<sup>*</sup>",Life sciences,Biological and biomedical sciences,"Bacteriology, parasitology, and virology<sup>&#8224;</sup>",Parasitology<sup>*</sup>,,4
2870,r045,"Life sciences -> Biological and biomedical sciences -> Bacteriology, parasitology, and virology<sup>&#8224;</sup> -> Virology",Life sciences,Biological and biomedical sciences,"Bacteriology, parasitology, and virology<sup>&#8224;</sup>",Virology,,4
2870,r046,Life sciences -> Biological and biomedical sciences -> Biochemistry (biological sciences),Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),,,3
2870,r047,Life sciences -> Biological and biomedical sciences -> Bioinformatics,Life sciences,Biological and biomedical sciences,Bioinformatics,,,3
2870,r048,Life sciences -> Biological and biomedical sciences -> Biomedical sciences,Life sciences,Biological and biomedical sciences,Biomedical sciences,,,3
2870,r049,Life sciences -> Biological and biomedical sciences -> Biometrics and biostatistics,Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,,,3
2870,r050,Life sciences -> Biological and biomedical sciences -> Biophysics (biological sciences),Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),,,3
2870,r051,"Life sciences -> Biological and biomedical sciences -> Botany, plant pathology, plant physiology<sup>&#8224;</sup>",Life sciences,Biological and biomedical sciences,"Botany, plant pathology, plant physiology<sup>&#8224;</sup>",,,3
2870,r052,"Life sciences -> Biological and biomedical sciences -> Botany, plant pathology, plant physiology<sup>&#8224;</sup> -> Botany and plant biology",Life sciences,Biological and biomedical sciences,"Botany, plant pathology, plant physiology<sup>&#8224;</sup>",Botany and plant biology,,4
2870,r053,"Life sciences -> Biological and biomedical sciences -> Botany, plant pathology, plant physiology<sup>&#8224;</sup> -> Plant pathology and phytopathology (biological sciences)<sup>*</sup>",Life sciences,Biological and biomedical sciences,"Botany, plant pathology, plant physiology<sup>&#8224;</sup>",Plant pathology and phytopathology (biological sciences)<sup>*</sup>,,4
2870,r054,"Life sciences -> Biological and biomedical sciences -> Botany, plant pathology, plant physiology<sup>&#8224;</sup> -> Plant physiology<sup>*</sup>",Life sciences,Biological and biomedical sciences,"Botany, plant pathology, plant physiology<sup>&#8224;</sup>",Plant physiology<sup>*</sup>,,4
2870,r055,Life sciences -> Biological and biomedical sciences -> Cancer biology,Life sciences,Biological and biomedical sciences,Cancer biology,,,3
2870,r056,"Life sciences -> Biological and biomedical sciences -> Cell, cellular biology, and histology",Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",,,3
2870,r057,Life sciences -> Biological and biomedical sciences -> Computational biology,Life sciences,Biological and biomedical sciences,Computational biology,,,3
2870,r058,Life sciences -> Biological and biomedical sciences -> Ecology,Life sciences,Biological and biomedical sciences,Ecology,,,3
2870,r059,"Life sciences -> Biological and biomedical sciences -> Endocrinology, human / animal pathology&#8224;",Life sciences,Biological and biomedical sciences,"Endocrinology, human / animal pathology&#8224;",,,3
2870,r060,"Life sciences -> Biological and biomedical sciences -> Endocrinology, human / animal pathology&#8224; -> Endocrinology<sup>*</sup>",Life sciences,Biological and biomedical sciences,"Endocrinology, human / animal pathology&#8224;",Endocrinology<sup>*</sup>,,4
2870,r061,"Life sciences -> Biological and biomedical sciences -> Endocrinology, human / animal pathology&#8224; -> Pathology, human and animal<sup>*</sup>",Life sciences,Biological and biomedical sciences,"Endocrinology, human / animal pathology&#8224;","Pathology, human and animal<sup>*</sup>",,4
2870,r062,Life sciences -> Biological and biomedical sciences -> Entomology,Life sciences,Biological and biomedical sciences,Entomology,,,3
2870,r063,Life sciences -> Biological and biomedical sciences -> Environmental toxicology,Life sciences,Biological and biomedical sciences,Environmental toxicology,,,3
2870,r064,Life sciences -> Biological and biomedical sciences -> Epidemiology,Life sciences,Biological and biomedical sciences,Epidemiology,,,3
2870,r065,Life sciences -> Biological and biomedical sciences -> Evolutionary biology,Life sciences,Biological and biomedical sciences,Evolutionary biology,,,3
2870,r066,"Life sciences -> Biological and biomedical sciences -> Genetics and genomics, human and animal",Life sciences,Biological and biomedical sciences,"Genetics and genomics, human and animal",,,3
2870,r067,Life sciences -> Biological and biomedical sciences -> Immunology,Life sciences,Biological and biomedical sciences,Immunology,,,3
2870,r068,Life sciences -> Biological and biomedical sciences -> Microbiology,Life sciences,Biological and biomedical sciences,Microbiology,,,3
2870,r069,Life sciences -> Biological and biomedical sciences -> Molecular biology,Life sciences,Biological and biomedical sciences,Molecular biology,,,3
2870,r070,Life sciences -> Biological and biomedical sciences -> Molecular medicine,Life sciences,Biological and biomedical sciences,Molecular medicine,,,3
2870,r071,"Life sciences -> Biological and biomedical sciences -> Neurosciences, neurobiology",Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiology",,,3
2870,r072,Life sciences -> Biological and biomedical sciences -> Nutrition sciences,Life sciences,Biological and biomedical sciences,Nutrition sciences,,,3
2870,r073,"Life sciences -> Biological and biomedical sciences -> Pharmacology, human and animal",Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",,,3
2870,r074,"Life sciences -> Biological and biomedical sciences -> Physiology, human and animal",Life sciences,Biological and biomedical sciences,"Physiology, human and animal",,,3
2870,r075,Life sciences -> Biological and biomedical sciences -> Plant genetics,Life sciences,Biological and biomedical sciences,Plant genetics,,,3
2870,r076,Life sciences -> Biological and biomedical sciences -> Structural biology,Life sciences,Biological and biomedical sciences,Structural biology,,,3
2870,r077,Life sciences -> Biological and biomedical sciences -> Toxicology,Life sciences,Biological and biomedical sciences,Toxicology,,,3
2870,r078,"Life sciences -> Wildlife biology, zoology<sup>&#8224;</sup>",Life sciences,"Wildlife biology, zoology<sup>&#8224;</sup>",,,,2
2870,r079,"Life sciences -> Wildlife biology, zoology<sup>&#8224;</sup> -> Wildlife biology",Life sciences,"Wildlife biology, zoology<sup>&#8224;</sup>",Wildlife biology,,,3
2870,r080,"Life sciences -> Wildlife biology, zoology<sup>&#8224;</sup> -> Zoology<sup>*</sup>",Life sciences,"Wildlife biology, zoology<sup>&#8224;</sup>",Zoology<sup>*</sup>,,,3
2870,r081,"Life sciences -> Wildlife biology, zoology<sup>&#8224;</sup> -> Biological and biomedical sciences, general",Life sciences,"Wildlife biology, zoology<sup>&#8224;</sup>","Biological and biomedical sciences, general",,,3
2870,r082,"Life sciences -> Wildlife biology, zoology<sup>&#8224;</sup> -> Biotechnology, biology / biomedical sciences-other&#8224;",Life sciences,"Wildlife biology, zoology<sup>&#8224;</sup>","Biotechnology, biology / biomedical sciences-other&#8224;",,,3
2870,r083,"Life sciences -> Wildlife biology, zoology<sup>&#8224;</sup> -> Biotechnology, biology / biomedical sciences-other&#8224; -> Biotechnology<sup>*</sup>",Life sciences,"Wildlife biology, zoology<sup>&#8224;</sup>","Biotechnology, biology / biomedical sciences-other&#8224;",Biotechnology<sup>*</sup>,,4
2870,r084,"Life sciences -> Wildlife biology, zoology<sup>&#8224;</sup> -> Biotechnology, biology / biomedical sciences-other&#8224; -> Biological and biomedical sciences, other",Life sciences,"Wildlife biology, zoology<sup>&#8224;</sup>","Biotechnology, biology / biomedical sciences-other&#8224;","Biological and biomedical sciences, other",,4
2870,r085,Life sciences -> Health sciences,Life sciences,Health sciences,,,,2
2870,r086,Life sciences -> Health sciences -> Environmental health,Life sciences,Health sciences,Environmental health,,,3
2870,r087,Life sciences -> Health sciences -> Health and behavior,Life sciences,Health sciences,Health and behavior,,,3
2870,r088,Life sciences -> Health sciences -> Health services / systems administration&#8224;,Life sciences,Health sciences,Health services / systems administration&#8224;,,,3
2870,r089,Life sciences -> Health sciences -> Health services / systems administration&#8224; -> Health systems administration<sup>*</sup>,Life sciences,Health sciences,Health services / systems administration&#8224;,Health systems administration<sup>*</sup>,,4
2870,r090,Life sciences -> Health sciences -> Health services / systems administration&#8224; -> Health services research,Life sciences,Health sciences,Health services / systems administration&#8224;,Health services research,,4
2870,r091,"Life sciences -> Health sciences -> Kinesiology, exercise science",Life sciences,Health sciences,"Kinesiology, exercise science",,,3
2870,r092,"Life sciences -> Health sciences -> Medical physics, radiological science",Life sciences,Health sciences,"Medical physics, radiological science",,,3
2870,r093,Life sciences -> Health sciences -> Nursing science,Life sciences,Health sciences,Nursing science,,,3
2870,r094,Life sciences -> Health sciences -> Pharmaceutical sciences,Life sciences,Health sciences,Pharmaceutical sciences,,,3
2870,r095,Life sciences -> Health sciences -> Public health,Life sciences,Health sciences,Public health,,,3
2870,r096,"Life sciences -> Health sciences -> Rehabilitation, therapeutic services",Life sciences,Health sciences,"Rehabilitation, therapeutic services",,,3
2870,r097,Life sciences -> Health sciences -> Speech-language pathology and audiology,Life sciences,Health sciences,Speech-language pathology and audiology,,,3
2870,r098,"Life sciences -> Health sciences -> Health sciences, aggregated<sup>&#8224;</sup>",Life sciences,Health sciences,"Health sciences, aggregated<sup>&#8224;</sup>",,,3
2870,r099,"Life sciences -> Health sciences -> Health sciences, aggregated<sup>&#8224;</sup> -> Gerontology (health sciences)<sup>*</sup>",Life sciences,Health sciences,"Health sciences, aggregated<sup>&#8224;</sup>",Gerontology (health sciences)<sup>*</sup>,,4
2870,r100,"Life sciences -> Health sciences -> Health sciences, aggregated<sup>&#8224;</sup> -> Oral biology, oral pathology<sup>*</sup>",Life sciences,Health sciences,"Health sciences, aggregated<sup>&#8224;</sup>","Oral biology, oral pathology<sup>*</sup>",,4
2870,r101,"Life sciences -> Health sciences -> Health sciences, aggregated<sup>&#8224;</sup> -> Veterinary sciences",Life sciences,Health sciences,"Health sciences, aggregated<sup>&#8224;</sup>",Veterinary sciences,,4
2870,r102,"Life sciences -> Health sciences -> Health sciences, aggregated<sup>&#8224;</sup> -> Health sciences, general",Life sciences,Health sciences,"Health sciences, aggregated<sup>&#8224;</sup>","Health sciences, general",,4
2870,r103,"Life sciences -> Health sciences -> Health sciences, aggregated<sup>&#8224;</sup> -> Health sciences, other",Life sciences,Health sciences,"Health sciences, aggregated<sup>&#8224;</sup>","Health sciences, other",,4
2870,r104,Physical sciences and earth sciences,Physical sciences and earth sciences,,,,,1
2870,r105,Physical sciences and earth sciences -> Chemistry,Physical sciences and earth sciences,Chemistry,,,,2
2870,r106,Physical sciences and earth sciences -> Chemistry -> Analytical chemistry,Physical sciences and earth sciences,Chemistry,Analytical chemistry,,,3
2870,r107,Physical sciences and earth sciences -> Chemistry -> Chemical biology,Physical sciences and earth sciences,Chemistry,Chemical biology,,,3
2870,r108,Physical sciences and earth sciences -> Chemistry -> Inorganic chemistry,Physical sciences and earth sciences,Chemistry,Inorganic chemistry,,,3
2870,r109,Physical sciences and earth sciences -> Chemistry -> Medicinal chemistry,Physical sciences and earth sciences,Chemistry,Medicinal chemistry,,,3
2870,r110,Physical sciences and earth sciences -> Chemistry -> Organic chemistry,Physical sciences and earth sciences,Chemistry,Organic chemistry,,,3
2870,r111,Physical sciences and earth sciences -> Chemistry -> Physical chemistry,Physical sciences and earth sciences,Chemistry,Physical chemistry,,,3
2870,r112,Physical sciences and earth sciences -> Chemistry -> Polymer chemistry,Physical sciences and earth sciences,Chemistry,Polymer chemistry,,,3
2870,r113,Physical sciences and earth sciences -> Chemistry -> Theoretical chemistry,Physical sciences and earth sciences,Chemistry,Theoretical chemistry,,,3
2870,r114,"Physical sciences and earth sciences -> Chemistry -> Chemistry, general",Physical sciences and earth sciences,Chemistry,"Chemistry, general",,,3
2870,r115,"Physical sciences and earth sciences -> Chemistry -> Chemistry, other",Physical sciences and earth sciences,Chemistry,"Chemistry, other",,,3
2870,r116,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",,,,2
2870,r117,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Atmospheric science and meteorology",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Atmospheric science and meteorology,,,3
2870,r118,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Atmospheric science and meteorology -> Atmospheric physics, meteorology<sup>&#8224;</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Atmospheric science and meteorology,"Atmospheric physics, meteorology<sup>&#8224;</sup>",,4
2870,r119,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Atmospheric science and meteorology -> Atmospheric physics and dynamics<sup>*</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Atmospheric science and meteorology,Atmospheric physics and dynamics<sup>*</sup>,,4
2870,r120,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Atmospheric science and meteorology -> Meteorology<sup>*</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Atmospheric science and meteorology,Meteorology<sup>*</sup>,,4
2870,r121,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other<sup>&#8224;</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other<sup>&#8224;</sup>",,,3
2870,r122,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other<sup>&#8224;</sup> -> Atmospheric chemistry and climatology",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other<sup>&#8224;</sup>",Atmospheric chemistry and climatology,,4
2870,r123,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other<sup>&#8224;</sup> -> Atmospheric science and meteorology, general",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other<sup>&#8224;</sup>","Atmospheric science and meteorology, general",,4
2870,r124,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other<sup>&#8224;</sup> -> Atmospheric science and meteorology, other<sup>*</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other<sup>&#8224;</sup>","Atmospheric science and meteorology, other<sup>*</sup>",,4
2870,r125,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geological sciences",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Geological sciences,,,3
2870,r126,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geological sciences -> Geochemistry, mineralogy<sup>&#8224;</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Geological sciences,"Geochemistry, mineralogy<sup>&#8224;</sup>",,4
2870,r127,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geological sciences -> Geochemistry",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Geological sciences,Geochemistry,,4
2870,r128,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geological sciences -> Mineralogy and petrology<sup>*</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Geological sciences,Mineralogy and petrology<sup>*</sup>,,4
2870,r129,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geology",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Geology,,,3
2870,r130,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geomorphology, geological sciences-general, geological sciences-other<sup>&#8224;</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Geomorphology, geological sciences-general, geological sciences-other<sup>&#8224;</sup>",,,3
