table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_level_3,agency_hierarchy_depth,field_all_federal_obligations,field_federal_intramurala,field_extramural_performers_business_firms,field_extramural_performers_united_states_and_u_s_territories_industry_ffrdcs,field_extramural_performers_united_states_and_u_s_territories_universities_and_colleges,field_extramural_performers_united_states_and_u_s_territories_university_ffrdcs,field_extramural_performers_united_states_and_u_s_territories_other_nonprofits,field_extramural_performers_united_states_and_u_s_territories_nonprofit_ffrdcs,field_extramural_performers_united_states_and_u_s_territories_state_and_local_governments,field_extramural_performers_foreign
1890,r033,R&D -> All agencies -> Department of Transportation,R&D,All agencies,Department of Transportation,3,948.6,211.8,329.1,0.2,70.3,0.2,39.4,83.4,214.2,0.0
1890,r034,R&D -> All agencies -> Department of Veterans Affairs,R&D,All agencies,Department of Veterans Affairs,3,682.3,682.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r035,R&D -> All agencies -> Agency for International Development,R&D,All agencies,Agency for International Development,3,192.2,10.9,0.0,0.0,49.1,0.0,128.8,0.0,0.0,3.4
1890,r036,R&D -> All agencies -> Environmental Protection Agency,R&D,All agencies,Environmental Protection Agency,3,493.6,263.3,178.5,0.0,51.5,0.0,0.0,0.0,0.0,0.2
1890,r037,R&D -> All agencies -> National Aeronautics and Space Administration,R&D,All agencies,National Aeronautics and Space Administration,3,12594.6,1784.6,7684.6,1.8,927.3,1754.0,376.2,33.5,7.6,25.1
1890,r038,R&D -> All agencies -> National Science Foundation,R&D,All agencies,National Science Foundation,3,5517.6,12.5,409.8,0.0,4500.2,205.8,359.8,5.0,10.8,13.7
1890,r039,R&D -> All agencies -> Patient-Centered Outcomes Research Trust Fund,R&D,All agencies,Patient-Centered Outcomes Research Trust Fund,3,883.9,0.0,0.0,0.0,0.0,0.0,883.9,0.0,0.0,0.0
1890,r040,R&D -> All agencies -> Smithsonian Institution,R&D,All agencies,Smithsonian Institution,3,207.9,207.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r041,R&D -> All agencies -> Social Security Administration,R&D,All agencies,Social Security Administration,3,109.5,31.2,69.3,0.0,5.4,0.0,3.6,0.0,0.0,0.0
1890,r042,R&D -> All agencies -> All other agencies,R&D,All agencies,All other agencies,3,250.4,106.4,94.9,16.4,4.3,2.9,2.1,21.1,-0.0,2.2
1890,r043,Basic research,Basic research,,,1,,,,,,,,,,
1890,r044,Basic research -> All agencies,Basic research,All agencies,,2,33271.5,6116.1,2692.3,600.3,15847.1,3078.3,3359.1,1315.2,66.3,196.6
1890,r045,Basic research -> All agencies -> Department of Agriculture,Basic research,All agencies,Department of Agriculture,3,965.2,650.4,2.4,0.0,300.6,0.0,8.4,0.0,2.2,1.3
1890,r046,Basic research -> All agencies -> Department of Commerce,Basic research,All agencies,Department of Commerce,3,246.0,210.1,14.2,0.0,17.7,0.0,2.6,0.0,1.1,0.2
1890,r047,Basic research -> All agencies -> Department of Defense,Basic research,All agencies,Department of Defense,3,2110.1,490.0,333.0,11.2,1047.7,16.2,139.5,11.7,1.4,59.4
1890,r048,Basic research -> All agencies -> Department of Education,Basic research,All agencies,Department of Education,3,32.7,1.4,0.3,0.0,22.9,0.0,8.1,0.0,0.0,0.0
1890,r049,Basic research -> All agencies -> Department of Energy,Basic research,All agencies,Department of Energy,3,4500.3,256.5,267.8,249.0,668.1,1755.4,30.4,1266.9,5.0,1.2
1890,r050,Basic research -> All agencies -> Department of Health and Human Services,Basic research,All agencies,Department of Health and Human Services,3,16700.1,3510.9,788.6,339.5,9200.6,10.9,2681.3,12.0,45.1,111.3
1890,r051,Basic research -> All agencies -> Department of Homeland Security,Basic research,All agencies,Department of Homeland Security,3,11.6,0.0,0.4,0.0,11.2,0.0,0.0,0.0,0.0,0.0
1890,r052,Basic research -> All agencies -> Department of the Interior,Basic research,All agencies,Department of the Interior,3,54.3,51.2,0.1,0.0,2.3,0.0,0.2,0.0,0.6,0.0
1890,r053,Basic research -> All agencies -> Department of Justice,Basic research,All agencies,Department of Justice,3,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r054,Basic research -> All agencies -> Department of Transportation,Basic research,All agencies,Department of Transportation,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r055,Basic research -> All agencies -> Department of Veterans Affairs,Basic research,All agencies,Department of Veterans Affairs,3,274.1,274.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r056,Basic research -> All agencies -> Agency for International Development,Basic research,All agencies,Agency for International Development,3,0.8,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4
1890,r057,Basic research -> All agencies -> Environmental Protection Agency,Basic research,All agencies,Environmental Protection Agency,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r058,Basic research -> All agencies -> National Aeronautics and Space Administration,Basic research,All agencies,National Aeronautics and Space Administration,3,3425.8,450.0,1041.8,0.6,608.8,1090.0,205.1,18.3,1.8,9.5
1890,r059,Basic research -> All agencies -> National Science Foundation,Basic research,All agencies,National Science Foundation,3,4739.1,11.5,243.8,0.0,3967.3,205.8,283.2,5.0,9.1,13.4
1890,r060,Basic research -> All agencies -> Patient-Centered Outcomes Research Trust Fund,Basic research,All agencies,Patient-Centered Outcomes Research Trust Fund,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r061,Basic research -> All agencies -> Smithsonian Institution,Basic research,All agencies,Smithsonian Institution,3,207.9,207.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r062,Basic research -> All agencies -> Social Security Administration,Basic research,All agencies,Social Security Administration,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r063,Basic research -> All agencies -> All other agencies,Basic research,All agencies,All other agencies,3,1.4,0.0,0.0,0.0,0.0,-0.0,0.0,1.4,-0.0,0.0
1890,r064,Applied research,Applied research,,,1,,,,,,,,,,
1890,r065,Applied research -> All agencies,Applied research,All agencies,,2,36599.8,9788.6,6270.9,2959.3,11779.0,422.8,4217.0,599.8,386.8,175.6
1890,r066,Applied research -> All agencies -> Department of Agriculture,Applied research,All agencies,Department of Agriculture,3,1251.1,698.4,28.8,0.0,502.4,0.0,13.9,0.0,6.4,1.2
1890,r067,Applied research -> All agencies -> Department of Commerce,Applied research,All agencies,Department of Commerce,3,1056.3,735.0,49.0,0.0,187.7,29.3,46.9,1.2,3.8,3.4
1890,r068,Applied research -> All agencies -> Department of Defense,Applied research,All agencies,Department of Defense,3,5068.0,1986.7,2123.6,47.4,614.3,67.1,142.7,52.6,0.4,33.1
1890,r069,Applied research -> All agencies -> Department of Education,Applied research,All agencies,Department of Education,3,141.4,5.9,2.6,0.0,107.4,0.0,25.6,0.0,0.0,0.0
1890,r070,Applied research -> All agencies -> Department of Energy,Applied research,All agencies,Department of Energy,3,5084.2,675.8,874.4,2559.4,214.3,175.9,86.1,486.7,11.4,0.2
1890,r071,Applied research -> All agencies -> Department of Health and Human Services,Applied research,All agencies,Department of Health and Human Services,3,16977.3,3542.5,946.6,326.2,9184.8,10.5,2674.4,21.9,149.7,120.7
1890,r072,Applied research -> All agencies -> Department of Homeland Security,Applied research,All agencies,Department of Homeland Security,3,264.4,126.8,73.7,12.6,30.0,0.0,7.5,7.5,6.2,0.1
1890,r073,Applied research -> All agencies -> Department of the Interior,Applied research,All agencies,Department of the Interior,3,667.5,591.6,10.0,0.0,38.7,0.4,3.3,0.0,23.5,0.0
1890,r074,Applied research -> All agencies -> Department of Justice,Applied research,All agencies,Department of Justice,3,84.6,4.0,4.5,0.0,43.0,0.0,29.8,0.0,3.4,0.0
1890,r075,Applied research -> All agencies -> Department of Transportation,Applied research,All agencies,Department of Transportation,3,695.6,155.4,259.1,0.2,62.8,0.2,38.1,4.7,175.1,0.0
1890,r076,Applied research -> All agencies -> Department of Veterans Affairs,Applied research,All agencies,Department of Veterans Affairs,3,394.7,394.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r077,Applied research -> All agencies -> Agency for International Development,Applied research,All agencies,Agency for International Development,3,191.5,10.9,0.0,0.0,49.1,0.0,128.5,0.0,0.0,3.0
1890,r078,Applied research -> All agencies -> Environmental Protection Agency,Applied research,All agencies,Environmental Protection Agency,3,417.5,222.9,142.8,0.0,51.5,0.0,0.0,0.0,0.0,0.2
1890,r079,Applied research -> All agencies -> National Aeronautics and Space Administration,Applied research,All agencies,National Aeronautics and Space Administration,3,2319.5,524.0,1431.4,0.5,150.7,136.5,54.5,5.5,5.1,11.2
1890,r080,Applied research -> All agencies -> National Science Foundation,Applied research,All agencies,National Science Foundation,3,778.6,1.0,166.0,0.0,532.9,0.0,76.6,0.0,1.7,0.3
1890,r081,Applied research -> All agencies -> Patient-Centered Outcomes Research Trust Fund,Applied research,All agencies,Patient-Centered Outcomes Research Trust Fund,3,883.9,0.0,0.0,0.0,0.0,0.0,883.9,0.0,0.0,0.0
1890,r082,Applied research -> All agencies -> Smithsonian Institution,Applied research,All agencies,Smithsonian Institution,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r083,Applied research -> All agencies -> Social Security Administration,Applied research,All agencies,Social Security Administration,3,109.5,31.2,69.3,0.0,5.4,0.0,3.6,0.0,0.0,0.0
1890,r084,Applied research -> All agencies -> All other agencies,Applied research,All agencies,All other agencies,3,214.3,81.8,89.2,13.0,4.0,2.9,1.6,19.7,0.0,2.2
1890,r085,Development,Development,,,1,,,,,,,,,,
1890,r086,Development -> All agencies,Development,All agencies,,2,49103.5,15085.5,28912.2,516.2,1337.1,944.1,564.4,1258.0,100.3,385.6
1890,r087,Development -> All agencies -> Department of Agriculture,Development,All agencies,Department of Agriculture,3,202.1,179.7,0.0,0.0,20.9,0.0,1.2,0.0,0.0,0.2
1890,r088,Development -> All agencies -> Department of Commerce,Development,All agencies,Department of Commerce,3,310.2,229.2,2.0,0.0,72.0,3.6,1.6,0.0,1.7,0.0
1890,r089,Development -> All agencies -> Department of Defense,Development,All agencies,Department of Defense,3,37694.6,13043.4,21898.5,187.1,759.3,280.3,318.3,813.0,20.7,374.0
1890,r090,Development -> All agencies -> Department of Education,Development,All agencies,Department of Education,3,87.8,3.2,3.9,0.0,51.0,0.0,29.6,0.0,0.0,0.0
1890,r091,Development -> All agencies -> Department of Energy,Development,All agencies,Department of Energy,3,2723.9,288.9,1446.7,288.4,176.3,128.2,67.6,311.7,16.0,0.1
1890,r092,Development -> All agencies -> Department of Health and Human Services,Development,All agencies,Department of Health and Human Services,3,96.8,25.0,3.9,0.0,43.0,0.0,15.0,0.0,5.5,4.4
1890,r093,Development -> All agencies -> Department of Homeland Security,Development,All agencies,Department of Homeland Security,3,580.6,243.5,229.1,36.7,6.3,4.6,8.3,44.8,5.6,1.5
1890,r094,Development -> All agencies -> Department of the Interior,Development,All agencies,Department of the Interior,3,140.7,121.7,1.7,0.0,11.8,0.0,0.6,0.0,4.1,0.8
1890,r095,Development -> All agencies -> Department of Justice,Development,All agencies,Department of Justice,3,40.2,5.3,3.5,0.0,20.8,0.0,3.6,0.0,6.9,0.0
1890,r096,Development -> All agencies -> Department of Transportation,Development,All agencies,Department of Transportation,3,253.0,56.4,70.1,0.0,7.4,0.0,1.3,78.7,39.1,0.0
1890,r097,Development -> All agencies -> Department of Veterans Affairs,Development,All agencies,Department of Veterans Affairs,3,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r098,Development -> All agencies -> Agency for International Development,Development,All agencies,Agency for International Development,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r099,Development -> All agencies -> Environmental Protection Agency,Development,All agencies,Environmental Protection Agency,3,76.2,40.4,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r100,Development -> All agencies -> National Aeronautics and Space Administration,Development,All agencies,National Aeronautics and Space Administration,3,6849.4,810.6,5211.4,0.6,167.8,527.5,116.6,9.7,0.7,4.5
1890,r101,Development -> All agencies -> National Science Foundation,Development,All agencies,National Science Foundation,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r102,Development -> All agencies -> Patient-Centered Outcomes Research Trust Fund,Development,All agencies,Patient-Centered Outcomes Research Trust Fund,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r103,Development -> All agencies -> Smithsonian Institution,Development,All agencies,Smithsonian Institution,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r104,Development -> All agencies -> Social Security Administration,Development,All agencies,Social Security Administration,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r105,Development -> All agencies -> All other agencies,Development,All agencies,All other agencies,3,34.6,24.6,5.7,3.4,0.3,0.0,0.5,0.0,0.0,-0.0
1890,r106,R&D plant,R&D plant,,,1,,,,,,,,,,
1890,r107,R&D plant -> All agencies,R&D plant,All agencies,,2,2651.8,829.5,333.8,82.4,350.0,585.7,157.8,287.7,0.0,25.0
1890,r108,R&D plant -> All agencies -> Department of Agriculture,R&D plant,All agencies,Department of Agriculture,3,156.8,156.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
1890,r109,R&D plant -> All agencies -> Department of Commerce,R&D plant,All agencies,Department of Commerce,3,234.6,234.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r110,R&D plant -> All agencies -> Department of Defense,R&D plant,All agencies,Department of Defense,3,291.2,259.2,30.8,0.0,0.6,0.2,0.4,0.0,0.0,0.0
1890,r111,R&D plant -> All agencies -> Department of Education,R&D plant,All agencies,Department of Education,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r112,R&D plant -> All agencies -> Department of Energy,R&D plant,All agencies,Department of Energy,3,1275.5,2.3,240.2,82.4,100.0,572.8,0.0,278.0,0.0,0.0
1890,r113,R&D plant -> All agencies -> Department of Health and Human Services,R&D plant,All agencies,Department of Health and Human Services,3,127.6,122.7,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0
1890,r114,R&D plant -> All agencies -> Department of Homeland Security,R&D plant,All agencies,Department of Homeland Security,3,13.3,3.6,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0
1890,r115,R&D plant -> All agencies -> Department of the Interior,R&D plant,All agencies,Department of the Interior,3,5.4,2.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r116,R&D plant -> All agencies -> Department of Justice,R&D plant,All agencies,Department of Justice,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r117,R&D plant -> All agencies -> Department of Transportation,R&D plant,All agencies,Department of Transportation,3,38.4,0.6,37.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0
1890,r118,R&D plant -> All agencies -> Department of Veterans Affairs,R&D plant,All agencies,Department of Veterans Affairs,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r119,R&D plant -> All agencies -> Agency for International Development,R&D plant,All agencies,Agency for International Development,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r120,R&D plant -> All agencies -> Environmental Protection Agency,R&D plant,All agencies,Environmental Protection Agency,3,4.8,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r121,R&D plant -> All agencies -> National Aeronautics and Space Administration,R&D plant,All agencies,National Aeronautics and Space Administration,3,43.4,0.0,16.9,0.0,0.0,1.7,0.0,0.0,0.0,24.8
1890,r122,R&D plant -> All agencies -> National Science Foundation,R&D plant,All agencies,National Science Foundation,3,428.1,15.0,0.4,0.0,244.4,11.0,157.1,0.0,0.0,0.2
1890,r123,R&D plant -> All agencies -> Patient-Centered Outcomes Research Trust Fund,R&D plant,All agencies,Patient-Centered Outcomes Research Trust Fund,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r124,R&D plant -> All agencies -> Smithsonian Institution,R&D plant,All agencies,Smithsonian Institution,3,32.7,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r125,R&D plant -> All agencies -> Social Security Administration,R&D plant,All agencies,Social Security Administration,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,r126,R&D plant -> All agencies -> All other agencies,R&D plant,All agencies,All other agencies,3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
