table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_intramurala,field_extramural_industry,field_extramural_industry_administered_ffrdcs,field_extramural_universities_and_colleges,field_extramural_university_administered_ffrdcs,field_extramural_other_nonprofits,field_extramural_nonprofit_administered_ffrdcs,field_extramural_state_local_governments
6424,r043,All locations -> South Dakota,All locations,South Dakota,,2,130890.0,16568.4,38370.8,0.0,28518.0,0.0,21254.5,0.0,26178.3
6424,r044,All locations -> Tennessee,All locations,Tennessee,,2,3151030.3,785966.6,266724.5,14712.3,397172.1,0.5,575335.1,1101455.2,9664.0
6424,r045,All locations -> Texas,All locations,Texas,,2,6135035.6,810001.6,2703095.8,0.0,2408694.9,0.0,167702.8,272.2,45268.4
6424,r046,All locations -> Utah,All locations,Utah,,2,1140726.7,177104.3,346203.7,0.0,526800.9,0.0,87398.8,0.0,3219.1
6424,r047,All locations -> Vermont,All locations,Vermont,,2,129254.4,4474.0,35244.9,0.0,85902.2,0.0,0.05,0.0,3633.3
6424,r048,All locations -> Virginia,All locations,Virginia,,2,9650204.4,2019216.9,6064162.8,0.0,748598.5,136883.5,183870.5,482098.0,15374.2
6424,r049,All locations -> Washington,All locations,Washington,,2,3280001.8,282272.0,481147.0,7343.4,911821.6,2283.7,1111074.9,452975.1,31084.1
6424,r050,All locations -> West Virginia,All locations,West Virginia,,2,150437.5,56013.9,9538.6,0.0,71775.3,0.0,8149.3,0.0,4960.3
6424,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,907886.0,57336.3,86425.4,0.0,719046.5,0.0,40922.8,0.0,4154.9
6424,r052,All locations -> Wyoming,All locations,Wyoming,,2,86676.8,25806.0,5747.5,0.0,52481.6,0.0,255.0,0.0,2386.8
6424,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,195453.7,46050.5,26260.1,0.0,94393.4,0.0,862.4,0.0,27887.2
6424,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,88075.5,6390.1,6754.7,0.0,73189.8,0.0,364.5,0.0,1376.4
6424,r055,All locations -> Outlying areas -> Other areas<sup>b</sup>,All locations,Outlying areas,Other areas<sup>b</sup>,3,107378.2,39660.4,19505.5,0.0,21203.7,0.0,497.8,0.0,26510.8
6424,r056,All locations -> Offices abroad<sup>c</sup>,All locations,Offices abroad<sup>c</sup>,,2,47928.2,2730.3,44798.7,0.0,399.2,0.0,0.0,0.0,0.0
6424,r057,All locations -> Undistributed<sup>d</sup>,All locations,Undistributed<sup>d</sup>,,2,1829166.2,1242611.3,562195.1,0.0,7800.0,0.0,16559.8,0.0,0.0
