table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
2463,r011,United States<sup>a</sup> -> Florida,United States<sup>a</sup>,Florida,2,9887481,9439483,NA,13605050,27629492,26588661,26701503,25537040,25536046,22302689,21594312,26259352,26978471,24512331
2463,r012,United States<sup>a</sup> -> Georgia,United States<sup>a</sup>,Georgia,2,5545780,2763180,NA,2918071,5018230,6919140,8600759,10454723,10548856,8055609,11377179,12488470,16868348,16171100
2463,r013,United States<sup>a</sup> -> Hawaii,United States<sup>a</sup>,Hawaii,2,8578749,17593176,NA,10716399,11483268,10343631,8180435,9594181,9214342,6940018,13543956,8424072,6649466,3667466
2463,r014,United States<sup>a</sup> -> Idaho,United States<sup>a</sup>,Idaho,2,652451,1276787,NA,3986193,4716185,4925050,6959273,7971555,8208360,7130703,8670010,8699138,7910743,10596005
2463,r015,United States<sup>a</sup> -> Illinois,United States<sup>a</sup>,Illinois,2,1521332,1990000,NA,3414851,4851170,7033966,5421531,6176896,7032929,6913774,9304530,6902678,5330301,6900290
2463,r016,United States<sup>a</sup> -> Indiana,United States<sup>a</sup>,Indiana,2,4428024,4017815,NA,4681045,6559869,5428287,6187545,7252510,9738835,7358178,5189705,5270053,6000000,6100000
2463,r017,United States<sup>a</sup> -> Iowa,United States<sup>a</sup>,Iowa,2,4388234,2424713,NA,1949200,4210203,3391265,3370143,3960205,5481288,5615415,5714200,4745317,5823675,5215707
2463,r018,United States<sup>a</sup> -> Kansas,United States<sup>a</sup>,Kansas,2,4864624,4107233,NA,5619610,3625557,3675258,3356770,2983235,2360850,2138068,4036102,4875065,5768271,5465441
2463,r019,United States<sup>a</sup> -> Kentucky,United States<sup>a</sup>,Kentucky,2,6823866,6315996,NA,4755197,5263230,5873846,6170250,4316909,5266569,5935717,8070770,8364540,7475368,6577173
2463,r020,United States<sup>a</sup> -> Louisiana,United States<sup>a</sup>,Louisiana,2,6382762,4125505,NA,4539936,4929033,5536833,7295467,7412982,9900000,10012449,14853950,24199118,21892547,21317872
2463,r021,United States<sup>a</sup> -> Maine,United States<sup>a</sup>,Maine,2,0,65000,NA,1304294,1836035,2439296,1167751,1158805,2038174,2952778,3557605,3276573,3057355,3830784
2463,r022,United States<sup>a</sup> -> Maryland,United States<sup>a</sup>,Maryland,2,5053001,7228749,NA,4234200,1643939,1551214,1888327,1944190,1782810,1649862,940143,2557338,4220626,2924655
2463,r023,United States<sup>a</sup> -> Massachusetts,United States<sup>a</sup>,Massachusetts,2,1125989,1200525,NA,379847,814609,1209020,1328828,1803176,5480624,6490647,6615788,8499880,6838085,10952465
2463,r024,United States<sup>a</sup> -> Michigan,United States<sup>a</sup>,Michigan,2,4127849,3910171,NA,6054036,6885798,7110347,8187688,8454896,8417785,8346295,9760802,9352419,5774656,4579680
2463,r025,United States<sup>a</sup> -> Minnesota,United States<sup>a</sup>,Minnesota,2,2002686,3083506,NA,4864789,3457202,3782840,3718840,3652840,4827540,4814486,6772202,4757077,4443333,6020868
2463,r026,United States<sup>a</sup> -> Mississippi,United States<sup>a</sup>,Mississippi,2,2285202,6272085,NA,2926523,5671257,5454392,5174275,3937121,971637,618485,2036701,3479041,5695540,8869165
2463,r027,United States<sup>a</sup> -> Missouri,United States<sup>a</sup>,Missouri,2,5473754,4962973,NA,5556085,3161177,4103709,3702943,3521812,4887547,5641298,3684515,3979736,4114609,5102079
2463,r028,United States<sup>a</sup> -> Montana,United States<sup>a</sup>,Montana,2,2913589,1837440,NA,2249403,2659895,2868954,2907039,3463568,3254014,3672296,4640449,5546645,4365342,4577231
2463,r029,United States<sup>a</sup> -> Nebraska,United States<sup>a</sup>,Nebraska,2,1940130,1275191,NA,1162077,878999,1071515,1900163,1973878,1607015,1668537,2703884,1406169,1681576,4371507
2463,r030,United States<sup>a</sup> -> Nevada,United States<sup>a</sup>,Nevada,2,505000,1115700,NA,1242142,688933,320608,469512,1001898,2771066,2515000,1752237,2091202,1147161,2370078
2463,r031,United States<sup>a</sup> -> New Hampshire,United States<sup>a</sup>,New Hampshire,2,1793026,1599228,NA,937998,896396,1081852,1302649,1071409,959521,1113769,683400,874200,694217,715823
2463,r032,United States<sup>a</sup> -> New Jersey,United States<sup>a</sup>,New Jersey,2,2927179,4040714,NA,4293720,3735882,4387432,3628894,3989987,3453756,4041326,4398146,6367385,5773046,2890436
2463,r033,United States<sup>a</sup> -> New Mexico,United States<sup>a</sup>,New Mexico,2,0,538337,NA,1324423,1072611,1443195,1434849,1592483,2086119,1966767,1959974,1325804,2201370,2415620
2463,r034,United States<sup>a</sup> -> New York,United States<sup>a</sup>,New York,2,11175919,7858707,NA,160779049,175534885,174021455,156066229,154054612,162053306,150683260,142916034,153685522,150807413,156961125
2463,r035,United States<sup>a</sup> -> North Carolina,United States<sup>a</sup>,North Carolina,2,8043625,13118979,NA,8477435,10223740,11187114,7904917,6075886,6418931,15605925,15392504,7949309,9085073,8477781
2463,r036,United States<sup>a</sup> -> North Dakota,United States<sup>a</sup>,North Dakota,2,5957704,3713936,NA,1895456,575654,557822,540086,564878,1199176,1020728,1172763,2327432,2965210,2299808
2463,r037,United States<sup>a</sup> -> Ohio,United States<sup>a</sup>,Ohio,2,8767534,8253286,NA,5141853,3351457,4455517,6415795,10584324,6979454,6437833,9624514,9889818,9948825,8126122
2463,r038,United States<sup>a</sup> -> Oklahoma,United States<sup>a</sup>,Oklahoma,2,643333,3296216,NA,5120111,5229705,6138385,5283506,8289178,8986041,7578340,8390649,11350041,8183905,10192859
2463,r039,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,2,2245190,2470211,NA,3957639,12870466,14753575,17582132,16942402,9815170,10390644,9900748,11365484,13498683,17340000
2463,r040,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,2,4278736,5321876,NA,5975911,5882402,6652868,6442990,6002259,5353083,4830151,5686837,7498785,6801366,9903377
2463,r041,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,2,150000,403939,NA,396154,281728,515480,487305,664190,1251398,1114694,1361000,1470052,852644,2473315
2463,r042,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,2,19731986,29773259,NA,22877576,59873605,71204639,59056716,33931311,16290802,20114487,20737825,23646742,24143358,23400794
2463,r043,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,2,3011796,3847153,NA,3522778,3145143,2882410,2618318,2840315,1427976,1003921,1255737,909739,1150602,754880
2463,r044,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,2,4658000,3638000,NA,3002070,851410,2985145,3594115,2906011,3368748,2903575,5128836,5755973,5385899,5112715
2463,r045,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,2,20318659,19853357,NA,22174250,21943248,21488561,20949356,20382696,17280822,21106336,28647673,28163945,20766503,21003405
2463,r046,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,2,1800000,1880823,NA,5593015,20724230,20687819,21153987,25727343,755484,1077198,807539,1711697,1355017,2294696
2463,r047,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,2,1282280,783845,NA,610565,1100865,1184957,1121698,1240063,1583729,1183900,905065,940123,1647291,2225472
2463,r048,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,2,6387630,9427028,NA,11409211,9370939,9735857,9710044,8149554,12804594,13040444,10654905,9141544,9633966,12948118
2463,r049,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,2,7728621,8091640,NA,5925432,9841190,9420257,8462965,8292342,11078789,12398340,11677113,9374759,11948543,14915365
2463,r050,United States<sup>a</sup> -> West Virginia,United States<sup>a</sup>,West Virginia,2,2663801,5008707,NA,3733032,7830732,6157841,8139084,7256479,6299975,7333474,3729381,6799242,6681206,7579295
2463,r051,United States<sup>a</sup> -> Wisconsin,United States<sup>a</sup>,Wisconsin,2,4772502,6316820,NA,8656553,7890044,15611863,9632605,13741242,9388919,9471310,8658738,8233839,6971498,9448498
2463,r052,United States<sup>a</sup> -> Wyoming,United States<sup>a</sup>,Wyoming,2,1688296,10903754,NA,1068548,815693,809183,1345319,1457932,2346866,2100967,1620007,2464097,2380392,2290192
2463,r053,Puerto Rico<sup>b</sup>,Puerto Rico<sup>b</sup>,,1,103503,0,NA,4946080,1702000,1850000,4070151,3931918,1489553,1561588,na,na,na,na
