table_id,row_id,_b_region_country_or_economy_b_full_path,_b_region_country_or_economy_b_level_1,_b_region_country_or_economy_b_level_2,_b_region_country_or_economy_b_level_3,_b_region_country_or_economy_b_hierarchy_depth,field_total,field_dhs,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
6421,r035,All areas and organizations -> Asia -> Lebanon,All areas and organizations,Asia,Lebanon,3,840.4,0.0,0.0,0.0,451.1,0.0,0.0,0.0,389.3
6421,r036,All areas and organizations -> Asia -> Malaysia,All areas and organizations,Asia,Malaysia,3,58.2,0.0,58.2,0.0,0.0,0.0,0.0,0.0,0.0
6421,r037,All areas and organizations -> Asia -> Mongolia,All areas and organizations,Asia,Mongolia,3,19.6,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0
6421,r038,All areas and organizations -> Asia -> Nepal,All areas and organizations,Asia,Nepal,3,279.0,0.0,0.0,0.0,276.5,2.5,0.0,0.0,0.0
6421,r039,All areas and organizations -> Asia -> Pakistan,All areas and organizations,Asia,Pakistan,3,370.1,0.0,0.0,0.0,370.1,0.0,0.0,0.0,0.0
6421,r040,All areas and organizations -> Asia -> Philippines,All areas and organizations,Asia,Philippines,3,1669.0,0.0,1669.0,0.0,0.0,0.0,0.0,0.0,0.0
6421,r041,All areas and organizations -> Asia -> Saudi Arabia,All areas and organizations,Asia,Saudi Arabia,3,118.9,0.0,118.9,0.0,0.0,0.0,0.0,0.0,0.0
6421,r042,All areas and organizations -> Asia -> Singapore,All areas and organizations,Asia,Singapore,3,1447.5,0.0,1447.5,0.0,0.0,0.0,0.0,0.0,0.0
6421,r043,All areas and organizations -> Asia -> Sri Lanka,All areas and organizations,Asia,Sri Lanka,3,388.1,0.0,0.0,0.0,388.1,0.0,0.0,0.0,0.0
6421,r044,All areas and organizations -> Asia -> Taiwan,All areas and organizations,Asia,Taiwan,3,1915.8,0.0,624.0,0.0,1255.9,0.0,0.0,35.9,0.0
6421,r045,All areas and organizations -> Asia -> Thailand,All areas and organizations,Asia,Thailand,3,11365.9,0.0,4678.2,0.0,6687.7,0.0,0.0,0.0,0.0
6421,r046,All areas and organizations -> Asia -> Turkey,All areas and organizations,Asia,Turkey,3,335.3,0.0,335.3,0.0,0.0,0.0,0.0,0.0,0.0
6421,r047,All areas and organizations -> Asia -> Vietnam,All areas and organizations,Asia,Vietnam,3,1327.4,0.0,189.5,0.0,1069.9,0.0,0.0,68.1,0.0
6421,r048,"All areas and organizations -> Asia -> Asian countries, other",All areas and organizations,Asia,"Asian countries, other",3,1767.0,0.0,1492.0,0.0,275.0,0.0,0.0,0.0,0.0
6421,r049,All areas and organizations -> Europe,All areas and organizations,Europe,,2,329073.0,2006.3,204048.0,329.5,68065.1,26811.4,6641.6,1499.7,19671.5
6421,r050,All areas and organizations -> Europe -> Austria,All areas and organizations,Europe,Austria,3,3533.0,158.7,577.3,0.0,215.1,69.0,2512.9,0.0,0.0
6421,r051,All areas and organizations -> Europe -> Belgium,All areas and organizations,Europe,Belgium,3,1249.5,0.0,595.2,0.0,568.5,85.8,0.0,0.0,0.0
6421,r052,All areas and organizations -> Europe -> Croatia,All areas and organizations,Europe,Croatia,3,906.1,0.0,906.1,0.0,0.0,0.0,0.0,0.0,0.0
6421,r053,All areas and organizations -> Europe -> Czechia,All areas and organizations,Europe,Czechia,3,953.2,0.0,953.2,0.0,0.0,0.0,0.0,0.0,0.0
6421,r054,All areas and organizations -> Europe -> Denmark,All areas and organizations,Europe,Denmark,3,2374.8,0.0,1285.4,0.0,1082.7,0.4,0.0,0.0,6.2
6421,r055,All areas and organizations -> Europe -> Estonia,All areas and organizations,Europe,Estonia,3,159.5,0.0,159.5,0.0,0.0,0.0,0.0,0.0,0.0
6421,r056,All areas and organizations -> Europe -> Finland,All areas and organizations,Europe,Finland,3,1838.6,0.0,746.3,0.0,786.9,102.0,0.0,203.4,0.0
6421,r057,All areas and organizations -> Europe -> France,All areas and organizations,Europe,France,3,16436.1,5.4,6304.4,127.0,7493.3,909.0,1550.0,0.0,46.9
6421,r058,All areas and organizations -> Europe -> Germany,All areas and organizations,Europe,Germany,3,33559.3,1834.3,3480.8,0.0,18395.6,3719.1,2168.0,461.5,3500.0
6421,r059,All areas and organizations -> Europe -> Greece,All areas and organizations,Europe,Greece,3,341.7,0.0,335.7,0.0,0.0,0.0,0.0,6.0,0.0
6421,r060,All areas and organizations -> Europe -> Hungary,All areas and organizations,Europe,Hungary,3,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
6421,r061,All areas and organizations -> Europe -> Iceland,All areas and organizations,Europe,Iceland,3,458.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0
6421,r062,All areas and organizations -> Europe -> Ireland,All areas and organizations,Europe,Ireland,3,686.4,0.0,378.7,0.0,307.7,0.0,0.0,0.0,0.0
6421,r063,All areas and organizations -> Europe -> Italy,All areas and organizations,Europe,Italy,3,10111.9,0.0,7378.7,0.0,2093.4,0.0,0.0,440.0,199.8
6421,r064,All areas and organizations -> Europe -> Luxembourg,All areas and organizations,Europe,Luxembourg,3,63.1,0.0,63.1,0.0,0.0,0.0,0.0,0.0,0.0
6421,r065,All areas and organizations -> Europe -> Netherlands,All areas and organizations,Europe,Netherlands,3,12354.8,0.0,2890.5,143.2,7761.9,1339.3,100.0,0.0,120.0
6421,r066,All areas and organizations -> Europe -> Norway,All areas and organizations,Europe,Norway,3,109908.0,0.0,108182.0,0.0,0.0,1715.5,0.0,0.0,10.6
6421,r067,All areas and organizations -> Europe -> Poland,All areas and organizations,Europe,Poland,3,106.2,0.0,106.2,0.0,0.0,0.0,0.0,0.0,0.0
6421,r068,All areas and organizations -> Europe -> Portugal,All areas and organizations,Europe,Portugal,3,89.5,0.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0
6421,r069,All areas and organizations -> Europe -> Russia,All areas and organizations,Europe,Russia,3,14024.0,0.0,0.3,0.0,0.0,14023.7,0.0,0.0,0.0
6421,r070,All areas and organizations -> Europe -> Slovakia,All areas and organizations,Europe,Slovakia,3,97.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
6421,r071,All areas and organizations -> Europe -> Slovenia,All areas and organizations,Europe,Slovenia,3,302.7,0.0,302.7,0.0,0.0,0.0,0.0,0.0,0.0
6421,r072,All areas and organizations -> Europe -> Spain,All areas and organizations,Europe,Spain,3,10572.7,0.0,2115.6,0.0,322.4,4174.0,0.0,138.2,3822.4
6421,r073,All areas and organizations -> Europe -> Sweden,All areas and organizations,Europe,Sweden,3,4327.5,0.0,1156.2,0.0,3090.9,24.2,27.0,29.3,0.0
6421,r074,All areas and organizations -> Europe -> Switzerland,All areas and organizations,Europe,Switzerland,3,23473.4,0.0,3962.2,36.0,7516.3,258.8,0.0,0.0,11700.0
6421,r075,All areas and organizations -> Europe -> Ukraine,All areas and organizations,Europe,Ukraine,3,560.7,0.0,114.1,0.0,446.6,0.0,0.0,0.0,0.0
6421,r076,All areas and organizations -> Europe -> United Kingdom,All areas and organizations,Europe,United Kingdom,3,80553.2,7.9,61377.4,23.3,17983.7,390.5,283.7,221.3,265.5
6421,r077,All areas and organizations -> North America,All areas and organizations,North America,,2,163344.6,6282.4,81776.4,0.0,56232.5,1587.3,11426.1,689.3,5350.6
6421,r078,"All areas and organizations -> North America -> Bahamas, The",All areas and organizations,North America,"Bahamas, The",3,11898.4,0.0,11898.4,0.0,0.0,0.0,0.0,0.0,0.0
6421,r079,All areas and organizations -> North America -> Bermuda,All areas and organizations,North America,Bermuda,3,10179.1,0.0,0.0,0.0,0.0,0.0,10179.1,0.0,0.0
6421,r080,All areas and organizations -> North America -> Canada,All areas and organizations,North America,Canada,3,131593.5,6282.4,67272.8,0.0,49426.9,1587.3,1247.0,426.5,5350.6
6421,r081,All areas and organizations -> North America -> Costa Rica,All areas and organizations,North America,Costa Rica,3,962.7,0.0,49.6,0.0,778.6,0.0,0.0,134.5,0.0
6421,r082,All areas and organizations -> North America -> Guatemala,All areas and organizations,North America,Guatemala,3,1784.7,0.0,0.0,0.0,1784.7,0.0,0.0,0.0,0.0
6421,r083,All areas and organizations -> North America -> Haiti,All areas and organizations,North America,Haiti,3,2104.8,0.0,0.0,0.0,2104.8,0.0,0.0,0.0,0.0
6421,r084,All areas and organizations -> North America -> Jamaica,All areas and organizations,North America,Jamaica,3,111.2,0.0,0.0,0.0,111.2,0.0,0.0,0.0,0.0
6421,r085,All areas and organizations -> North America -> Mexico,All areas and organizations,North America,Mexico,3,2893.1,0.0,1941.9,0.0,893.0,0.0,0.0,58.1,0.0
6421,r086,All areas and organizations -> North America -> Nicaragua,All areas and organizations,North America,Nicaragua,3,210.5,0.0,0.0,0.0,210.5,0.0,0.0,0.0,0.0
6421,r087,All areas and organizations -> North America -> Panama,All areas and organizations,North America,Panama,3,180.1,0.0,0.0,0.0,110.0,0.0,0.0,70.1,0.0
6421,r088,All areas and organizations -> North America -> Saint Kitts and Nevis,All areas and organizations,North America,Saint Kitts and Nevis,3,218.9,0.0,0.0,0.0,218.9,0.0,0.0,0.0,0.0
6421,r089,All areas and organizations -> North America -> Trinidad and Tobago,All areas and organizations,North America,Trinidad and Tobago,3,593.9,0.0,0.0,0.0,593.9,0.0,0.0,0.0,0.0
6421,r090,"All areas and organizations -> North America -> Virgin Islands, British",All areas and organizations,North America,"Virgin Islands, British",3,306.5,0.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0
6421,r091,"All areas and organizations -> North America -> North American countries, other",All areas and organizations,North America,"North American countries, other",3,307.2,0.0,307.2,0.0,0.0,0.0,0.0,0.0,0.0
6421,r092,All areas and organizations -> Oceania,All areas and organizations,Oceania,,2,70003.7,180.4,41917.0,0.0,26505.5,475.2,169.0,756.5,0.0
6421,r093,All areas and organizations -> Oceania -> Australia,All areas and organizations,Oceania,Australia,3,53054.3,0.0,28856.9,0.0,23217.8,163.5,169.0,647.0,0.0
6421,r094,All areas and organizations -> Oceania -> Fiji,All areas and organizations,Oceania,Fiji,3,24.7,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0
6421,r095,All areas and organizations -> Oceania -> Marshall Islands,All areas and organizations,Oceania,Marshall Islands,3,12007.3,0.0,12007.3,0.0,0.0,0.0,0.0,0.0,0.0
6421,r096,"All areas and organizations -> Oceania -> Micronesia, Federated States of",All areas and organizations,Oceania,"Micronesia, Federated States of",3,3.7,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
6421,r097,All areas and organizations -> Oceania -> New Zealand,All areas and organizations,Oceania,New Zealand,3,4804.3,180.4,1024.5,0.0,3287.7,311.6,0.0,0.0,0.0
6421,r098,All areas and organizations -> Oceania -> Palau,All areas and organizations,Oceania,Palau,3,109.5,0.0,0.0,0.0,0.0,0.0,0.0,109.5,0.0
6421,r099,All areas and organizations -> South America,All areas and organizations,South America,,2,23003.7,0.0,3675.8,0.0,16764.7,475.8,770.9,1316.5,0.0
6421,r100,All areas and organizations -> South America -> Argentina,All areas and organizations,South America,Argentina,3,2363.7,0.0,272.9,0.0,1384.6,0.0,0.0,706.2,0.0
6421,r101,All areas and organizations -> South America -> Bolivia,All areas and organizations,South America,Bolivia,3,45.2,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0
6421,r102,All areas and organizations -> South America -> Brazil,All areas and organizations,South America,Brazil,3,5916.8,0.0,1229.2,0.0,3913.0,314.8,0.0,459.8,0.0
6421,r103,All areas and organizations -> South America -> Chile,All areas and organizations,South America,Chile,3,2627.3,0.0,1690.8,0.0,914.4,0.0,0.0,22.0,0.0
6421,r104,All areas and organizations -> South America -> Colombia,All areas and organizations,South America,Colombia,3,2189.4,0.0,83.6,0.0,2010.8,0.0,0.0,95.0,0.0
6421,r105,All areas and organizations -> South America -> Ecuador,All areas and organizations,South America,Ecuador,3,64.2,0.0,30.7,0.0,0.0,0.0,0.0,33.5,0.0
6421,r106,All areas and organizations -> South America -> Peru,All areas and organizations,South America,Peru,3,8784.8,0.0,282.0,0.0,8341.8,161.0,0.0,0.0,0.0
6421,r107,All areas and organizations -> South America -> Suriname,All areas and organizations,South America,Suriname,3,226.3,0.0,26.3,0.0,200.0,0.0,0.0,0.0,0.0
6421,r108,All areas and organizations -> South America -> Uruguay,All areas and organizations,South America,Uruguay,3,785.9,0.0,15.0,0.0,0.0,0.0,770.9,0.0,0.0
6421,r109,All areas and organizations -> International organizations,All areas and organizations,International organizations,,2,51427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51427.0
