table_id,row_id,question_full_path,question_level_1,question_level_2,question_hierarchy_depth,field_survey_item,field_aggregate_amount
1371,r188,Employees (thousands) ->  - ,Employees (thousands), - ,2,Foreign,"['&nbsp;', '&nbsp;']"
1371,r189,Employees (thousands) -> 5.2(2),Employees (thousands),5.2(2),2,Total employees,"['11,374', '&nbsp;']"
1371,r190,Employees (thousands) -> 5.3b(2),Employees (thousands),5.3b(2),2,Non-R&D employees,"['10,701', '&nbsp;']"
1371,r191,Employees (thousands) -> 5.3a(2),Employees (thousands),5.3a(2),2,R&D employees,"['674', '&nbsp;']"
1371,r192,Employees (thousands) -> 5.5a(2),Employees (thousands),5.5a(2),2,Female,"['194', '&nbsp;']"
1371,r193,Employees (thousands) -> 5.5b(2),Employees (thousands),5.5b(2),2,Male,"['479', '&nbsp;']"
1371,r194,Employees (thousands) -> 5.6a(2),Employees (thousands),5.6a(2),2,Researchers,"['488', '&nbsp;']"
1371,r195,Employees (thousands) -> 5.6b(2),Employees (thousands),5.6b(2),2,Technicians,"['126', '&nbsp;']"
1371,r196,Employees (thousands) -> 5.6c(2),Employees (thousands),5.6c(2),2,Support staff,"['61', '&nbsp;']"
1371,r197,Employees (thousands) ->  - ,Employees (thousands), - ,2,Researchers with PhD,"['&nbsp;', '&nbsp;']"
1371,r198,Employees (thousands) -> 5.7(3),Employees (thousands),5.7(3),2,Worldwide,"['149', '&nbsp;']"
1371,r199,Employees (thousands) -> 5.7(1),Employees (thousands),5.7(1),2,Domestic,"['120', '&nbsp;']"
1371,r200,Employees (thousands) -> 5.7(2),Employees (thousands),5.7(2),2,Foreign,"['30', '&nbsp;']"
1371,r201,Employees (thousands) ->  - ,Employees (thousands), - ,2,Full-time equivalent,"['&nbsp;', '&nbsp;']"
1371,r202,Employees (thousands) -> 5.8d,Employees (thousands),5.8d,2,R&D employees,"['1,393', '&nbsp;']"
1371,r203,Employees (thousands) -> 5.8a,Employees (thousands),5.8a,2,Full-time R&D employees,"['1,226', '&nbsp;']"
1371,r204,Employees (thousands) -> 5.8b,Employees (thousands),5.8b,2,Full-time employees not solely working on R&D,"['152', '&nbsp;']"
1371,r205,Employees (thousands) -> 5.8c,Employees (thousands),5.8c,2,Part-time employees working on R&D,"['15', '&nbsp;']"
1371,r206,Employees (thousands) -> 5.9d,Employees (thousands),5.9d,2,Researchers,"['973', '&nbsp;']"
1371,r207,Employees (thousands) -> 5.9a,Employees (thousands),5.9a,2,Full-time R&D employees,"['879', '&nbsp;']"
1371,r208,Employees (thousands) -> 5.9b,Employees (thousands),5.9b,2,Full-time employees not solely working on R&D,"['85', 'i']"
1371,r209,Employees (thousands) -> 5.9c,Employees (thousands),5.9c,2,Part-time employees working on R&D,"['9', '&nbsp;']"
1371,r210,Employees (thousands) -> 5.10,Employees (thousands),5.10,2,Non-U.S. citizens employed as researchers under temporary visa,"['41', '&nbsp;']"
1371,r211,U.S. patents (number)<sup>a</sup>,U.S. patents (number)<sup>a</sup>,,1,,"['', '']"
1371,r212,U.S. patents (number)<sup>a</sup> -> 6.1,U.S. patents (number)<sup>a</sup>,6.1,2,"Patents applied for, total","['135,702', '&nbsp;']"
1371,r213,U.S. patents (number)<sup>a</sup> -> 6.2,U.S. patents (number)<sup>a</sup>,6.2,2,Nonprovisional utility patents applied for,"['101,428', '&nbsp;']"
1371,r214,U.S. patents (number)<sup>a</sup> -> 6.3,U.S. patents (number)<sup>a</sup>,6.3,2,Applications filed or planned in foreign jurisdictions,"['47,920', '&nbsp;']"
1371,r215,U.S. patents (number)<sup>a</sup> -> 6.4,U.S. patents (number)<sup>a</sup>,6.4,2,Applications originated from organized R&D activities,"['75,310', '&nbsp;']"
1371,r216,U.S. patents (number)<sup>a</sup> -> 6.6,U.S. patents (number)<sup>a</sup>,6.6,2,Utility patents issued,"['92,099', '&nbsp;']"
1371,r217,U.S. patents (US$millions)<sup>a</sup>,U.S. patents (US$millions)<sup>a</sup>,,1,,"['', '']"
1371,r218,U.S. patents (US$millions)<sup>a</sup> ->  - ,U.S. patents (US$millions)<sup>a</sup>, - ,2,Revenue received from others,"['&nbsp;', '&nbsp;']"
1371,r219,U.S. patents (US$millions)<sup>a</sup> -> 6.7,U.S. patents (US$millions)<sup>a</sup>,6.7,2,From sale of utility patents,"['955', '&nbsp;']"
1371,r220,U.S. patents (US$millions)<sup>a</sup> -> 6.8,U.S. patents (US$millions)<sup>a</sup>,6.8,2,From licensing utility patents,"['18,145', '&nbsp;']"
1371,r221,U.S. patents (US$millions)<sup>a</sup> ->  - ,U.S. patents (US$millions)<sup>a</sup>, - ,2,Amount paid to others,"['&nbsp;', '&nbsp;']"
1371,r222,U.S. patents (US$millions)<sup>a</sup> -> 6.10,U.S. patents (US$millions)<sup>a</sup>,6.10,2,To purchase patents,"['163', '&nbsp;']"
1371,r223,U.S. patents (US$millions)<sup>a</sup> -> 6.11,U.S. patents (US$millions)<sup>a</sup>,6.11,2,To license patents,"['8,380', '&nbsp;']"
