table_id,row_id,debt_level_full_path,debt_level_level_1,debt_level_level_2,debt_level_level_3,debt_level_level_4,debt_level_hierarchy_depth,field_sex_male,field_sex_female,field_citizenship_status_u_s_citizen_or_permanent_resident,field_citizenship_status_temporary_visa_holder,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
973,r032,Cumulative debt -> Mean -> Undergraduate debt -> Mean,Cumulative debt,Mean,Undergraduate debt,Mean,4,"['$7,699', '']","['$9,296', '']","['$11,435', '']","['$2,034', '']","['$14,027', '']","['$15,202', '']","['$5,292', '']","['$22,720', '']","['$10,863', '']","['$12,873', '']","['$10,731', '']","['$9,911', '']"
973,r033,Cumulative debt -> Mean -> Undergraduate debt -> ,Cumulative debt,Mean,Undergraduate debt,,4,"['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']"
973,r034,Cumulative debt -> Mean -> Undergraduate debt -> No debt,Cumulative debt,Mean,Undergraduate debt,No debt,4,"['19,610', '73.1']","['15,539', '68.6']","['20,770', '62.0']","['14,254', '90.2']","['1,285', '53.5']","['54', '54.5']","['2,458', '77.1']","['947', '41.6']","['15,156', '62.9']","['597', '58.9']","['199', '66.1']","['74', '66.1']"
973,r035,"Cumulative debt -> Mean -> Undergraduate debt -> $10,000 or less",Cumulative debt,Mean,Undergraduate debt,"$10,000 or less",4,"['1,818', '6.8']","['1,649', '7.3']","['2,781', '8.3']","['676', '4.3']","['275', '11.5']","['7', '7.1']","['240', '7.5']","['221', '9.7']","['1,914', '7.9']","['88', '8.7']","['24', '8.0']","['12', '10.7']"
973,r036,"Cumulative debt -> Mean -> Undergraduate debt -> $10,001&#8211;$20,000",Cumulative debt,Mean,Undergraduate debt,"$10,001&#8211;$20,000",4,"['1,577', '5.9']","['1,644', '7.3']","['2,873', '8.6']","['330', '2.1']","['243', '10.1']","['11', '11.1']","['195', '6.1']","['201', '8.8']","['2,109', '8.8']","['89', '8.8']","['18', '6.0']","['7', '6.3']"
973,r037,"Cumulative debt -> Mean -> Undergraduate debt -> $20,001&#8211;$30,000",Cumulative debt,Mean,Undergraduate debt,"$20,001&#8211;$30,000",4,"['1,335', '5.0']","['1,248', '5.5']","['2,363', '7.1']","['208', '1.3']","['181', '7.5']","['7', '7.1']","['122', '3.8']","['224', '9.8']","['1,733', '7.2']","['72', '7.1']","['18', '6.0']","['6', '5.4']"
973,r038,"Cumulative debt -> Mean -> Undergraduate debt -> $30,001&#8211;$40,000",Cumulative debt,Mean,Undergraduate debt,"$30,001&#8211;$40,000",4,"['795', '3.0']","['758', '3.3']","['1,435', '4.3']","['107', '0.7']","['116', '4.8']","['8', '8.1']","['60', '1.9']","['161', '7.1']","['1,026', '4.3']","['52', '5.1']","['10', '3.3']","['2', '1.8']"
973,r039,"Cumulative debt -> Mean -> Undergraduate debt -> $40,001&#8211;$50,000",Cumulative debt,Mean,Undergraduate debt,"$40,001&#8211;$50,000",4,"['467', '1.7']","['517', '2.3']","['910', '2.7']","['71', '0.4']","['81', '3.4']","['D', 'D']","['30', '0.9']","['D', 'D']","['629', '2.6']","['33', '3.3']","['11', '3.7']","['5', '4.5']"
973,r040,"Cumulative debt -> Mean -> Undergraduate debt -> $50,001&#8211;$60,000",Cumulative debt,Mean,Undergraduate debt,"$50,001&#8211;$60,000",4,"['333', '1.2']","['387', '1.7']","['657', '2.0']","['58', '0.4']","['67', '2.8']","['D', 'D']","['23', '0.7']","['D', 'D']","['448', '1.9']","['18', '1.8']","['9', '3.0']","['0', '0.0']"
973,r041,"Cumulative debt -> Mean -> Undergraduate debt -> $60,001&#8211;$70,000",Cumulative debt,Mean,Undergraduate debt,"$60,001&#8211;$70,000",4,"['232', '0.9']","['238', '1.1']","['450', '1.3']","['20', '0.1']","['34', '1.4']","['D', 'D']","['18', '0.6']","['D', 'D']","['294', '1.2']","['17', '1.7']","['2', '0.7']","['1', '0.9']"
973,r042,"Cumulative debt -> Mean -> Undergraduate debt -> $70,001&#8211;$80,000",Cumulative debt,Mean,Undergraduate debt,"$70,001&#8211;$80,000",4,"['155', '0.6']","['143', '0.6']","['281', '0.8']","['17', '0.1']","['24', '1.0']","['D', 'D']","['7', '0.2']","['D', 'D']","['185', '0.8']","['14', '1.4']","['1', '0.3']","['2', '1.8']"
973,r043,"Cumulative debt -> Mean -> Undergraduate debt -> $80,001&#8211;$90,000",Cumulative debt,Mean,Undergraduate debt,"$80,001&#8211;$90,000",4,"['167', '0.6']","['167', '0.7']","['306', '0.9']","['26', '0.2']","['29', '1.2']","['D', 'D']","['13', '0.4']","['D', 'D']","['198', '0.8']","['12', '1.2']","['1', '0.3']","['0', '0.0']"
973,r044,"Cumulative debt -> Mean -> Undergraduate debt -> $90,001 or more",Cumulative debt,Mean,Undergraduate debt,"$90,001 or more",4,"['341', '1.3']","['369', '1.6']","['666', '2.0']","['39', '0.2']","['66', '2.7']","['D', 'D']","['23', '0.7']","['D', 'D']","['406', '1.7']","['21', '2.1']","['8', '2.7']","['3', '2.7']"
973,r045,Cumulative debt -> Mean -> Undergraduate debt -> Total,Cumulative debt,Mean,Undergraduate debt,Total,4,"['26,830', '100.0']","['22,659', '100.0']","['33,492', '100.0']","['15,806', '100.0']","['2,401', '100.0']","['99', '100.0']","['3,189', '100.0']","['2,279', '100.0']","['24,098', '100.0']","['1,013', '100.0']","['301', '100.0']","['112', '100.0']"
