table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10388,r047,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,2,79648,88226,77300,67295,71095,83580,92230,99580,110444
10388,r048,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,2,508966,537080,526602,550181,536877,593675,641634,619535,720586
10388,r049,All states and outlying areas -> Washington,All states and outlying areas,Washington,2,755635,820577,784060,755054,766493,880489,1021099,908380,1008599
10388,r050,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,2,50015,58329,58656,57544,49766,58313,68634,91426,115699
10388,r051,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,2,582341,600947,596951,621572,628007,649247,698207,705233,801039
10388,r052,All states and outlying areas -> Wyoming,All states and outlying areas,Wyoming,2,34713,33810,35331,30450,28827,35803,45663,57349,55556
10388,r053,All states and outlying areas -> American Samoa,All states and outlying areas,American Samoa,2,1829,2513,2725,2952,1663,1705,1605,1197,4282
10388,r054,All states and outlying areas -> Guam,All states and outlying areas,Guam,2,3610,3456,5732,7522,6420,3895,5383,9924,12871
10388,r055,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,2,79888,83723,78842,87383,67524,83590,94104,90999,86942
10388,r056,All states and outlying areas -> Trust Territory of the Pacific Islands,All states and outlying areas,Trust Territory of the Pacific Islands,2,3646,4772,5022,5524,2744,0,3131,2731,7659
10388,r057,All states and outlying areas -> Virgin Islands,All states and outlying areas,Virgin Islands,2,6174,9311,10215,11365,7543,8590,5520,10409,14092
