table_id,row_id,funders_business_activity_sup_a_sup_full_path,funders_business_activity_sup_a_sup_level_1,funders_business_activity_sup_a_sup_level_2,funders_business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_amount
1411,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['2,010', '&nbsp;']"
1411,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['124', '&nbsp;']"
1411,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments manufacturing",2,33452,"['716', '&nbsp;']"
1411,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['43', '&nbsp;']"
1411,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['771', '&nbsp;']"
1411,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['1,984', '&nbsp;']"
1411,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['*', '&nbsp;']"
1411,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['325', '&nbsp;']"
1411,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['D', '&nbsp;']"
1411,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['189', '&nbsp;']"
1411,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['374', '&nbsp;']"
1411,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['D', '&nbsp;']"
1411,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['1', 'i']"
1411,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['1', '&nbsp;']"
1411,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['D', '&nbsp;']"
1411,r060,"All business activities -> Military armored vehicles, tanks, and tank components manufacturing",All business activities,"Military armored vehicles, tanks, and tank components manufacturing",2,33692,"['1', '&nbsp;']"
1411,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['20', '&nbsp;']"
1411,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['*', '&nbsp;']"
1411,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['323', '&nbsp;']"
1411,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['20', '&nbsp;']"
1411,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['40', '&nbsp;']"
1411,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['4', '&nbsp;']"
1411,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['0', '&nbsp;']"
1411,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['1', '&nbsp;']"
1411,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['0', '&nbsp;']"
1411,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['*', '&nbsp;']"
1411,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['3', '&nbsp;']"
1411,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['*', '&nbsp;']"
1411,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['0', '&nbsp;']"
1411,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['155', '&nbsp;']"
1411,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['0', '&nbsp;']"
1411,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['0', '&nbsp;']"
1411,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['8', 'i']"
1411,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['26', '&nbsp;']"
1411,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['*', '&nbsp;']"
1411,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['21', '&nbsp;']"
1411,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['14', '&nbsp;']"
1411,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['31', '&nbsp;']"
1411,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['D', '&nbsp;']"
1411,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['9', 'i']"
1411,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['3', '&nbsp;']"
1411,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['4', '&nbsp;']"
1411,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['12', '&nbsp;']"
1411,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['0', '&nbsp;']"
1411,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['*', '&nbsp;']"
1411,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['4', '&nbsp;']"
1411,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['284', 'i']"
1411,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['41', '&nbsp;']"
1411,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['1,937', '&nbsp;']"
1411,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['100', 'i']"
1411,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['24', 'i']"
1411,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['880', '&nbsp;']"
1411,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['496', '&nbsp;']"
1411,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['0', '&nbsp;']"
1411,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['185', '&nbsp;']"
1411,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['9', '&nbsp;']"
1411,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['*', '&nbsp;']"
1411,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['0', '&nbsp;']"
1411,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['12', 'i']"
1411,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['6', 'i']"
1411,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['*', '&nbsp;']"
1411,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['*', '&nbsp;']"
1411,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['*', '&nbsp;']"
1411,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['8', '&nbsp;']"
1411,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['1', '&nbsp;']"
1411,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['97', '&nbsp;']"
1411,r111,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['584', 'i']"
