table_id,row_id,field_citizenship_ethnicity_and_race_full_path,field_citizenship_ethnicity_and_race_level_1,field_citizenship_ethnicity_and_race_level_2,field_citizenship_ethnicity_and_race_level_3,field_citizenship_ethnicity_and_race_level_4,field_citizenship_ethnicity_and_race_level_5,field_citizenship_ethnicity_and_race_level_6,field_citizenship_ethnicity_and_race_level_7,field_citizenship_ethnicity_and_race_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3245,r202,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,1230,1204,1291,na,na,na,na,na,na,na,na
3245,r203,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,7,3295,3575,3889,4319,4308,4392,3943,4282,3324,3155,2818
3245,r204,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,102,102,130,95,95,108,122,94
3245,r205,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,White,7,21323,22249,22511,24791,24359,23623,21869,21591,20144,20302,20156
3245,r206,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,329,384,643,698,712,731,742,773
3245,r207,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,7,1311,1639,1759,2499,4690,2072,1879,1668,1418,1113,1112
3245,r208,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> Temporary resident,All fields,Non-S&E,S&E technologies,Engineering technologies,Temporary resident,,,5,328,277,343,288,264,318,311,312,415,494,420
3245,r209,All fields -> Non-S&E -> S&E technologies -> Health technologies,All fields,Non-S&E,S&E technologies,Health technologies,,,,4,72241,75734,87437,107577,121786,115739,110779,105513,100796,96480,90269
3245,r210,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,,,5,71670,75163,86793,106941,121074,115062,110177,104976,100274,95895,89659
3245,r211,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,7936,8686,9889,11871,15664,15736,15964,16182,16449,16745,17068
3245,r212,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,,6,63734,66477,76904,95070,105410,99326,94213,88794,83825,79150,72591
3245,r213,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,7,741,786,799,867,1034,1022,955,886,887,820,743
3245,r214,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,7,na,na,na,3665,4486,4273,4392,4137,4101,4184,4076
3245,r215,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,3299,3615,3898,na,na,na,na,na,na,na,na
3245,r216,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,7,10142,10416,12737,15818,17928,16483,14660,14996,14475,14010,12067
3245,r217,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,459,416,430,427,368,372,339,323
3245,r218,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,White,7,46215,47679,53579,64190,70326,67199,63276,60426,57247,54118,49935
3245,r219,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,1053,1492,1752,1783,1980,2324,2250,2319
3245,r220,All fields -> Non-S&E -> S&E technologies -> Health technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,Non-S&E,S&E technologies,Health technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,7,3337,3981,5891,9018,9728,8167,8720,6001,4419,3429,3128
3245,r221,All fields -> Non-S&E -> S&E technologies -> Health technologies -> Temporary resident,All fields,Non-S&E,S&E technologies,Health technologies,Temporary resident,,,5,571,571,644,636,712,677,602,537,522,585,610
3245,r222,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies,All fields,Non-S&E,S&E technologies,Other S&E technologies,,,,4,851,721,668,856,986,1002,1084,1229,1047,1093,1226
3245,r223,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,,,5,851,721,668,856,986,1002,1084,1229,1047,1093,1226
3245,r224,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,76,80,66,105,99,123,145,173,131,138,206
3245,r225,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,,6,775,641,602,751,887,879,939,1056,916,955,1020
3245,r226,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,7,8,8,10,8,7,8,5,15,14,11,9
3245,r227,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,7,na,na,na,39,44,37,26,39,39,42,51
3245,r228,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,42,34,26,na,na,na,na,na,na,na,na
3245,r229,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,7,151,78,65,92,146,111,149,170,155,141,161
3245,r230,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,7,10,3,7,13,5,7,6
3245,r231,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,White,7,531,474,465,553,634,656,655,752,633,688,733
3245,r232,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,13,20,20,58,36,47,44,26
3245,r233,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,Non-S&E,S&E technologies,Other S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,7,43,47,36,39,26,44,39,31,23,22,34
3245,r234,All fields -> Non-S&E -> S&E technologies -> Other S&E technologies -> Temporary resident,All fields,Non-S&E,S&E technologies,Other S&E technologies,Temporary resident,,,5,0,0,0,0,0,0,0,0,0,0,0
3245,r235,All fields -> Non-S&E -> Other non-S&E<sup>d</sup>,All fields,Non-S&E,Other non-S&E<sup>d</sup>,,,,,3,600249,627823,669694,725306,776119,772840,775581,789500,792448,789343,795356
3245,r236,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,,,,4,587686,614630,655864,711154,761631,758599,761139,774337,776194,772130,776604
3245,r237,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,5,71508,76360,87051,96668,115048,120486,128404,140628,153707,163593,175424
3245,r238,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Not Hispanic or Latino,,,5,516178,538270,568813,614486,646583,638113,632735,633709,622487,608537,601180
3245,r239,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,6,6309,6238,7526,7112,7449,7362,7326,7138,6891,6839,6902
3245,r240,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian,,6,na,na,na,29722,31569,32360,33189,34564,36563,38117,40334
3245,r241,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,6,29221,30373,32465,na,na,na,na,na,na,na,na
3245,r242,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,6,69262,73599,80779,89161,98525,95971,97150,100346,100405,97835,95722
3245,r243,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,6,na,na,na,3677,3376,3320,3364,3185,3021,3009,3045
3245,r244,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,6,369735,384934,400644,428241,446094,443243,436694,433403,422103,412234,402795
3245,r245,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,6,na,na,na,8349,10690,13999,16660,18950,21464,22329,25177
3245,r246,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,Non-S&E,Other non-S&E<sup>d</sup>,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,6,41651,43126,47399,48224,48880,41858,38352,36123,32040,28174,27205
3245,r247,All fields -> Non-S&E -> Other non-S&E<sup>d</sup> -> Temporary resident,All fields,Non-S&E,Other non-S&E<sup>d</sup>,Temporary resident,,,,4,12563,13193,13830,14152,14488,14241,14442,15163,16254,17213,18752
