table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_level_5,_b_field_b_hierarchy_depth,field_2018_all_units_with_students,field_2018_units_with_master_s_students,field_2018_units_with_doctoral_students,field_2019_all_units_with_students,field_2019_units_with_master_s_students,field_2019_units_with_doctoral_students,field_2020_all_units_with_students,field_2020_units_with_master_s_students,field_2020_units_with_doctoral_students
6014,r111,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering, other<sup>e</sup> -> Nanotechnology<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering, other<sup>e</sup>",Nanotechnology<sup>e</sup>,5,6,4,2,7,4,3,na,na,na
6014,r112,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering, other<sup>e</sup> -> Engineering nec<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering, other<sup>e</sup>",Engineering nec<sup>e</sup>,5,294,241,118,298,240,126,na,na,na
6014,r113,All surveyed fields<sup>a</sup> -> Health,All surveyed fields<sup>a</sup>,Health,,,,2,1416,1093,632,1426,1111,633,1480,1152,628
6014,r114,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine,All surveyed fields<sup>a</sup>,Health,Clinical medicine,,,3,489,429,184,499,442,185,538,473,195
6014,r115,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Medical clinical sciences and clinical and medical laboratory sciences ,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Medical clinical sciences and clinical and medical laboratory sciences ,,4,NA,NA,NA,NA,NA,NA,62,50,23
6014,r116,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Public health,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Public health,,4,439,386,165,446,399,165,476,423,172
6014,r117,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Clinical medicine nec,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Clinical medicine nec,,4,50,43,19,53,43,20,ne,ne,ne
6014,r118,All surveyed fields<sup>a</sup> -> Health -> Other health,All surveyed fields<sup>a</sup>,Health,Other health,,,3,927,664,448,927,669,448,942,679,433
6014,r119,All surveyed fields<sup>a</sup> -> Health -> Other health -> Communication disorders sciences,All surveyed fields<sup>a</sup>,Health,Other health,Communication disorders sciences,,4,237,215,73,244,223,70,249,228,68
6014,r120,All surveyed fields<sup>a</sup> -> Health -> Other health -> Dental sciences ,All surveyed fields<sup>a</sup>,Health,Other health,Dental sciences ,,4,101,90,24,87,78,20,87,79,19
6014,r121,All surveyed fields<sup>a</sup> -> Health -> Other health -> Kinesiology and exercise science,All surveyed fields<sup>a</sup>,Health,Other health,Kinesiology and exercise science,,4,na,na,na,na,na,na,159,151,42
6014,r122,All surveyed fields<sup>a</sup> -> Health -> Other health -> Nursing science,All surveyed fields<sup>a</sup>,Health,Other health,Nursing science,,4,119,17,111,125,18,117,137,22,121
6014,r123,All surveyed fields<sup>a</sup> -> Health -> Other health -> Pharmaceutical sciences,All surveyed fields<sup>a</sup>,Health,Other health,Pharmaceutical sciences,,4,117,72,91,119,77,92,127,83,95
6014,r124,All surveyed fields<sup>a</sup> -> Health -> Other health -> Veterinary biomedical and clinical sciences<sup>b</sup>,All surveyed fields<sup>a</sup>,Health,Other health,Veterinary biomedical and clinical sciences<sup>b</sup>,,4,36,28,23,38,28,25,na,na,na
6014,r125,All surveyed fields<sup>a</sup> -> Health -> Other health -> Other health nec,All surveyed fields<sup>a</sup>,Health,Other health,Other health nec,,4,317,242,126,314,245,124,183,116,88
