table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_sales_r_d_performers_or_fundersa_worldwide,field_sales_r_d_performers_or_fundersa_domestic,field_sales_r_d_performers_or_fundersa_foreign,field_sales_domestic_r_d_performersb_worldwide,field_sales_domestic_r_d_performersb_domestic,field_sales_domestic_r_d_performersb_foreign
12268,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['135,117', '  ']","['102,365', '  ']","['32,752', '  ']","['135,117', '  ']","['102,365', '  ']","['32,752', '  ']"
12268,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['1,288', '  ']","['1,288', '  ']","['0', '  ']","['1,288', '  ']","['1,288', '  ']","['0', '  ']"
12268,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['104,531', '  ']","['85,180', '  ']","['19,351', '  ']","['104,531', '  ']","['85,180', '  ']","['19,351', '  ']"
12268,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['42,898', '  ']","['38,358', '  ']","['4,540', '  ']","['D', '  ']","['34,816', '  ']","['D', '  ']"
12268,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['735,454', '  ']","['538,717', '  ']","['196,737', '  ']","['734,940', '  ']","['538,203', '  ']","['196,737', '  ']"
12268,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['579,196', '  ']","['439,882', '  ']","['139,315', '  ']","['579,082', '  ']","['439,767', '  ']","['139,315', '  ']"
12268,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['156,257', '  ']","['98,835', '  ']","['57,422', '  ']","['155,858', '  ']","['98,436', '  ']","['57,422', '  ']"
12268,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['8,381,519', '  ']","['6,862,045', '  ']","['1,519,474', '  ']","['8,299,397', '  ']","['6,782,138', '  ']","['1,517,259', '  ']"
12268,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['596,556', '  ']","['365,103', '  ']","['231,453', '  ']","['596,015', '  ']","['364,561', '  ']","['231,453', '  ']"
12268,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['401,755', '  ']","['397,079', '  ']","['4,675', '  ']","['342,727', '  ']","['338,051', '  ']","['4,675', '  ']"
12268,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['719,002', 'i ']","['664,357', 'i ']","['54,645', 'i ']","['710,893', 'i ']","['656,327', 'i ']","['54,566', 'i ']"
12268,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '  ']","['462,290', '  ']","['D', '  ']","['D', '  ']","['459,379', '  ']","['D', '  ']"
12268,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['394,854', '  ']","['299,607', '  ']","['95,248', '  ']","['394,687', '  ']","['299,439', '  ']","['95,248', '  ']"
12268,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,468,595', '  ']","['1,852,965', '  ']","['615,631', '  ']","['2,467,819', '  ']","['1,852,263', '  ']","['615,556', '  ']"
12268,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['587,242', '  ']","['370,798', '  ']","['216,443', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
12268,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['2,900', '  ']","['2,829', '  ']","['71', 'i ']","['D', '  ']","['D', '  ']","['D', '  ']"
12268,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['584,342', '  ']","['367,970', '  ']","['216,372', '  ']","['584,251', '  ']","['367,879', '  ']","['216,372', '  ']"
12268,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['476,722', '  ']","['468,426', '  ']","['8,296', '  ']","['476,722', '  ']","['468,426', '  ']","['8,296', '  ']"
12268,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['755,298', '  ']","['638,156', '  ']","['117,141', '  ']","['755,179', '  ']","['638,061', '  ']","['117,118', '  ']"
12268,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['649,333', '  ']","['375,583', '  ']","['273,750', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
12268,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,364,217', '  ']","['1,250,350', '  ']","['113,867', '  ']","['1,362,573', '  ']","['1,248,706', '  ']","['113,867', '  ']"
12268,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['83,523', '  ']","['74,026', '  ']","['9,497', '  ']","['83,523', '  ']","['74,026', '  ']","['9,497', '  ']"
12268,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['475', 'i ']","['464', 'i ']","['11', 'i ']","['475', 'i ']","['464', 'i ']","['11', 'i ']"
12268,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['83,049', '  ']","['73,562', '  ']","['9,486', '  ']","['83,049', '  ']","['73,562', '  ']","['9,486', '  ']"
12268,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['741,152', '  ']","['561,046', '  ']","['180,106', '  ']","['733,192', '  ']","['555,043', '  ']","['178,148', '  ']"
12268,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['126,022', '  ']","['105,800', '  ']","['20,222', '  ']","['124,247', '  ']","['104,714', '  ']","['19,533', '  ']"
12268,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['290,033', '  ']","['186,067', '  ']","['103,966', '  ']","['284,644', '  ']","['181,866', '  ']","['102,777', '  ']"
12268,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['169,943', '  ']","['136,566', '  ']","['33,377', '  ']","['169,342', '  ']","['136,024', '  ']","['33,318', '  ']"
12268,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['968', '  ']","['933', '  ']","['34', '  ']","['762', '  ']","['760', '  ']","['2', '  ']"
12268,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['33,306', '  ']","['27,575', '  ']","['5,731', '  ']","['33,211', '  ']","['27,481', '  ']","['5,731', '  ']"
12268,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['134,109', '  ']","['106,503', '  ']","['27,606', '  ']","['133,943', '  ']","['106,364', '  ']","['27,579', '  ']"
12268,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['1,560', '  ']","['1,554', '  ']","['6', '  ']","['1,426', '  ']","['1,420', '  ']","['6', '  ']"
12268,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['155,154', '  ']","['132,613', '  ']","['22,540', '  ']","['154,959', '  ']","['132,438', '  ']","['22,520', '  ']"
12268,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['97,889', '  ']","['96,411', '  ']","['1,478', '  ']","['97,687', '  ']","['96,210', '  ']","['1,478', '  ']"
12268,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['D', '  ']","['838,811', '  ']","['D', '  ']","['D', '  ']","['838,132', '  ']","['D', '  ']"
12268,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['18,865,332', '  ']","['14,184,308', '  ']","['4,681,024', '  ']","['18,740,400', '  ']","['14,073,306', '  ']","['4,667,094', '  ']"
12268,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12268,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['42,142', '  ']","['41,616', '  ']","['525', '  ']","['39,870', '  ']","['39,546', '  ']","['323', '  ']"
12268,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['122,687', '  ']","['113,186', '  ']","['9,501', '  ']","['120,852', '  ']","['111,483', '  ']","['9,369', '  ']"
12268,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12268,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['187,536', '  ']","['179,757', '  ']","['7,779', '  ']","['181,831', '  ']","['174,164', '  ']","['7,668', '  ']"
12268,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['413,628', '  ']","['384,889', '  ']","['28,738', '  ']","['396,402', '  ']","['370,129', '  ']","['26,274', '  ']"
12268,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12268,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['471,496', '  ']","['366,007', '  ']","['105,489', '  ']","['460,171', '  ']","['358,556', '  ']","['101,615', '  ']"
12268,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['666,613', '  ']","['573,879', '  ']","['92,733', '  ']","['660,689', '  ']","['568,206', '  ']","['92,483', '  ']"
12268,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['2,668,856', '  ']","['2,052,262', '  ']","['616,595', '  ']","['2,652,727', '  ']","['2,040,631', '  ']","['612,096', '  ']"
12268,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['2,083,187', '  ']","['1,590,874', '  ']","['492,313', '  ']","['2,055,859', '  ']","['1,565,944', '  ']","['489,916', '  ']"
12268,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['4,211,285', '  ']","['2,883,419', '  ']","['1,327,866', '  ']","['4,174,096', '  ']","['2,846,230', '  ']","['1,327,866', '  ']"
12268,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['7,997,902', '  ']","['5,998,417', '  ']","['1,999,485', '  ']","['7,997,902', '  ']","['5,998,417', '  ']","['1,999,485', '  ']"
