table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_by_others_and_performed_by_the_company,field_depreciation,field_capital_expenditures_related_to_r_da,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
8787,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['432', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['428', '&nbsp;']","['-4', '&nbsp;']","['-0.8', '&nbsp;']"
8787,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['8,869', '&nbsp;']","['209', '&nbsp;']","['0', '&nbsp;']","['8,660', '&nbsp;']","['-209', '&nbsp;']","['-2.4', '&nbsp;']"
8787,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,818', 'i']","['37', 'i']","['0', '&nbsp;']","['1,781', 'i']","['-37', 'i']","['-2.1', '&nbsp;']"
8787,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['2,215', '&nbsp;']","['87', '&nbsp;']","['0', '&nbsp;']","['2,128', '&nbsp;']","['-87', '&nbsp;']","['-3.9', '&nbsp;']"
8787,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['4,753', '&nbsp;']","['83', '&nbsp;']","['0', '&nbsp;']","['4,670', '&nbsp;']","['-83', '&nbsp;']","['-1.7', '&nbsp;']"
8787,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['165', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['162', '&nbsp;']","['-3', '&nbsp;']","['-1.7', '&nbsp;']"
8787,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['4,412', '&nbsp;']","['74', '&nbsp;']","['0', '&nbsp;']","['4,338', '&nbsp;']","['-74', '&nbsp;']","['-1.7', '&nbsp;']"
8787,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['176', '&nbsp;']","['6', '&nbsp;']","['0', '&nbsp;']","['170', '&nbsp;']","['-6', '&nbsp;']","['-3.3', '&nbsp;']"
8787,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['82', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['80', '&nbsp;']","['-2', '&nbsp;']","['-2.3', '&nbsp;']"
8787,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['469', 'i']","['11', 'i']","['0', '&nbsp;']","['458', 'i']","['-11', 'i']","['-2.3', '&nbsp;']"
8787,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['18,371', '&nbsp;']","['169', '&nbsp;']","['0', '&nbsp;']","['18,201', '&nbsp;']","['-169', '&nbsp;']","['-0.9', '&nbsp;']"
8787,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,749', '&nbsp;']","['114', '&nbsp;']","['0', '&nbsp;']","['2,634', '&nbsp;']","['-114', '&nbsp;']","['-4.2', '&nbsp;']"
8787,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['14,373', '&nbsp;']","['40', '&nbsp;']","['0', '&nbsp;']","['14,333', '&nbsp;']","['-40', '&nbsp;']","['-0.3', '&nbsp;']"
8787,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['13,291', '&nbsp;']","['40', '&nbsp;']","['0', '&nbsp;']","['13,251', '&nbsp;']","['-40', '&nbsp;']","['-0.3', '&nbsp;']"
8787,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,083', 'i']","['*', '&nbsp;']","['0', '&nbsp;']","['1,083', 'i']","['*', '&nbsp;']","['*', '&nbsp;']"
8787,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['D', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']"
8787,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['D', '&nbsp;']","['15', 'i']","['0', '&nbsp;']","['D', '&nbsp;']","['-15', 'i']","['D', '&nbsp;']"
8787,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8787,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['D', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['-2', '&nbsp;']","['D', '&nbsp;']"
8787,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['194', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['193', '&nbsp;']","['-1', '&nbsp;']","['-0.6', '&nbsp;']"
8787,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['D', '&nbsp;']","['1', 'i']","['0', '&nbsp;']","['D', '&nbsp;']","['-1', 'i']","['D', '&nbsp;']"
8787,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['18,061', '&nbsp;']","['353', '&nbsp;']","['0', '&nbsp;']","['17,708', '&nbsp;']","['-353', 'i']","['-2.0', '&nbsp;']"
8787,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['400', '&nbsp;']","['11', '&nbsp;']","['0', '&nbsp;']","['389', '&nbsp;']","['-11', '&nbsp;']","['-2.7', '&nbsp;']"
8787,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['26', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['26', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8787,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['10', 'i']","['*', '&nbsp;']","['0', '&nbsp;']","['10', 'i']","['*', '&nbsp;']","['-0.6', '&nbsp;']"
8787,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8787,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['3', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8787,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['674', '&nbsp;']","['16', '&nbsp;']","['0', '&nbsp;']","['658', '&nbsp;']","['-16', '&nbsp;']","['-2.4', '&nbsp;']"
8787,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['400', '&nbsp;']","['8', '&nbsp;']","['0', '&nbsp;']","['392', '&nbsp;']","['-8', '&nbsp;']","['-2.0', '&nbsp;']"
8787,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['3', 'i']","['*', 'i']","['0', '&nbsp;']","['3', 'i']","['*', 'i']","['-1.8', '&nbsp;']"
8787,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['397', '&nbsp;']","['8', '&nbsp;']","['0', '&nbsp;']","['389', '&nbsp;']","['-8', '&nbsp;']","['-2.0', '&nbsp;']"
8787,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8787,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['138', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['135', '&nbsp;']","['-3', '&nbsp;']","['-2.2', '&nbsp;']"
8787,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8787,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['94', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['94', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8787,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8787,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8787,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8787,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['16,750', '&nbsp;']","['325', '&nbsp;']","['0', '&nbsp;']","['16,425', 'i']","['-325', 'i']","['-1.9', '&nbsp;']"
8787,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,596', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['1,592', 'i']","['-4', '&nbsp;']","['-0.2', '&nbsp;']"
8787,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,492', 'i']","['21', '&nbsp;']","['0', '&nbsp;']","['2,471', 'i']","['-21', 'i']","['-0.8', '&nbsp;']"
8787,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['12,031', '&nbsp;']","['295', 'i']","['0', '&nbsp;']","['11,735', '&nbsp;']","['-295', 'i']","['-2.5', '&nbsp;']"
8787,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['3,714', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8787,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['7,630', '&nbsp;']","['249', 'i']","['0', '&nbsp;']","['7,380', 'i']","['-249', 'i']","['-3.3', '&nbsp;']"
8787,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['687', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8787,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['632', '&nbsp;']","['5', '&nbsp;']","['0', '&nbsp;']","['627', '&nbsp;']","['-5', '&nbsp;']","['-0.7', '&nbsp;']"
8787,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['66', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['66', 'i']","['*', 'i']","['-0.4', '&nbsp;']"
8787,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['38', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['37', '&nbsp;']","['-1', '&nbsp;']","['-1.9', '&nbsp;']"
8787,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['56,954', '&nbsp;']","['1,154', '&nbsp;']","['0', '&nbsp;']","['55,800', '&nbsp;']","['-1,154', '&nbsp;']","['-2.0', '&nbsp;']"
8787,r074,All companies (number of domestic employees) -> Micro companies<sup>b</sup>,All companies (number of domestic employees),Micro companies<sup>b</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8787,r075,All companies (number of domestic employees) -> Micro companies<sup>b</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>b</sup>,5&#8211;9,,,3,–,"['536', 'i']","['6', 'i']","['0', '&nbsp;']","['530', 'i']","['-6', 'i']","['-1.2', '&nbsp;']"
8787,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8787,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['1,071', 'i']","['13', 'i']","['0', '&nbsp;']","['1,058', 'i']","['-13', 'i']","['-1.2', '&nbsp;']"
8787,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['2,189', '&nbsp;']","['20', 'i']","['0', '&nbsp;']","['2,169', 'i']","['-20', 'i']","['-0.9', '&nbsp;']"
8787,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8787,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['1,570', '&nbsp;']","['29', '&nbsp;']","['0', '&nbsp;']","['1,541', '&nbsp;']","['-29', '&nbsp;']","['-1.9', '&nbsp;']"
8787,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['3,153', '&nbsp;']","['55', '&nbsp;']","['0', '&nbsp;']","['3,098', 'i']","['-55', '&nbsp;']","['-1.8', '&nbsp;']"
8787,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8787,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,654', '&nbsp;']","['62', 'i']","['0', '&nbsp;']","['1,592', '&nbsp;']","['-62', 'i']","['-3.8', '&nbsp;']"
8787,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['924', '&nbsp;']","['20', '&nbsp;']","['0', '&nbsp;']","['905', '&nbsp;']","['-20', '&nbsp;']","['-2.1', '&nbsp;']"
8787,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['10,666', '&nbsp;']","['428', '&nbsp;']","['0', '&nbsp;']","['10,238', '&nbsp;']","['-428', '&nbsp;']","['-4.0', '&nbsp;']"
8787,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['4,746', '&nbsp;']","['53', '&nbsp;']","['0', '&nbsp;']","['4,693', 'i']","['-53', '&nbsp;']","['-1.1', '&nbsp;']"
8787,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['12,210', '&nbsp;']","['349', 'i']","['0', '&nbsp;']","['11,861', 'i']","['-349', 'i']","['-2.9', '&nbsp;']"
8787,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['18,232', '&nbsp;']","['118', '&nbsp;']","['0', '&nbsp;']","['18,114', '&nbsp;']","['-118', '&nbsp;']","['-0.6', '&nbsp;']"
