table_id,row_id,level_and_field_of_highest_degree_full_path,level_and_field_of_highest_degree_level_1,level_and_field_of_highest_degree_level_2,level_and_field_of_highest_degree_level_3,level_and_field_of_highest_degree_level_4,level_and_field_of_highest_degree_level_5,level_and_field_of_highest_degree_hierarchy_depth,field_total,field_s_e_occupations_total,field_s_e_occupations_biological_agricultural_and_other_life_scientists,field_s_e_occupations_computer_and_mathematical_scientists,field_s_e_occupations_physical_and_related_scientists,field_s_e_occupations_social_and_related_scientists,field_s_e_occupations_engineers,field_s_e_related_occupations,field_non_s_e_occupations
5293,r140,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Other social sciences,All degrees,Doctorate,S&E fields,Social and related sciences,Other social sciences,5,40000,12000,S,S,,7000,,1000,27000
5293,r141,All degrees -> Doctorate -> S&E fields -> Engineering,All degrees,Doctorate,S&E fields,Engineering,,4,233000,171000,7000,36000,14000,0.05,113000,24000,37000
5293,r142,"All degrees -> Doctorate -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All degrees,Doctorate,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,9000,8000,,S,,,6000,2000,
5293,r143,All degrees -> Doctorate -> S&E fields -> Engineering -> Chemical engineering,All degrees,Doctorate,S&E fields,Engineering,Chemical engineering,5,30000,23000,2000,S,3000,,14000,2000,6000
5293,r144,All degrees -> Doctorate -> S&E fields -> Engineering -> Civil and architectural engineering,All degrees,Doctorate,S&E fields,Engineering,Civil and architectural engineering,5,21000,16000,,S,,,15000,2000,3000
5293,r145,All degrees -> Doctorate -> S&E fields -> Engineering -> Electrical and computer engineering,All degrees,Doctorate,S&E fields,Engineering,Electrical and computer engineering,5,68000,53000,,18000,2000,,31000,6000,9000
5293,r146,All degrees -> Doctorate -> S&E fields -> Engineering -> Industrial engineering,All degrees,Doctorate,S&E fields,Engineering,Industrial engineering,5,10000,6000,,4000,,,2000,S,2000
5293,r147,All degrees -> Doctorate -> S&E fields -> Engineering -> Mechanical engineering,All degrees,Doctorate,S&E fields,Engineering,Mechanical engineering,5,28000,23000,,2000,,,20000,1000,4000
5293,r148,All degrees -> Doctorate -> S&E fields -> Engineering -> Other engineering,All degrees,Doctorate,S&E fields,Engineering,Other engineering,5,66000,43000,4000,6000,7000,,24000,10000,14000
5293,r149,All degrees -> Doctorate -> S&E-related fields,All degrees,Doctorate,S&E-related fields,,,3,305000,44000,25000,8000,3000,6000,2000,215000,46000
5293,r150,All degrees -> Doctorate -> S&E-related fields -> Health,All degrees,Doctorate,S&E-related fields,Health,,4,283000,33000,24000,3000,2000,4000,,212000,38000
5293,r151,All degrees -> Doctorate -> S&E-related fields -> Science and mathematics teacher education,All degrees,Doctorate,S&E-related fields,Science and mathematics teacher education,,4,11000,5000,,2000,,,,1000,5000
5293,r152,All degrees -> Doctorate -> S&E-related fields -> Technology and technical fields,All degrees,Doctorate,S&E-related fields,Technology and technical fields,,4,9000,5000,,S,,,1000,2000,S
5293,r153,All degrees -> Doctorate -> S&E-related fields -> Other S&E-related fields,All degrees,Doctorate,S&E-related fields,Other S&E-related fields,,4,3000,1000,,,,0.05,,,1000
5293,r154,All degrees -> Doctorate -> Non-S&E fields,All degrees,Doctorate,Non-S&E fields,,,3,546000,53000,3000,15000,S,30000,2000,26000,468000
5293,r155,All degrees -> Doctorate -> Non-S&E fields -> Management and administration fields,All degrees,Doctorate,Non-S&E fields,Management and administration fields,,4,58000,9000,,S,,3000,,S,48000
5293,r156,"All degrees -> Doctorate -> Non-S&E fields -> Education, except science and math teacher education",All degrees,Doctorate,Non-S&E fields,"Education, except science and math teacher education",,4,159000,8000,,S,,6000,,19000,132000
5293,r157,All degrees -> Doctorate -> Non-S&E fields -> Social service and related fields,All degrees,Doctorate,Non-S&E fields,Social service and related fields,,4,90000,15000,,S,,7000,,,75000
5293,r158,All degrees -> Doctorate -> Non-S&E fields -> Sales and marketing fields,All degrees,Doctorate,Non-S&E fields,Sales and marketing fields,,4,4000,,,,,,,,4000
5293,r159,All degrees -> Doctorate -> Non-S&E fields -> Art and humanities fields,All degrees,Doctorate,Non-S&E fields,Art and humanities fields,,4,167000,5000,,,,S,,1000,161000
5293,r160,All degrees -> Doctorate -> Non-S&E fields -> Other non-S&E fields,All degrees,Doctorate,Non-S&E fields,Other non-S&E fields,,4,67000,16000,2000,,,11000,,S,47000
5293,r161,All degrees -> Professional,All degrees,Professional,,,,2,2903000,67000,14000,14000,2000,32000,5000,1380000,1456000
5293,r162,All degrees -> Professional -> S&E fields,All degrees,Professional,S&E fields,,,3,42000,28000,,,,26000,,2000,12000
5293,r163,All degrees -> Professional -> S&E-related fields,All degrees,Professional,S&E-related fields,,,3,1433000,18000,13000,S,,,,1359000,56000
5293,r164,All degrees -> Professional -> Non-S&E fields,All degrees,Professional,Non-S&E fields,,,3,1428000,21000,,9000,1000,6000,4000,19000,1388000
