table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_level_6,budget_function_and_agency_hierarchy_depth,field_2023_actual,field_2024_preliminarya,field_2025_proposed,field_2023_24_change_,field_2024_25_change_
12573,r014,"R&D and R&D plant -> Energy information, policy, and regulation (276)",R&D and R&D plant,"Energy information, policy, and regulation (276)",,,,,2,90,71,59,-21.1,-16.9
12573,r015,"R&D and R&D plant -> Energy information, policy, and regulation (276) -> Nuclear Regulatory Commission",R&D and R&D plant,"Energy information, policy, and regulation (276)",Nuclear Regulatory Commission,,,,3,90,71,59,-21.1,-16.9
12573,r016,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,,,2,6342,7581,7657,19.5,1.0
12573,r017,R&D and R&D plant -> R&D -> Energy supply (271),R&D and R&D plant,R&D,Energy supply (271),,,,3,6252,7510,7598,20.1,1.2
12573,r018,R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy,R&D and R&D plant,R&D,Energy supply (271),Department of Energy,,,4,6141,7389,7500,20.3,1.5
12573,r019,R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy -> Energy programs,R&D and R&D plant,R&D,Energy supply (271),Department of Energy,Energy programs,,5,5452,6700,6869,22.9,2.5
12573,r020,R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy -> Energy programs -> Energy efficiency and renewable energy,R&D and R&D plant,R&D,Energy supply (271),Department of Energy,Energy programs,Energy efficiency and renewable energy,6,1954,3314,3314,69.6,0.0
12573,r021,R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy -> Energy programs -> Fossil energy and carbon management<sup>b</sup>,R&D and R&D plant,R&D,Energy supply (271),Department of Energy,Energy programs,Fossil energy and carbon management<sup>b</sup>,6,1793,1808,1803,0.8,-0.3
12573,r022,R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy -> Energy programs -> Nuclear energy,R&D and R&D plant,R&D,Energy supply (271),Department of Energy,Energy programs,Nuclear energy,6,1435,1308,1454,-8.9,11.2
12573,r023,R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy -> Energy programs -> Electricity delivery,R&D and R&D plant,R&D,Energy supply (271),Department of Energy,Energy programs,Electricity delivery,6,167,167,190,0.0,13.8
12573,r024,"R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy -> Energy programs -> Cybersecurity, Energy Security, and Emergency Response",R&D and R&D plant,R&D,Energy supply (271),Department of Energy,Energy programs,"Cybersecurity, Energy Security, and Emergency Response",6,103,103,108,0.0,4.9
12573,r025,R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy -> Advanced Research Projects Agency-Energy (ARPA-E),R&D and R&D plant,R&D,Energy supply (271),Department of Energy,Advanced Research Projects Agency-Energy (ARPA-E),,5,470,470,450,0.0,-4.3
12573,r026,R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy -> Clean Energy Demonstration,R&D and R&D plant,R&D,Energy supply (271),Department of Energy,Clean Energy Demonstration,,5,217,217,179,0.0,-17.5
12573,r027,R&D and R&D plant -> R&D -> Energy supply (271) -> Department of Energy -> Bonneville Power Administration Fund,R&D and R&D plant,R&D,Energy supply (271),Department of Energy,Bonneville Power Administration Fund,,5,2,2,2,0.0,0.0
12573,r028,R&D and R&D plant -> R&D -> Energy supply (271) -> Tennessee Valley Authority,R&D and R&D plant,R&D,Energy supply (271),Tennessee Valley Authority,,,4,111,121,98,9.0,-19.0
12573,r029,"R&D and R&D plant -> R&D -> Energy information, policy, and regulation (276)",R&D and R&D plant,R&D,"Energy information, policy, and regulation (276)",,,,3,90,71,59,-21.1,-16.9
12573,r030,"R&D and R&D plant -> R&D -> Energy information, policy, and regulation (276) -> Nuclear Regulatory Commission",R&D and R&D plant,R&D,"Energy information, policy, and regulation (276)",Nuclear Regulatory Commission,,,4,90,71,59,-21.1,-16.9
