table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_level_3,_b_total_in_survey_b_hierarchy_depth,value
8268,r037,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Master's students,Full time,3,27949
8268,r038,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Master's students,Part time,3,14779
8268,r039,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Doctoral students,Full time,3,54269
8268,r040,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Doctoral students,Part time,3,3886
8268,r041,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Master's students,Full time,3,437
8268,r042,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Master's students,Part time,3,287
8268,r043,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Doctoral students,Full time,3,950
8268,r044,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Doctoral students,Part time,3,42
8268,r045,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Master's students,Full time,3,1.6
8268,r046,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Master's students,Part time,3,1.9
8268,r047,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctoral students,Full time,3,1.8
8268,r048,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctoral students,Part time,3,1.1
8268,r049,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Master's students,Full time,3,58913
8268,r050,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Master's students,Part time,3,43286
8268,r051,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Doctoral students,Full time,3,16724
8268,r052,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Doctoral students,Part time,3,2807
8268,r053,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Master's students,Full time,3,720
8268,r054,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Master's students,Part time,3,317
8268,r055,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Doctoral students,Full time,3,329
8268,r056,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Doctoral students,Part time,3,103
8268,r057,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Master's students,Full time,3,1.2
8268,r058,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Master's students,Part time,3,0.7
8268,r059,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Doctoral students,Full time,3,2.0
8268,r060,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Doctoral students,Part time,3,3.7
8268,r061,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Master's students,Full time,3,3731
8268,r062,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Master's students,Part time,3,1789
8268,r063,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctoral students,Full time,3,6132
8268,r064,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctoral students,Part time,3,638
8268,r065,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Master's students,Full time,3,24
8268,r066,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Master's students,Part time,3,25
8268,r067,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctoral students,Full time,3,157
8268,r068,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctoral students,Part time,3,0
8268,r069,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Master's students,Full time,3,0.6
8268,r070,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Master's students,Part time,3,1.4
8268,r071,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctoral students,Full time,3,2.6
8268,r072,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctoral students,Part time,3,0.0
8268,r073,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Master's students,Full time,3,14157
8268,r074,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Master's students,Part time,3,6482
8268,r075,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Doctoral students,Full time,3,12365
8268,r076,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Doctoral students,Part time,3,1254
8268,r077,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Master's students,Full time,3,77
8268,r078,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Master's students,Part time,3,93
8268,r079,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Doctoral students,Full time,3,177
8268,r080,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Doctoral students,Part time,3,3
8268,r081,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Master's students,Full time,3,0.5
8268,r082,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Master's students,Part time,3,1.4
8268,r083,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Doctoral students,Full time,3,1.4
8268,r084,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Doctoral students,Part time,3,0.2
8268,r085,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Master's students,Full time,3,6602
8268,r086,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Master's students,Part time,3,5392
8268,r087,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctoral students,Full time,3,3048
8268,r088,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctoral students,Part time,3,726
8268,r089,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Master's students,Full time,3,43
8268,r090,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Master's students,Part time,3,77
8268,r091,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctoral students,Full time,3,45
8268,r092,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctoral students,Part time,3,18
8268,r093,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Master's students,Full time,3,0.7
8268,r094,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Master's students,Part time,3,1.4
8268,r095,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctoral students,Full time,3,1.5
8268,r096,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctoral students,Part time,3,2.5
8268,r097,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Master's students,Full time,3,6343
8268,r098,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Master's students,Part time,3,3669
8268,r099,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Doctoral students,Full time,3,3133
8268,r100,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Doctoral students,Part time,3,777
8268,r101,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Master's students,Full time,3,18
8268,r102,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Master's students,Part time,3,37
8268,r103,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Doctoral students,Full time,3,39
8268,r104,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Doctoral students,Part time,3,19
8268,r105,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Master's students,Full time,3,0.3
8268,r106,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Master's students,Part time,3,1.0
8268,r107,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Doctoral students,Full time,3,1.2
8268,r108,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Doctoral students,Part time,3,2.4
8268,r109,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Master's students,Full time,3,3834
8268,r110,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Master's students,Part time,3,2575
8268,r111,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Doctoral students,Full time,3,35013
8268,r112,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Doctoral students,Part time,3,2719
8268,r113,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Master's students,Full time,3,159
8268,r114,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Master's students,Part time,3,43
8268,r115,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Doctoral students,Full time,3,727
8268,r116,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Doctoral students,Part time,3,47
8268,r117,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Master's students,Full time,3,4.1
8268,r118,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Master's students,Part time,3,1.7
8268,r119,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Doctoral students,Full time,3,2.1
8268,r120,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Doctoral students,Part time,3,1.7
8268,r121,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Master's students,Full time,3,30052
8268,r122,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Master's students,Part time,3,21826
8268,r123,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Doctoral students,Full time,3,17647
8268,r124,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Doctoral students,Part time,3,3800
8268,r125,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Master's students,Full time,3,534
8268,r126,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Master's students,Part time,3,293
8268,r127,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Doctoral students,Full time,3,204
8268,r128,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Doctoral students,Part time,3,41
8268,r129,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Master's students,Full time,3,1.8
8268,r130,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Master's students,Part time,3,1.3
8268,r131,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Doctoral students,Full time,3,1.2
8268,r132,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Doctoral students,Part time,3,1.1
8268,r133,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Master's students,Full time,3,29104
8268,r134,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Master's students,Part time,3,18512
8268,r135,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Doctoral students,Full time,3,29437
8268,r136,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Doctoral students,Part time,3,5170
8268,r137,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Master's students,Full time,3,234
8268,r138,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Master's students,Part time,3,273
8268,r139,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Doctoral students,Full time,3,677
8268,r140,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Doctoral students,Part time,3,37
8268,r141,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Master's students,Full time,3,0.8
8268,r142,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Master's students,Part time,3,1.5
8268,r143,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Doctoral students,Full time,3,2.3
8268,r144,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Doctoral students,Part time,3,0.7
8268,r145,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Master's students,Full time,3,58790
8268,r146,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Master's students,Part time,3,36336
8268,r147,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Doctoral students,Full time,3,64063
8268,r148,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Doctoral students,Part time,3,8861
8268,r149,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Master's students,Full time,3,346
8268,r150,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Master's students,Part time,3,219
8268,r151,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Doctoral students,Full time,3,502
8268,r152,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Doctoral students,Part time,3,58
8268,r153,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Master's students,Full time,3,0.6
8268,r154,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Master's students,Part time,3,0.6
8268,r155,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Doctoral students,Full time,3,0.8
8268,r156,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Doctoral students,Part time,3,0.7
8268,r157,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Master's students,Full time,3,2755
8268,r158,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Master's students,Part time,3,2310
8268,r159,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctoral students,Full time,3,2406
8268,r160,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctoral students,Part time,3,367
8268,r161,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Master's students,Full time,3,13
8268,r162,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Master's students,Part time,3,1
8268,r163,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctoral students,Full time,3,36
8268,r164,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctoral students,Part time,3,0
8268,r165,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Master's students,Full time,3,0.5
8268,r166,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Master's students,Part time,3,0.05
8268,r167,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctoral students,Full time,3,1.5
8268,r168,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctoral students,Part time,3,0.0
8268,r169,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Master's students,Full time,3,3900
8268,r170,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Master's students,Part time,3,1292
8268,r171,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Doctoral students,Full time,3,8166
8268,r172,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Doctoral students,Part time,3,701
8268,r173,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Master's students,Full time,3,48
8268,r174,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Master's students,Part time,3,11
8268,r175,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Doctoral students,Full time,3,95
8268,r176,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Doctoral students,Part time,3,3
8268,r177,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Master's students,Full time,3,1.2
8268,r178,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Master's students,Part time,3,0.9
8268,r179,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Doctoral students,Full time,3,1.2
8268,r180,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Doctoral students,Part time,3,0.4
8268,r181,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Master's students,Full time,3,2053
8268,r182,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Master's students,Part time,3,930
8268,r183,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Doctoral students,Full time,3,7363
8268,r184,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Doctoral students,Part time,3,350
8268,r185,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Master's students,Full time,3,1
8268,r186,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Master's students,Part time,3,2
8268,r187,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Doctoral students,Full time,3,65
8268,r188,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Doctoral students,Part time,3,3
8268,r189,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Master's students,Full time,3,0.05
8268,r190,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Master's students,Part time,3,0.2
8268,r191,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Doctoral students,Full time,3,0.9
8268,r192,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Doctoral students,Part time,3,0.9
8268,r193,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Master's students,Full time,3,7426
8268,r194,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Master's students,Part time,3,4304
8268,r195,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Doctoral students,Full time,3,6792
8268,r196,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Doctoral students,Part time,3,1086
8268,r197,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Master's students,Full time,3,6
8268,r198,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Master's students,Part time,3,0
8268,r199,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Doctoral students,Full time,3,27
8268,r200,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Doctoral students,Part time,3,0
8268,r201,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Master's students,Full time,3,0.1
8268,r202,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Master's students,Part time,3,0.0
8268,r203,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Doctoral students,Full time,3,0.4
8268,r204,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Doctoral students,Part time,3,0.0
8268,r205,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Master's students,Full time,3,18540
8268,r206,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Master's students,Part time,3,9155
8268,r207,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Doctoral students,Full time,3,15204
8268,r208,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Doctoral students,Part time,3,2366
8268,r209,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Master's students,Full time,3,120
8268,r210,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Master's students,Part time,3,67
8268,r211,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Doctoral students,Full time,3,82
8268,r212,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Doctoral students,Part time,3,29
8268,r213,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Master's students,Full time,3,0.6
8268,r214,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Master's students,Part time,3,0.7
8268,r215,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Doctoral students,Full time,3,0.5
8268,r216,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Doctoral students,Part time,3,1.2
8268,r217,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Master's students,Full time,3,6307
8268,r218,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Master's students,Part time,3,5642
8268,r219,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Doctoral students,Full time,3,3031
8268,r220,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Doctoral students,Part time,3,890
8268,r221,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Master's students,Full time,3,9
8268,r222,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Master's students,Part time,3,1
8268,r223,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Doctoral students,Full time,3,20
8268,r224,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Doctoral students,Part time,3,0
8268,r225,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Master's students,Full time,3,0.1
