table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_nebraska,field_nevada,field_new_hampshire,field_new_jersey,field_new_mexico,field_new_york,field_north_carolina,field_north_dakota,field_ohio,field_oklahoma,field_oregon,field_pennsylvania,field_rhode_island,field_south_carolina,field_south_dakota,field_tennessee,field_texas,field_utah,field_vermont,field_virginia,field_washington,field_west_virginia,field_wisconsin,field_wyoming,field_undistributedc
735,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['1,329', '&nbsp;']","['2,390', '&nbsp;']","['4', 'i']","['2', 'e']","['5', 'e']","['27', 'i']","['*', 'e']","['90', '&nbsp;']","['110', '&nbsp;']","['1', 'e']","['128', '&nbsp;']","['53', '&nbsp;']","['6', 'e']","['64', 'i']","['15', '&nbsp;']","['25', '&nbsp;']","['1', 'e']","['43', '&nbsp;']","['69', '&nbsp;']","['5', 'e']","['1', 'e']","['25', '&nbsp;']","['13', 'i']","['1', 'e']","['136', '&nbsp;']","['*', 'e']","['131', '&nbsp;']"
735,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['479', '&nbsp;']","['1,239', '&nbsp;']","['*', 'e']","['3', '&nbsp;']","['7', '&nbsp;']","['30', '&nbsp;']","['*', 'e']","['629', '&nbsp;']","['71', '&nbsp;']","['*', 'e']","['81', '&nbsp;']","['1', 'e']","['4', '&nbsp;']","['78', '&nbsp;']","['*', 'e']","['5', '&nbsp;']","['*', 'e']","['3', 'i']","['22', 'i']","['1', 'i']","['3', '&nbsp;']","['1', 'e']","['5', '&nbsp;']","['3', '&nbsp;']","['9', '&nbsp;']","['*', 'e']","['18', '&nbsp;']"
735,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['380', '&nbsp;']","['579', '&nbsp;']","['*', 'e']","['2', '&nbsp;']","['4', '&nbsp;']","['2', '&nbsp;']","['*', 'e']","['10', 'i']","['9', '&nbsp;']","['*', 'e']","['44', '&nbsp;']","['1', 'e']","['11', '&nbsp;']","['164', '&nbsp;']","['*', 'e']","['10', '&nbsp;']","['*', 'e']","['34', '&nbsp;']","['63', '&nbsp;']","['3', '&nbsp;']","['1', 'i']","['1', '&nbsp;']","['1', '&nbsp;']","['3', '&nbsp;']","['22', '&nbsp;']","['*', 'e']","['16', '&nbsp;']"
735,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,772', '&nbsp;']","['2,039', '&nbsp;']","['7', '&nbsp;']","['5', 'i']","['13', '&nbsp;']","['56', 'i']","['6', '&nbsp;']","['65', 'i']","['36', '&nbsp;']","['1', 'e']","['187', '&nbsp;']","['15', 'e']","['13', 'i']","['86', 'i']","['8', '&nbsp;']","['31', '&nbsp;']","['1', 'e']","['17', 'i']","['208', '&nbsp;']","['12', 'i']","['1', 'e']","['14', 'i']","['61', '&nbsp;']","['2', 'e']","['115', '&nbsp;']","['1', '&nbsp;']","['100', '&nbsp;']"
735,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['4,041', '&nbsp;']","['12,544', '&nbsp;']","['31', '&nbsp;']","['8', '&nbsp;']","['73', '&nbsp;']","['85', '&nbsp;']","['13', 'i']","['346', '&nbsp;']","['184', '&nbsp;']","['33', '&nbsp;']","['351', '&nbsp;']","['85', '&nbsp;']","['198', '&nbsp;']","['283', '&nbsp;']","['22', '&nbsp;']","['81', '&nbsp;']","['11', 'e']","['61', '&nbsp;']","['973', '&nbsp;']","['17', '&nbsp;']","['10', '&nbsp;']","['38', '&nbsp;']","['206', '&nbsp;']","['10', '&nbsp;']","['321', '&nbsp;']","['21', '&nbsp;']","['601', '&nbsp;']"
735,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements ,All industries,Manufacturing industries,Machinery,Agricultural implements ,,4,33311,"['264', '&nbsp;']","['1,516', '&nbsp;']","['21', '&nbsp;']","['0', '&nbsp;']","['*', 'e']","['*', 'e']","['*', 'e']","['1', 'e']","['65', '&nbsp;']","['25', '&nbsp;']","['4', '&nbsp;']","['1', 'i']","['2', 'i']","['1', 'e']","['0', '&nbsp;']","['6', '&nbsp;']","['1', 'e']","['8', '&nbsp;']","['4', 'e']","['*', 'e']","['0', '&nbsp;']","['*', 'e']","['1', 'e']","['1', '&nbsp;']","['45', '&nbsp;']","['*', 'e']","['3', '&nbsp;']"
735,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery ,All industries,Manufacturing industries,Machinery,Semiconductor machinery ,,4,333242,"['52', '&nbsp;']","['2,917', '&nbsp;']","['0', '&nbsp;']","['*', 'e']","['1', 'e']","['31', '&nbsp;']","['9', 'i']","['61', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['*', 'e']","['0', '&nbsp;']","['107', 'i']","['9', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['289', 'i']","['*', 'e']","['*', 'e']","['1', 'i']","['*', 'e']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['23', '&nbsp;']"
735,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment ",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment ",,4,3336,"['323', '&nbsp;']","['2,381', '&nbsp;']","['*', 'e']","['3', '&nbsp;']","['*', 'e']","['3', 'i']","['0', '&nbsp;']","['34', '&nbsp;']","['56', '&nbsp;']","['2', '&nbsp;']","['11', '&nbsp;']","['1', 'e']","['*', 'e']","['23', 'i']","['*', 'e']","['30', '&nbsp;']","['*', 'e']","['2', '&nbsp;']","['82', '&nbsp;']","['*', 'e']","['1', 'i']","['7', '&nbsp;']","['6', '&nbsp;']","['3', '&nbsp;']","['48', '&nbsp;']","['17', '&nbsp;']","['*', '&nbsp;']"
735,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery ,All industries,Manufacturing industries,Machinery,Other machinery ,,4,other 333,"['3,404', '&nbsp;']","['5,731', '&nbsp;']","['10', 'i']","['5', 'e']","['72', '&nbsp;']","['50', '&nbsp;']","['4', '&nbsp;']","['250', '&nbsp;']","['63', '&nbsp;']","['6', '&nbsp;']","['336', '&nbsp;']","['83', '&nbsp;']","['88', '&nbsp;']","['249', '&nbsp;']","['22', '&nbsp;']","['45', '&nbsp;']","['10', '&nbsp;']","['51', '&nbsp;']","['598', '&nbsp;']","['16', '&nbsp;']","['9', '&nbsp;']","['30', '&nbsp;']","['199', '&nbsp;']","['6', 'e']","['228', '&nbsp;']","['5', 'i']","['574', '&nbsp;']"
735,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,977', '&nbsp;']","['63,765', '&nbsp;']","['34', '&nbsp;']","['43', '&nbsp;']","['282', '&nbsp;']","['973', '&nbsp;']","['78', '&nbsp;']","['934', '&nbsp;']","['1,549', '&nbsp;']","['3', '&nbsp;']","['554', '&nbsp;']","['41', '&nbsp;']","['4,088', '&nbsp;']","['836', '&nbsp;']","['54', '&nbsp;']","['170', '&nbsp;']","['39', '&nbsp;']","['103', '&nbsp;']","['5,007', '&nbsp;']","['314', '&nbsp;']","['28', '&nbsp;']","['365', '&nbsp;']","['761', '&nbsp;']","['7', 'i']","['277', '&nbsp;']","['78', '&nbsp;']","['722', '&nbsp;']"
735,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['432', '&nbsp;']","['17,999', '&nbsp;']","['7', '&nbsp;']","['12', '&nbsp;']","['84', 'i']","['618', 'i']","['11', '&nbsp;']","['260', '&nbsp;']","['582', '&nbsp;']","['*', 'e']","['116', 'i']","['10', '&nbsp;']","['51', '&nbsp;']","['311', '&nbsp;']","['3', '&nbsp;']","['20', '&nbsp;']","['1', '&nbsp;']","['32', '&nbsp;']","['646', '&nbsp;']","['35', '&nbsp;']","['1', '&nbsp;']","['238', '&nbsp;']","['164', '&nbsp;']","['1', '&nbsp;']","['24', '&nbsp;']","['*', 'e']","['43', '&nbsp;']"
735,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['906', '&nbsp;']","['28,597', '&nbsp;']","['5', '&nbsp;']","['3', 'e']","['113', '&nbsp;']","['200', '&nbsp;']","['45', '&nbsp;']","['197', '&nbsp;']","['609', '&nbsp;']","['*', 'e']","['81', '&nbsp;']","['2', 'e']","['3,831', '&nbsp;']","['232', '&nbsp;']","['18', '&nbsp;']","['77', '&nbsp;']","['27', '&nbsp;']","['8', '&nbsp;']","['2,277', '&nbsp;']","['119', '&nbsp;']","['8', '&nbsp;']","['13', '&nbsp;']","['203', '&nbsp;']","['1', 'e']","['47', '&nbsp;']","['56', '&nbsp;']","['D', '&nbsp;']"
735,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['1,097', '&nbsp;']","['9,218', '&nbsp;']","['18', '&nbsp;']","['23', '&nbsp;']","['52', '&nbsp;']","['132', '&nbsp;']","['20', '&nbsp;']","['248', '&nbsp;']","['152', '&nbsp;']","['3', '&nbsp;']","['301', 'i']","['28', '&nbsp;']","['142', '&nbsp;']","['192', '&nbsp;']","['23', '&nbsp;']","['73', '&nbsp;']","['11', '&nbsp;']","['54', '&nbsp;']","['534', '&nbsp;']","['106', '&nbsp;']","['18', '&nbsp;']","['90', '&nbsp;']","['241', '&nbsp;']","['3', 'i']","['99', '&nbsp;']","['1', 'e']","['D', '&nbsp;']"
735,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses ",5,"334510, 334517","['222', '&nbsp;']","['2,525', '&nbsp;']","['0', '&nbsp;']","['8', 'i']","['13', 'i']","['35', 'i']","['0', '&nbsp;']","['105', 'i']","['41', 'i']","['0', '&nbsp;']","['63', 'i']","['1', '&nbsp;']","['15', 'i']","['109', 'i']","['*', 'e']","['16', 'i']","['0', '&nbsp;']","['45', '&nbsp;']","['108', 'i']","['22', 'i']","['5', 'i']","['26', 'i']","['69', '&nbsp;']","['2', '&nbsp;']","['30', 'i']","['0', '&nbsp;']","['30', '&nbsp;']"
735,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",5,334511,"['64', '&nbsp;']","['2,881', '&nbsp;']","['6', '&nbsp;']","['D', '&nbsp;']","['21', '&nbsp;']","['48', '&nbsp;']","['7', '&nbsp;']","['76', '&nbsp;']","['32', '&nbsp;']","['3', '&nbsp;']","['32', '&nbsp;']","['21', '&nbsp;']","['97', '&nbsp;']","['29', '&nbsp;']","['3', '&nbsp;']","['D', '&nbsp;']","['*', 'e']","['1', '&nbsp;']","['157', '&nbsp;']","['41', '&nbsp;']","['*', 'e']","['48', '&nbsp;']","['47', '&nbsp;']","['0', '&nbsp;']","['5', '&nbsp;']","['*', 'e']","['*', '&nbsp;']"
735,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices ,5,other 3345,"['810', '&nbsp;']","['3,813', '&nbsp;']","['12', '&nbsp;']","['D', '&nbsp;']","['19', '&nbsp;']","['49', 'i']","['13', '&nbsp;']","['68', '&nbsp;']","['79', '&nbsp;']","['*', 'e']","['206', 'i']","['7', '&nbsp;']","['30', '&nbsp;']","['55', '&nbsp;']","['20', '&nbsp;']","['D', '&nbsp;']","['11', '&nbsp;']","['7', '&nbsp;']","['270', 'i']","['43', '&nbsp;']","['13', '&nbsp;']","['16', '&nbsp;']","['125', '&nbsp;']","['1', 'i']","['65', '&nbsp;']","['*', 'i']","['D', '&nbsp;']"
735,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['542', '&nbsp;']","['7,951', '&nbsp;']","['5', '&nbsp;']","['6', '&nbsp;']","['33', '&nbsp;']","['23', '&nbsp;']","['2', 'e']","['229', '&nbsp;']","['206', '&nbsp;']","['*', 'e']","['56', '&nbsp;']","['1', '&nbsp;']","['64', '&nbsp;']","['100', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['9', '&nbsp;']","['1,550', 'i']","['54', '&nbsp;']","['*', '&nbsp;']","['24', '&nbsp;']","['153', '&nbsp;']","['2', 'e']","['107', '&nbsp;']","['21', '&nbsp;']","['D', '&nbsp;']"
735,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['949', '&nbsp;']","['3,852', '&nbsp;']","['2', '&nbsp;']","['2', '&nbsp;']","['7', '&nbsp;']","['57', '&nbsp;']","['*', 'e']","['63', '&nbsp;']","['157', '&nbsp;']","['*', 'e']","['69', '&nbsp;']","['4', '&nbsp;']","['85', '&nbsp;']","['298', '&nbsp;']","['11', '&nbsp;']","['82', '&nbsp;']","['3', '&nbsp;']","['50', '&nbsp;']","['85', '&nbsp;']","['2', '&nbsp;']","['2', 'e']","['18', '&nbsp;']","['14', '&nbsp;']","['1', 'e']","['482', '&nbsp;']","['*', 'e']","['400', '&nbsp;']"
735,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,689', '&nbsp;']","['29,224', '&nbsp;']","['13', '&nbsp;']","['25', '&nbsp;']","['24', '&nbsp;']","['97', '&nbsp;']","['12', '&nbsp;']","['1,076', '&nbsp;']","['152', '&nbsp;']","['5', 'i']","['1,095', '&nbsp;']","['28', '&nbsp;']","['211', '&nbsp;']","['339', '&nbsp;']","['10', '&nbsp;']","['110', '&nbsp;']","['4', '&nbsp;']","['168', '&nbsp;']","['598', '&nbsp;']","['282', '&nbsp;']","['27', 'i']","['306', '&nbsp;']","['2,638', '&nbsp;']","['2', '&nbsp;']","['687', '&nbsp;']","['8', '&nbsp;']","['267', '&nbsp;']"
735,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['1,037', '&nbsp;']","['16,636', '&nbsp;']","['9', '&nbsp;']","['*', 'e']","['6', '&nbsp;']","['19', '&nbsp;']","['6', '&nbsp;']","['197', '&nbsp;']","['105', '&nbsp;']","['1', 'e']","['286', '&nbsp;']","['9', 'e']","['189', '&nbsp;']","['128', '&nbsp;']","['*', 'e']","['76', '&nbsp;']","['2', 'e']","['150', '&nbsp;']","['89', '&nbsp;']","['D', '&nbsp;']","['*', 'e']","['30', '&nbsp;']","['102', '&nbsp;']","['2', '&nbsp;']","['199', 'i']","['7', '&nbsp;']","['D', '&nbsp;']"
