table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022_preliminary_
10323,r014,All fields -> Life sciences -> Biological and biomedical sciences,All fields,Life sciences,Biological and biomedical sciences,3,NA,NA,NA,NA,NA,NA,NA,NA,8466,NA
10323,r015,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,6669,7027,7081,7897,7982,8670,9125,9839,NA,NA
10323,r016,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,398,426,420,408,412,409,434,431,NA,NA
10323,r017,All fields -> Life sciences -> Health sciences (formerly Medical sciences),All fields,Life sciences,Health sciences (formerly Medical sciences),3,5591,5721,5816,6021,6931,7150,7386,8722,8176,NA
10323,r018,All fields -> Life sciences -> Natural resources and conservation,All fields,Life sciences,Natural resources and conservation,3,NA,NA,NA,NA,NA,NA,NA,NA,195,NA
10323,r019,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1246,1267,1331,1426,1421,1862,1668,1997,1847,NA
10323,r020,All fields -> Mathematics and statistics,All fields,Mathematics and statistics,,2,NA,NA,NA,NA,NA,NA,NA,NA,212,197
10323,r021,All fields -> Physical sciences,All fields,Physical sciences,,2,1850,1846,1889,1999,1864,1951,1909,1907,1612,2375
10323,r022,All fields -> Physical sciences -> Astronomy and astrophysics (formerly Astronomy),All fields,Physical sciences,Astronomy and astrophysics (formerly Astronomy),3,173,156,157,154,153,8,6,1,1,NA
10323,r023,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,267,291,295,311,275,382,434,390,349,NA
10323,r024,All fields -> Physical sciences -> Material science,All fields,Physical sciences,Material science,3,NA,NA,NA,NA,NA,NA,NA,NA,215,NA
10323,r025,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,1013,989,471,1139,1079,1023,875,1061,609,NA
10323,r026,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,396,410,966,395,358,537,593,455,439,NA
10323,r027,All fields -> Psychology,All fields,Psychology,,2,919,930,995,1032,1054,1180,1387,1664,1836,1846
10323,r028,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,0.05,1,5,4,0.05,1,1,1,0.05,NA
10323,r029,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,48,46,45,44,43,38,42,30,34,NA
10323,r030,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,870,883,945,983,1011,1141,1344,1634,1801,NA
10323,r031,All fields -> Social sciences,All fields,Social sciences,,2,863,1049,792,849,668,665,704,698,832,907
10323,r032,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,2,2,2,2,3,4,2,1,20,NA
10323,r033,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,275,286,290,320,238,230,209,164,175,NA
10323,r034,All fields -> Social sciences -> Political science and government (formerly Political science),All fields,Social sciences,Political science and government (formerly Political science),3,2,1,4,1,5,2,4,8,9,NA
10323,r035,"All fields -> Social sciences -> Sociology, demography, and population studies (formerly Sociology)",All fields,Social sciences,"Sociology, demography, and population studies (formerly Sociology)",3,113,127,102,173,155,119,187,132,68,NA
10323,r036,All fields -> Social sciences -> Other social sciences<sup>a</sup>,All fields,Social sciences,Other social sciences<sup>a</sup>,3,472,632,395,352,267,311,302,393,560,NA
10323,r037,All fields -> Engineering,All fields,Engineering,,2,7541,8343,8290,9314,9522,10173,11661,10324,10223,10629
10323,r038,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,1433,1386,1356,1357,1442,1019,1128,1023,NA,NA
10323,r039,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",3,NA,NA,NA,NA,NA,NA,NA,NA,1508,NA
10323,r040,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,652,576,562,551,550,788,821,901,NA,NA
10323,r041,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,13,NA
10323,r042,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,335,432,314,303,226,621,379,694,612,NA
10323,r043,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,419,417,403,424,579,462,555,459,579,NA
10323,r044,"All fields -> Engineering -> Electrical, electronics, and communications engineering (formerly Electrical engineering)",All fields,Engineering,"Electrical, electronics, and communications engineering (formerly Electrical engineering)",3,904,992,669,835,878,772,751,675,687,NA
10323,r045,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,250,NA
10323,r046,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,402,374,198,251,326,388,527,407,175,NA
10323,r047,All fields -> Engineering -> Metallurgical and materials engineering (formerly Metallurgy and materials engineering),All fields,Engineering,Metallurgical and materials engineering (formerly Metallurgy and materials engineering),3,528,536,467,696,635,552,620,423,573,NA
10323,r048,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,2868,3629,4320,4895,4886,5573,6881,5741,5826,NA
10323,r049,All fields -> Other fields,All fields,Other fields,,2,NA,NA,NA,NA,NA,NA,NA,NA,4982,3419
10323,r050,All fields -> Other fields -> Business management and business administration,All fields,Other fields,Business management and business administration,3,NA,NA,NA,NA,NA,NA,NA,NA,86,NA
10323,r051,All fields -> Other fields -> Communication and communications technologies,All fields,Other fields,Communication and communications technologies,3,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
10323,r052,All fields -> Other fields -> Education research,All fields,Other fields,Education research,3,NA,NA,NA,NA,NA,NA,NA,NA,627,NA
10323,r053,"All fields -> Other fields -> Humanities, including History",All fields,Other fields,"Humanities, including History",3,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA
10323,r054,All fields -> Other fields -> Law,All fields,Other fields,Law,3,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA
10323,r055,All fields -> Other fields -> Social work,All fields,Other fields,Social work,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
10323,r056,All fields -> Other fields -> Visual and performing arts,All fields,Other fields,Visual and performing arts,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
10323,r057,All fields -> Other fields -> All other fields,All fields,Other fields,All other fields,3,NA,NA,NA,NA,NA,NA,NA,NA,4256,NA
10323,r058,All fields -> Other sciences nec,All fields,Other sciences nec,,2,853,925,1364,1352,2176,1912,2168,2185,NA,NA
