table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materialsandsupplies,field_lease_andrental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
1378,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['51,275', '  ']","['27,424', '  ']","['7', '  ']","['1,603', '  ']","['1,306', '  ']","['6,925', '  ']","['461', '  ']","['872', '  ']","['152', '  ']","['997', '  ']","['11,530', ' ']"
1378,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['22,042', '  ']","['12,470', '  ']","['7', '  ']","['1,252', '  ']","['D', '  ']","['3,570', '  ']","['299', '  ']","['640', '  ']","['127', '  ']","['D', '  ']","['D', ' ']"
1378,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['26,645', '  ']","['13,397', '  ']","['*', '  ']","['D', '  ']","['167', '  ']","['2,865', '  ']","['130', '  ']","['191', '  ']","['D', '  ']","['665', '  ']","['D', ' ']"
1378,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['25,221', '  ']","['12,747', '  ']","['*', '  ']","['265', '  ']","['165', '  ']","['2,321', '  ']","['128', '  ']","['190', '  ']","['D', '  ']","['665', '  ']","['D', ' ']"
1378,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['1,424', 'i ']","['649', 'i ']","['0', '  ']","['D', '&nbsp;']","['2', '  ']","['544', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['1', 'i ']","['D', '&nbsp;']"
1378,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['D', '  ']","['D', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['D', ' ']"
1378,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['41', '  ']","['D', '  ']","['D', '&nbsp;']","['D', '&nbsp;']"
1378,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['366', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['3', '  ']","['1', '  ']","['4', 'i ']","['41', 'i']"
1378,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['D', '  ']","['8,525', '  ']","['335', '  ']","['538', '  ']","['219', '  ']","['1,041', '  ']","['113', '  ']","['473', '  ']","['47', '  ']","['363', '  ']","['D', ' ']"
1378,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['11,668', '  ']","['6,884', '  ']","['332', '  ']","['501', '  ']","['209', '  ']","['907', '  ']","['99', '  ']","['436', '  ']","['46', '  ']","['346', '  ']","['1,908', ' ']"
1378,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['D', '&nbsp;']","['1,642', 'i ']","['3', 'i ']","['37', '  ']","['10', 'i ']","['135', 'i ']","['14', 'i ']","['37', 'i ']","['1', 'i ']","['16', 'i ']","['D', '&nbsp;']"
1378,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['124,132', '  ']","['77,856', '  ']","['11,978', '  ']","['6,658', '  ']","['1,782', '  ']","['3,656', '  ']","['2,544', '  ']","['3,536', '  ']","['268', '  ']","['3,491', '  ']","['12,362', ' ']"
1378,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['3,296', '  ']","['1,972', '  ']","['37', '  ']","['146', '  ']","['3', '  ']","['166', '  ']","['63', '  ']","['108', '  ']","['3', '  ']","['D', '  ']","['D', ' ']"
1378,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['351', '  ']","['115', 'i ']","['D', '  ']","['33', 'i ']","['1', '  ']","['D', '  ']","['D', '  ']","['68', 'i ']","['4', 'i ']","['D', '&nbsp;']","['D', ' ']"
1378,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['452', 'i ']","['327', 'i ']","['0', '  ']","['8', 'i ']","['*', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['4', 'i ']","['8', 'i ']","['9', 'i ']","['D', '&nbsp;']"
1378,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['1,569', 'i ']","['1,106', 'i ']","['D', '&nbsp;']","['1', 'i ']","['*', 'i ']","['1', 'i ']","['*', 'i ']","['182', 'i ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']"
1378,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['488', '  ']","['389', '  ']","['0', '  ']","['84', '  ']","['1', '  ']","['6', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['6', 'i']"
1378,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['70,748', '  ']","['43,191', '  ']","['10,886', '  ']","['3,333', '  ']","['1,353', '  ']","['1,335', 'i ']","['1,844', '  ']","['1,983', '  ']","['208', '  ']","['984', '  ']","['5,633', ' ']"
1378,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['33,574', '  ']","['22,827', '  ']","['2,793', '  ']","['1,297', '  ']","['188', '  ']","['442', '  ']","['589', '  ']","['619', '  ']","['104', '  ']","['821', '  ']","['3,893', ' ']"
1378,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['79', 'i ']","['55', 'i ']","['*', 'i ']","['1', 'i ']","['2', 'i ']","['4', 'i ']","['*', 'i ']","['7', 'i ']","['0', '  ']","['10', 'i ']","['1', 'i']"
1378,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['33,495', '  ']","['22,772', '  ']","['2,793', '  ']","['1,297', '  ']","['186', '  ']","['439', '  ']","['589', '  ']","['612', '  ']","['104', '  ']","['811', '  ']","['3,892', ' ']"
1378,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['D', '&nbsp;']","['2,167', '  ']","['187', 'i ']","['175', '  ']","['D', '  ']","['745', 'i ']","['189', 'i ']","['D', '  ']","['1', '  ']","['2', '  ']","['D', ' ']"
1378,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['11,914', '  ']","['8,414', '  ']","['D', '  ']","['384', '  ']","['232', '  ']","['67', '  ']","['178', '  ']","['282', '  ']","['103', '  ']","['131', '  ']","['D', ' ']"
1378,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['D', '  ']","['9,782', '  ']","['D', '  ']","['1,476', '  ']","['D', '  ']","['80', '  ']","['887', '  ']","['D', '  ']","['*', 'i ']","['29', 'i ']","['D', '&nbsp;']"
1378,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['7,331', '  ']","['4,599', '  ']","['29', '  ']","['1,576', '  ']","['46', '  ']","['9', '  ']","['50', '  ']","['94', '  ']","['0', '  ']","['434', '  ']","['494', ' ']"
1378,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['475', '  ']","['416', '  ']","['D', '  ']","['9', '  ']","['*', '  ']","['2', 'i ']","['6', '  ']","['9', '  ']","['5', '  ']","['4', '  ']","['D', ' ']"
1378,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['27', '  ']","['22', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', 'i ']","['4', '  ']","['*', 'i']"
1378,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['449', '  ']","['394', '  ']","['D', '  ']","['9', '  ']","['*', '  ']","['2', 'i ']","['6', '  ']","['9', '  ']","['5', '  ']","['*', '  ']","['D', ' ']"
1378,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['37,595', '  ']","['24,485', '  ']","['831', '  ']","['1,414', '  ']","['353', '  ']","['1,919', '  ']","['537', '  ']","['1,045', '  ']","['38', '  ']","['1,602', 'i ']","['5,369', ' ']"
1378,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['3,412', '  ']","['2,539', '  ']","['8', '  ']","['124', '  ']","['17', '  ']","['188', '  ']","['41', '  ']","['23', '  ']","['*', '  ']","['122', '  ']","['351', ' ']"
1378,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['15,747', '  ']","['10,707', '  ']","['597', '  ']","['574', '  ']","['186', '  ']","['505', '  ']","['178', '  ']","['591', '  ']","['4', '  ']","['95', '  ']","['2,310', ' ']"
1378,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['14,842', '  ']","['8,300', '  ']","['158', '  ']","['596', '  ']","['102', '  ']","['1,174', '  ']","['284', '  ']","['380', '  ']","['31', '  ']","['1,368', 'i ']","['2,448', ' ']"
1378,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['4,464', '  ']","['2,467', '  ']","['67', '  ']","['203', '  ']","['16', '  ']","['343', '  ']","['87', '  ']","['D', '  ']","['6', '  ']","['634', '  ']","['D', ' ']"
1378,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['9,659', '  ']","['5,327', 'i ']","['86', '  ']","['380', 'i ']","['81', '  ']","['828', '  ']","['180', '  ']","['307', 'i ']","['25', '  ']","['726', 'i ']","['1,720', 'i']"
1378,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['719', '  ']","['506', '  ']","['6', '  ']","['13', '  ']","['6', '  ']","['2', '  ']","['18', '  ']","['D', '  ']","['*', '  ']","['9', '  ']","['D', ' ']"
1378,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['3,595', '  ']","['2,939', '  ']","['68', 'i ']","['121', 'i ']","['48', 'i ']","['53', '  ']","['34', '  ']","['52', '  ']","['3', '  ']","['18', '  ']","['260', ' ']"
1378,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['848', '  ']","['478', '  ']","['56', '  ']","['25', 'i ']","['9', '  ']","['93', '  ']","['30', '  ']","['34', '  ']","['3', '  ']","['20', '  ']","['101', 'i']"
1378,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['977', 'i ']","['777', 'i ']","['23', '  ']","['30', '  ']","['15', 'i ']","['47', 'i ']","['9', '  ']","['8', 'i ']","['1', 'i ']","['7', '  ']","['60', 'i']"
1378,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['374,685', '  ']","['214,959', '  ']","['21,644', '  ']","['16,704', '  ']","['5,584', '  ']","['26,696', '  ']","['6,100', '  ']","['13,674', '  ']","['1,928', '  ']","['10,196', '  ']","['57,200', ' ']"
1378,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1378,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5 &#8211; 9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5 &#8211; 9,,,3,–,"['1,581', 'i ']","['923', 'i ']","['48', 'i ']","['81', 'i ']","['32', 'i ']","['129', 'i ']","['35', 'i ']","['37', 'i ']","['9', 'i ']","['52', 'i ']","['235', 'i']"
